,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,onset,duration,no_response,size_final_tally
0,True,full_screen,d06032022hr1601,fullscreen,0,5424,0.0-0.0,0,0,61002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,57374,0.0-1.0-0.0-0.0,0,0,61002,"[{""page_index"":0,""viewing_time"":8881},{""page_index"":1,""viewing_time"":14732},{""page_index"":2,""viewing_time"":10946},{""page_index"":3,""viewing_time"":7564},{""page_index"":4,""viewing_time"":5928},{""page_index"":5,""viewing_time"":3898}]",51949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,size_comprehension_check,,survey-multi-choice,2,74125,0.0-1.0-0.0-1.0,0,0,61002,,16747.0,"{""Q0"":""True"",""Q1"":""Size in the real world"",""Q2"":""True"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,75440,0.0-1.0-1.0,0,0,61002,,1313.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,size_choice,,html-keyboard-response,4,76471,0.0-1.0-2.0,0,0,61002,,1028.0,,,75.0,0.0,0.0,1.0,1000.0,L-L,,L,L,3.0,3.0,dishwasher,garbagecan,dishwasher9,garbagecan9,28.0,38.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher2.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan12.jpg,0.0,garbagecan,dishwasher,L,L,3.0,3.0,garbagecan9,dishwasher9,,1.028,1.028,0.0,
5,,size_choice_confirmation,,html-keyboard-response,5,76947,0.0-1.0-3.0-0.0,0,0,61002,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.472,,
6,,iti,,html-keyboard-response,6,77949,0.0-1.0-4.0,0,0,61002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.0,,
7,,size_choice,,html-keyboard-response,7,79191,0.0-1.0-6.0,0,0,61002,,1240.0,,,75.0,1.0,1.0,1.0,1000.0,M-M,,M,M,2.0,2.0,handsaw,hairdryer,handsaw1,hairdryer2,80.0,71.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer12.jpg,0.0,hairdryer,handsaw,M,M,2.0,2.0,hairdryer2,handsaw1,,3.74,1.24,0.0,
8,,size_choice_confirmation,,html-keyboard-response,8,79454,0.0-1.0-7.0-0.0,0,0,61002,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.26,,
9,,iti,,html-keyboard-response,9,80456,0.0-1.0-8.0,0,0,61002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,
10,,size_choice,,html-keyboard-response,10,81399,0.0-1.0-10.0,0,0,61002,,942.0,,,75.0,2.0,2.0,1.0,1500.0,S-XL,0.0,S,XL,1.0,4.0,teabag,dumptruck,teabag7,dumptruck8,136.0,177.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag10.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck7.jpg,0.0,dumptruck,teabag,XL,S,4.0,1.0,dumptruck8,teabag7,1.0,5.942,0.942,0.0,
11,,size_choice_confirmation,,html-keyboard-response,11,81960,0.0-1.0-11.0-0.0,0,0,61002,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0.558,,
12,,iti,,html-keyboard-response,12,83462,0.0-1.0-12.0,0,0,61002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.5,,
13,,size_choice,,html-keyboard-response,13,84511,0.0-1.0-14.0,0,0,61002,,1047.0,,,68.0,3.0,3.0,1.0,2000.0,S-M,1.0,M,S,2.0,1.0,hairdryer,screws,hairdryer5,screws5,74.0,124.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer15.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws2.jpg,1.0,hairdryer,screws,M,S,2.0,1.0,hairdryer5,screws5,1.0,9.047,1.047,0.0,
14,,size_choice_confirmation,,html-keyboard-response,14,84966,0.0-1.0-15.0-0.0,0,0,61002,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.453,,
15,,iti,,html-keyboard-response,15,86969,0.0-1.0-16.0,0,0,61002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,2.0,,
16,,size_choice,,html-keyboard-response,16,87736,0.0-1.0-18.0,0,0,61002,,765.0,,,75.0,4.0,4.0,1.0,3500.0,S-XL,0.0,S,XL,1.0,4.0,teabag,car,teabag4,car9,133.0,158.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car15.jpg,0.0,car,teabag,XL,S,4.0,1.0,car9,teabag4,1.0,12.265,0.765,0.0,
17,,size_choice_confirmation,,html-keyboard-response,17,88473,0.0-1.0-19.0-0.0,0,0,61002,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.735,,
