,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,onset,duration,no_response,size_final_tally
0,True,full_screen,d06022022hr0103,fullscreen,0,14922,0.0-0.0,0,0,30311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,19007,0.0-1.0-0.0-0.0,0,0,30311,"[{""page_index"":0,""viewing_time"":1877},{""page_index"":1,""viewing_time"":657},{""page_index"":2,""viewing_time"":411},{""page_index"":3,""viewing_time"":433},{""page_index"":4,""viewing_time"":385},{""page_index"":5,""viewing_time"":320}]",4084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,size_comprehension_check,,survey-multi-choice,2,24767,0.0-1.0-0.0-1.0,0,0,30311,,5758.0,"{""Q0"":""True"",""Q1"":""Size in the real world"",""Q2"":""True"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,25782,0.0-1.0-1.0,0,0,30311,,1012.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,size_choice,,html-keyboard-response,4,26210,0.0-1.0-2.0,0,0,30311,,425.0,,,75.0,0.0,0.0,1.0,1500.0,S-M,0.0,S,M,1.0,2.0,die,basketball,die2,basketball9,101.0,58.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball5.jpg,0.0,basketball,die,M,S,2.0,1.0,basketball9,die2,1.0,0.425,0.425,0.0,
5,,size_choice_confirmation,,html-keyboard-response,5,27288,0.0-1.0-3.0-0.0,0,0,30311,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.075,,
6,,iti,,html-keyboard-response,6,27389,0.0-1.0-4.0,0,0,30311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,
7,,size_choice,,html-keyboard-response,7,27689,0.0-1.0-6.0,0,0,30311,,297.0,,,68.0,1.0,1.0,1.0,1500.0,S-L,1.0,L,S,3.0,1.0,cooler,die,cooler7,die7,6.0,106.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die4.jpg,1.0,cooler,die,L,S,3.0,1.0,cooler7,die7,1.0,3.297,0.297,0.0,
8,,size_choice_confirmation,,html-keyboard-response,8,28895,0.0-1.0-7.0-0.0,0,0,30311,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.203,,
9,,iti,,html-keyboard-response,9,29000,0.0-1.0-8.0,0,0,30311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.5,,
