,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,onset,duration,no_response,size_final_tally
0,True,full_screen,d06012022hr1948,fullscreen,0,3967,0.0-0.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,6049,0.0-1.0-0.0-0.0,0,0,85937,"[{""page_index"":0,""viewing_time"":1348},{""page_index"":1,""viewing_time"":150},{""page_index"":2,""viewing_time"":150},{""page_index"":3,""viewing_time"":150},{""page_index"":4,""viewing_time"":133},{""page_index"":5,""viewing_time"":151}]",2082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,size_comprehension_check,,survey-multi-choice,2,12016,0.0-1.0-0.0-1.0,0,0,85937,,5964.0,"{""Q0"":""True"",""Q1"":""Size on the screen"",""Q2"":""True"",""Q3"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,missed_instruction_checkup,,html-keyboard-response,3,13217,0.0-1.0-0.0-2.0-0.0,0,1,85937,,1199.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,size_instructions,,instructions,4,15379,0.0-1.0-0.1-0.1,0,0,85937,"[{""page_index"":0,""viewing_time"":1180},{""page_index"":1,""viewing_time"":236},{""page_index"":2,""viewing_time"":180},{""page_index"":3,""viewing_time"":166},{""page_index"":4,""viewing_time"":168},{""page_index"":5,""viewing_time"":231}]",2161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,size_comprehension_check,,survey-multi-choice,5,21383,0.0-1.0-0.1-1.1,0,0,85937,,6002.0,"{""Q0"":""True"",""Q1"":""Size in the real world"",""Q2"":""True"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,html-keyboard-response,6,22470,0.0-1.0-1.0,0,0,85937,,1087.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,size_choice,,html-keyboard-response,7,22983,0.0-1.0-2.0,0,0,85937,,512.0,,,68.0,0.0,0.0,1.0,1500.0,S-M,1.0,M,S,2.0,1.0,hairdryer,paperclip,hairdryer8,paperclip1,77.0,110.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer1.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip9.jpg,1.0,hairdryer,paperclip,M,S,2.0,1.0,hairdryer8,paperclip1,1.0,0.512,0.512,0.0,
8,,size_choice_confirmation,,html-keyboard-response,8,23977,0.0-1.0-3.0-0.0,0,0,85937,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.988,,
9,,iti,,html-keyboard-response,9,24079,0.0-1.0-4.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,
10,,size_choice,,html-keyboard-response,10,24310,0.0-1.0-6.0,0,0,85937,,230.0,,,68.0,1.0,1.0,1.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,die,van,die5,van5,104.0,194.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van3.jpg,1.0,die,van,S,XL,1.0,4.0,die5,van5,0.0,3.23,0.23,0.0,
11,,size_choice_confirmation,,html-keyboard-response,11,25583,0.0-1.0-7.0-0.0,0,0,85937,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.27,,
12,,iti,,html-keyboard-response,12,25687,0.0-1.0-8.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.0,,
13,,size_choice,,html-keyboard-response,13,26459,0.0-1.0-10.0,0,0,85937,,772.0,,,68.0,2.0,2.0,1.0,1000.0,S-L,1.0,L,S,3.0,1.0,dishwasher,thread,dishwasher8,thread1,27.0,140.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread7.jpg,1.0,dishwasher,thread,L,S,3.0,1.0,dishwasher8,thread1,1.0,6.272,0.772,0.0,
14,,size_choice_confirmation,,html-keyboard-response,14,27190,0.0-1.0-11.0-0.0,0,0,85937,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.728,,
15,,iti,,html-keyboard-response,15,27291,0.0-1.0-12.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,
16,,size_choice,,html-keyboard-response,16,27953,0.0-1.0-14.0,0,0,85937,,662.0,,,68.0,3.0,3.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,van,basketball,van4,basketball9,193.0,58.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball5.jpg,1.0,van,basketball,XL,M,4.0,2.0,van4,basketball9,1.0,8.662,0.662,0.0,
17,,size_choice_confirmation,,html-keyboard-response,17,28796,0.0-1.0-15.0-0.0,0,0,85937,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.838,,
18,,iti,,html-keyboard-response,18,28900,0.0-1.0-16.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.5,,
19,,size_choice,,html-keyboard-response,19,29596,0.0-1.0-18.0,0,0,85937,,695.0,,,68.0,4.0,4.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,crane,handsaw,crane4,handsaw4,163.0,83.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane5.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw3.jpg,1.0,crane,handsaw,XL,M,4.0,2.0,crane4,handsaw4,1.0,11.695,0.695,0.0,
20,,size_choice_confirmation,,html-keyboard-response,20,30402,0.0-1.0-19.0-0.0,0,0,85937,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.805,,
21,,iti,,html-keyboard-response,21,30507,0.0-1.0-20.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.5,,
22,,size_choice,,html-keyboard-response,22,31706,0.0-1.0-22.0,0,0,85937,,1198.0,,,68.0,5.0,5.0,1.0,1000.0,M-L,1.0,L,M,3.0,2.0,deskchair,handsaw,deskchair9,handsaw9,18.0,88.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw6.jpg,1.0,deskchair,handsaw,L,M,3.0,2.0,deskchair9,handsaw9,1.0,15.198,1.198,0.0,
23,,size_choice_confirmation,,html-keyboard-response,23,32013,0.0-1.0-23.0-0.0,0,0,85937,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,0.302,,
24,,iti,,html-keyboard-response,24,32117,0.0-1.0-24.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,1.0,,
25,,size_choice,,html-keyboard-response,25,32548,0.0-1.0-26.0,0,0,85937,,430.0,,,68.0,6.0,6.0,1.0,1500.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,mailbox,coffeemaker7,mailbox7,66.0,46.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker9.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox7.jpg,1.0,coffeemaker,mailbox,M,L,2.0,3.0,coffeemaker7,mailbox7,0.0,16.93,0.43,0.0,
26,,size_choice_confirmation,,html-keyboard-response,26,33620,0.0-1.0-27.0-0.0,0,0,85937,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.07,,
27,,iti,,html-keyboard-response,27,33725,0.0-1.0-28.0,0,0,85937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,1.5,,
