,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,onset,duration,no_response,size_final_tally
27,,size_choice,,html-keyboard-response,27,30381,0.0-1.0-38.0,0,0,97341,,,,,,9.0,9.0,1.0,1500.0,M-L,0.0,M,L,2.0,3.0,basketball,garbagecan,basketball10,garbagecan5,59.0,34.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan3.jpg,,,,,,,,,,,27.5,1.5,1.0,
28,,iti,,html-keyboard-response,28,30484,0.0-1.0-40.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.5,,
29,,size_choice,,html-keyboard-response,29,31988,0.0-1.0-42.0,0,0,97341,,,,,,10.0,10.0,1.0,2000.0,S-L,1.0,L,S,3.0,1.0,dishwasher,teabag,dishwasher1,teabag5,20.0,134.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher10.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag2.jpg,,,,,,,,,,,30.5,1.5,1.0,
30,,iti,,html-keyboard-response,30,32091,0.0-1.0-44.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,2.0,,
31,,size_choice,,html-keyboard-response,31,33597,0.0-1.0-46.0,0,0,97341,,,,,,11.0,11.0,1.0,1000.0,S-S,,S,S,1.0,1.0,thread,die,thread10,die4,149.0,103.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread9.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die2.jpg,,,,,,,,,,,34.0,1.5,1.0,
32,,iti,,html-keyboard-response,32,33700,0.0-1.0-48.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0,,
33,,size_choice,,html-keyboard-response,33,35204,0.0-1.0-50.0,0,0,97341,,,,,,12.0,12.0,1.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,teabag,crane,teabag6,crane6,135.0,165.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane2.jpg,,,,,,,,,,,36.5,1.5,1.0,
34,,iti,,html-keyboard-response,34,35308,0.0-1.0-52.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,1.0,,
35,,size_choice,,html-keyboard-response,35,36814,0.0-1.0-54.0,0,0,97341,,,,,,13.0,13.0,1.0,1500.0,S-M,0.0,S,M,1.0,2.0,paperclip,ketchup,paperclip2,ketchup7,111.0,96.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup4.jpg,,,,,,,,,,,39.0,1.5,1.0,
36,,iti,,html-keyboard-response,36,36917,0.0-1.0-56.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,1.5,,
37,,size_choice,,html-keyboard-response,37,38422,0.0-1.0-58.0,0,0,97341,,,,,,14.0,14.0,1.0,2000.0,S-L,0.0,S,L,1.0,3.0,thread,garbagecan,thread6,garbagecan8,145.0,37.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread2.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan13.jpg,,,,,,,,,,,42.0,1.5,1.0,
38,,iti,,html-keyboard-response,38,38527,0.0-1.0-60.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,2.0,,
39,,size_choice,,html-keyboard-response,39,40030,0.0-1.0-62.0,0,0,97341,,,,,,15.0,15.0,1.0,1000.0,S-L,0.0,S,L,1.0,3.0,screws,dishwasher,screws4,dishwasher2,123.0,21.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher9.jpg,,,,,,,,,,,45.5,1.5,1.0,
40,,iti,,html-keyboard-response,40,40132,0.0-1.0-64.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,1.0,,
41,,size_choice,,html-keyboard-response,41,41636,0.0-1.0-66.0,0,0,97341,,,,,,16.0,16.0,1.0,3000.0,XL-XL,,XL,XL,4.0,4.0,dumptruck,crane,dumptruck9,crane9,178.0,168.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane8.jpg,,,,,,,,,,,48.0,1.5,1.0,
42,,iti,,html-keyboard-response,42,41742,0.0-1.0-68.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,3.0,,
43,,size_choice,,html-keyboard-response,43,43247,0.0-1.0-70.0,0,0,97341,,,,,,17.0,17.0,1.0,1000.0,L-L,,L,L,3.0,3.0,deskchair,mailbox,deskchair2,mailbox5,11.0,44.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox4.jpg,,,,,,,,,,,52.5,1.5,1.0,
44,,iti,,html-keyboard-response,44,43348,0.0-1.0-72.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,1.0,,
45,,size_choice,,html-keyboard-response,45,43592,0.0-1.0-74.0,0,0,97341,,243.0,,,75.0,18.0,18.0,1.0,3000.0,M-XL,1.0,XL,M,4.0,2.0,van,coffeemaker,van2,coffeemaker8,191.0,67.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van4.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker5.jpg,0.0,coffeemaker,van,M,XL,2.0,4.0,coffeemaker8,van2,0.0,53.743,0.243,0.0,
46,,size_choice_confirmation,,html-keyboard-response,46,44852,0.0-1.0-75.0-0.0,0,0,97341,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.257,,
47,,iti,,html-keyboard-response,47,44954,0.0-1.0-76.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,3.0,,
48,,size_choice,,html-keyboard-response,48,45266,0.0-1.0-78.0,0,0,97341,,311.0,,,75.0,19.0,19.0,1.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,tractor,handsaw,tractor6,handsaw1,185.0,80.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw8.jpg,0.0,handsaw,tractor,M,XL,2.0,4.0,handsaw1,tractor6,0.0,58.311,0.311,0.0,
49,,size_choice_confirmation,,html-keyboard-response,49,46458,0.0-1.0-79.0-0.0,0,0,97341,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,1.189,,
50,,iti,,html-keyboard-response,50,46560,0.0-1.0-80.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,1.0,,
51,,size_choice,,html-keyboard-response,51,47091,0.0-1.0-82.0,0,0,97341,,529.0,,,75.0,20.0,20.0,1.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,hairdryer,van,hairdryer9,van1,78.0,190.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van5.jpg,0.0,van,hairdryer,XL,M,4.0,2.0,van1,hairdryer9,1.0,61.029,0.529,0.0,
52,,size_choice_confirmation,,html-keyboard-response,52,48068,0.0-1.0-83.0-0.0,0,0,97341,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.971,,
53,,iti,,html-keyboard-response,53,48169,0.0-1.0-84.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,1.0,,
54,,size_choice,,html-keyboard-response,54,49675,0.0-1.0-86.0,0,0,97341,,,,,,21.0,21.0,1.0,1000.0,S-M,0.0,S,M,1.0,2.0,die,hairdryer,die6,hairdryer4,105.0,73.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die1.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer16.jpg,,,,,,,,,,,64.5,1.5,1.0,
55,,iti,,html-keyboard-response,55,49781,0.0-1.0-88.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,1.0,,
56,,size_choice,,html-keyboard-response,56,49831,0.0-1.0-90.0,0,0,97341,,49.0,,,75.0,22.0,22.0,1.0,1000.0,S-L,1.0,L,S,3.0,1.0,mailbox,teabag,mailbox3,teabag8,42.0,137.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox1.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag7.jpg,0.0,teabag,mailbox,S,L,1.0,3.0,teabag8,mailbox3,0.0,65.549,0.049,0.0,
57,,size_choice_confirmation,,html-keyboard-response,57,51284,0.0-1.0-91.0-0.0,0,0,97341,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,1.451,,
58,,iti,,html-keyboard-response,58,51388,0.0-1.0-92.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,1.0,,
59,,size_choice,,html-keyboard-response,59,52412,0.0-1.0-94.0,0,0,97341,,1023.0,,,75.0,23.0,23.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,tractor,basketball,tractor4,basketball4,183.0,53.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor4.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball1.jpg,0.0,basketball,tractor,M,XL,2.0,4.0,basketball4,tractor4,0.0,69.023,1.023,0.0,
60,,size_choice_confirmation,,html-keyboard-response,60,52895,0.0-1.0-95.0-0.0,0,0,97341,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,0.477,,
61,,iti,,html-keyboard-response,61,52996,0.0-1.0-96.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,1.5,,
62,,size_choice,,html-keyboard-response,62,53387,0.0-1.0-98.0,0,0,97341,,389.0,,,75.0,24.0,24.0,1.0,2000.0,S-XL,1.0,XL,S,4.0,1.0,dumptruck,die,dumptruck6,die8,175.0,107.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die5.jpg,0.0,die,dumptruck,S,XL,1.0,4.0,die8,dumptruck6,0.0,71.389,0.389,0.0,
63,,size_choice_confirmation,,html-keyboard-response,63,54502,0.0-1.0-99.0-0.0,0,0,97341,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,1.111,,
64,,iti,,html-keyboard-response,64,54603,0.0-1.0-100.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,2.0,,
65,,size_choice,,html-keyboard-response,65,55730,0.0-1.0-102.0,0,0,97341,,1126.0,,,75.0,25.0,25.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,van,die,van10,die10,199.0,109.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van8.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die6.jpg,0.0,die,van,S,XL,1.0,4.0,die10,van10,0.0,75.626,1.126,0.0,
66,,size_choice_confirmation,,html-keyboard-response,66,56108,0.0-1.0-103.0-0.0,0,0,97341,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,0.374,,
67,,iti,,html-keyboard-response,67,56213,0.0-1.0-104.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,1.0,,
68,,size_choice,,html-keyboard-response,68,56672,0.0-1.0-106.0,0,0,97341,,458.0,,,75.0,26.0,26.0,1.0,2000.0,M-M,,M,M,2.0,2.0,coffeemaker,hairdryer,coffeemaker5,hairdryer1,64.0,70.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer11.jpg,0.0,hairdryer,coffeemaker,M,M,2.0,2.0,hairdryer1,coffeemaker5,,77.458,0.458,0.0,
69,,size_choice_confirmation,,html-keyboard-response,69,57716,0.0-1.0-107.0-0.0,0,0,97341,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,1.042,,
70,,iti,,html-keyboard-response,70,57818,0.0-1.0-108.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,2.0,,
71,,size_choice,,html-keyboard-response,71,59322,0.0-1.0-110.0,0,0,97341,,,,,,27.0,27.0,1.0,3000.0,XL-XL,,XL,XL,4.0,4.0,car,dumptruck,car7,dumptruck2,156.0,171.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car13.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck8.jpg,,,,,,,,,,,82.0,1.5,1.0,
72,,iti,,html-keyboard-response,72,59425,0.0-1.0-112.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,3.0,,
73,,size_choice,,html-keyboard-response,73,59612,0.0-1.0-114.0,0,0,97341,,186.0,,,75.0,28.0,28.0,1.0,1000.0,M-L,1.0,L,M,3.0,2.0,mailbox,ketchup,mailbox2,ketchup6,41.0,95.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox2.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup1.jpg,0.0,ketchup,mailbox,M,L,2.0,3.0,ketchup6,mailbox2,0.0,85.186,0.186,0.0,
74,,size_choice_confirmation,,html-keyboard-response,74,60929,0.0-1.0-115.0-0.0,0,0,97341,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,1.314,,
75,,iti,,html-keyboard-response,75,61034,0.0-1.0-116.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,1.0,,
76,,size_choice,,html-keyboard-response,76,61479,0.0-1.0-118.0,0,0,97341,,444.0,,,75.0,29.0,29.0,1.0,3500.0,L-XL,1.0,XL,L,4.0,3.0,van,cooler,van7,cooler5,196.0,4.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler10.jpg,0.0,cooler,van,L,XL,3.0,4.0,cooler5,van7,0.0,87.944,0.444,0.0,
77,,size_choice_confirmation,,html-keyboard-response,77,62537,0.0-1.0-119.0-0.0,0,0,97341,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,1.056,,
78,,iti,,html-keyboard-response,78,62638,0.0-1.0-120.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,3.5,,
79,,size_choice,,html-keyboard-response,79,63746,0.0-1.0-122.0,0,0,97341,,1107.0,,,75.0,30.0,30.0,1.0,1000.0,S-S,,S,S,1.0,1.0,paperclip,teabag,paperclip9,teabag2,118.0,131.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag8.jpg,0.0,teabag,paperclip,S,S,1.0,1.0,teabag2,paperclip9,,93.607,1.107,0.0,
80,,size_choice_confirmation,,html-keyboard-response,80,64143,0.0-1.0-123.0-0.0,0,0,97341,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,0.393,,
81,,iti,,html-keyboard-response,81,64247,0.0-1.0-124.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,1.0,,
82,,size_choice,,html-keyboard-response,82,64746,0.0-1.0-126.0,0,0,97341,,498.0,,,75.0,31.0,31.0,1.0,1500.0,S-S,,S,S,1.0,1.0,thread,screws,thread4,screws8,143.0,127.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws10.jpg,0.0,screws,thread,S,S,1.0,1.0,screws8,thread4,,95.498,0.498,0.0,
83,,size_choice_confirmation,,html-keyboard-response,83,65754,0.0-1.0-127.0-0.0,0,0,97341,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5,1.002,,
84,,iti,,html-keyboard-response,84,65855,0.0-1.0-128.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,1.5,,
85,,size_choice,,html-keyboard-response,85,67189,0.0-1.0-130.0,0,0,97341,,1333.0,,,75.0,32.0,32.0,1.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,die,crane,die7,crane8,106.0,167.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die4.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane10.jpg,0.0,crane,die,XL,S,4.0,1.0,crane8,die7,1.0,99.333,1.333,0.0,
86,,size_choice_confirmation,,html-keyboard-response,86,67359,0.0-1.0-131.0-0.0,0,0,97341,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,0.167,,
87,,iti,,html-keyboard-response,87,67460,0.0-1.0-132.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,2.0,,
88,,size_choice,,html-keyboard-response,88,68320,0.0-1.0-134.0,0,0,97341,,859.0,,,75.0,33.0,33.0,1.0,1000.0,M-M,,M,M,2.0,2.0,hairdryer,handsaw,hairdryer3,handsaw3,72.0,82.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer17.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw2.jpg,0.0,handsaw,hairdryer,M,M,2.0,2.0,handsaw3,hairdryer3,,102.359,0.859,0.0,
89,,size_choice_confirmation,,html-keyboard-response,89,68962,0.0-1.0-135.0-0.0,0,0,97341,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,0.641,,
90,,iti,,html-keyboard-response,90,69064,0.0-1.0-136.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,1.0,,
91,,size_choice,,html-keyboard-response,91,70567,0.0-1.0-138.0,0,0,97341,,,,,,34.0,34.0,1.0,1500.0,L-L,,L,L,3.0,3.0,garbagecan,cooler,garbagecan9,cooler1,38.0,0.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan12.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler8.jpg,,,,,,,,,,,105.5,1.5,1.0,
92,,iti,,html-keyboard-response,92,70671,0.0-1.0-140.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,1.5,,
93,,size_choice,,html-keyboard-response,93,72175,0.0-1.0-142.0,0,0,97341,,,,,,35.0,35.0,1.0,2000.0,S-L,1.0,L,S,3.0,1.0,cooler,teabag,cooler9,teabag1,8.0,130.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag9.jpg,,,,,,,,,,,108.5,1.5,1.0,
