,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,onset,duration,no_response,size_final_tally
0,True,full_screen,d06232022hr2012,fullscreen,0,2303,0.0-0.0,0,0,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,5127,0.0-1.0-0.0-0.0,0,0,999,"[{""page_index"":0,""viewing_time"":1202},{""page_index"":1,""viewing_time"":156},{""page_index"":2,""viewing_time"":168},{""page_index"":3,""viewing_time"":180},{""page_index"":4,""viewing_time"":658},{""page_index"":5,""viewing_time"":458}]",2823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,size_comprehension_check,,survey-multi-choice,2,12272,0.0-1.0-0.0-1.0,0,0,999,,7141.0,"{""Q0"":""True"",""Q1"":""Size in the real world"",""Q2"":""True"",""Q3"":""pointer finger for left and middle finger for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,13777,0.0-1.0-1.0,0,0,999,,1502.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,start_run,,html-keyboard-response,4,14537,0.0-1.0-2.0,0,0,999,,759.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,size_choice,,html-keyboard-response,5,15448,0.0-1.0-3.0,0,0,999,,910.0,,,50.0,0.0,0.0,1.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,crane,coffeemaker,crane4,coffeemaker10,163.0,69.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane5.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker18.jpg,1.0,crane,coffeemaker,XL,M,4.0,2.0,crane4,coffeemaker10,1.0,0.0,0.91,0.0,
6,,size_choice_confirmation,,html-keyboard-response,6,16042,0.0-1.0-4.0-0.0,0,0,999,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.59,,
7,,iti,,html-keyboard-response,7,17049,0.0-1.0-5.0,0,0,999,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.0,,
8,,size_choice,,html-keyboard-response,8,17305,0.0-1.0-7.0,0,0,999,,255.0,,,50.0,1.0,1.0,1.0,500.0,S-L,0.0,S,L,1.0,3.0,screws,mailbox,screws1,mailbox5,120.0,44.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox4.jpg,1.0,screws,mailbox,S,L,1.0,3.0,screws1,mailbox5,0.0,2.5,0.255,0.0,
9,,size_choice_confirmation,,html-keyboard-response,9,18555,0.0-1.0-8.0-0.0,0,0,999,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.755,1.245,,
10,,iti,,html-keyboard-response,10,19056,0.0-1.0-9.0,0,0,999,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.5,,
11,,size_choice,,html-keyboard-response,11,19541,0.0-1.0-11.0,0,0,999,,484.0,,,50.0,2.0,2.0,1.0,1000.0,M-L,0.0,M,L,2.0,3.0,ketchup,cooler,ketchup6,cooler9,95.0,8.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler7.jpg,1.0,ketchup,cooler,M,L,2.0,3.0,ketchup6,cooler9,0.0,4.5,0.484,0.0,
12,,size_choice_confirmation,,html-keyboard-response,12,20559,0.0-1.0-12.0-0.0,0,0,999,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.984,1.016,,
13,,iti,,html-keyboard-response,13,21560,0.0-1.0-13.0,0,0,999,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,
14,,size_choice,,html-keyboard-response,14,23483,0.0-1.0-15.0,0,0,999,,,,,,3.0,3.0,1.0,1000.0,S-M,0.0,S,M,1.0,2.0,die,basketball,die2,basketball9,101.0,58.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball5.jpg,,,,,,,,,,,7.0,1.5,1.0,
15,,iti,,html-keyboard-response,15,25896,0.0-1.0-17.0,0,0,999,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.0,,
16,,size_choice,,html-keyboard-response,16,28270,0.0-1.0-19.0,0,0,999,,,,,,4.0,4.0,1.0,500.0,S-XL,0.0,S,XL,1.0,4.0,screws,van,screws4,van1,123.0,190.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van5.jpg,,,,,,,,,,,9.5,1.5,1.0,
17,,iti,,html-keyboard-response,17,30082,0.0-1.0-21.0,0,0,999,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.5,,
18,,size_choice,,html-keyboard-response,18,32515,0.0-1.0-23.0,0,0,999,,,,,,5.0,5.0,1.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,tractor,teabag,tractor6,teabag10,185.0,139.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag4.jpg,,,,,,,,,,,11.5,1.5,1.0,
19,,iti,,html-keyboard-response,19,35345,0.0-1.0-25.0,0,0,999,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.5,,
20,,size_choice,,html-keyboard-response,20,38334,0.0-1.0-27.0,0,0,999,,,,,,6.0,6.0,1.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,basketball,dumptruck,basketball7,dumptruck6,56.0,175.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck2.jpg,,,,,,,,,,,14.5,1.5,1.0,
21,,iti,,html-keyboard-response,21,40036,0.0-1.0-29.0,0,0,999,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,,
22,,size_choice,,html-keyboard-response,22,43478,0.0-1.0-31.0,0,0,999,,,,,,7.0,7.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,car,basketball,car7,basketball2,156.0,51.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car13.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball8.jpg,,,,,,,,,,,17.0,1.5,1.0,
23,,iti,,html-keyboard-response,23,46464,0.0-1.0-33.0,0,0,999,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,1.5,,
24,,size_choice,,html-keyboard-response,24,48485,0.0-1.0-35.0,0,0,999,,,,,,8.0,8.0,1.0,500.0,S-L,1.0,L,S,3.0,1.0,mailbox,thread,mailbox4,thread1,43.0,140.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread7.jpg,,,,,,,,,,,20.0,1.5,1.0,
25,,iti,,html-keyboard-response,25,49973,0.0-1.0-37.0,0,0,999,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,0.5,,
