,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,onset,duration,no_response,size_final_tally
0,True,full_screen,d06032022hr1702,fullscreen,0,3775,0.0-0.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,30317,0.0-1.0-0.0-0.0,0,0,64747,"[{""page_index"":0,""viewing_time"":4797},{""page_index"":1,""viewing_time"":5033},{""page_index"":2,""viewing_time"":4543},{""page_index"":3,""viewing_time"":1976},{""page_index"":4,""viewing_time"":7064},{""page_index"":5,""viewing_time"":3122}]",26539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,size_comprehension_check,,survey-multi-choice,2,42251,0.0-1.0-0.0-1.0,0,0,64747,,11919.0,"{""Q0"":""True"",""Q1"":""Size in the real world"",""Q2"":""True"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,43919,0.0-1.0-1.0,0,0,64747,,1659.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,size_choice,,html-keyboard-response,4,45195,0.0-1.0-2.0,0,0,64747,,1270.0,,,75.0,0.0,0.0,1.0,1500.0,S-M,0.0,S,M,1.0,2.0,die,basketball,die2,basketball9,101.0,58.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball5.jpg,0.0,basketball,die,M,S,2.0,1.0,basketball9,die2,1.0,1.27,1.27,0.0,
5,,size_choice_confirmation,,html-keyboard-response,5,45433,0.0-1.0-3.0-0.0,0,0,64747,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.23,,
6,,iti,,html-keyboard-response,6,46939,0.0-1.0-4.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,
7,,size_choice,,html-keyboard-response,7,47826,0.0-1.0-6.0,0,0,64747,,882.0,,,68.0,1.0,1.0,1.0,1500.0,S-L,1.0,L,S,3.0,1.0,cooler,die,cooler7,die7,6.0,106.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die4.jpg,1.0,cooler,die,L,S,3.0,1.0,cooler7,die7,1.0,3.882,0.882,0.0,
8,,size_choice_confirmation,,html-keyboard-response,8,48455,0.0-1.0-7.0-0.0,0,0,64747,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.618,,
9,,iti,,html-keyboard-response,9,49959,0.0-1.0-8.0,0,0,64747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.5,,
10,,size_choice,,html-keyboard-response,10,50794,0.0-1.0-10.0,0,0,64747,,832.0,,,68.0,2.0,2.0,1.0,3000.0,M-XL,1.0,XL,M,4.0,2.0,car,hairdryer,car3,hairdryer4,152.0,73.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car4.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer16.jpg,1.0,car,hairdryer,XL,M,4.0,2.0,car3,hairdryer4,1.0,6.832,0.832,0.0,
11,,size_choice_confirmation,,html-keyboard-response,11,51473,0.0-1.0-11.0-0.0,0,0,64747,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,0.668,,
