,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,onset,duration,no_response,size_final_tally
0,True,full_screen,d06072022hr1214,fullscreen,0,3221,0.0-0.0,0,0,72837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,26519,0.0-1.0-0.0-0.0,0,0,72837,"[{""page_index"":0,""viewing_time"":6420},{""page_index"":1,""viewing_time"":5071},{""page_index"":2,""viewing_time"":1665},{""page_index"":3,""viewing_time"":2600},{""page_index"":4,""viewing_time"":5991},{""page_index"":5,""viewing_time"":1544}]",23292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,size_comprehension_check,,survey-multi-choice,2,37348,0.0-1.0-0.0-1.0,0,0,72837,,10824.0,"{""Q0"":""True"",""Q1"":""Size in the real world"",""Q2"":""True"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,38224,0.0-1.0-1.0,0,0,72837,,870.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,size_choice,,html-keyboard-response,4,39370,0.0-1.0-2.0,0,0,72837,,1141.0,,,68.0,0.0,0.0,1.0,1500.0,S-M,1.0,M,S,2.0,1.0,hairdryer,paperclip,hairdryer8,paperclip1,77.0,110.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer1.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip9.jpg,1.0,hairdryer,paperclip,M,S,2.0,1.0,hairdryer8,paperclip1,1.0,1.141,1.141,0.0,
5,,size_choice_confirmation,,html-keyboard-response,5,39740,0.0-1.0-3.0-0.0,0,0,72837,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.359,,
6,,iti,,html-keyboard-response,6,41256,0.0-1.0-4.0,0,0,72837,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,
7,,size_choice,,html-keyboard-response,7,42163,0.0-1.0-6.0,0,0,72837,,902.0,,,75.0,1.0,1.0,1.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,die,van,die5,van5,104.0,194.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van3.jpg,0.0,van,die,XL,S,4.0,1.0,van5,die5,1.0,3.902,0.902,0.0,
8,,size_choice_confirmation,,html-keyboard-response,8,42767,0.0-1.0-7.0-0.0,0,0,72837,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.598,,
9,,iti,,html-keyboard-response,9,43785,0.0-1.0-8.0,0,0,72837,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.0,,
