,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06072022hr1207,fullscreen,0,3328,0.0-0.0,0,0,87963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,22434,0.0-1.0-0.0-0.0,0,0,87963,"[{""page_index"":0,""viewing_time"":5327},{""page_index"":1,""viewing_time"":4158},{""page_index"":2,""viewing_time"":1176},{""page_index"":3,""viewing_time"":3330},{""page_index"":4,""viewing_time"":1953},{""page_index"":5,""viewing_time"":3160}]",19104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,30362,0.0-1.0-0.0-1.0,0,0,87963,,7923.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,31351,0.0-1.0-1.0,0,0,87963,,986.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,rl_choice,,html-keyboard-response,4,32719,0.0-1.0-2.0,0,0,87963,,1361.0,,,68.0,0.0,0.0,1.0,hard,2000.0,1000.0,0.0,40.0,60.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,60.0,40.0,D,C,1.361,1.361,0.0,
5,,rl_choice_confirmation,,html-keyboard-response,5,32863,0.0-1.0-3.0-0.0,0,0,87963,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.5,0.139,,
6,,isi,,html-keyboard-response,6,33865,0.0-1.0-5.0,0,0,87963,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,2.5,1.0,,
7,,feedback,,html-keyboard-response,7,34867,0.0-1.0-6.0-0.0,0,0,87963,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,3.5,1.0,,
8,,iti,,html-keyboard-response,8,36873,0.0-1.0-7.0,0,0,87963,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,5.5,2.0,,
9,,rl_choice,,html-keyboard-response,9,37262,0.0-1.0-9.0,0,0,87963,,385.0,,,75.0,1.0,1.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,20.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,40.0,20.0,C,D,5.885,0.385,0.0,
10,,rl_choice_confirmation,,html-keyboard-response,10,38380,0.0-1.0-10.0-0.0,0,0,87963,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,7.0,1.115,,
11,,isi,,html-keyboard-response,11,39382,0.0-1.0-12.0,0,0,87963,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,8.0,1.0,,
12,,feedback,,html-keyboard-response,12,40390,0.0-1.0-13.0-0.0,0,0,87963,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,9.0,1.0,,
13,,iti,,html-keyboard-response,13,41392,0.0-1.0-14.0,0,0,87963,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,10.0,1.0,,
14,,rl_choice,,html-keyboard-response,14,41830,0.0-1.0-16.0,0,0,87963,,435.0,,,75.0,2.0,2.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,60.0,40.0,A,B,10.435,0.435,0.0,
15,,rl_choice_confirmation,,html-keyboard-response,15,42898,0.0-1.0-17.0-0.0,0,0,87963,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,11.5,1.065,,
16,,isi,,html-keyboard-response,16,43902,0.0-1.0-19.0,0,0,87963,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,12.5,1.0,,
17,,feedback,,html-keyboard-response,17,44907,0.0-1.0-20.0-0.0,0,0,87963,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,13.5,1.0,,
18,,iti,,html-keyboard-response,18,45909,0.0-1.0-21.0,0,0,87963,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,14.5,1.0,,
19,,rl_choice,,html-keyboard-response,19,46274,0.0-1.0-23.0,0,0,87963,,363.0,,,68.0,3.0,3.0,1.0,easy,3000.0,3000.0,1.0,80.0,20.0,100.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,80.0,20.0,100.0,40.0,A,B,14.863,0.363,0.0,
20,,rl_choice_confirmation,,html-keyboard-response,20,47415,0.0-1.0-24.0-0.0,0,0,87963,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,16.0,1.137,,
21,,isi,,html-keyboard-response,21,50421,0.0-1.0-26.0,0,0,87963,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,19.0,3.0,,
22,,feedback,,html-keyboard-response,22,51424,0.0-1.0-27.0-0.0,0,0,87963,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,20.0,1.0,,
23,,iti,,html-keyboard-response,23,54426,0.0-1.0-28.0,0,0,87963,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,23.0,3.0,,
24,,rl_choice,,html-keyboard-response,24,54917,0.0-1.0-30.0,0,0,87963,,487.0,,,75.0,4.0,4.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,80.0,40.0,C,D,23.487,0.487,0.0,
25,,rl_choice_confirmation,,html-keyboard-response,25,55936,0.0-1.0-31.0-0.0,0,0,87963,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,24.5,1.013,,
26,,isi,,html-keyboard-response,26,56938,0.0-1.0-33.0,0,0,87963,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,25.5,1.0,,
27,,feedback,,html-keyboard-response,27,57943,0.0-1.0-34.0-0.0,0,0,87963,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,26.5,1.0,,
28,,iti,,html-keyboard-response,28,58944,0.0-1.0-35.0,0,0,87963,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,27.5,1.0,,
29,,rl_choice,,html-keyboard-response,29,59421,0.0-1.0-37.0,0,0,87963,,473.0,,,75.0,5.0,5.0,1.0,hard,3000.0,1000.0,1.0,60.0,40.0,60.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,60.0,60.0,D,C,27.973,0.473,0.0,
30,,rl_choice_confirmation,,html-keyboard-response,30,60512,0.0-1.0-38.0-0.0,0,0,87963,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,29.0,1.027,,
31,,isi,,html-keyboard-response,31,61519,0.0-1.0-40.0,0,0,87963,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,30.0,1.0,,
32,,feedback,,html-keyboard-response,32,62525,0.0-1.0-41.0-0.0,0,0,87963,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,31.0,1.0,,
33,,iti,,html-keyboard-response,33,65527,0.0-1.0-42.0,0,0,87963,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,34.0,3.0,,
34,,rl_choice,,html-keyboard-response,34,65927,0.0-1.0-44.0,0,0,87963,,397.0,,,75.0,6.0,6.0,1.0,easy,1000.0,2000.0,0.0,20.0,80.0,40.0,100.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,100.0,40.0,A,B,34.397,0.397,0.0,
35,,rl_choice_confirmation,,html-keyboard-response,35,67032,0.0-1.0-45.0-0.0,0,0,87963,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,35.5,1.103,,
36,,isi,,html-keyboard-response,36,69038,0.0-1.0-47.0,0,0,87963,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,37.5,2.0,,
37,,feedback,,html-keyboard-response,37,70047,0.0-1.0-48.0-0.0,0,0,87963,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,38.5,1.0,,
38,,iti,,html-keyboard-response,38,71055,0.0-1.0-49.0,0,0,87963,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,39.5,1.0,,
39,,rl_choice,,html-keyboard-response,39,71508,0.0-1.0-51.0,0,0,87963,,448.0,,,75.0,7.0,7.0,1.0,hard,3000.0,1500.0,0.0,40.0,60.0,20.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,80.0,20.0,C,D,39.948,0.448,0.0,
40,,rl_choice_confirmation,,html-keyboard-response,40,72564,0.0-1.0-52.0-0.0,0,0,87963,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,41.0,1.052,,
41,,isi,,html-keyboard-response,41,74073,0.0-1.0-54.0,0,0,87963,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,42.5,1.5,,
42,,feedback,,html-keyboard-response,42,75075,0.0-1.0-55.0-0.0,0,0,87963,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,43.5,1.0,,
43,,iti,,html-keyboard-response,43,78077,0.0-1.0-56.0,0,0,87963,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,46.5,3.0,,
44,,rl_choice,,html-keyboard-response,44,78541,0.0-1.0-58.0,0,0,87963,,461.0,,,75.0,8.0,8.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,100.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,100.0,0.0,A,B,46.961,0.461,0.0,
45,,rl_choice_confirmation,,html-keyboard-response,45,79588,0.0-1.0-59.0-0.0,0,0,87963,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,48.0,1.039,,
46,,isi,,html-keyboard-response,46,80590,0.0-1.0-61.0,0,0,87963,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,49.0,1.0,,
47,,feedback,,html-keyboard-response,47,81592,0.0-1.0-62.0-0.0,0,0,87963,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,50.0,1.0,,
48,,iti,,html-keyboard-response,48,82594,0.0-1.0-63.0,0,0,87963,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,51.0,1.0,,
49,,rl_choice,,html-keyboard-response,49,83175,0.0-1.0-65.0,0,0,87963,,576.0,,,75.0,9.0,9.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,60.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,60.0,D,C,51.576,0.576,0.0,
50,,rl_choice_confirmation,,html-keyboard-response,50,84106,0.0-1.0-66.0-0.0,0,0,87963,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,52.5,0.924,,
51,,isi,,html-keyboard-response,51,86108,0.0-1.0-68.0,0,0,87963,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,54.5,2.0,,
52,,feedback,,html-keyboard-response,52,87110,0.0-1.0-69.0-0.0,0,0,87963,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,55.5,1.0,,
53,,iti,,html-keyboard-response,53,88612,0.0-1.0-70.0,0,0,87963,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,57.0,1.5,,
54,,rl_choice,,html-keyboard-response,54,89214,0.0-1.0-72.0,0,0,87963,,600.0,,,68.0,10.0,10.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,60.0,0.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,80.0,20.0,60.0,0.0,A,B,57.6,0.6,0.0,
55,,rl_choice_confirmation,,html-keyboard-response,55,90116,0.0-1.0-73.0-0.0,0,0,87963,,,,,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,58.5,0.9,,
56,,isi,,html-keyboard-response,56,91124,0.0-1.0-75.0,0,0,87963,,,,,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,59.5,1.0,,
57,,feedback,,html-keyboard-response,57,92128,0.0-1.0-76.0-0.0,0,0,87963,,,,,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,60.5,1.0,,
58,,iti,,html-keyboard-response,58,93130,0.0-1.0-77.0,0,0,87963,,,,,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,61.5,1.0,,
