,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06032022hr2036,fullscreen,0,8107,0.0-0.0,0,0,82892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,134334,0.0-1.0-0.0-0.0,0,0,82892,"[{""page_index"":0,""viewing_time"":6626},{""page_index"":1,""viewing_time"":98952},{""page_index"":2,""viewing_time"":14434},{""page_index"":1,""viewing_time"":1535},{""page_index"":2,""viewing_time"":551},{""page_index"":3,""viewing_time"":1313},{""page_index"":4,""viewing_time"":1701},{""page_index"":5,""viewing_time"":1113}]",126226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,143121,0.0-1.0-0.0-1.0,0,0,82892,,8783.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,152848,0.0-1.0-1.0,0,0,82892,,9724.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,rl_choice,,html-keyboard-response,4,152926,0.0-1.0-2.0,0,0,82892,,74.0,,,68.0,0.0,0.0,1.0,hard,1000.0,2000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,40.0,60.0,20.0,60.0,C,D,0.074,0.074,0.0,
5,,rl_choice_confirmation,,html-keyboard-response,5,154355,0.0-1.0-3.0-0.0,0,0,82892,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.5,1.426,,
6,,isi,,html-keyboard-response,6,156360,0.0-1.0-5.0,0,0,82892,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2.0,,
7,,feedback,,html-keyboard-response,7,157364,0.0-1.0-6.0-0.0,0,0,82892,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.5,1.0,,
8,,iti,,html-keyboard-response,8,158366,0.0-1.0-7.0,0,0,82892,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.0,,
9,,rl_choice,,html-keyboard-response,9,158865,0.0-1.0-9.0,0,0,82892,,497.0,,,75.0,1.0,1.0,1.0,easy,1000.0,3000.0,1.0,80.0,20.0,100.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,20.0,80.0,40.0,100.0,A,B,5.997,0.497,0.0,
