,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06102022hr2058,fullscreen,0,2313,0.0-0.0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,38060,0.0-1.0-0.0-0.0,0,0,10,"[{""page_index"":0,""viewing_time"":4350},{""page_index"":1,""viewing_time"":9931},{""page_index"":2,""viewing_time"":9435},{""page_index"":3,""viewing_time"":3376},{""page_index"":4,""viewing_time"":6302},{""page_index"":5,""viewing_time"":2351}]",35745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,45185,0.0-1.0-0.0-1.0,0,0,10,,7124.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""pointer finger for left and middle finger for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,48023,0.0-1.0-1.0,0,0,10,,2833.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,start_run,,html-keyboard-response,4,51946,0.0-1.0-2.0,0,0,10,,3923.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,rl_choice,,html-keyboard-response,5,52503,0.0-1.0-3.0,0,0,10,,556.0,,,50.0,0.0,0.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,80.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,60.0,40.0,80.0,20.0,B,A,0.0,0.556,0.0,
6,,rl_choice_confirmation,,html-keyboard-response,6,53452,0.0-1.0-4.0-0.0,0,0,10,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,0.556,0.944,,
7,,isi,,html-keyboard-response,7,55455,0.0-1.0-6.0,0,0,10,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.5,2.0,,
8,,feedback,,html-keyboard-response,8,56458,0.0-1.0-7.0-0.0,0,0,10,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,3.5,1.0,,
9,,iti,,html-keyboard-response,9,57962,0.0-1.0-8.0,0,0,10,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,4.5,1.5,,
10,,rl_choice,,html-keyboard-response,10,58470,0.0-1.0-10.0,0,0,10,,507.0,,,51.0,1.0,1.0,1.0,easy,1500.0,3000.0,1.0,80.0,20.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,20.0,80.0,40.0,60.0,C,D,6.0,0.507,0.0,
