,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,onset,duration,no_response,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,total_bonus_tally
27,,isi,,html-keyboard-response,27,69625,0.0-1.0-41.0,0,0,1,,,,,,5.0,,1.0,,,,,,,,,,,,,34.5,1.5,,,,,,,,,
28,,iti,,html-keyboard-response,28,71297,0.0-1.0-43.0,0,0,1,,,,,,5.0,,1.0,,,,,,,,,,,,,36.0,1.5,,,,,,,,,
29,,rl_choice,,html-keyboard-response,29,73854,0.0-1.0-45.0,0,0,1,,,,,,6.0,6.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,60.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,37.5,1.5,1.0,,,,,,,,
30,,rl_choice_warning,,html-keyboard-response,30,75832,0.0-1.0-47.0-0.0,0,0,1,,,,,,6.0,,1.0,,,,,,,,,,,,,39.0,1.0,,,,,,,,,
31,,isi,,html-keyboard-response,31,77825,0.0-1.0-48.0,0,0,1,,,,,,6.0,,1.0,,,,,,,,,,,,,40.0,1.0,,,,,,,,,
32,,iti,,html-keyboard-response,32,79236,0.0-1.0-50.0,0,0,1,,,,,,6.0,,1.0,,,,,,,,,,,,,41.0,1.0,,,,,,,,,
33,,rl_choice,,html-keyboard-response,33,81659,0.0-1.0-52.0,0,0,1,,,,,,7.0,7.0,1.0,easy,3000.0,2000.0,0.0,20.0,80.0,0.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,42.0,1.5,1.0,,,,,,,,
34,,rl_choice_warning,,html-keyboard-response,34,83261,0.0-1.0-54.0-0.0,0,0,1,,,,,,7.0,,1.0,,,,,,,,,,,,,43.5,1.0,,,,,,,,,
35,,isi,,html-keyboard-response,35,86506,0.0-1.0-55.0,0,0,1,,,,,,7.0,,1.0,,,,,,,,,,,,,44.5,2.0,,,,,,,,,
36,,iti,,html-keyboard-response,36,90625,0.0-1.0-57.0,0,0,1,,,,,,7.0,,1.0,,,,,,,,,,,,,46.5,3.0,,,,,,,,,
37,,rl_choice,,html-keyboard-response,37,92231,0.0-1.0-59.0,0,0,1,,,,,,8.0,8.0,1.0,hard,2000.0,3500.0,0.0,40.0,60.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,49.5,1.5,1.0,,,,,,,,
38,,rl_choice_warning,,html-keyboard-response,38,94541,0.0-1.0-61.0-0.0,0,0,1,,,,,,8.0,,1.0,,,,,,,,,,,,,51.0,1.0,,,,,,,,,
39,,isi,,html-keyboard-response,39,98542,0.0-1.0-62.0,0,0,1,,,,,,8.0,,1.0,,,,,,,,,,,,,52.0,3.5,,,,,,,,,
40,,iti,,html-keyboard-response,40,101180,0.0-1.0-64.0,0,0,1,,,,,,8.0,,1.0,,,,,,,,,,,,,55.5,2.0,,,,,,,,,
41,,rl_choice,,html-keyboard-response,41,103595,0.0-1.0-66.0,0,0,1,,,,,,9.0,9.0,1.0,hard,2000.0,1000.0,1.0,60.0,40.0,60.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,57.5,1.5,1.0,,,,,,,,
42,,rl_choice_warning,,html-keyboard-response,42,105325,0.0-1.0-68.0-0.0,0,0,1,,,,,,9.0,,1.0,,,,,,,,,,,,,59.0,1.0,,,,,,,,,
43,,isi,,html-keyboard-response,43,107625,0.0-1.0-69.0,0,0,1,,,,,,9.0,,1.0,,,,,,,,,,,,,60.0,1.0,,,,,,,,,
44,,iti,,html-keyboard-response,44,110226,0.0-1.0-71.0,0,0,1,,,,,,9.0,,1.0,,,,,,,,,,,,,61.0,2.0,,,,,,,,,
45,,rl_choice,,html-keyboard-response,45,112455,0.0-1.0-73.0,0,0,1,,,,,,10.0,10.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,63.0,1.5,1.0,,,,,,,,
46,,rl_choice_warning,,html-keyboard-response,46,114175,0.0-1.0-75.0-0.0,0,0,1,,,,,,10.0,,1.0,,,,,,,,,,,,,64.5,1.0,,,,,,,,,
47,,isi,,html-keyboard-response,47,116481,0.0-1.0-76.0,0,0,1,,,,,,10.0,,1.0,,,,,,,,,,,,,65.5,1.0,,,,,,,,,
48,,iti,,html-keyboard-response,48,118234,0.0-1.0-78.0,0,0,1,,,,,,10.0,,1.0,,,,,,,,,,,,,66.5,1.0,,,,,,,,,
49,,rl_choice,,html-keyboard-response,49,120618,0.0-1.0-80.0,0,0,1,,,,,,11.0,11.0,1.0,hard,1000.0,2000.0,0.0,40.0,60.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,67.5,1.5,1.0,,,,,,,,
50,,rl_choice_warning,,html-keyboard-response,50,122195,0.0-1.0-82.0-0.0,0,0,1,,,,,,11.0,,1.0,,,,,,,,,,,,,69.0,1.0,,,,,,,,,
51,,isi,,html-keyboard-response,51,125317,0.0-1.0-83.0,0,0,1,,,,,,11.0,,1.0,,,,,,,,,,,,,70.0,2.0,,,,,,,,,
52,,iti,,html-keyboard-response,52,127341,0.0-1.0-85.0,0,0,1,,,,,,11.0,,1.0,,,,,,,,,,,,,72.0,1.0,,,,,,,,,
53,,rl_choice,,html-keyboard-response,53,129338,0.0-1.0-87.0,0,0,1,,,,,,12.0,12.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,60.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,73.0,1.5,1.0,,,,,,,,
54,,rl_choice_warning,,html-keyboard-response,54,131564,0.0-1.0-89.0-0.0,0,0,1,,,,,,12.0,,1.0,,,,,,,,,,,,,74.5,1.0,,,,,,,,,
55,,isi,,html-keyboard-response,55,133233,0.0-1.0-90.0,0,0,1,,,,,,12.0,,1.0,,,,,,,,,,,,,75.5,1.0,,,,,,,,,
56,,iti,,html-keyboard-response,56,135658,0.0-1.0-92.0,0,0,1,,,,,,12.0,,1.0,,,,,,,,,,,,,76.5,1.0,,,,,,,,,
57,,rl_choice,,html-keyboard-response,57,137425,0.0-1.0-94.0,0,0,1,,,,,,13.0,13.0,1.0,hard,3000.0,1500.0,1.0,60.0,40.0,40.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,77.5,1.5,1.0,,,,,,,,
58,,rl_choice_warning,,html-keyboard-response,58,139273,0.0-1.0-96.0-0.0,0,0,1,,,,,,13.0,,1.0,,,,,,,,,,,,,79.0,1.0,,,,,,,,,
59,,isi,,html-keyboard-response,59,141548,0.0-1.0-97.0,0,0,1,,,,,,13.0,,1.0,,,,,,,,,,,,,80.0,1.5,,,,,,,,,
60,,iti,,html-keyboard-response,60,145174,0.0-1.0-99.0,0,0,1,,,,,,13.0,,1.0,,,,,,,,,,,,,81.5,3.0,,,,,,,,,
61,,rl_choice,,html-keyboard-response,61,147410,0.0-1.0-101.0,0,0,1,,,,,,14.0,14.0,1.0,easy,1500.0,1000.0,1.0,80.0,20.0,100.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,84.5,1.5,1.0,,,,,,,,
62,,rl_choice_warning,,html-keyboard-response,62,149174,0.0-1.0-103.0-0.0,0,0,1,,,,,,14.0,,1.0,,,,,,,,,,,,,86.0,1.0,,,,,,,,,
63,,isi,,html-keyboard-response,63,151378,0.0-1.0-104.0,0,0,1,,,,,,14.0,,1.0,,,,,,,,,,,,,87.0,1.0,,,,,,,,,
64,,iti,,html-keyboard-response,64,153197,0.0-1.0-106.0,0,0,1,,,,,,14.0,,1.0,,,,,,,,,,,,,88.0,1.5,,,,,,,,,
65,,rl_choice,,html-keyboard-response,65,155481,0.0-1.0-108.0,0,0,1,,,,,,15.0,15.0,1.0,hard,1000.0,3000.0,1.0,60.0,40.0,60.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,89.5,1.5,1.0,,,,,,,,
66,,rl_choice_warning,,html-keyboard-response,66,157226,0.0-1.0-110.0-0.0,0,0,1,,,,,,15.0,,1.0,,,,,,,,,,,,,91.0,1.0,,,,,,,,,
67,,isi,,html-keyboard-response,67,161276,0.0-1.0-111.0,0,0,1,,,,,,15.0,,1.0,,,,,,,,,,,,,92.0,3.0,,,,,,,,,
68,,iti,,html-keyboard-response,68,163552,0.0-1.0-113.0,0,0,1,,,,,,15.0,,1.0,,,,,,,,,,,,,95.0,1.0,,,,,,,,,
69,,rl_choice,,html-keyboard-response,69,165412,0.0-1.0-115.0,0,0,1,,,,,,16.0,16.0,1.0,hard,1500.0,1000.0,1.0,60.0,40.0,60.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,96.0,1.5,1.0,,,,,,,,
70,,rl_choice_warning,,html-keyboard-response,70,167299,0.0-1.0-117.0-0.0,0,0,1,,,,,,16.0,,1.0,,,,,,,,,,,,,97.5,1.0,,,,,,,,,
71,,isi,,html-keyboard-response,71,169279,0.0-1.0-118.0,0,0,1,,,,,,16.0,,1.0,,,,,,,,,,,,,98.5,1.0,,,,,,,,,
72,,iti,,html-keyboard-response,72,171337,0.0-1.0-120.0,0,0,1,,,,,,16.0,,1.0,,,,,,,,,,,,,99.5,1.5,,,,,,,,,
73,,rl_choice,,html-keyboard-response,73,173327,0.0-1.0-122.0,0,0,1,,,,,,17.0,17.0,1.0,easy,2000.0,2000.0,1.0,80.0,20.0,100.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,101.0,1.5,1.0,,,,,,,,
74,,rl_choice_warning,,html-keyboard-response,74,175184,0.0-1.0-124.0-0.0,0,0,1,,,,,,17.0,,1.0,,,,,,,,,,,,,102.5,1.0,,,,,,,,,
75,,isi,,html-keyboard-response,75,178241,0.0-1.0-125.0,0,0,1,,,,,,17.0,,1.0,,,,,,,,,,,,,103.5,2.0,,,,,,,,,
76,,iti,,html-keyboard-response,76,181186,0.0-1.0-127.0,0,0,1,,,,,,17.0,,1.0,,,,,,,,,,,,,105.5,2.0,,,,,,,,,
77,,rl_choice,,html-keyboard-response,77,183313,0.0-1.0-129.0,0,0,1,,,,,,18.0,18.0,1.0,hard,1000.0,1500.0,1.0,60.0,40.0,80.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,107.5,1.5,1.0,,,,,,,,
78,,rl_choice_warning,,html-keyboard-response,78,185661,0.0-1.0-131.0-0.0,0,0,1,,,,,,18.0,,1.0,,,,,,,,,,,,,109.0,1.0,,,,,,,,,
79,,isi,,html-keyboard-response,79,187178,0.0-1.0-132.0,0,0,1,,,,,,18.0,,1.0,,,,,,,,,,,,,110.0,1.5,,,,,,,,,
80,,iti,,html-keyboard-response,80,189376,0.0-1.0-134.0,0,0,1,,,,,,18.0,,1.0,,,,,,,,,,,,,111.5,1.0,,,,,,,,,
81,,rl_choice,,html-keyboard-response,81,191353,0.0-1.0-136.0,0,0,1,,,,,,19.0,19.0,1.0,hard,1000.0,1000.0,1.0,60.0,40.0,60.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,112.5,1.5,1.0,,,,,,,,
82,,rl_choice_warning,,html-keyboard-response,82,193464,0.0-1.0-138.0-0.0,0,0,1,,,,,,19.0,,1.0,,,,,,,,,,,,,114.0,1.0,,,,,,,,,
83,,isi,,html-keyboard-response,83,195327,0.0-1.0-139.0,0,0,1,,,,,,19.0,,1.0,,,,,,,,,,,,,115.0,1.0,,,,,,,,,
84,,iti,,html-keyboard-response,84,197217,0.0-1.0-141.0,0,0,1,,,,,,19.0,,1.0,,,,,,,,,,,,,116.0,1.0,,,,,,,,,
85,,rl_choice,,html-keyboard-response,85,199401,0.0-1.0-143.0,0,0,1,,,,,,20.0,20.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,117.0,1.5,1.0,,,,,,,,
86,,rl_choice_warning,,html-keyboard-response,86,201339,0.0-1.0-145.0-0.0,0,0,1,,,,,,20.0,,1.0,,,,,,,,,,,,,118.5,1.0,,,,,,,,,
87,,isi,,html-keyboard-response,87,203340,0.0-1.0-146.0,0,0,1,,,,,,20.0,,1.0,,,,,,,,,,,,,119.5,1.0,,,,,,,,,
88,,iti,,html-keyboard-response,88,205277,0.0-1.0-148.0,0,0,1,,,,,,20.0,,1.0,,,,,,,,,,,,,120.5,1.0,,,,,,,,,
89,,rl_choice,,html-keyboard-response,89,207660,0.0-1.0-150.0,0,0,1,,,,,,21.0,21.0,1.0,easy,2000.0,1500.0,1.0,80.0,20.0,60.0,20.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,121.5,1.5,1.0,,,,,,,,
90,,rl_choice_warning,,html-keyboard-response,90,209182,0.0-1.0-152.0-0.0,0,0,1,,,,,,21.0,,1.0,,,,,,,,,,,,,123.0,1.0,,,,,,,,,
91,,isi,,html-keyboard-response,91,211627,0.0-1.0-153.0,0,0,1,,,,,,21.0,,1.0,,,,,,,,,,,,,124.0,1.5,,,,,,,,,
92,,iti,,html-keyboard-response,92,214427,0.0-1.0-155.0,0,0,1,,,,,,21.0,,1.0,,,,,,,,,,,,,125.5,2.0,,,,,,,,,
93,,rl_choice,,html-keyboard-response,93,216291,0.0-1.0-157.0,0,0,1,,,,,,22.0,22.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,100.0,0.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,127.5,1.5,1.0,,,,,,,,
94,,rl_choice_warning,,html-keyboard-response,94,218639,0.0-1.0-159.0-0.0,0,0,1,,,,,,22.0,,1.0,,,,,,,,,,,,,129.0,1.0,,,,,,,,,
95,,isi,,html-keyboard-response,95,220441,0.0-1.0-160.0,0,0,1,,,,,,22.0,,1.0,,,,,,,,,,,,,130.0,1.0,,,,,,,,,
96,,iti,,html-keyboard-response,96,222226,0.0-1.0-162.0,0,0,1,,,,,,22.0,,1.0,,,,,,,,,,,,,131.0,1.0,,,,,,,,,
97,,rl_choice,,html-keyboard-response,97,224590,0.0-1.0-164.0,0,0,1,,,,,,23.0,23.0,1.0,easy,1500.0,3000.0,1.0,80.0,20.0,80.0,20.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,132.0,1.5,1.0,,,,,,,,
98,,rl_choice_warning,,html-keyboard-response,98,226357,0.0-1.0-166.0-0.0,0,0,1,,,,,,23.0,,1.0,,,,,,,,,,,,,133.5,1.0,,,,,,,,,
99,,isi,,html-keyboard-response,99,230446,0.0-1.0-167.0,0,0,1,,,,,,23.0,,1.0,,,,,,,,,,,,,134.5,3.0,,,,,,,,,
100,,iti,,html-keyboard-response,100,232190,0.0-1.0-169.0,0,0,1,,,,,,23.0,,1.0,,,,,,,,,,,,,137.5,1.5,,,,,,,,,
101,,rl_choice,,html-keyboard-response,101,234354,0.0-1.0-171.0,0,0,1,,,,,,24.0,24.0,1.0,hard,2000.0,1500.0,0.0,40.0,60.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,139.0,1.5,1.0,,,,,,,,
102,,rl_choice_warning,,html-keyboard-response,102,236245,0.0-1.0-173.0-0.0,0,0,1,,,,,,24.0,,1.0,,,,,,,,,,,,,140.5,1.0,,,,,,,,,
103,,isi,,html-keyboard-response,103,238598,0.0-1.0-174.0,0,0,1,,,,,,24.0,,1.0,,,,,,,,,,,,,141.5,1.5,,,,,,,,,
104,,iti,,html-keyboard-response,104,241214,0.0-1.0-176.0,0,0,1,,,,,,24.0,,1.0,,,,,,,,,,,,,143.0,2.0,,,,,,,,,
105,,rl_choice,,html-keyboard-response,105,243298,0.0-1.0-178.0,0,0,1,,,,,,25.0,25.0,1.0,hard,3000.0,1500.0,1.0,60.0,40.0,40.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,145.0,1.5,1.0,,,,,,,,
106,,rl_choice_warning,,html-keyboard-response,106,245388,0.0-1.0-180.0-0.0,0,0,1,,,,,,25.0,,1.0,,,,,,,,,,,,,146.5,1.0,,,,,,,,,
107,,isi,,html-keyboard-response,107,247312,0.0-1.0-181.0,0,0,1,,,,,,25.0,,1.0,,,,,,,,,,,,,147.5,1.5,,,,,,,,,
108,,iti,,html-keyboard-response,108,251209,0.0-1.0-183.0,0,0,1,,,,,,25.0,,1.0,,,,,,,,,,,,,149.0,3.0,,,,,,,,,
109,,rl_choice,,html-keyboard-response,109,253643,0.0-1.0-185.0,0,0,1,,,,,,26.0,26.0,1.0,hard,1000.0,2000.0,0.0,40.0,60.0,40.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,152.0,1.5,1.0,,,,,,,,
110,,rl_choice_warning,,html-keyboard-response,110,255228,0.0-1.0-187.0-0.0,0,0,1,,,,,,26.0,,1.0,,,,,,,,,,,,,153.5,1.0,,,,,,,,,
111,,isi,,html-keyboard-response,111,258229,0.0-1.0-188.0,0,0,1,,,,,,26.0,,1.0,,,,,,,,,,,,,154.5,2.0,,,,,,,,,
112,,iti,,html-keyboard-response,112,260303,0.0-1.0-190.0,0,0,1,,,,,,26.0,,1.0,,,,,,,,,,,,,156.5,1.0,,,,,,,,,
113,,rl_choice,,html-keyboard-response,113,262353,0.0-1.0-192.0,0,0,1,,,,,,27.0,27.0,1.0,easy,3000.0,1000.0,1.0,80.0,20.0,80.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,157.5,1.5,1.0,,,,,,,,
114,,rl_choice_warning,,html-keyboard-response,114,264404,0.0-1.0-194.0-0.0,0,0,1,,,,,,27.0,,1.0,,,,,,,,,,,,,159.0,1.0,,,,,,,,,
115,,isi,,html-keyboard-response,115,266306,0.0-1.0-195.0,0,0,1,,,,,,27.0,,1.0,,,,,,,,,,,,,160.0,1.0,,,,,,,,,
116,,iti,,html-keyboard-response,116,270176,0.0-1.0-197.0,0,0,1,,,,,,27.0,,1.0,,,,,,,,,,,,,161.0,3.0,,,,,,,,,
117,,rl_choice,,html-keyboard-response,117,272318,0.0-1.0-199.0,0,0,1,,,,,,28.0,28.0,1.0,easy,1000.0,3500.0,1.0,80.0,20.0,60.0,20.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,164.0,1.5,1.0,,,,,,,,
118,,rl_choice_warning,,html-keyboard-response,118,274451,0.0-1.0-201.0-0.0,0,0,1,,,,,,28.0,,1.0,,,,,,,,,,,,,165.5,1.0,,,,,,,,,
119,,isi,,html-keyboard-response,119,278633,0.0-1.0-202.0,0,0,1,,,,,,28.0,,1.0,,,,,,,,,,,,,166.5,3.5,,,,,,,,,
120,,iti,,html-keyboard-response,120,280176,0.0-1.0-204.0,0,0,1,,,,,,28.0,,1.0,,,,,,,,,,,,,170.0,1.0,,,,,,,,,
121,,rl_choice,,html-keyboard-response,121,282176,0.0-1.0-206.0,0,0,1,,,,,,29.0,29.0,1.0,hard,1500.0,1000.0,0.0,40.0,60.0,60.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,171.0,1.5,1.0,,,,,,,,
122,,rl_choice_warning,,html-keyboard-response,122,284503,0.0-1.0-208.0-0.0,0,0,1,,,,,,29.0,,1.0,,,,,,,,,,,,,172.5,1.0,,,,,,,,,
123,,isi,,html-keyboard-response,123,286275,0.0-1.0-209.0,0,0,1,,,,,,29.0,,1.0,,,,,,,,,,,,,173.5,1.0,,,,,,,,,
124,,iti,,html-keyboard-response,124,288331,0.0-1.0-211.0,0,0,1,,,,,,29.0,,1.0,,,,,,,,,,,,,174.5,1.5,,,,,,,,,
