,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06012022hr2304,fullscreen,0,21429,0.0-0.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,25242,0.0-1.0-0.0-0.0,0,0,97341,"[{""page_index"":0,""viewing_time"":2078},{""page_index"":1,""viewing_time"":270},{""page_index"":2,""viewing_time"":287},{""page_index"":3,""viewing_time"":193},{""page_index"":4,""viewing_time"":598},{""page_index"":5,""viewing_time"":386}]",3812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,31463,0.0-1.0-0.0-1.0,0,0,97341,,6218.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,32720,0.0-1.0-1.0,0,0,97341,,1255.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,rl_choice,,html-keyboard-response,4,33324,0.0-1.0-2.0,0,0,97341,,602.0,,,68.0,0.0,0.0,1.0,hard,3500.0,2000.0,1.0,60.0,40.0,80.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,60.0,40.0,80.0,40.0,A,B,0.602,0.602,0.0,
5,,rl_choice_confirmation,,html-keyboard-response,5,34228,0.0-1.0-3.0-0.0,0,0,97341,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.5,0.898,,
6,,isi,,html-keyboard-response,6,34329,0.0-1.0-5.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2.0,,
7,,feedback,,html-keyboard-response,7,35334,0.0-1.0-6.0-0.0,0,0,97341,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.5,1.0,,
8,,iti,,html-keyboard-response,8,35438,0.0-1.0-7.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.5,,
9,,rl_choice,,html-keyboard-response,9,36939,0.0-1.0-9.0,0,0,97341,,,,,,1.0,1.0,1.0,hard,1000.0,2000.0,1.0,60.0,40.0,80.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,9.5,1.5,1.0,
10,,rl_choice_warning,,html-keyboard-response,10,37945,0.0-1.0-11.0-0.0,0,0,97341,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,
