,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06012022hr2316,fullscreen,0,7882,0.0-0.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,13080,0.0-1.0-0.0-0.0,0,0,3,"[{""page_index"":0,""viewing_time"":1459},{""page_index"":1,""viewing_time"":177},{""page_index"":2,""viewing_time"":182},{""page_index"":3,""viewing_time"":374},{""page_index"":4,""viewing_time"":472},{""page_index"":5,""viewing_time"":2532}]",5197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,17681,0.0-1.0-0.0-1.0,0,0,3,,4599.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""pointer finger for left and middle finger for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,18791,0.0-1.0-1.0,0,0,3,,1108.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,rl_choice,,html-keyboard-response,4,19521,0.0-1.0-2.0,0,0,3,,728.0,,,50.0,0.0,0.0,1.0,hard,2000.0,1000.0,0.0,40.0,60.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,60.0,40.0,D,C,0.728,0.728,0.0,
5,,rl_choice_confirmation,,html-keyboard-response,5,20298,0.0-1.0-3.0-0.0,0,0,3,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.5,0.772,,
6,,isi,,html-keyboard-response,6,20399,0.0-1.0-5.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.0,,
7,,feedback,,html-keyboard-response,7,21402,0.0-1.0-6.0-0.0,0,0,3,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.5,1.0,,
8,,iti,,html-keyboard-response,8,21506,0.0-1.0-7.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,2.0,,
9,,rl_choice,,html-keyboard-response,9,21719,0.0-1.0-9.0,0,0,3,,211.0,,,51.0,1.0,1.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,20.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,40.0,20.0,C,D,5.711,0.211,0.0,
10,,rl_choice_confirmation,,html-keyboard-response,10,23009,0.0-1.0-10.0-0.0,0,0,3,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.289,,
11,,isi,,html-keyboard-response,11,23110,0.0-1.0-12.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,
12,,feedback,,html-keyboard-response,12,24113,0.0-1.0-13.0-0.0,0,0,3,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,
13,,iti,,html-keyboard-response,13,24216,0.0-1.0-14.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,,
14,,rl_choice,,html-keyboard-response,14,24298,0.0-1.0-16.0,0,0,3,,80.0,,,50.0,2.0,2.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,20.0,80.0,40.0,60.0,B,A,10.08,0.08,0.0,
15,,rl_choice_confirmation,,html-keyboard-response,15,25724,0.0-1.0-17.0-0.0,0,0,3,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,11.5,1.42,,
16,,isi,,html-keyboard-response,16,25826,0.0-1.0-19.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,,
17,,feedback,,html-keyboard-response,17,26832,0.0-1.0-20.0-0.0,0,0,3,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,13.5,1.0,,
18,,iti,,html-keyboard-response,18,26935,0.0-1.0-21.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,1.0,,
19,,rl_choice,,html-keyboard-response,19,28439,0.0-1.0-23.0,0,0,3,,,,,,3.0,3.0,1.0,easy,3000.0,3000.0,1.0,80.0,20.0,100.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,16.0,1.5,1.0,
