,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06022022hr1443,fullscreen,0,3409,0.0-0.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,5444,0.0-1.0-0.0-0.0,0,0,96878,"[{""page_index"":0,""viewing_time"":924},{""page_index"":1,""viewing_time"":421},{""page_index"":2,""viewing_time"":191},{""page_index"":3,""viewing_time"":171},{""page_index"":4,""viewing_time"":155},{""page_index"":5,""viewing_time"":171}]",2034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,9959,0.0-1.0-0.0-1.0,0,0,96878,,4514.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,11276,0.0-1.0-1.0,0,0,96878,,1315.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,rl_choice,,html-keyboard-response,4,11662,0.0-1.0-2.0,0,0,96878,,383.0,,,75.0,0.0,0.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,80.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,40.0,60.0,20.0,80.0,A,B,0.383,0.383,0.0,
5,,rl_choice_confirmation,,html-keyboard-response,5,12782,0.0-1.0-3.0-0.0,0,0,96878,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.5,1.117,,
6,,isi,,html-keyboard-response,6,12884,0.0-1.0-5.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2.0,,
7,,feedback,,html-keyboard-response,7,13887,0.0-1.0-6.0-0.0,0,0,96878,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.5,1.0,,
8,,iti,,html-keyboard-response,8,13987,0.0-1.0-7.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.5,,
9,,rl_choice,,html-keyboard-response,9,14163,0.0-1.0-9.0,0,0,96878,,174.0,,,68.0,1.0,1.0,1.0,easy,1500.0,3000.0,1.0,80.0,20.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,80.0,20.0,60.0,40.0,D,C,6.174,0.174,0.0,
10,,rl_choice_confirmation,,html-keyboard-response,10,15491,0.0-1.0-10.0-0.0,0,0,96878,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.5,1.326,,
11,,isi,,html-keyboard-response,11,15594,0.0-1.0-12.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,3.0,,
12,,feedback,,html-keyboard-response,12,16597,0.0-1.0-13.0-0.0,0,0,96878,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,11.5,1.0,,
13,,iti,,html-keyboard-response,13,16699,0.0-1.0-14.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.5,,
14,,rl_choice,,html-keyboard-response,14,16826,0.0-1.0-16.0,0,0,96878,,127.0,,,68.0,2.0,2.0,1.0,hard,2000.0,3000.0,0.0,40.0,60.0,40.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,40.0,60.0,40.0,40.0,A,B,13.127,0.127,0.0,
15,,rl_choice_confirmation,,html-keyboard-response,15,18201,0.0-1.0-17.0-0.0,0,0,96878,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,14.5,1.373,,
16,,isi,,html-keyboard-response,16,18304,0.0-1.0-19.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,3.0,,
17,,feedback,,html-keyboard-response,17,19526,0.0-1.0-20.0-0.0,0,0,96878,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,18.5,1.0,,
18,,iti,,html-keyboard-response,18,20333,0.0-1.0-21.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,2.0,,
19,,rl_choice,,html-keyboard-response,19,21145,0.0-1.0-23.0,0,0,96878,,811.0,,,68.0,3.0,3.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,40.0,60.0,40.0,40.0,A,B,21.311,0.811,0.0,
20,,rl_choice_confirmation,,html-keyboard-response,20,21838,0.0-1.0-24.0-0.0,0,0,96878,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,22.0,0.689,,
21,,isi,,html-keyboard-response,21,21941,0.0-1.0-26.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,
22,,feedback,,html-keyboard-response,22,22944,0.0-1.0-27.0-0.0,0,0,96878,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,24.0,1.0,,
