,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,onset,duration,no_response,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,total_bonus_tally
13,,isi,,html-keyboard-response,13,142294,0.0-1.0-12.0,0,0,76870,,,,,,1.0,,1.0,,,,,,,,,,,,,10.5,3.0,,,,,,,,,
14,,feedback,,html-keyboard-response,14,143297,0.0-1.0-13.0-0.0,0,0,76870,,,,,,1.0,,1.0,,,,,,,,,,,,,11.5,1.0,,,,,,,,,
15,,iti,,html-keyboard-response,15,144800,0.0-1.0-14.0,0,0,76870,,,,,,1.0,,1.0,,,,,,,,,,,,,13.0,1.5,,,,,,,,,
16,,rl_choice,,html-keyboard-response,16,145249,0.0-1.0-16.0,0,0,76870,,448.0,,,75.0,2.0,2.0,1.0,hard,2000.0,3000.0,0.0,40.0,60.0,40.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,13.448,0.448,0.0,0.0,60.0,40.0,40.0,40.0,B,A,
17,,rl_choice_confirmation,,html-keyboard-response,17,146303,0.0-1.0-17.0-0.0,0,0,76870,,,,,,2.0,,1.0,,,,,,,,,,,,,14.5,1.052,,,,,,,,,
18,,isi,,html-keyboard-response,18,149306,0.0-1.0-19.0,0,0,76870,,,,,,2.0,,1.0,,,,,,,,,,,,,17.5,3.0,,,,,,,,,
19,,feedback,,html-keyboard-response,19,150309,0.0-1.0-20.0-0.0,0,0,76870,,,,,,2.0,,1.0,,,,,,,,,,,,,18.5,1.0,,,,,,,,,
20,,iti,,html-keyboard-response,20,152312,0.0-1.0-21.0,0,0,76870,,,,,,2.0,,1.0,,,,,,,,,,,,,20.5,2.0,,,,,,,,,
21,,rl_choice,,html-keyboard-response,21,152796,0.0-1.0-23.0,0,0,76870,,482.0,,,68.0,3.0,3.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,20.982,0.482,0.0,1.0,40.0,60.0,40.0,40.0,A,B,
22,,rl_choice_confirmation,,html-keyboard-response,22,153817,0.0-1.0-24.0-0.0,0,0,76870,,,,,,3.0,,1.0,,,,,,,,,,,,,22.0,1.018,,,,,,,,,
23,,isi,,html-keyboard-response,23,154820,0.0-1.0-26.0,0,0,76870,,,,,,3.0,,1.0,,,,,,,,,,,,,23.0,1.0,,,,,,,,,
24,,feedback,,html-keyboard-response,24,155823,0.0-1.0-27.0-0.0,0,0,76870,,,,,,3.0,,1.0,,,,,,,,,,,,,24.0,1.0,,,,,,,,,
25,,iti,,html-keyboard-response,25,156825,0.0-1.0-28.0,0,0,76870,,,,,,3.0,,1.0,,,,,,,,,,,,,25.0,1.0,,,,,,,,,
26,,rl_choice,,html-keyboard-response,26,157349,0.0-1.0-30.0,0,0,76870,,523.0,,,75.0,4.0,4.0,1.0,hard,3500.0,3500.0,1.0,60.0,40.0,60.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,25.523,0.523,0.0,0.0,40.0,60.0,20.0,60.0,A,B,
27,,rl_choice_confirmation,,html-keyboard-response,27,158330,0.0-1.0-31.0-0.0,0,0,76870,,,,,,4.0,,1.0,,,,,,,,,,,,,26.5,0.977,,,,,,,,,
28,,isi,,html-keyboard-response,28,161832,0.0-1.0-33.0,0,0,76870,,,,,,4.0,,1.0,,,,,,,,,,,,,30.0,3.5,,,,,,,,,
29,,feedback,,html-keyboard-response,29,162835,0.0-1.0-34.0-0.0,0,0,76870,,,,,,4.0,,1.0,,,,,,,,,,,,,31.0,1.0,,,,,,,,,
30,,iti,,html-keyboard-response,30,166337,0.0-1.0-35.0,0,0,76870,,,,,,4.0,,1.0,,,,,,,,,,,,,34.5,3.5,,,,,,,,,
31,,rl_choice,,html-keyboard-response,31,166822,0.0-1.0-37.0,0,0,76870,,483.0,,,75.0,5.0,5.0,1.0,hard,1500.0,1000.0,0.0,40.0,60.0,20.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,34.983,0.483,0.0,0.0,60.0,40.0,60.0,20.0,B,A,
32,,rl_choice_confirmation,,html-keyboard-response,32,167842,0.0-1.0-38.0-0.0,0,0,76870,,,,,,5.0,,1.0,,,,,,,,,,,,,36.0,1.017,,,,,,,,,
33,,isi,,html-keyboard-response,33,168844,0.0-1.0-40.0,0,0,76870,,,,,,5.0,,1.0,,,,,,,,,,,,,37.0,1.0,,,,,,,,,
34,,feedback,,html-keyboard-response,34,169847,0.0-1.0-41.0-0.0,0,0,76870,,,,,,5.0,,1.0,,,,,,,,,,,,,38.0,1.0,,,,,,,,,
35,,iti,,html-keyboard-response,35,171349,0.0-1.0-42.0,0,0,76870,,,,,,5.0,,1.0,,,,,,,,,,,,,39.5,1.5,,,,,,,,,
36,,rl_choice,,html-keyboard-response,36,171801,0.0-1.0-44.0,0,0,76870,,449.0,,,68.0,6.0,6.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,39.949,0.449,0.0,1.0,40.0,60.0,40.0,60.0,A,B,
37,,rl_choice_confirmation,,html-keyboard-response,37,172856,0.0-1.0-45.0-0.0,0,0,76870,,,,,,6.0,,1.0,,,,,,,,,,,,,41.0,1.051,,,,,,,,,
38,,isi,,html-keyboard-response,38,173859,0.0-1.0-47.0,0,0,76870,,,,,,6.0,,1.0,,,,,,,,,,,,,42.0,1.0,,,,,,,,,
39,,feedback,,html-keyboard-response,39,174861,0.0-1.0-48.0-0.0,0,0,76870,,,,,,6.0,,1.0,,,,,,,,,,,,,43.0,1.0,,,,,,,,,
40,,iti,,html-keyboard-response,40,175863,0.0-1.0-49.0,0,0,76870,,,,,,6.0,,1.0,,,,,,,,,,,,,44.0,1.0,,,,,,,,,
41,,rl_choice,,html-keyboard-response,41,176463,0.0-1.0-51.0,0,0,76870,,598.0,,,75.0,7.0,7.0,1.0,hard,3000.0,1500.0,0.0,40.0,60.0,20.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,44.598,0.598,0.0,0.0,60.0,40.0,40.0,20.0,B,A,
42,,rl_choice_confirmation,,html-keyboard-response,42,177368,0.0-1.0-52.0-0.0,0,0,76870,,,,,,7.0,,1.0,,,,,,,,,,,,,45.5,0.902,,,,,,,,,
43,,isi,,html-keyboard-response,43,178872,0.0-1.0-54.0,0,0,76870,,,,,,7.0,,1.0,,,,,,,,,,,,,47.0,1.5,,,,,,,,,
44,,feedback,,html-keyboard-response,44,179874,0.0-1.0-55.0-0.0,0,0,76870,,,,,,7.0,,1.0,,,,,,,,,,,,,48.0,1.0,,,,,,,,,
45,,iti,,html-keyboard-response,45,182875,0.0-1.0-56.0,0,0,76870,,,,,,7.0,,1.0,,,,,,,,,,,,,51.0,3.0,,,,,,,,,
46,,rl_choice,,html-keyboard-response,46,183342,0.0-1.0-58.0,0,0,76870,,464.0,,,68.0,8.0,8.0,1.0,hard,1000.0,2000.0,1.0,60.0,40.0,60.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,51.464,0.464,0.0,1.0,60.0,40.0,60.0,60.0,B,A,
47,,rl_choice_confirmation,,html-keyboard-response,47,184380,0.0-1.0-59.0-0.0,0,0,76870,,,,,,8.0,,1.0,,,,,,,,,,,,,52.5,1.036,,,,,,,,,
48,,isi,,html-keyboard-response,48,186382,0.0-1.0-61.0,0,0,76870,,,,,,8.0,,1.0,,,,,,,,,,,,,54.5,2.0,,,,,,,,,
49,,feedback,,html-keyboard-response,49,187385,0.0-1.0-62.0-0.0,0,0,76870,,,,,,8.0,,1.0,,,,,,,,,,,,,55.5,1.0,,,,,,,,,
50,,iti,,html-keyboard-response,50,188388,0.0-1.0-63.0,0,0,76870,,,,,,8.0,,1.0,,,,,,,,,,,,,56.5,1.0,,,,,,,,,
51,,rl_choice,,html-keyboard-response,51,188862,0.0-1.0-65.0,0,0,76870,,472.0,,,75.0,9.0,9.0,1.0,hard,2000.0,2000.0,1.0,60.0,40.0,80.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,56.972,0.472,0.0,0.0,40.0,60.0,60.0,80.0,A,B,
52,,rl_choice_confirmation,,html-keyboard-response,52,189893,0.0-1.0-66.0-0.0,0,0,76870,,,,,,9.0,,1.0,,,,,,,,,,,,,58.0,1.028,,,,,,,,,
53,,isi,,html-keyboard-response,53,191895,0.0-1.0-68.0,0,0,76870,,,,,,9.0,,1.0,,,,,,,,,,,,,60.0,2.0,,,,,,,,,
54,,feedback,,html-keyboard-response,54,192897,0.0-1.0-69.0-0.0,0,0,76870,,,,,,9.0,,1.0,,,,,,,,,,,,,61.0,1.0,,,,,,,,,
55,,iti,,html-keyboard-response,55,194899,0.0-1.0-70.0,0,0,76870,,,,,,9.0,,1.0,,,,,,,,,,,,,63.0,2.0,,,,,,,,,
56,,rl_choice,,html-keyboard-response,56,195280,0.0-1.0-72.0,0,0,76870,,380.0,,,68.0,10.0,10.0,1.0,hard,2000.0,2000.0,0.0,40.0,60.0,20.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,63.38,0.38,0.0,1.0,40.0,60.0,20.0,60.0,A,B,
57,,rl_choice_confirmation,,html-keyboard-response,57,196404,0.0-1.0-73.0-0.0,0,0,76870,,,,,,10.0,,1.0,,,,,,,,,,,,,64.5,1.12,,,,,,,,,
58,,isi,,html-keyboard-response,58,198406,0.0-1.0-75.0,0,0,76870,,,,,,10.0,,1.0,,,,,,,,,,,,,66.5,2.0,,,,,,,,,
59,,feedback,,html-keyboard-response,59,199408,0.0-1.0-76.0-0.0,0,0,76870,,,,,,10.0,,1.0,,,,,,,,,,,,,67.5,1.0,,,,,,,,,
60,,iti,,html-keyboard-response,60,201411,0.0-1.0-77.0,0,0,76870,,,,,,10.0,,1.0,,,,,,,,,,,,,69.5,2.0,,,,,,,,,
61,,rl_choice,,html-keyboard-response,61,202004,0.0-1.0-79.0,0,0,76870,,591.0,,,68.0,11.0,11.0,1.0,easy,1500.0,2000.0,1.0,80.0,20.0,100.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,70.091,0.591,0.0,1.0,80.0,20.0,100.0,20.0,D,C,
62,,rl_choice_confirmation,,html-keyboard-response,62,202917,0.0-1.0-80.0-0.0,0,0,76870,,,,,,11.0,,1.0,,,,,,,,,,,,,71.0,0.909,,,,,,,,,
63,,isi,,html-keyboard-response,63,204919,0.0-1.0-82.0,0,0,76870,,,,,,11.0,,1.0,,,,,,,,,,,,,73.0,2.0,,,,,,,,,
64,,feedback,,html-keyboard-response,64,205922,0.0-1.0-83.0-0.0,0,0,76870,,,,,,11.0,,1.0,,,,,,,,,,,,,74.0,1.0,,,,,,,,,
65,,iti,,html-keyboard-response,65,207425,0.0-1.0-84.0,0,0,76870,,,,,,11.0,,1.0,,,,,,,,,,,,,75.5,1.5,,,,,,,,,
66,,rl_choice,,html-keyboard-response,66,207878,0.0-1.0-86.0,0,0,76870,,452.0,,,75.0,12.0,12.0,1.0,hard,1000.0,1500.0,1.0,60.0,40.0,40.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,75.952,0.452,0.0,0.0,40.0,60.0,20.0,40.0,A,B,
67,,rl_choice_confirmation,,html-keyboard-response,67,208930,0.0-1.0-87.0-0.0,0,0,76870,,,,,,12.0,,1.0,,,,,,,,,,,,,77.0,1.048,,,,,,,,,
68,,isi,,html-keyboard-response,68,210432,0.0-1.0-89.0,0,0,76870,,,,,,12.0,,1.0,,,,,,,,,,,,,78.5,1.5,,,,,,,,,
69,,feedback,,html-keyboard-response,69,211435,0.0-1.0-90.0-0.0,0,0,76870,,,,,,12.0,,1.0,,,,,,,,,,,,,79.5,1.0,,,,,,,,,
70,,iti,,html-keyboard-response,70,212452,0.0-1.0-91.0,0,0,76870,,,,,,12.0,,1.0,,,,,,,,,,,,,80.5,1.0,,,,,,,,,
71,,rl_choice,,html-keyboard-response,71,212857,0.0-1.0-93.0,0,0,76870,,402.0,,,68.0,13.0,13.0,1.0,easy,1500.0,1500.0,1.0,80.0,20.0,100.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,80.902,0.402,0.0,1.0,80.0,20.0,100.0,40.0,D,C,
72,,rl_choice_confirmation,,html-keyboard-response,72,213958,0.0-1.0-94.0-0.0,0,0,76870,,,,,,13.0,,1.0,,,,,,,,,,,,,82.0,1.098,,,,,,,,,
73,,isi,,html-keyboard-response,73,215461,0.0-1.0-96.0,0,0,76870,,,,,,13.0,,1.0,,,,,,,,,,,,,83.5,1.5,,,,,,,,,
74,,feedback,,html-keyboard-response,74,216463,0.0-1.0-97.0-0.0,0,0,76870,,,,,,13.0,,1.0,,,,,,,,,,,,,84.5,1.0,,,,,,,,,
75,,iti,,html-keyboard-response,75,217966,0.0-1.0-98.0,0,0,76870,,,,,,13.0,,1.0,,,,,,,,,,,,,86.0,1.5,,,,,,,,,
76,,rl_choice,,html-keyboard-response,76,218387,0.0-1.0-100.0,0,0,76870,,419.0,,,68.0,14.0,14.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,86.419,0.419,0.0,1.0,20.0,80.0,0.0,60.0,C,D,
77,,rl_choice_confirmation,,html-keyboard-response,77,219472,0.0-1.0-101.0-0.0,0,0,76870,,,,,,14.0,,1.0,,,,,,,,,,,,,87.5,1.081,,,,,,,,,
78,,isi,,html-keyboard-response,78,220474,0.0-1.0-103.0,0,0,76870,,,,,,14.0,,1.0,,,,,,,,,,,,,88.5,1.0,,,,,,,,,
79,,feedback,,html-keyboard-response,79,221477,0.0-1.0-104.0-0.0,0,0,76870,,,,,,14.0,,1.0,,,,,,,,,,,,,89.5,1.0,,,,,,,,,
80,,iti,,html-keyboard-response,80,222479,0.0-1.0-105.0,0,0,76870,,,,,,14.0,,1.0,,,,,,,,,,,,,90.5,1.0,,,,,,,,,
81,,rl_choice,,html-keyboard-response,81,222929,0.0-1.0-107.0,0,0,76870,,448.0,,,75.0,15.0,15.0,1.0,easy,1000.0,2000.0,0.0,20.0,80.0,20.0,100.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,90.948,0.448,0.0,0.0,80.0,20.0,100.0,20.0,D,C,
82,,rl_choice_confirmation,,html-keyboard-response,82,223985,0.0-1.0-108.0-0.0,0,0,76870,,,,,,15.0,,1.0,,,,,,,,,,,,,92.0,1.052,,,,,,,,,
83,,isi,,html-keyboard-response,83,225987,0.0-1.0-110.0,0,0,76870,,,,,,15.0,,1.0,,,,,,,,,,,,,94.0,2.0,,,,,,,,,
84,,feedback,,html-keyboard-response,84,226991,0.0-1.0-111.0-0.0,0,0,76870,,,,,,15.0,,1.0,,,,,,,,,,,,,95.0,1.0,,,,,,,,,
85,,iti,,html-keyboard-response,85,227994,0.0-1.0-112.0,0,0,76870,,,,,,15.0,,1.0,,,,,,,,,,,,,96.0,1.0,,,,,,,,,
86,,rl_choice,,html-keyboard-response,86,228393,0.0-1.0-114.0,0,0,76870,,398.0,,,68.0,16.0,16.0,1.0,hard,1000.0,1000.0,1.0,60.0,40.0,60.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,96.398,0.398,0.0,1.0,60.0,40.0,60.0,20.0,B,A,
87,,rl_choice_confirmation,,html-keyboard-response,87,229497,0.0-1.0-115.0-0.0,0,0,76870,,,,,,16.0,,1.0,,,,,,,,,,,,,97.5,1.102,,,,,,,,,
88,,isi,,html-keyboard-response,88,230499,0.0-1.0-117.0,0,0,76870,,,,,,16.0,,1.0,,,,,,,,,,,,,98.5,1.0,,,,,,,,,
89,,feedback,,html-keyboard-response,89,231501,0.0-1.0-118.0-0.0,0,0,76870,,,,,,16.0,,1.0,,,,,,,,,,,,,99.5,1.0,,,,,,,,,
90,,iti,,html-keyboard-response,90,232504,0.0-1.0-119.0,0,0,76870,,,,,,16.0,,1.0,,,,,,,,,,,,,100.5,1.0,,,,,,,,,
91,,rl_choice,,html-keyboard-response,91,233053,0.0-1.0-121.0,0,0,76870,,548.0,,,75.0,17.0,17.0,1.0,easy,1000.0,2000.0,0.0,20.0,80.0,40.0,100.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,101.048,0.548,0.0,0.0,80.0,20.0,100.0,40.0,D,C,
92,,rl_choice_confirmation,,html-keyboard-response,92,234009,0.0-1.0-122.0-0.0,0,0,76870,,,,,,17.0,,1.0,,,,,,,,,,,,,102.0,0.952,,,,,,,,,
93,,isi,,html-keyboard-response,93,236012,0.0-1.0-124.0,0,0,76870,,,,,,17.0,,1.0,,,,,,,,,,,,,104.0,2.0,,,,,,,,,
94,,feedback,,html-keyboard-response,94,237015,0.0-1.0-125.0-0.0,0,0,76870,,,,,,17.0,,1.0,,,,,,,,,,,,,105.0,1.0,,,,,,,,,
95,,iti,,html-keyboard-response,95,238018,0.0-1.0-126.0,0,0,76870,,,,,,17.0,,1.0,,,,,,,,,,,,,106.0,1.0,,,,,,,,,
96,,rl_choice,,html-keyboard-response,96,238404,0.0-1.0-128.0,0,0,76870,,385.0,,,68.0,18.0,18.0,1.0,easy,2000.0,1000.0,0.0,20.0,80.0,0.0,100.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,106.385,0.385,0.0,1.0,20.0,80.0,0.0,100.0,C,D,
97,,rl_choice_confirmation,,html-keyboard-response,97,239521,0.0-1.0-129.0-0.0,0,0,76870,,,,,,18.0,,1.0,,,,,,,,,,,,,107.5,1.115,,,,,,,,,
98,,isi,,html-keyboard-response,98,240523,0.0-1.0-131.0,0,0,76870,,,,,,18.0,,1.0,,,,,,,,,,,,,108.5,1.0,,,,,,,,,
99,,feedback,,html-keyboard-response,99,241525,0.0-1.0-132.0-0.0,0,0,76870,,,,,,18.0,,1.0,,,,,,,,,,,,,109.5,1.0,,,,,,,,,
100,,iti,,html-keyboard-response,100,243528,0.0-1.0-133.0,0,0,76870,,,,,,18.0,,1.0,,,,,,,,,,,,,111.5,2.0,,,,,,,,,
101,,rl_choice,,html-keyboard-response,101,243947,0.0-1.0-135.0,0,0,76870,,416.0,,,68.0,19.0,19.0,1.0,hard,1500.0,1500.0,0.0,40.0,60.0,60.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,111.916,0.416,0.0,1.0,40.0,60.0,60.0,60.0,A,B,
102,,rl_choice_confirmation,,html-keyboard-response,102,245034,0.0-1.0-136.0-0.0,0,0,76870,,,,,,19.0,,1.0,,,,,,,,,,,,,113.0,1.084,,,,,,,,,
103,,isi,,html-keyboard-response,103,246536,0.0-1.0-138.0,0,0,76870,,,,,,19.0,,1.0,,,,,,,,,,,,,114.5,1.5,,,,,,,,,
104,,feedback,,html-keyboard-response,104,247538,0.0-1.0-139.0-0.0,0,0,76870,,,,,,19.0,,1.0,,,,,,,,,,,,,115.5,1.0,,,,,,,,,
105,,iti,,html-keyboard-response,105,249041,0.0-1.0-140.0,0,0,76870,,,,,,19.0,,1.0,,,,,,,,,,,,,117.0,1.5,,,,,,,,,
106,,rl_choice,,html-keyboard-response,106,249468,0.0-1.0-142.0,0,0,76870,,426.0,,,75.0,20.0,20.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,117.426,0.426,0.0,0.0,20.0,80.0,40.0,60.0,C,D,
107,,rl_choice_confirmation,,html-keyboard-response,107,250546,0.0-1.0-143.0-0.0,0,0,76870,,,,,,20.0,,1.0,,,,,,,,,,,,,118.5,1.074,,,,,,,,,
108,,isi,,html-keyboard-response,108,251549,0.0-1.0-145.0,0,0,76870,,,,,,20.0,,1.0,,,,,,,,,,,,,119.5,1.0,,,,,,,,,
109,,feedback,,html-keyboard-response,109,252552,0.0-1.0-146.0-0.0,0,0,76870,,,,,,20.0,,1.0,,,,,,,,,,,,,120.5,1.0,,,,,,,,,
110,,iti,,html-keyboard-response,110,253554,0.0-1.0-147.0,0,0,76870,,,,,,20.0,,1.0,,,,,,,,,,,,,121.5,1.0,,,,,,,,,
111,,rl_choice,,html-keyboard-response,111,254050,0.0-1.0-149.0,0,0,76870,,495.0,,,68.0,21.0,21.0,1.0,easy,3500.0,1000.0,1.0,80.0,20.0,60.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,121.995,0.495,0.0,1.0,80.0,20.0,60.0,20.0,D,C,
112,,rl_choice_confirmation,,html-keyboard-response,112,255058,0.0-1.0-150.0-0.0,0,0,76870,,,,,,21.0,,1.0,,,,,,,,,,,,,123.0,1.005,,,,,,,,,
113,,isi,,html-keyboard-response,113,256060,0.0-1.0-152.0,0,0,76870,,,,,,21.0,,1.0,,,,,,,,,,,,,124.0,1.0,,,,,,,,,
114,,feedback,,html-keyboard-response,114,257063,0.0-1.0-153.0-0.0,0,0,76870,,,,,,21.0,,1.0,,,,,,,,,,,,,125.0,1.0,,,,,,,,,
115,,iti,,html-keyboard-response,115,260564,0.0-1.0-154.0,0,0,76870,,,,,,21.0,,1.0,,,,,,,,,,,,,128.5,3.5,,,,,,,,,
116,,rl_choice,,html-keyboard-response,116,260970,0.0-1.0-156.0,0,0,76870,,404.0,,,75.0,22.0,22.0,1.0,easy,1500.0,1500.0,1.0,80.0,20.0,80.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,128.904,0.404,0.0,0.0,20.0,80.0,20.0,80.0,C,D,
117,,rl_choice_confirmation,,html-keyboard-response,117,262069,0.0-1.0-157.0-0.0,0,0,76870,,,,,,22.0,,1.0,,,,,,,,,,,,,130.0,1.096,,,,,,,,,
118,,isi,,html-keyboard-response,118,263571,0.0-1.0-159.0,0,0,76870,,,,,,22.0,,1.0,,,,,,,,,,,,,131.5,1.5,,,,,,,,,
119,,feedback,,html-keyboard-response,119,264575,0.0-1.0-160.0-0.0,0,0,76870,,,,,,22.0,,1.0,,,,,,,,,,,,,132.5,1.0,,,,,,,,,
120,,iti,,html-keyboard-response,120,266077,0.0-1.0-161.0,0,0,76870,,,,,,22.0,,1.0,,,,,,,,,,,,,134.0,1.5,,,,,,,,,
