,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06152022hr2204,fullscreen,0,33327,0.0-0.0,0,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,133919,0.0-1.0-0.0-0.0,0,0,99,"[{""page_index"":0,""viewing_time"":16328},{""page_index"":1,""viewing_time"":21065},{""page_index"":2,""viewing_time"":19251},{""page_index"":3,""viewing_time"":12091},{""page_index"":4,""viewing_time"":9010},{""page_index"":5,""viewing_time"":22844}]",100590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,158130,0.0-1.0-0.0-1.0,0,0,99,,24207.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""pointer finger for left and middle finger for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,162617,0.0-1.0-1.0,0,0,99,,4484.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,start_run,,html-keyboard-response,4,184692,0.0-1.0-2.0,0,0,99,,22073.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,rl_choice,,html-keyboard-response,5,185784,0.0-1.0-3.0,0,0,99,,1090.0,,,50.0,0.0,0.0,1.0,hard,2000.0,1000.0,0.0,40.0,60.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,60.0,40.0,D,C,0.0,1.09,0.0,
6,,rl_choice_confirmation,,html-keyboard-response,6,186196,0.0-1.0-4.0-0.0,0,0,99,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.09,0.41,,
7,,isi,,html-keyboard-response,7,187198,0.0-1.0-6.0,0,0,99,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.5,1.0,,
8,,feedback,,html-keyboard-response,8,188201,0.0-1.0-7.0-0.0,0,0,99,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,2.5,1.0,,
9,,iti,,html-keyboard-response,9,190206,0.0-1.0-8.0,0,0,99,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,3.5,2.0,,
10,,rl_choice,,html-keyboard-response,10,190749,0.0-1.0-10.0,0,0,99,,541.0,,,50.0,1.0,1.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,20.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,20.0,40.0,D,C,5.5,0.541,0.0,
11,,rl_choice_confirmation,,html-keyboard-response,11,191710,0.0-1.0-11.0-0.0,0,0,99,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,6.041,0.959,,
12,,isi,,html-keyboard-response,12,192713,0.0-1.0-13.0,0,0,99,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,7.0,1.0,,
13,,feedback,,html-keyboard-response,13,193715,0.0-1.0-14.0-0.0,0,0,99,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,8.0,1.0,,
14,,iti,,html-keyboard-response,14,194718,0.0-1.0-15.0,0,0,99,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,9.0,1.0,,
15,,rl_choice,,html-keyboard-response,15,195657,0.0-1.0-17.0,0,0,99,,938.0,,,50.0,2.0,2.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,20.0,80.0,40.0,60.0,B,A,10.0,0.938,0.0,
16,,rl_choice_confirmation,,html-keyboard-response,16,196222,0.0-1.0-18.0-0.0,0,0,99,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,10.938,0.562,,
17,,isi,,html-keyboard-response,17,197225,0.0-1.0-20.0,0,0,99,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,11.5,1.0,,
18,,feedback,,html-keyboard-response,18,198227,0.0-1.0-21.0-0.0,0,0,99,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,12.5,1.0,,
19,,iti,,html-keyboard-response,19,199230,0.0-1.0-22.0,0,0,99,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,13.5,1.0,,
