,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06232022hr1604,fullscreen,0,10705,0.0-0.0,0,0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,81137,0.0-1.0-0.0-0.0,0,0,98,"[{""page_index"":0,""viewing_time"":4166},{""page_index"":1,""viewing_time"":21474},{""page_index"":2,""viewing_time"":16991},{""page_index"":3,""viewing_time"":12633},{""page_index"":4,""viewing_time"":8349},{""page_index"":5,""viewing_time"":6817}]",70431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,104732,0.0-1.0-0.0-1.0,0,0,98,,23592.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""pointer finger for left and middle finger for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,107978,0.0-1.0-1.0,0,0,98,,3242.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,start_run,,html-keyboard-response,4,135517,0.0-1.0-2.0,0,0,98,,27539.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,rl_choice,,html-keyboard-response,5,136616,0.0-1.0-3.0,0,0,98,,1098.0,,,50.0,0.0,0.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,80.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,60.0,40.0,80.0,20.0,B,A,0.0,1.098,0.0,
6,,rl_choice_confirmation,,html-keyboard-response,6,137020,0.0-1.0-4.0-0.0,0,0,98,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.098,0.402,,
7,,isi,,html-keyboard-response,7,139022,0.0-1.0-6.0,0,0,98,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.5,2.0,,
8,,feedback,,html-keyboard-response,8,140024,0.0-1.0-7.0-0.0,0,0,98,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,3.5,1.0,,
9,,iti,,html-keyboard-response,9,141526,0.0-1.0-8.0,0,0,98,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,4.5,1.5,,
10,,rl_choice,,html-keyboard-response,10,142485,0.0-1.0-10.0,0,0,98,,958.0,,,50.0,1.0,1.0,1.0,easy,1500.0,3000.0,1.0,80.0,20.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,80.0,20.0,60.0,40.0,D,C,6.0,0.958,0.0,
11,,rl_choice_confirmation,,html-keyboard-response,11,143029,0.0-1.0-11.0-0.0,0,0,98,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,6.958,0.542,,
12,,isi,,html-keyboard-response,12,146031,0.0-1.0-13.0,0,0,98,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,7.5,3.0,,
13,,feedback,,html-keyboard-response,13,147037,0.0-1.0-14.0-0.0,0,0,98,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,10.5,1.0,,
14,,iti,,html-keyboard-response,14,148542,0.0-1.0-15.0,0,0,98,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,11.5,1.5,,
15,,rl_choice,,html-keyboard-response,15,149534,0.0-1.0-17.0,0,0,98,,990.0,,,51.0,2.0,2.0,1.0,hard,2000.0,3000.0,0.0,40.0,60.0,40.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,0.0,60.0,40.0,40.0,40.0,B,A,13.0,0.99,0.0,
16,,rl_choice_confirmation,,html-keyboard-response,16,150046,0.0-1.0-18.0-0.0,0,0,98,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,13.99,0.51,,
17,,isi,,html-keyboard-response,17,153049,0.0-1.0-20.0,0,0,98,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,14.5,3.0,,
18,,feedback,,html-keyboard-response,18,154051,0.0-1.0-21.0-0.0,0,0,98,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,17.5,1.0,,
19,,iti,,html-keyboard-response,19,156057,0.0-1.0-22.0,0,0,98,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,18.5,2.0,,
20,,rl_choice,,html-keyboard-response,20,157102,0.0-1.0-24.0,0,0,98,,1044.0,,,50.0,3.0,3.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,40.0,60.0,40.0,40.0,A,B,20.5,1.044,0.0,
21,,rl_choice_confirmation,,html-keyboard-response,21,157560,0.0-1.0-25.0-0.0,0,0,98,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,21.544,0.456,,
22,,isi,,html-keyboard-response,22,158563,0.0-1.0-27.0,0,0,98,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,22.0,1.0,,
