,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06072022hr1204,fullscreen,0,3683,0.0-0.0,0,0,44248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,23575,0.0-1.0-0.0-0.0,0,0,44248,"[{""page_index"":0,""viewing_time"":5189},{""page_index"":1,""viewing_time"":4991},{""page_index"":2,""viewing_time"":5196},{""page_index"":3,""viewing_time"":2042},{""page_index"":4,""viewing_time"":1030},{""page_index"":5,""viewing_time"":1442}]",19890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,31108,0.0-1.0-0.0-1.0,0,0,44248,,7531.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,32208,0.0-1.0-1.0,0,0,44248,,1099.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,rl_choice,,html-keyboard-response,4,33024,0.0-1.0-2.0,0,0,44248,,815.0,,,68.0,0.0,0.0,1.0,hard,1000.0,2000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,40.0,60.0,20.0,60.0,C,D,0.815,0.815,0.0,
5,,rl_choice_confirmation,,html-keyboard-response,5,33711,0.0-1.0-3.0-0.0,0,0,44248,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.5,0.685,,
6,,isi,,html-keyboard-response,6,35713,0.0-1.0-5.0,0,0,44248,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,3.5,2.0,,
7,,feedback,,html-keyboard-response,7,36715,0.0-1.0-6.0-0.0,0,0,44248,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,4.5,1.0,,
8,,iti,,html-keyboard-response,8,37717,0.0-1.0-7.0,0,0,44248,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,5.5,1.0,,
9,,rl_choice,,html-keyboard-response,9,38008,0.0-1.0-9.0,0,0,44248,,291.0,,,75.0,1.0,1.0,1.0,easy,1000.0,3000.0,1.0,80.0,20.0,100.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,20.0,80.0,40.0,100.0,A,B,5.791,0.291,0.0,
10,,rl_choice_confirmation,,html-keyboard-response,10,39219,0.0-1.0-10.0-0.0,0,0,44248,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,7.0,1.209,,
11,,isi,,html-keyboard-response,11,42220,0.0-1.0-12.0,0,0,44248,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,10.0,3.0,,
12,,feedback,,html-keyboard-response,12,43221,0.0-1.0-13.0-0.0,0,0,44248,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,11.0,1.0,,
13,,iti,,html-keyboard-response,13,44223,0.0-1.0-14.0,0,0,44248,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,12.0,1.0,,
14,,rl_choice,,html-keyboard-response,14,44536,0.0-1.0-16.0,0,0,44248,,312.0,,,75.0,2.0,2.0,1.0,hard,3000.0,1000.0,0.0,40.0,60.0,20.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,80.0,20.0,D,C,12.312,0.312,0.0,
15,,rl_choice_confirmation,,html-keyboard-response,15,45725,0.0-1.0-17.0-0.0,0,0,44248,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,13.5,1.188,,
16,,isi,,html-keyboard-response,16,46726,0.0-1.0-19.0,0,0,44248,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,14.5,1.0,,
17,,feedback,,html-keyboard-response,17,47728,0.0-1.0-20.0-0.0,0,0,44248,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,15.5,1.0,,
18,,iti,,html-keyboard-response,18,50729,0.0-1.0-21.0,0,0,44248,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,18.5,3.0,,
19,,rl_choice,,html-keyboard-response,19,51400,0.0-1.0-23.0,0,0,44248,,670.0,,,75.0,3.0,3.0,1.0,hard,1000.0,3500.0,0.0,40.0,60.0,60.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,60.0,60.0,D,C,19.17,0.67,0.0,
20,,rl_choice_confirmation,,html-keyboard-response,20,52232,0.0-1.0-24.0-0.0,0,0,44248,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,20.0,0.83,,
21,,isi,,html-keyboard-response,21,55733,0.0-1.0-26.0,0,0,44248,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,23.5,3.5,,
