,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06072022hr1223,fullscreen,0,3145,0.0-0.0,0,0,63784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,24489,0.0-1.0-0.0-0.0,0,0,63784,"[{""page_index"":0,""viewing_time"":2876},{""page_index"":1,""viewing_time"":6475},{""page_index"":2,""viewing_time"":5275},{""page_index"":3,""viewing_time"":3407},{""page_index"":4,""viewing_time"":1821},{""page_index"":5,""viewing_time"":1489}]",21343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,34356,0.0-1.0-0.0-1.0,0,0,63784,,9864.0,"{""Q0"":""True"",""Q1"":""False"",""Q2"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,missed_instruction_checkup,,html-keyboard-response,3,36678,0.0-1.0-0.0-2.0-0.0,0,0,63784,,2319.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,size_instructions,,instructions,4,45267,0.0-1.0-0.1-0.1,0,0,63784,"[{""page_index"":0,""viewing_time"":3351},{""page_index"":1,""viewing_time"":1046},{""page_index"":2,""viewing_time"":1192},{""page_index"":3,""viewing_time"":891},{""page_index"":4,""viewing_time"":881},{""page_index"":5,""viewing_time"":1227}]",8588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,rl_comprehension_check,,survey-multi-choice,5,59609,0.0-1.0-0.1-1.1,0,0,63784,,14339.0,"{""Q0"":""False"",""Q1"":""True"",""Q2"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,missed_instruction_checkup,,html-keyboard-response,6,62577,0.0-1.0-0.1-2.1-0.1,0,0,63784,,2963.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,size_instructions,,instructions,7,68635,0.0-1.0-0.2-0.2,0,0,63784,"[{""page_index"":0,""viewing_time"":1493},{""page_index"":1,""viewing_time"":1159},{""page_index"":2,""viewing_time"":1024},{""page_index"":3,""viewing_time"":1211},{""page_index"":4,""viewing_time"":561},{""page_index"":5,""viewing_time"":608}]",6057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,rl_comprehension_check,,survey-multi-choice,8,73323,0.0-1.0-0.2-1.2,0,0,63784,,4685.0,"{""Q0"":""False"",""Q1"":""False"",""Q2"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,missed_instruction_checkup,,html-keyboard-response,9,76017,0.0-1.0-0.2-2.2-0.2,0,0,63784,,2689.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,size_instructions,,instructions,10,102727,0.0-1.0-0.3-0.3,0,0,63784,"[{""page_index"":0,""viewing_time"":1893},{""page_index"":1,""viewing_time"":9933},{""page_index"":2,""viewing_time"":11730},{""page_index"":3,""viewing_time"":988},{""page_index"":4,""viewing_time"":885},{""page_index"":5,""viewing_time"":1281}]",26710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,rl_comprehension_check,,survey-multi-choice,11,115978,0.0-1.0-0.3-1.3,0,0,63784,,13248.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,html-keyboard-response,12,118758,0.0-1.0-1.0,0,0,63784,,2776.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,rl_choice,,html-keyboard-response,13,119625,0.0-1.0-2.0,0,0,63784,,866.0,,,68.0,0.0,0.0,1.0,hard,1000.0,2000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,40.0,60.0,20.0,60.0,C,D,0.866,0.866,0.0,
14,,rl_choice_confirmation,,html-keyboard-response,14,120260,0.0-1.0-3.0-0.0,0,0,63784,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.5,0.634,,
15,,isi,,html-keyboard-response,15,122267,0.0-1.0-5.0,0,0,63784,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,3.5,2.0,,
16,,feedback,,html-keyboard-response,16,123273,0.0-1.0-6.0-0.0,0,0,63784,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,4.5,1.0,,
17,,iti,,html-keyboard-response,17,124281,0.0-1.0-7.0,0,0,63784,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,5.5,1.0,,
18,,rl_choice,,html-keyboard-response,18,124840,0.0-1.0-9.0,0,0,63784,,556.0,,,68.0,1.0,1.0,1.0,easy,1000.0,3000.0,1.0,80.0,20.0,100.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,80.0,20.0,100.0,40.0,B,A,6.056,0.556,0.0,
19,,rl_choice_confirmation,,html-keyboard-response,19,125792,0.0-1.0-10.0-0.0,0,0,63784,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,7.0,0.944,,
20,,isi,,html-keyboard-response,20,128801,0.0-1.0-12.0,0,0,63784,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,10.0,3.0,,
21,,feedback,,html-keyboard-response,21,129805,0.0-1.0-13.0-0.0,0,0,63784,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,11.0,1.0,,
22,,iti,,html-keyboard-response,22,130816,0.0-1.0-14.0,0,0,63784,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,12.0,1.0,,
23,,rl_choice,,html-keyboard-response,23,131336,0.0-1.0-16.0,0,0,63784,,517.0,,,68.0,2.0,2.0,1.0,hard,3000.0,1000.0,0.0,40.0,60.0,20.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,40.0,60.0,20.0,80.0,C,D,12.517,0.517,0.0,
24,,rl_choice_confirmation,,html-keyboard-response,24,132322,0.0-1.0-17.0-0.0,0,0,63784,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,13.5,0.983,,
25,,isi,,html-keyboard-response,25,133329,0.0-1.0-19.0,0,0,63784,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,14.5,1.0,,
26,,feedback,,html-keyboard-response,26,134335,0.0-1.0-20.0-0.0,0,0,63784,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,15.5,1.0,,
