,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06032022hr2350,fullscreen,0,3885,0.0-0.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,17524,0.0-1.0-0.0-0.0,0,0,27712,"[{""page_index"":0,""viewing_time"":4278},{""page_index"":1,""viewing_time"":3450},{""page_index"":2,""viewing_time"":1743},{""page_index"":3,""viewing_time"":1119},{""page_index"":4,""viewing_time"":1289},{""page_index"":5,""viewing_time"":1754}]",13635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,27162,0.0-1.0-0.0-1.0,0,0,27712,,9634.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,28669,0.0-1.0-1.0,0,0,27712,,1502.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,rl_choice,,html-keyboard-response,4,29609,0.0-1.0-2.0,0,0,27712,,937.0,,,68.0,0.0,0.0,1.0,hard,1000.0,2000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,40.0,60.0,20.0,60.0,C,D,0.937,0.937,0.0,
5,,rl_choice_confirmation,,html-keyboard-response,5,30175,0.0-1.0-3.0-0.0,0,0,27712,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.5,0.563,,
6,,isi,,html-keyboard-response,6,32180,0.0-1.0-5.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2.0,,
7,,feedback,,html-keyboard-response,7,33187,0.0-1.0-6.0-0.0,0,0,27712,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.5,1.0,,
8,,iti,,html-keyboard-response,8,34191,0.0-1.0-7.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.0,,
9,,rl_choice,,html-keyboard-response,9,35608,0.0-1.0-9.0,0,0,27712,,1415.0,,,75.0,1.0,1.0,1.0,easy,1000.0,3000.0,1.0,80.0,20.0,100.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,20.0,80.0,40.0,100.0,A,B,6.915,1.415,0.0,
10,,rl_choice_confirmation,,html-keyboard-response,10,35696,0.0-1.0-10.0-0.0,0,0,27712,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.0,0.085,,
11,,isi,,html-keyboard-response,11,38700,0.0-1.0-12.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,,
12,,feedback,,html-keyboard-response,12,39705,0.0-1.0-13.0-0.0,0,0,27712,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,,
13,,iti,,html-keyboard-response,13,40708,0.0-1.0-14.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,,
14,,rl_choice,,html-keyboard-response,14,41928,0.0-1.0-16.0,0,0,27712,,1219.0,,,75.0,2.0,2.0,1.0,hard,3000.0,1000.0,0.0,40.0,60.0,20.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,80.0,20.0,D,C,13.219,1.219,0.0,
15,,rl_choice_confirmation,,html-keyboard-response,15,42212,0.0-1.0-17.0-0.0,0,0,27712,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,13.5,0.281,,
16,,isi,,html-keyboard-response,16,43214,0.0-1.0-19.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,1.0,,
17,,feedback,,html-keyboard-response,17,44220,0.0-1.0-20.0-0.0,0,0,27712,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,15.5,1.0,,
18,,iti,,html-keyboard-response,18,47227,0.0-1.0-21.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,3.0,,
19,,rl_choice,,html-keyboard-response,19,47890,0.0-1.0-23.0,0,0,27712,,661.0,,,75.0,3.0,3.0,1.0,hard,1000.0,3500.0,0.0,40.0,60.0,60.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,60.0,60.0,D,C,19.161,0.661,0.0,
20,,rl_choice_confirmation,,html-keyboard-response,20,48734,0.0-1.0-24.0-0.0,0,0,27712,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,20.0,0.839,,
21,,isi,,html-keyboard-response,21,52238,0.0-1.0-26.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,3.5,,
22,,feedback,,html-keyboard-response,22,53245,0.0-1.0-27.0-0.0,0,0,27712,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,24.5,1.0,,
23,,iti,,html-keyboard-response,23,54250,0.0-1.0-28.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,1.0,,
24,,rl_choice,,html-keyboard-response,24,54896,0.0-1.0-30.0,0,0,27712,,643.0,,,75.0,4.0,4.0,1.0,hard,1500.0,3000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,60.0,20.0,D,C,26.143,0.643,0.0,
25,,rl_choice_confirmation,,html-keyboard-response,25,55758,0.0-1.0-31.0-0.0,0,0,27712,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,27.0,0.857,,
26,,isi,,html-keyboard-response,26,58760,0.0-1.0-33.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,3.0,,
27,,feedback,,html-keyboard-response,27,59762,0.0-1.0-34.0-0.0,0,0,27712,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,,
28,,iti,,html-keyboard-response,28,61269,0.0-1.0-35.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,1.5,,
29,,rl_choice,,html-keyboard-response,29,62297,0.0-1.0-37.0,0,0,27712,,1026.0,,,68.0,5.0,5.0,1.0,easy,2000.0,2000.0,0.0,20.0,80.0,20.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,20.0,80.0,20.0,100.0,A,B,33.526,1.026,0.0,
30,,rl_choice_confirmation,,html-keyboard-response,30,62776,0.0-1.0-38.0-0.0,0,0,27712,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,34.0,0.474,,
31,,isi,,html-keyboard-response,31,64778,0.0-1.0-40.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2.0,,
32,,feedback,,html-keyboard-response,32,65780,0.0-1.0-41.0-0.0,0,0,27712,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,37.0,1.0,,
33,,iti,,html-keyboard-response,33,67783,0.0-1.0-42.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,2.0,,
34,,rl_choice,,html-keyboard-response,34,68784,0.0-1.0-44.0,0,0,27712,,1000.0,,,75.0,6.0,6.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,80.0,40.0,D,C,40.0,1.0,0.0,
35,,rl_choice_confirmation,,html-keyboard-response,35,69287,0.0-1.0-45.0-0.0,0,0,27712,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,40.5,0.5,,
36,,isi,,html-keyboard-response,36,70290,0.0-1.0-47.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,1.0,,
37,,feedback,,html-keyboard-response,37,71293,0.0-1.0-48.0-0.0,0,0,27712,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,42.5,1.0,,
38,,iti,,html-keyboard-response,38,72299,0.0-1.0-49.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,1.0,,
39,,rl_choice,,html-keyboard-response,39,72967,0.0-1.0-51.0,0,0,27712,,666.0,,,75.0,7.0,7.0,1.0,hard,1500.0,1000.0,0.0,40.0,60.0,60.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,80.0,60.0,D,C,44.166,0.666,0.0,
40,,rl_choice_confirmation,,html-keyboard-response,40,73804,0.0-1.0-52.0-0.0,0,0,27712,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,45.0,0.834,,
41,,isi,,html-keyboard-response,41,74807,0.0-1.0-54.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,1.0,,
42,,feedback,,html-keyboard-response,42,75810,0.0-1.0-55.0-0.0,0,0,27712,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,47.0,1.0,,
43,,iti,,html-keyboard-response,43,77313,0.0-1.0-56.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,1.5,,
