,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response,total_bonus_tally
0,True,full_screen,d06032022hr1618,fullscreen,0,2872,0.0-0.0,0,0,58537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,size_instructions,,instructions,1,12583,0.0-1.0-0.0-0.0,0,0,58537,"[{""page_index"":0,""viewing_time"":1882},{""page_index"":1,""viewing_time"":1151},{""page_index"":2,""viewing_time"":856},{""page_index"":3,""viewing_time"":865},{""page_index"":4,""viewing_time"":4064},{""page_index"":5,""viewing_time"":888}]",9708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,rl_comprehension_check,,survey-multi-choice,2,19939,0.0-1.0-0.0-1.0,0,0,58537,,7348.0,"{""Q0"":""False"",""Q1"":""True"",""Q2"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,missed_instruction_checkup,,html-keyboard-response,3,22351,0.0-1.0-0.0-2.0-0.0,0,0,58537,,2407.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,size_instructions,,instructions,4,39542,0.0-1.0-0.1-0.1,0,0,58537,"[{""page_index"":0,""viewing_time"":6563},{""page_index"":1,""viewing_time"":4689},{""page_index"":2,""viewing_time"":2105},{""page_index"":3,""viewing_time"":2390},{""page_index"":4,""viewing_time"":818},{""page_index"":5,""viewing_time"":623}]",17189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,rl_comprehension_check,,survey-multi-choice,5,46424,0.0-1.0-0.1-1.1,0,0,58537,,6878.0,"{""Q0"":""True"",""Q1"":""False"",""Q2"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,missed_instruction_checkup,,html-keyboard-response,6,50921,0.0-1.0-0.1-2.1-0.1,0,0,58537,,4494.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,size_instructions,,instructions,7,55551,0.0-1.0-0.2-0.2,0,0,58537,"[{""page_index"":0,""viewing_time"":2836},{""page_index"":1,""viewing_time"":382},{""page_index"":2,""viewing_time"":437},{""page_index"":3,""viewing_time"":221},{""page_index"":4,""viewing_time"":162},{""page_index"":5,""viewing_time"":590}]",4629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,rl_comprehension_check,,survey-multi-choice,8,59618,0.0-1.0-0.2-1.2,0,0,58537,,4060.0,"{""Q0"":""False"",""Q1"":""True"",""Q2"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,missed_instruction_checkup,,html-keyboard-response,9,61152,0.0-1.0-0.2-2.2-0.2,0,0,58537,,1531.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,size_instructions,,instructions,10,65967,0.0-1.0-0.3-0.3,0,0,58537,"[{""page_index"":0,""viewing_time"":2718},{""page_index"":1,""viewing_time"":999},{""page_index"":2,""viewing_time"":287},{""page_index"":3,""viewing_time"":250},{""page_index"":4,""viewing_time"":256},{""page_index"":5,""viewing_time"":302}]",4813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,rl_comprehension_check,,survey-multi-choice,11,70721,0.0-1.0-0.3-1.3,0,0,58537,,4747.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,missed_instruction_checkup,,html-keyboard-response,12,72471,0.0-1.0-0.3-2.3-0.3,0,0,58537,,1748.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,size_instructions,,instructions,13,76614,0.0-1.0-0.4-0.4,0,0,58537,"[{""page_index"":0,""viewing_time"":2320},{""page_index"":1,""viewing_time"":263},{""page_index"":2,""viewing_time"":456},{""page_index"":3,""viewing_time"":200},{""page_index"":4,""viewing_time"":271},{""page_index"":5,""viewing_time"":631}]",4142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,rl_comprehension_check,,survey-multi-choice,14,82091,0.0-1.0-0.4-1.4,0,0,58537,,5471.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,html-keyboard-response,15,83442,0.0-1.0-1.0,0,0,58537,,1347.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,rl_choice,,html-keyboard-response,16,84686,0.0-1.0-2.0,0,0,58537,,1241.0,,,68.0,0.0,0.0,1.0,hard,3500.0,2000.0,1.0,60.0,40.0,80.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,60.0,40.0,80.0,40.0,A,B,1.241,1.241,0.0,
17,,rl_choice_confirmation,,html-keyboard-response,17,84949,0.0-1.0-3.0-0.0,0,0,58537,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.5,0.259,,
