index,category,img,is_test_item,exemplar,kinds,shape,color,overall perceptual (upright),overall perceptual (inverted)
390,poker card,22865640.thl.jpg,test_item,poker card17,2.2,1,2.7,2.5,3.2
391,power strip,6a30daf6-943c-4ced-bfa0-c42f35b22380_400.jpg,0,power strip1,2.2,4,2.5,3.1,2.8
392,power strip,59d69605-c8c8-4899-bd98-2ef78045147e_300.jpg,0,power strip2,2.2,4,2.5,3.1,2.8
393,power strip,67a59858-df1d-43a9-a833-cfeaca77ade9_400.jpg,0,power strip3,2.2,4,2.5,3.1,2.8
394,power strip,41D3CX96H9L._AA262_.jpg,0,power strip4,2.2,4,2.5,3.1,2.8
395,power strip,93e4a283-bcd6-4ad1-8add-339658cda0fc_400.jpg,0,power strip5,2.2,4,2.5,3.1,2.8
396,power strip,41AWBNXQRML._AA262_.jpg,0,power strip6,2.2,4,2.5,3.1,2.8
397,power strip,412YZ25RFBL._AA262_.jpg,0,power strip7,2.2,4,2.5,3.1,2.8
398,power strip,3118YGHQWXL._AA262_.jpg,0,power strip8,2.2,4,2.5,3.1,2.8
399,power strip,9ad9cb76-bc97-4f44-999c-27e7aa039743_400.jpg,0,power strip9,2.2,4,2.5,3.1,2.8
400,power strip,6bd437c9-6165-4d36-bf75-9a1038783c6a_400.jpg,0,power strip10,2.2,4,2.5,3.1,2.8
401,power strip,41Bw7Tl1G7L._AA262_.jpg,0,power strip11,2.2,4,2.5,3.1,2.8
402,power strip,41CXESEH1TL._AA262_.jpg,0,power strip12,2.2,4,2.5,3.1,2.8
403,power strip,01dccef1-d4b2-4d2e-a317-f2ed46b70b4b_400.jpg,0,power strip13,2.2,4,2.5,3.1,2.8
404,power strip,88b2c724-e781-44ae-85d5-27b7591f659d_400.jpg,0,power strip14,2.2,4,2.5,3.1,2.8
405,power strip,31oz6aGZN7L._AA262_.jpg,0,power strip15,2.2,4,2.5,3.1,2.8
406,power strip,16817ff5-c6cd-49cc-95bb-c9f4a31cda2a_400.jpg,test_item,power strip16,2.2,4,2.5,3.1,2.8
407,power strip,41WDA36G11L._AA262_.jpg,test_item,power strip17,2.2,4,2.5,3.1,2.8
408,seashell,Aseashe34.jpg,0,seashell1,2.2,4.5,2.4,3.7,3.8
409,seashell,ph_stri_seashell.jpg,0,seashell2,2.2,4.5,2.4,3.7,3.8
410,seashell,coquillage.jpg,0,seashell3,2.2,4.5,2.4,3.7,3.8
411,seashell,seashell.jpg,0,seashell4,2.2,4.5,2.4,3.7,3.8
412,seashell,429345994_b87bb03366.jpg,0,seashell5,2.2,4.5,2.4,3.7,3.8
413,seashell,PY2H1461.jpg,0,seashell6,2.2,4.5,2.4,3.7,3.8
414,seashell,seashell34.jpg,0,seashell7,2.2,4.5,2.4,3.7,3.8
415,seashell,ASEASHEL9.jpg,0,seashell8,2.2,4.5,2.4,3.7,3.8
416,seashell,ASEASH5.jpg,0,seashell9,2.2,4.5,2.4,3.7,3.8
417,seashell,ASEASHE47.jpg,0,seashell10,2.2,4.5,2.4,3.7,3.8
418,seashell,ASEASH12.jpg,0,seashell11,2.2,4.5,2.4,3.7,3.8
419,seashell,groscoquilagecreux.jpg,0,seashell12,2.2,4.5,2.4,3.7,3.8
420,seashell,coquillage22.jpg,0,seashell13,2.2,4.5,2.4,3.7,3.8
421,seashell,ASEASHE17.jpg,0,seashell14,2.2,4.5,2.4,3.7,3.8
422,seashell,ASEASHE39.jpg,0,seashell15,2.2,4.5,2.4,3.7,3.8
423,seashell,coquillagef0153.jpg,test_item,seashell16,2.2,4.5,2.4,3.7,3.8
424,seashell,coquillage2.jpg,test_item,seashell17,2.2,4.5,2.4,3.7,3.8
425,small table,ATABLE10.jpg,0,small table1,2,4.2,2.5,3.9,3.5
426,small table,Atable126.jpg,0,small table2,2,4.2,2.5,3.9,3.5
427,small table,Atable122.jpg,0,small table3,2,4.2,2.5,3.9,3.5
428,small table,ACOFTABLE.jpg,0,small table4,2,4.2,2.5,3.9,3.5
429,small table,Atable145.jpg,0,small table5,2,4.2,2.5,3.9,3.5
430,small table,ATABLE88.jpg,0,small table6,2,4.2,2.5,3.9,3.5
431,small table,ATABLE89.jpg,0,small table7,2,4.2,2.5,3.9,3.5
432,small table,ATABLE8.jpg,0,small table8,2,4.2,2.5,3.9,3.5
433,small table,ATABLE79.jpg,0,small table9,2,4.2,2.5,3.9,3.5
434,small table,ATABLE41.jpg,0,small table10,2,4.2,2.5,3.9,3.5
435,small table,ATABLE83.jpg,0,small table11,2,4.2,2.5,3.9,3.5
436,small table,ATABLE54.jpg,0,small table12,2,4.2,2.5,3.9,3.5
437,small table,ATABLE25.jpg,0,small table13,2,4.2,2.5,3.9,3.5
438,small table,Awoodtable13.jpg,0,small table14,2,4.2,2.5,3.9,3.5
439,small table,ATABLE20.jpg,0,small table15,2,4.2,2.5,3.9,3.5
440,small table,ATABLE19.jpg,test_item,small table16,2,4.2,2.5,3.9,3.5
441,small table,ATABLES11.jpg,test_item,small table17,2,4.2,2.5,3.9,3.5
442,sofa,sofa-Nicholassingleseater-th.jpg,0,sofa1,2.2,3.1,4.6,3.5,2.9
443,sofa,ALOVSEA12.jpg,0,sofa2,2.2,3.1,4.6,3.5,2.9
444,sofa,ACOUCH14.jpg,0,sofa3,2.2,3.1,4.6,3.5,2.9
445,sofa,ALOVSEA15.jpg,0,sofa4,2.2,3.1,4.6,3.5,2.9
446,sofa,ALOVSEA14.jpg,0,sofa5,2.2,3.1,4.6,3.5,2.9
447,sofa,wilkie-sofa-250h-new-cd.jpg,0,sofa6,2.2,3.1,4.6,3.5,2.9
448,sofa,JACKSON-MS6007loveseat59X36X33.jpg,0,sofa7,2.2,3.1,4.6,3.5,2.9
449,sofa,allegro-leather-sofa-med2.jpg,0,sofa8,2.2,3.1,4.6,3.5,2.9
450,sofa,ALOVSEAT9.jpg,0,sofa9,2.2,3.1,4.6,3.5,2.9
451,sofa,AREDCOUC5.jpg,0,sofa10,2.2,3.1,4.6,3.5,2.9
452,sofa,ALOVSEA19.jpg,0,sofa11,2.2,3.1,4.6,3.5,2.9
453,sofa,ShelterSofaS6.jpg,0,sofa12,2.2,3.1,4.6,3.5,2.9
454,sofa,ACOUCH25.jpg,0,sofa13,2.2,3.1,4.6,3.5,2.9
455,sofa,HENRY-Sofa-falg8068-05-72X34X34.jpg,0,sofa14,2.2,3.1,4.6,3.5,2.9
456,sofa,APEACHLOV.jpg,0,sofa15,2.2,3.1,4.6,3.5,2.9
457,sofa,room-collection-perkoz-sofa.jpg,test_item,sofa16,2.2,3.1,4.6,3.5,2.9
458,sofa,dickens-sofa-main.jpg,test_item,sofa17,2.2,3.1,4.6,3.5,2.9
459,stool,ASTOOL42.jpg,0,stool1,2.2,3.8,4.2,3.8,3.9
460,stool,ASTOOL46.jpg,0,stool2,2.2,3.8,4.2,3.8,3.9
461,stool,ASTOOL44.jpg,0,stool3,2.2,3.8,4.2,3.8,3.9
462,stool,ASTOOL22.jpg,0,stool4,2.2,3.8,4.2,3.8,3.9
463,stool,ASTOOL23.jpg,0,stool5,2.2,3.8,4.2,3.8,3.9
464,stool,ASTOOL30.jpg,0,stool6,2.2,3.8,4.2,3.8,3.9
465,stool,ASTOOL25.jpg,0,stool7,2.2,3.8,4.2,3.8,3.9
466,stool,ASTOOL33.jpg,0,stool8,2.2,3.8,4.2,3.8,3.9
467,stool,ASTOOL7.jpg,0,stool9,2.2,3.8,4.2,3.8,3.9
468,stool,ASTOOL26.jpg,0,stool10,2.2,3.8,4.2,3.8,3.9
469,stool,ASTOOL28.jpg,0,stool11,2.2,3.8,4.2,3.8,3.9
470,stool,henrybar_stool1.jpg,0,stool12,2.2,3.8,4.2,3.8,3.9
471,stool,ASTOOL38.jpg,0,stool13,2.2,3.8,4.2,3.8,3.9
472,stool,hjscott-sbs-b-bar-stool.jpg,0,stool14,2.2,3.8,4.2,3.8,3.9
473,stool,ASTOOL.jpg,0,stool15,2.2,3.8,4.2,3.8,3.9
474,stool,ASTOOL31.jpg,test_item,stool16,2.2,3.8,4.2,3.8,3.9
475,stool,ASTOOL11.jpg,test_item,stool17,2.2,3.8,4.2,3.8,3.9
476,tape,aktotape_01.jpg,0,tape1,2.3,4.2,4.5,3.8,3.8
477,tape,Tape_Dispenser.jpg,0,tape2,2.3,4.2,4.5,3.8,3.8
478,tape,ATAPEDIS7.jpg,0,tape3,2.3,4.2,4.5,3.8,3.8
479,tape,70924.jpg,0,tape4,2.3,4.2,4.5,3.8,3.8
480,tape,910372_sk_lg.jpg,0,tape5,2.3,4.2,4.5,3.8,3.8
481,tape,1912.jpg,0,tape6,2.3,4.2,4.5,3.8,3.8
482,tape,tape dispenser.jpg,0,tape7,2.3,4.2,4.5,3.8,3.8
483,tape,18095_lg.jpg,0,tape8,2.3,4.2,4.5,3.8,3.8
484,tape,desk tape disp.jpg,0,tape9,2.3,4.2,4.5,3.8,3.8
485,tape,26377601.thl.jpg,0,tape10,2.3,4.2,4.5,3.8,3.8
486,tape,41FZA73H4JL._AA280_.jpg,0,tape11,2.3,4.2,4.5,3.8,3.8
487,tape,Frog-Tape-Dispenser_F02218A2.jpg,0,tape12,2.3,4.2,4.5,3.8,3.8
488,tape,920152.jpg,0,tape13,2.3,4.2,4.5,3.8,3.8
489,tape,922544.jpg,0,tape14,2.3,4.2,4.5,3.8,3.8
490,tape,MMMC15BK.jpg,0,tape15,2.3,4.2,4.5,3.8,3.8
491,tape,3660491040472.jpg,test_item,tape16,2.3,4.2,4.5,3.8,3.8
492,tape,scotch_tape2a.jpg,test_item,tape17,2.3,4.2,4.5,3.8,3.8
493,telescope,celestron nexstar 114 gt reflector telescope.jpg,0,telescope1,2.1,3.3,2,2.8,2.7
494,telescope,Brass-telescope-60700.jpg,0,telescope2,2.1,3.3,2,2.8,2.7
495,telescope,41V67SB5NJL._SS500_.jpg,0,telescope3,2.1,3.3,2,2.8,2.7
496,telescope,TELESCOPE_BLACK_GOOD_SMALL.jpg,0,telescope4,2.1,3.3,2,2.8,2.7
497,telescope,digimarc.jpg,0,telescope5,2.1,3.3,2,2.8,2.7
498,telescope,LO-telescope-89769.jpg,0,telescope6,2.1,3.3,2,2.8,2.7
499,telescope,telescope-talm.jpg,0,telescope7,2.1,3.3,2,2.8,2.7
500,telescope,p0006439g.jpg,0,telescope8,2.1,3.3,2,2.8,2.7
501,telescope,13TELESTAND.jpg,0,telescope9,2.1,3.3,2,2.8,2.7
502,telescope,digimarc.ms02.jpg,0,telescope10,2.1,3.3,2,2.8,2.7
503,telescope,digimarc.ms03.jpg,0,telescope11,2.1,3.3,2,2.8,2.7
504,telescope,Junior Land and Sky Telescope.jpg,0,telescope12,2.1,3.3,2,2.8,2.7
505,telescope,Telescope_Pewter_br48540a.jpg,0,telescope13,2.1,3.3,2,2.8,2.7
506,telescope,T09748dt.jpg,0,telescope14,2.1,3.3,2,2.8,2.7
507,telescope,VictorianDeskTelescope.jpg,0,telescope15,2.1,3.3,2,2.8,2.7
508,telescope,41C1RW3A30L._SS500_.jpg,test_item,telescope16,2.1,3.3,2,2.8,2.7
509,telescope,138062.JPG,test_item,telescope17,2.1,3.3,2,2.8,2.7
510,tent,Atent8.jpg,0,tent1,2.2,2.8,4.5,3.2,3.2
511,tent,Atent16.jpg,0,tent2,2.2,2.8,4.5,3.2,3.2
512,tent,73697pp.jpg,0,tent3,2.2,2.8,4.5,3.2,3.2
513,tent,Atent12.jpg,0,tent4,2.2,2.8,4.5,3.2,3.2
514,tent,Dome Tentnb87r67.jpg,0,tent5,2.2,2.8,4.5,3.2,3.2
515,tent,lighthouse_tent_edited_1-1.jpg,0,tent6,2.2,2.8,4.5,3.2,3.2
516,tent,9238gh948h.jpg,0,tent7,2.2,2.8,4.5,3.2,3.2
517,tent,quechua_tent-1.jpg,0,tent8,2.2,2.8,4.5,3.2,3.2
518,tent,Red Canyon Tent.jpg,0,tent9,2.2,2.8,4.5,3.2,3.2
519,tent,TENT-DUTCH-GD1-1.jpg,0,tent10,2.2,2.8,4.5,3.2,3.2
520,tent,asa_c098_cat_tent_red_black.jpg,0,tent11,2.2,2.8,4.5,3.2,3.2
521,tent,31316-AZU_m.jpg,0,tent12,2.2,2.8,4.5,3.2,3.2
522,tent,camping-tent-north-star.jpg,0,tent13,2.2,2.8,4.5,3.2,3.2
523,tent,inflatable-tent.jpg,0,tent14,2.2,2.8,4.5,3.2,3.2
524,tent,tent_.jpg,0,tent15,2.2,2.8,4.5,3.2,3.2
525,tent,APUPTENT8.jpg,test_item,tent16,2.2,2.8,4.5,3.2,3.2
526,tent,b876roygf.jpg,test_item,tent17,2.2,2.8,4.5,3.2,3.2
527,train,Model_Train.jpg,0,train1,2.1,4.1,4.5,4.4,3.7
528,train,iron_train.jpg,0,train2,2.1,4.1,4.5,4.4,3.7
529,train,stackloco.jpg,0,train3,2.1,4.1,4.5,4.4,3.7
530,train,After-RHS-2-web.jpg,0,train4,2.1,4.1,4.5,4.4,3.7
531,train,thumb-briolightsoundsteamengine.jpg,0,train5,2.1,4.1,4.5,4.4,3.7
532,train,train9.jpg,0,train6,2.1,4.1,4.5,4.4,3.7
533,train,thomas-tank-pedal-car-lg.jpg,0,train7,2.1,4.1,4.5,4.4,3.7
534,train,PL51190.jpg,0,train8,2.1,4.1,4.5,4.4,3.7
535,train,train2.jpg,0,train9,2.1,4.1,4.5,4.4,3.7
536,train,train3.jpg,0,train10,2.1,4.1,4.5,4.4,3.7
537,train,train1.jpg,0,train11,2.1,4.1,4.5,4.4,3.7
538,train,02565 ride on train.jpg,0,train12,2.1,4.1,4.5,4.4,3.7
539,train,Tin_Toy_Train_3643.jpg,0,train13,2.1,4.1,4.5,4.4,3.7
540,train,images-products-childcraft-g83501.jpg,0,train14,2.1,4.1,4.5,4.4,3.7
541,train,master-TD006.jpg,0,train15,2.1,4.1,4.5,4.4,3.7
542,train,train.jpg,test_item,train16,2.1,4.1,4.5,4.4,3.7
543,train,cl0104_02re.jpg,test_item,train17,2.1,4.1,4.5,4.4,3.7
544,trumpet,JUPITER+TROMPETTE+606MRL.JPG,0,trumpet1,2.3,2.5,2.5,1.8,1.9
545,trumpet,Matt-Stevens-Pocket-Trumpet.jpg,0,trumpet2,2.3,2.5,2.5,1.8,1.9
546,trumpet,1000rl-s.jpg,0,trumpet3,2.3,2.5,2.5,1.8,1.9
547,trumpet,JUPITER+JTR1000S.jpg,0,trumpet4,2.3,2.5,2.5,1.8,1.9
548,trumpet,408l.jpg,0,trumpet5,2.3,2.5,2.5,1.8,1.9
549,trumpet,JUP416S.JPG,0,trumpet6,2.3,2.5,2.5,1.8,1.9
550,trumpet,JTP-606MRS.jpg,0,trumpet7,2.3,2.5,2.5,1.8,1.9
551,trumpet,trumpet33.jpg,0,trumpet8,2.3,2.5,2.5,1.8,1.9
552,trumpet,trumpet3.jpg,0,trumpet9,2.3,2.5,2.5,1.8,1.9
553,trumpet,trumpet2.jpg,0,trumpet10,2.3,2.5,2.5,1.8,1.9
554,trumpet,JUPITER+JTR604L.jpg,0,trumpet11,2.3,2.5,2.5,1.8,1.9
555,trumpet,hornabariton.jpg,0,trumpet12,2.3,2.5,2.5,1.8,1.9
556,trumpet,JUPITER+JTR1600GS.jpg,0,trumpet13,2.3,2.5,2.5,1.8,1.9
557,trumpet,truba1.jpg,0,trumpet14,2.3,2.5,2.5,1.8,1.9
558,trumpet,trumpet.jpg,0,trumpet15,2.3,2.5,2.5,1.8,1.9
559,trumpet,JUPITER+JTR1010S.jpg,test_item,trumpet16,2.3,2.5,2.5,1.8,1.9
560,trumpet,702rl.jpg,test_item,trumpet17,2.3,2.5,2.5,1.8,1.9
561,vase,Avase114.jpg,0,vase1,2.3,4,4.7,4.2,4.4
562,vase,Avase106.jpg,0,vase2,2.3,4,4.7,4.2,4.4
563,vase,vase-006af-1.jpg,0,vase3,2.3,4,4.7,4.2,4.4
564,vase,Avase111.jpg,0,vase4,2.3,4,4.7,4.2,4.4
565,vase,Avase176.jpg,0,vase5,2.3,4,4.7,4.2,4.4
566,vase,vase_crystal.jpg,0,vase6,2.3,4,4.7,4.2,4.4
567,vase,8246344.thl.jpg,0,vase7,2.3,4,4.7,4.2,4.4
568,vase,Avase171.jpg,0,vase8,2.3,4,4.7,4.2,4.4
569,vase,Avasewithang2.jpg,0,vase9,2.3,4,4.7,4.2,4.4
570,vase,Avase143.jpg,0,vase10,2.3,4,4.7,4.2,4.4
571,vase,Ethnic_Ceramic_Vase.jpg,0,vase11,2.3,4,4.7,4.2,4.4
572,vase,Abluevase2.jpg,0,vase12,2.3,4,4.7,4.2,4.4
573,vase,designer-metal-vase.jpg,0,vase13,2.3,4,4.7,4.2,4.4
574,vase,Avase119.jpg,0,vase14,2.3,4,4.7,4.2,4.4
575,vase,catphoto.jpg,0,vase15,2.3,4,4.7,4.2,4.4
576,vase,Colorful_Glass_Vase.jpg,test_item,vase16,2.3,4,4.7,4.2,4.4
577,vase,0334.jpg,test_item,vase17,2.3,4,4.7,4.2,4.4
578,watch,B000B5K8XI.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V53007008_.jpg,0,watch1,2.2,2.1,2.5,2.6,2.6
579,watch,AL0004-03E_MED.jpg,0,watch2,2.2,2.1,2.5,2.6,2.6
580,watch,B0000TIIVO.01._SCLZZZZZZZ_V1124920780_.jpg,0,watch3,2.2,2.1,2.5,2.6,2.6
581,watch,B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,0,watch4,2.2,2.1,2.5,2.6,2.6
582,watch,B000GB0Q2K.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_V66976251_.jpg,0,watch5,2.2,2.1,2.5,2.6,2.6
583,watch,B0000X04VC.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_.jpg,0,watch6,2.2,2.1,2.5,2.6,2.6
584,watch,0900631b80baee56M.jpg,0,watch7,2.2,2.1,2.5,2.6,2.6
585,watch,2239.jpg,0,watch8,2.2,2.1,2.5,2.6,2.6
586,watch,mens-diamond-watches-euro-48733-ab.jpg,0,watch9,2.2,2.1,2.5,2.6,2.6
587,watch,HEU0102124_zoom.jpg,0,watch10,2.2,2.1,2.5,2.6,2.6
588,watch,B00020ODHO.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V65957276_.jpg,0,watch11,2.2,2.1,2.5,2.6,2.6
589,watch,snl003_MED.jpg,0,watch12,2.2,2.1,2.5,2.6,2.6
590,watch,RS_3104_lrg.jpg,0,watch13,2.2,2.1,2.5,2.6,2.6
591,watch,HC06.jpg,0,watch14,2.2,2.1,2.5,2.6,2.6
592,watch,20-171-6.jpg,0,watch15,2.2,2.1,2.5,2.6,2.6
593,watch,Quartz_Analog_Watches.jpg,test_item,watch16,2.2,2.1,2.5,2.6,2.6
594,watch,OCE0100014_zoom.jpg,test_item,watch17,2.2,2.1,2.5,2.6,2.6
595,yarn,corn_yarn.jpg,0,yarn1,2.1,2.8,4.9,3.7,3.8
596,yarn,Aballofyarn66.jpg,0,yarn2,2.1,2.8,4.9,3.7,3.8
597,yarn,Aballofblueya.jpg,0,yarn3,2.1,2.8,4.9,3.7,3.8
598,yarn,amethyst dreaming boho hy sml.jpg,0,yarn4,2.1,2.8,4.9,3.7,3.8
599,yarn,Aballofyarn14.jpg,0,yarn5,2.1,2.8,4.9,3.7,3.8
600,yarn,edwardian moment hpy sml.jpg,0,yarn6,2.1,2.8,4.9,3.7,3.8
601,yarn,herb garden hy smaller.jpg,0,yarn7,2.1,2.8,4.9,3.7,3.8
602,yarn,smonlineyarn-285x250.jpg,0,yarn8,2.1,2.8,4.9,3.7,3.8
603,yarn,Aballofyarn26.jpg,0,yarn9,2.1,2.8,4.9,3.7,3.8
604,yarn,revelation-yarn.jpg,0,yarn10,2.1,2.8,4.9,3.7,3.8
605,yarn,Aballofpinky2.jpg,0,yarn11,2.1,2.8,4.9,3.7,3.8
606,yarn,Aballofyarn35.jpg,0,yarn12,2.1,2.8,4.9,3.7,3.8
607,yarn,cool blue 2 hpy 2 sml.jpg,0,yarn13,2.1,2.8,4.9,3.7,3.8
608,yarn,Aballofyarn3.jpg,0,yarn14,2.1,2.8,4.9,3.7,3.8
609,yarn,rainbowscarf-600x394.jpg,0,yarn15,2.1,2.8,4.9,3.7,3.8
610,yarn,yarn_image_58.jpg,test_item,yarn16,2.1,2.8,4.9,3.7,3.8
611,yarn,gypsy passion boho hy 2 sml.jpg,test_item,yarn17,2.1,2.8,4.9,3.7,3.8
