,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice
97,,iti,,html-keyboard-response,97,157546,0.0-1.0-17.0-0.0-5.0,0,0,77,,,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,2.0,
98,,choice,,html-keyboard-response,98,157948,0.0-1.0-18.0-0.0-0.0,0,0,77,,397.0,,,50.0,16.0,16.0,1500.0,2000.0,0.0,1.0,0.0,20-40,,0.0,trumpet,bongo,20.0,40.0,trumpet10,bongo14,40.0,40.0,trumpet2.jpg,26390667.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/trumpet/trumpet2.jpg,/static/Category_learning/Stimuli/Experimental_stims/bongo/26390667.thl.jpg,1.0,trumpet,bongo,20.0,40.0,trumpet10,bongo14,40.0,40.0,0.0,82.5,0.397,
99,,confirmation,,html-keyboard-response,99,159056,0.0-1.0-18.0-0.0-1.0-0.0,0,0,77,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,82.897,1.103,
100,,isi,,html-keyboard-response,100,160560,0.0-1.0-18.0-0.0-2.0,0,0,77,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,1.5,
101,,feedback,,html-keyboard-response,101,161568,0.0-1.0-18.0-0.0-3.0-0.0,0,0,77,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,1.0,
102,,iti,,html-keyboard-response,102,163575,0.0-1.0-18.0-0.0-5.0,0,0,77,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,2.0,
103,,choice,,html-keyboard-response,103,164023,0.0-1.0-19.0-0.0-0.0,0,0,77,,444.0,,,50.0,17.0,17.0,2000.0,3500.0,0.0,1.0,0.0,20-60,,0.0,trumpet,lipstick,20.0,60.0,trumpet1,lipstick4,40.0,60.0,JUPITER+TROMPETTE+606MRL.JPG,P145703_hero.jpg,/static/Category_learning/Stimuli/Experimental_stims/trumpet/JUPITER+TROMPETTE+606MRL.JPG,/static/Category_learning/Stimuli/Experimental_stims/lipstick/P145703_hero.jpg,1.0,trumpet,lipstick,20.0,60.0,trumpet1,lipstick4,40.0,60.0,0.0,88.5,0.444,
104,,confirmation,,html-keyboard-response,104,165084,0.0-1.0-19.0-0.0-1.0-0.0,0,0,77,,,,,,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,88.944,1.056,
105,,isi,,html-keyboard-response,105,167092,0.0-1.0-19.0-0.0-2.0,0,0,77,,,,,,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2.0,
106,,feedback,,html-keyboard-response,106,168101,0.0-1.0-19.0-0.0-3.0-0.0,0,0,77,,,,,,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,1.0,
107,,iti,,html-keyboard-response,107,171610,0.0-1.0-19.0-0.0-5.0,0,0,77,,,,,,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,3.5,
108,,choice,,html-keyboard-response,108,171829,0.0-1.0-20.0-0.0-0.0,0,0,77,,214.0,,,51.0,18.0,18.0,1500.0,2000.0,0.0,1.0,1.0,20-20,1.0,,trumpet,trumpet,20.0,20.0,trumpet10,trumpet1,40.0,40.0,trumpet2.jpg,JUPITER+TROMPETTE+606MRL.JPG,/static/Category_learning/Stimuli/Experimental_stims/trumpet/trumpet2.jpg,/static/Category_learning/Stimuli/Experimental_stims/trumpet/JUPITER+TROMPETTE+606MRL.JPG,0.0,trumpet,trumpet,20.0,20.0,trumpet1,trumpet10,40.0,40.0,0.0,96.5,0.214,
109,,confirmation,,html-keyboard-response,109,173121,0.0-1.0-20.0-0.0-1.0-0.0,0,0,77,,,,,,18.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,96.714,1.286,
110,,isi,,html-keyboard-response,110,174627,0.0-1.0-20.0-0.0-2.0,0,0,77,,,,,,18.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,1.5,
111,,feedback,,html-keyboard-response,111,175635,0.0-1.0-20.0-0.0-3.0-0.0,0,0,77,,,,,,18.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,1.0,
112,,iti,,html-keyboard-response,112,177640,0.0-1.0-20.0-0.0-5.0,0,0,77,,,,,,18.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,2.0,
113,,choice,,html-keyboard-response,113,178497,0.0-1.0-21.0-0.0-0.0,0,0,77,,852.0,,,51.0,19.0,19.0,1500.0,1000.0,0.0,1.0,0.0,20-60,,0.0,train,motorcycle,20.0,60.0,train6,motorcycle10,0.0,40.0,train9.jpg,motorcycle17.jpg,/static/Category_learning/Stimuli/Experimental_stims/train/train9.jpg,/static/Category_learning/Stimuli/Experimental_stims/motorcycle/motorcycle17.jpg,0.0,motorcycle,train,60.0,20.0,motorcycle10,train6,40.0,0.0,0.0,102.5,0.852,
114,,confirmation,,html-keyboard-response,114,179150,0.0-1.0-21.0-0.0-1.0-0.0,0,0,77,,,,,,19.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,103.352,0.648,
115,,isi,,html-keyboard-response,115,180655,0.0-1.0-21.0-0.0-2.0,0,0,77,,,,,,19.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,1.5,
116,,feedback,,html-keyboard-response,116,181665,0.0-1.0-21.0-0.0-3.0-0.0,0,0,77,,,,,,19.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,1.0,
117,,iti,,html-keyboard-response,117,182669,0.0-1.0-21.0-0.0-5.0,0,0,77,,,,,,19.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,1.0,
118,,choice,,html-keyboard-response,118,182953,0.0-1.0-22.0-0.0-0.0,0,0,77,,279.0,,,51.0,20.0,20.0,1000.0,3000.0,0.0,1.0,0.0,40-60,,0.0,dresser,license plate,40.0,60.0,dresser9,license plate9,20.0,80.0,ADRESSER.jpg,nm-dhg089.jpg,/static/Category_learning/Stimuli/Experimental_stims/dresser/ADRESSER.jpg,/static/Category_learning/Stimuli/Experimental_stims/license plate/nm-dhg089.jpg,0.0,license plate,dresser,60.0,40.0,license plate9,dresser9,80.0,20.0,0.0,107.5,0.279,
119,,confirmation,,html-keyboard-response,119,184178,0.0-1.0-22.0-0.0-1.0-0.0,0,0,77,,,,,,20.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,107.779,1.221,
120,,isi,,html-keyboard-response,120,185185,0.0-1.0-22.0-0.0-2.0,0,0,77,,,,,,20.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,1.0,
121,,feedback,,html-keyboard-response,121,186192,0.0-1.0-22.0-0.0-3.0-0.0,0,0,77,,,,,,20.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.0,
122,,iti,,html-keyboard-response,122,189201,0.0-1.0-22.0-0.0-5.0,0,0,77,,,,,,20.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,3.0,
123,,choice,,html-keyboard-response,123,189598,0.0-1.0-23.0-0.0-0.0,0,0,77,,393.0,,,51.0,21.0,21.0,2000.0,1000.0,0.0,1.0,0.0,40-80,,1.0,seashell,desk,80.0,40.0,seashell4,desk3,60.0,60.0,seashell.jpg,D-1 Four drawers desk Elm 64x23x33.jpg,/static/Category_learning/Stimuli/Experimental_stims/seashell/seashell.jpg,/static/Category_learning/Stimuli/Experimental_stims/desk/D-1 Four drawers desk Elm 64x23x33.jpg,0.0,desk,seashell,40.0,80.0,desk3,seashell4,60.0,60.0,0.0,114.0,0.393,
124,,confirmation,,html-keyboard-response,124,190709,0.0-1.0-23.0-0.0-1.0-0.0,0,0,77,,,,,,21.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,114.393,1.107,
125,,isi,,html-keyboard-response,125,192719,0.0-1.0-23.0-0.0-2.0,0,0,77,,,,,,21.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5,2.0,
126,,feedback,,html-keyboard-response,126,193724,0.0-1.0-23.0-0.0-3.0-0.0,0,0,77,,,,,,21.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5,1.0,
127,,iti,,html-keyboard-response,127,194733,0.0-1.0-23.0-0.0-5.0,0,0,77,,,,,,21.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,1.0,
128,,choice,,html-keyboard-response,128,196243,0.0-1.0-24.0-0.0-0.0,0,0,77,,,,,,22.0,22.0,1000.0,3500.0,0.0,1.0,0.0,20-40,,1.0,bench,yarn,40.0,20.0,bench5,yarn5,20.0,0.0,APARKBEN8.jpg,Aballofyarn14.jpg,/static/Category_learning/Stimuli/Experimental_stims/bench/APARKBEN8.jpg,/static/Category_learning/Stimuli/Experimental_stims/yarn/Aballofyarn14.jpg,,,,,,,,,,1.0,119.5,1.5,
129,,isi,,html-keyboard-response,129,197251,0.0-1.0-24.0-0.0-2.0,0,0,77,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,1.0,
130,,no_response,,html-keyboard-response,130,198260,0.0-1.0-24.0-0.0-4.0-0.0,0,0,77,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,1.0,
131,,iti,,html-keyboard-response,131,201783,0.0-1.0-24.0-0.0-5.0,0,0,77,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,3.5,
132,,choice,,html-keyboard-response,132,202303,0.0-1.0-24.0-0.1-0.1,0,0,77,,515.0,,,51.0,22.0,22.0,1000.0,3500.0,0.0,1.0,0.0,20-40,,1.0,bench,yarn,40.0,20.0,bench5,yarn5,20.0,0.0,APARKBEN8.jpg,Aballofyarn14.jpg,/static/Category_learning/Stimuli/Experimental_stims/bench/APARKBEN8.jpg,/static/Category_learning/Stimuli/Experimental_stims/yarn/Aballofyarn14.jpg,0.0,yarn,bench,20.0,40.0,yarn5,bench5,0.0,20.0,0.0,126.5,0.515,
133,,confirmation,,html-keyboard-response,133,203294,0.0-1.0-24.0-0.1-1.1-0.1,0,0,77,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,127.015,0.985,
134,,isi,,html-keyboard-response,134,204800,0.0-1.0-24.0-0.1-2.1,0,0,77,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,1.5,
135,,feedback,,html-keyboard-response,135,205805,0.0-1.0-24.0-0.1-3.1-0.1,0,0,77,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5,1.0,
136,,iti,,html-keyboard-response,136,207811,0.0-1.0-24.0-0.1-5.1,0,0,77,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,130.5,2.0,
137,,choice,,html-keyboard-response,137,208694,0.0-1.0-25.0-0.0-0.0,0,0,77,,879.0,,,51.0,23.0,23.0,2000.0,1500.0,0.0,1.0,0.0,60-80,,1.0,necklace,hammer,80.0,60.0,necklace6,hammer6,100.0,80.0,Agoldnecklace.jpg,hammer03.jpg,/static/Category_learning/Stimuli/Experimental_stims/necklace/Agoldnecklace.jpg,/static/Category_learning/Stimuli/Experimental_stims/hammer/hammer03.jpg,0.0,hammer,necklace,60.0,80.0,hammer6,necklace6,80.0,100.0,0.0,132.5,0.879,
138,,confirmation,,html-keyboard-response,138,209320,0.0-1.0-25.0-0.0-1.0-0.0,0,0,77,,,,,,23.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,133.379,0.621,
139,,isi,,html-keyboard-response,139,211326,0.0-1.0-25.0-0.0-2.0,0,0,77,,,,,,23.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,2.0,
140,,feedback,,html-keyboard-response,140,212335,0.0-1.0-25.0-0.0-3.0-0.0,0,0,77,,,,,,23.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,1.0,
141,,iti,,html-keyboard-response,141,213840,0.0-1.0-25.0-0.0-5.0,0,0,77,,,,,,23.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,1.5,
142,,choice,,html-keyboard-response,142,214322,0.0-1.0-26.0-0.0-0.0,0,0,77,,478.0,,,51.0,24.0,24.0,3500.0,1500.0,0.0,1.0,0.0,20-20,,,watch,yarn,20.0,20.0,watch4,yarn9,40.0,40.0,B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,Aballofyarn26.jpg,/static/Category_learning/Stimuli/Experimental_stims/watch/B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,/static/Category_learning/Stimuli/Experimental_stims/yarn/Aballofyarn26.jpg,0.0,yarn,watch,20.0,20.0,yarn9,watch4,40.0,40.0,0.0,138.5,0.478,
143,,confirmation,,html-keyboard-response,143,215349,0.0-1.0-26.0-0.0-1.0-0.0,0,0,77,,,,,,24.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,138.978,1.022,
144,,isi,,html-keyboard-response,144,218854,0.0-1.0-26.0-0.0-2.0,0,0,77,,,,,,24.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,3.5,
145,,feedback,,html-keyboard-response,145,219860,0.0-1.0-26.0-0.0-3.0-0.0,0,0,77,,,,,,24.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,1.0,
146,,iti,,html-keyboard-response,146,221368,0.0-1.0-26.0-0.0-5.0,0,0,77,,,,,,24.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,144.5,1.5,
147,,choice,,html-keyboard-response,147,221904,0.0-1.0-27.0-0.0-0.0,0,0,77,,532.0,,,51.0,25.0,25.0,1000.0,1000.0,0.0,1.0,0.0,40-60,,1.0,motorcycle,door knob,60.0,40.0,motorcycle15,door knob1,80.0,40.0,2006-Buell-LightningXB12Sa.jpg,Brass_Door_Handle.jpg,/static/Category_learning/Stimuli/Experimental_stims/motorcycle/2006-Buell-LightningXB12Sa.jpg,/static/Category_learning/Stimuli/Experimental_stims/door knob/Brass_Door_Handle.jpg,0.0,door knob,motorcycle,40.0,60.0,door knob1,motorcycle15,40.0,80.0,0.0,146.0,0.532,
148,,confirmation,,html-keyboard-response,148,222877,0.0-1.0-27.0-0.0-1.0-0.0,0,0,77,,,,,,25.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,146.532,0.968,
149,,isi,,html-keyboard-response,149,223882,0.0-1.0-27.0-0.0-2.0,0,0,77,,,,,,25.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5,1.0,
150,,feedback,,html-keyboard-response,150,224889,0.0-1.0-27.0-0.0-3.0-0.0,0,0,77,,,,,,25.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5,1.0,
151,,iti,,html-keyboard-response,151,225895,0.0-1.0-27.0-0.0-5.0,0,0,77,,,,,,25.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,1.0,
152,,choice,,html-keyboard-response,152,226571,0.0-1.0-28.0-0.0-0.0,0,0,77,,672.0,,,51.0,26.0,26.0,1000.0,1000.0,0.0,1.0,0.0,40-60,,1.0,hammer,door knob,60.0,40.0,hammer8,door knob10,40.0,20.0,ct1006_hammer.jpg,c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,/static/Category_learning/Stimuli/Experimental_stims/hammer/ct1006_hammer.jpg,/static/Category_learning/Stimuli/Experimental_stims/door knob/c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,0.0,door knob,hammer,40.0,60.0,door knob10,hammer8,20.0,40.0,0.0,150.5,0.672,
153,,confirmation,,html-keyboard-response,153,227405,0.0-1.0-28.0-0.0-1.0-0.0,0,0,77,,,,,,26.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,151.172,0.828,
154,,isi,,html-keyboard-response,154,228413,0.0-1.0-28.0-0.0-2.0,0,0,77,,,,,,26.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,1.0,
155,,feedback,,html-keyboard-response,155,229418,0.0-1.0-28.0-0.0-3.0-0.0,0,0,77,,,,,,26.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,1.0,
156,,iti,,html-keyboard-response,156,230428,0.0-1.0-28.0-0.0-5.0,0,0,77,,,,,,26.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,1.0,
157,,choice,,html-keyboard-response,157,231272,0.0-1.0-29.0-0.0-0.0,0,0,77,,841.0,,,51.0,27.0,27.0,1500.0,1000.0,0.0,1.0,0.0,20-80,,1.0,small table,vase,80.0,20.0,small table7,vase4,80.0,40.0,ATABLE89.jpg,Avase111.jpg,/static/Category_learning/Stimuli/Experimental_stims/small table/ATABLE89.jpg,/static/Category_learning/Stimuli/Experimental_stims/vase/Avase111.jpg,0.0,vase,small table,20.0,80.0,vase4,small table7,40.0,80.0,0.0,155.0,0.841,
158,,confirmation,,html-keyboard-response,158,231936,0.0-1.0-29.0-0.0-1.0-0.0,0,0,77,,,,,,27.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,155.841,0.659,
159,,isi,,html-keyboard-response,159,233444,0.0-1.0-29.0-0.0-2.0,0,0,77,,,,,,27.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5,1.5,
160,,feedback,,html-keyboard-response,160,234453,0.0-1.0-29.0-0.0-3.0-0.0,0,0,77,,,,,,27.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,1.0,
161,,iti,,html-keyboard-response,161,235458,0.0-1.0-29.0-0.0-5.0,0,0,77,,,,,,27.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,1.0,
162,,choice,,html-keyboard-response,162,236082,0.0-1.0-30.0-0.0-0.0,0,0,77,,620.0,,,51.0,28.0,28.0,1000.0,1000.0,0.0,1.0,1.0,60-60,1.0,,license plate,license plate,60.0,60.0,license plate9,license plate2,80.0,60.0,nm-dhg089.jpg,ny-u93-8zs.jpg,/static/Category_learning/Stimuli/Experimental_stims/license plate/nm-dhg089.jpg,/static/Category_learning/Stimuli/Experimental_stims/license plate/ny-u93-8zs.jpg,0.0,license plate,license plate,60.0,60.0,license plate2,license plate9,60.0,80.0,0.0,160.0,0.62,
163,,confirmation,,html-keyboard-response,163,236966,0.0-1.0-30.0-0.0-1.0-0.0,0,0,77,,,,,,28.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,160.62,0.88,
164,,isi,,html-keyboard-response,164,237973,0.0-1.0-30.0-0.0-2.0,0,0,77,,,,,,28.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,161.5,1.0,
165,,feedback,,html-keyboard-response,165,238981,0.0-1.0-30.0-0.0-3.0-0.0,0,0,77,,,,,,28.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,162.5,1.0,
166,,iti,,html-keyboard-response,166,239989,0.0-1.0-30.0-0.0-5.0,0,0,77,,,,,,28.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,1.0,
167,,choice,,html-keyboard-response,167,240571,0.0-1.0-31.0-0.0-0.0,0,0,77,,578.0,,,51.0,29.0,29.0,3500.0,1000.0,0.0,1.0,0.0,40-40,,,fan,bench,40.0,40.0,fan5,bench12,20.0,20.0,Table_Fan.jpg,22927976.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/fan/Table_Fan.jpg,/static/Category_learning/Stimuli/Experimental_stims/bench/22927976.thl.jpg,0.0,bench,fan,40.0,40.0,bench12,fan5,20.0,20.0,0.0,164.5,0.578,
168,,confirmation,,html-keyboard-response,168,241497,0.0-1.0-31.0-0.0-1.0-0.0,0,0,77,,,,,,29.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,165.078,0.922,
169,,isi,,html-keyboard-response,169,245005,0.0-1.0-31.0-0.0-2.0,0,0,77,,,,,,29.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,3.5,
170,,feedback,,html-keyboard-response,170,246015,0.0-1.0-31.0-0.0-3.0-0.0,0,0,77,,,,,,29.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5,1.0,
171,,iti,,html-keyboard-response,171,247024,0.0-1.0-31.0-0.0-5.0,0,0,77,,,,,,29.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5,1.0,
172,,choice,,html-keyboard-response,172,247677,0.0-1.0-32.0-0.0-0.0,0,0,77,,649.0,,,51.0,30.0,30.0,1000.0,3000.0,0.0,1.0,1.0,40-40,1.0,,desk,desk,40.0,40.0,desk8,desk3,60.0,60.0,26370118.thl.jpg,D-1 Four drawers desk Elm 64x23x33.jpg,/static/Category_learning/Stimuli/Experimental_stims/desk/26370118.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/desk/D-1 Four drawers desk Elm 64x23x33.jpg,0.0,desk,desk,40.0,40.0,desk3,desk8,60.0,60.0,0.0,171.5,0.649,
173,,confirmation,,html-keyboard-response,173,248533,0.0-1.0-32.0-0.0-1.0-0.0,0,0,77,,,,,,30.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,172.149,0.851,
174,,isi,,html-keyboard-response,174,249542,0.0-1.0-32.0-0.0-2.0,0,0,77,,,,,,30.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,1.0,
175,,feedback,,html-keyboard-response,175,250551,0.0-1.0-32.0-0.0-3.0-0.0,0,0,77,,,,,,30.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,1.0,
176,,iti,,html-keyboard-response,176,253556,0.0-1.0-32.0-0.0-5.0,0,0,77,,,,,,30.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,3.0,
177,,choice,,html-keyboard-response,177,254041,0.0-1.0-33.0-0.0-0.0,0,0,77,,480.0,,,51.0,31.0,31.0,1500.0,1500.0,0.0,1.0,0.0,80-80,,,sofa,patio lounge chair,80.0,80.0,sofa15,patio lounge chair9,100.0,80.0,APEACHLOV.jpg,43-3.jpg,/static/Category_learning/Stimuli/Experimental_stims/sofa/APEACHLOV.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/43-3.jpg,0.0,patio lounge chair,sofa,80.0,80.0,patio lounge chair9,sofa15,80.0,100.0,0.0,178.0,0.48,
178,,confirmation,,html-keyboard-response,178,255066,0.0-1.0-33.0-0.0-1.0-0.0,0,0,77,,,,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,178.48,1.02,
179,,isi,,html-keyboard-response,179,256571,0.0-1.0-33.0-0.0-2.0,0,0,77,,,,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,179.5,1.5,
180,,feedback,,html-keyboard-response,180,257579,0.0-1.0-33.0-0.0-3.0-0.0,0,0,77,,,,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,1.0,
181,,iti,,html-keyboard-response,181,259085,0.0-1.0-33.0-0.0-5.0,0,0,77,,,,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,1.5,
182,,choice,,html-keyboard-response,182,259637,0.0-1.0-34.0-0.0-0.0,0,0,77,,547.0,,,51.0,32.0,32.0,1000.0,1000.0,0.0,1.0,0.0,20-80,,1.0,necklace,vase,80.0,20.0,necklace1,vase12,100.0,0.0,26443173.thl.jpg,Abluevase2.jpg,/static/Category_learning/Stimuli/Experimental_stims/necklace/26443173.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/vase/Abluevase2.jpg,0.0,vase,necklace,20.0,80.0,vase12,necklace1,0.0,100.0,0.0,183.5,0.547,
183,,confirmation,,html-keyboard-response,183,260594,0.0-1.0-34.0-0.0-1.0-0.0,0,0,77,,,,,,32.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,184.047,0.953,
184,,isi,,html-keyboard-response,184,261599,0.0-1.0-34.0-0.0-2.0,0,0,77,,,,,,32.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,1.0,
185,,feedback,,html-keyboard-response,185,262606,0.0-1.0-34.0-0.0-3.0-0.0,0,0,77,,,,,,32.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,1.0,
186,,iti,,html-keyboard-response,186,263610,0.0-1.0-34.0-0.0-5.0,0,0,77,,,,,,32.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,1.0,
187,,choice,,html-keyboard-response,187,264029,0.0-1.0-35.0-0.0-0.0,0,0,77,,415.0,,,51.0,33.0,33.0,3500.0,1000.0,0.0,1.0,0.0,40-80,,1.0,nail polish,desk,80.0,40.0,nail polish14,desk14,80.0,20.0,38031405.JPG,26419960.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/38031405.JPG,/static/Category_learning/Stimuli/Experimental_stims/desk/26419960.thl.jpg,0.0,desk,nail polish,40.0,80.0,desk14,nail polish14,20.0,80.0,0.0,188.0,0.415,
188,,confirmation,,html-keyboard-response,188,265119,0.0-1.0-35.0-0.0-1.0-0.0,0,0,77,,,,,,33.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,188.415,1.085,
189,,isi,,html-keyboard-response,189,268623,0.0-1.0-35.0-0.0-2.0,0,0,77,,,,,,33.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5,3.5,
190,,feedback,,html-keyboard-response,190,269631,0.0-1.0-35.0-0.0-3.0-0.0,0,0,77,,,,,,33.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,1.0,
191,,iti,,html-keyboard-response,191,270637,0.0-1.0-35.0-0.0-5.0,0,0,77,,,,,,33.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,1.0,
192,,choice,,html-keyboard-response,192,271609,0.0-1.0-36.0-0.0-0.0,0,0,77,,963.0,,,51.0,34.0,34.0,1000.0,1000.0,0.0,1.0,1.0,20-20,1.0,,yarn,yarn,20.0,20.0,yarn9,yarn5,40.0,0.0,Aballofyarn26.jpg,Aballofyarn14.jpg,/static/Category_learning/Stimuli/Experimental_stims/yarn/Aballofyarn26.jpg,/static/Category_learning/Stimuli/Experimental_stims/yarn/Aballofyarn14.jpg,0.0,yarn,yarn,20.0,20.0,yarn5,yarn9,0.0,40.0,0.0,195.0,0.963,
193,,confirmation,,html-keyboard-response,193,272150,0.0-1.0-36.0-0.0-1.0-0.0,0,0,77,,,,,,34.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,195.963,0.537,
194,,isi,,html-keyboard-response,194,273153,0.0-1.0-36.0-0.0-2.0,0,0,77,,,,,,34.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5,1.0,
