,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,accuracy,onset,duration,no_response,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,size_final_tally
13,,size_choice_confirmation,,html-keyboard-response,13,45841,0.0-1.0-15.0-0.0,0,0,87963,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,12.0,0.551,,,,,,,,,,,
14,,iti,,html-keyboard-response,14,46843,0.0-1.0-16.0,0,0,87963,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,13.0,1.0,,,,,,,,,,,
15,,size_choice,,html-keyboard-response,15,47879,0.0-1.0-18.0,0,0,87963,,1034.0,,,75.0,4.0,4.0,1.0,2000.0,S-S,,S,S,1.0,1.0,thread,teabag,thread6,teabag4,145.0,133.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag3.jpg,,14.034,1.034,0.0,0.0,teabag,thread,S,S,1.0,1.0,teabag4,thread6,
16,,size_choice_confirmation,,html-keyboard-response,16,48348,0.0-1.0-19.0-0.0,0,0,87963,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,14.5,0.466,,,,,,,,,,,
17,,iti,,html-keyboard-response,17,50350,0.0-1.0-20.0,0,0,87963,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,16.5,2.0,,,,,,,,,,,
18,,size_choice,,html-keyboard-response,18,51503,0.0-1.0-22.0,0,0,87963,,1151.0,,,68.0,5.0,5.0,1.0,3000.0,M-XL,1.0,XL,M,4.0,2.0,tractor,ketchup,tractor8,ketchup1,187.0,90.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup8.jpg,1.0,17.651,1.151,0.0,1.0,tractor,ketchup,XL,M,4.0,2.0,tractor8,ketchup1,
19,,size_choice_confirmation,,html-keyboard-response,19,51890,0.0-1.0-23.0-0.0,0,0,87963,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,18.0,0.349,,,,,,,,,,,
20,,iti,,html-keyboard-response,20,54893,0.0-1.0-24.0,0,0,87963,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,21.0,3.0,,,,,,,,,,,
21,,size_choice,,html-keyboard-response,21,55967,0.0-1.0-26.0,0,0,87963,,1073.0,,,75.0,6.0,6.0,1.0,1000.0,S-S,,S,S,1.0,1.0,paperclip,teabag,paperclip3,teabag2,112.0,131.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip1.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag8.jpg,,22.073,1.073,0.0,0.0,teabag,paperclip,S,S,1.0,1.0,teabag2,paperclip3,
22,,size_choice_confirmation,,html-keyboard-response,22,56398,0.0-1.0-27.0-0.0,0,0,87963,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,22.5,0.427,,,,,,,,,,,
23,,iti,,html-keyboard-response,23,57400,0.0-1.0-28.0,0,0,87963,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,23.5,1.0,,,,,,,,,,,
24,,size_choice,,html-keyboard-response,24,58057,0.0-1.0-30.0,0,0,87963,,654.0,,,75.0,7.0,7.0,1.0,1000.0,S-M,0.0,S,M,1.0,2.0,paperclip,hairdryer,paperclip1,hairdryer6,110.0,75.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer8.jpg,1.0,24.154,0.654,0.0,0.0,hairdryer,paperclip,M,S,2.0,1.0,hairdryer6,paperclip1,
25,,size_choice_confirmation,,html-keyboard-response,25,58907,0.0-1.0-31.0-0.0,0,0,87963,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,25.0,0.846,,,,,,,,,,,
26,,iti,,html-keyboard-response,26,59910,0.0-1.0-32.0,0,0,87963,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,26.0,1.0,,,,,,,,,,,
27,,size_choice,,html-keyboard-response,27,61024,0.0-1.0-34.0,0,0,87963,,1112.0,,,68.0,8.0,8.0,1.0,1500.0,S-L,1.0,L,S,3.0,1.0,garbagecan,die,garbagecan6,die4,35.0,103.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan14.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die2.jpg,1.0,27.112,1.112,0.0,1.0,garbagecan,die,L,S,3.0,1.0,garbagecan6,die4,
28,,size_choice_confirmation,,html-keyboard-response,28,61414,0.0-1.0-35.0-0.0,0,0,87963,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,27.500000000000004,0.388,,,,,,,,,,,
29,,iti,,html-keyboard-response,29,62916,0.0-1.0-36.0,0,0,87963,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,29.000000000000004,1.5,,,,,,,,,,,
30,,size_choice,,html-keyboard-response,30,63823,0.0-1.0-38.0,0,0,87963,,906.0,,,68.0,9.0,9.0,1.0,1000.0,L-L,,L,L,3.0,3.0,garbagecan,deskchair,garbagecan8,deskchair6,37.0,15.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan13.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair5.jpg,,29.906,0.906,0.0,1.0,garbagecan,deskchair,L,L,3.0,3.0,garbagecan8,deskchair6,
31,,size_choice_confirmation,,html-keyboard-response,31,64420,0.0-1.0-39.0-0.0,0,0,87963,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,30.500000000000004,0.594,,,,,,,,,,,
32,,iti,,html-keyboard-response,32,65426,0.0-1.0-40.0,0,0,87963,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,31.500000000000004,1.0,,,,,,,,,,,
33,,size_choice,,html-keyboard-response,33,66392,0.0-1.0-42.0,0,0,87963,,964.0,,,68.0,10.0,10.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,crane,screws,crane7,screws3,166.0,122.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws7.jpg,1.0,32.464000000000006,0.964,0.0,1.0,crane,screws,XL,S,4.0,1.0,crane7,screws3,
34,,size_choice_confirmation,,html-keyboard-response,34,66932,0.0-1.0-43.0-0.0,0,0,87963,,,,,,10.0,,1.0,,,,,,,,,,,,,,,,,33.00000000000001,0.536,,,,,,,,,,,
35,,iti,,html-keyboard-response,35,67934,0.0-1.0-44.0,0,0,87963,,,,,,10.0,,1.0,,,,,,,,,,,,,,,,,34.00000000000001,1.0,,,,,,,,,,,
36,,size_choice,,html-keyboard-response,36,69041,0.0-1.0-46.0,0,0,87963,,1105.0,,,68.0,11.0,11.0,1.0,2000.0,M-L,1.0,L,M,3.0,2.0,deskchair,coffeemaker,deskchair1,coffeemaker3,10.0,62.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker13.jpg,1.0,35.105000000000004,1.105,0.0,1.0,deskchair,coffeemaker,L,M,3.0,2.0,deskchair1,coffeemaker3,
37,,size_choice_confirmation,,html-keyboard-response,37,69439,0.0-1.0-47.0-0.0,0,0,87963,,,,,,11.0,,1.0,,,,,,,,,,,,,,,,,35.50000000000001,0.395,,,,,,,,,,,
38,,iti,,html-keyboard-response,38,71441,0.0-1.0-48.0,0,0,87963,,,,,,11.0,,1.0,,,,,,,,,,,,,,,,,37.50000000000001,2.0,,,,,,,,,,,
39,,size_choice,,html-keyboard-response,39,72944,0.0-1.0-50.0,0,0,87963,,,,,,12.0,12.0,1.0,3500.0,L-L,,L,L,3.0,3.0,deskchair,garbagecan,deskchair2,garbagecan5,11.0,34.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan3.jpg,,39.00000000000001,1.5,1.0,,,,,,,,,,
40,,iti,,html-keyboard-response,40,76446,0.0-1.0-52.0,0,0,87963,,,,,,12.0,,1.0,,,,,,,,,,,,,,,,,42.50000000000001,3.5,,,,,,,,,,,
41,,size_choice,,html-keyboard-response,41,77598,0.0-1.0-54.0,0,0,87963,,1151.0,,,68.0,13.0,13.0,1.0,3500.0,M-L,1.0,L,M,3.0,2.0,dishwasher,coffeemaker,dishwasher6,coffeemaker7,25.0,66.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher6.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker9.jpg,1.0,43.65100000000001,1.151,0.0,1.0,dishwasher,coffeemaker,L,M,3.0,2.0,dishwasher6,coffeemaker7,
42,,size_choice_confirmation,,html-keyboard-response,42,77949,0.0-1.0-55.0-0.0,0,0,87963,,,,,,13.0,,1.0,,,,,,,,,,,,,,,,,44.00000000000001,0.349,,,,,,,,,,,
43,,iti,,html-keyboard-response,43,81492,0.0-1.0-56.0,0,0,87963,,,,,,13.0,,1.0,,,,,,,,,,,,,,,,,47.50000000000001,3.5,,,,,,,,,,,
44,,size_choice,,html-keyboard-response,44,82285,0.0-1.0-58.0,0,0,87963,,790.0,,,75.0,14.0,14.0,1.0,1000.0,S-L,0.0,S,L,1.0,3.0,screws,deskchair,screws5,deskchair3,124.0,12.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws2.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair10.jpg,1.0,48.290000000000006,0.79,0.0,0.0,deskchair,screws,L,S,3.0,1.0,deskchair3,screws5,
45,,size_choice_confirmation,,html-keyboard-response,45,82998,0.0-1.0-59.0-0.0,0,0,87963,,,,,,14.0,,1.0,,,,,,,,,,,,,,,,,49.00000000000001,0.71,,,,,,,,,,,
46,,iti,,html-keyboard-response,46,84000,0.0-1.0-60.0,0,0,87963,,,,,,14.0,,1.0,,,,,,,,,,,,,,,,,50.00000000000001,1.0,,,,,,,,,,,
47,,size_choice,,html-keyboard-response,47,84854,0.0-1.0-62.0,0,0,87963,,852.0,,,68.0,15.0,15.0,1.0,2000.0,L-XL,1.0,XL,L,4.0,3.0,van,dishwasher,van9,dishwasher10,198.0,29.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van9.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher1.jpg,1.0,50.852,0.852,0.0,1.0,van,dishwasher,XL,L,4.0,3.0,van9,dishwasher10,
48,,size_choice_confirmation,,html-keyboard-response,48,85510,0.0-1.0-63.0-0.0,0,0,87963,,,,,,15.0,,1.0,,,,,,,,,,,,,,,,,51.50000000000001,0.648,,,,,,,,,,,
49,,iti,,html-keyboard-response,49,87512,0.0-1.0-64.0,0,0,87963,,,,,,15.0,,1.0,,,,,,,,,,,,,,,,,53.50000000000001,2.0,,,,,,,,,,,
50,,size_choice,,html-keyboard-response,50,88294,0.0-1.0-66.0,0,0,87963,,781.0,,,75.0,16.0,16.0,1.0,1500.0,S-S,,S,S,1.0,1.0,die,screws,die3,screws8,102.0,127.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die10.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws10.jpg,,54.281000000000006,0.781,0.0,0.0,screws,die,S,S,1.0,1.0,screws8,die3,
51,,size_choice_confirmation,,html-keyboard-response,51,89016,0.0-1.0-67.0-0.0,0,0,87963,,,,,,16.0,,1.0,,,,,,,,,,,,,,,,,55.00000000000001,0.719,,,,,,,,,,,
52,,iti,,html-keyboard-response,52,90518,0.0-1.0-68.0,0,0,87963,,,,,,16.0,,1.0,,,,,,,,,,,,,,,,,56.50000000000001,1.5,,,,,,,,,,,
53,,size_choice,,html-keyboard-response,53,91502,0.0-1.0-70.0,0,0,87963,,979.0,,,75.0,17.0,17.0,1.0,1500.0,M-M,,M,M,2.0,2.0,ketchup,handsaw,ketchup2,handsaw8,91.0,87.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw7.jpg,,57.479000000000006,0.979,0.0,0.0,handsaw,ketchup,M,M,2.0,2.0,handsaw8,ketchup2,
54,,size_choice_confirmation,,html-keyboard-response,54,92026,0.0-1.0-71.0-0.0,0,0,87963,,,,,,17.0,,1.0,,,,,,,,,,,,,,,,,58.00000000000001,0.521,,,,,,,,,,,
55,,iti,,html-keyboard-response,55,93527,0.0-1.0-72.0,0,0,87963,,,,,,17.0,,1.0,,,,,,,,,,,,,,,,,59.50000000000001,1.5,,,,,,,,,,,
56,,size_choice,,html-keyboard-response,56,94532,0.0-1.0-74.0,0,0,87963,,1003.0,,,68.0,18.0,18.0,1.0,1000.0,M-L,1.0,L,M,3.0,2.0,cooler,basketball,cooler4,basketball6,3.0,55.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball2.jpg,1.0,60.50300000000001,1.003,0.0,1.0,cooler,basketball,L,M,3.0,2.0,cooler4,basketball6,
57,,size_choice_confirmation,,html-keyboard-response,57,95032,0.0-1.0-75.0-0.0,0,0,87963,,,,,,18.0,,1.0,,,,,,,,,,,,,,,,,61.00000000000001,0.497,,,,,,,,,,,
58,,iti,,html-keyboard-response,58,96033,0.0-1.0-76.0,0,0,87963,,,,,,18.0,,1.0,,,,,,,,,,,,,,,,,62.00000000000001,1.0,,,,,,,,,,,
59,,size_choice,,html-keyboard-response,59,96773,0.0-1.0-78.0,0,0,87963,,738.0,,,68.0,19.0,19.0,1.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,tractor,teabag,tractor6,teabag10,185.0,139.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag4.jpg,1.0,62.73800000000001,0.738,0.0,1.0,tractor,teabag,XL,S,4.0,1.0,tractor6,teabag10,
60,,size_choice_confirmation,,html-keyboard-response,60,97537,0.0-1.0-79.0-0.0,0,0,87963,,,,,,19.0,,1.0,,,,,,,,,,,,,,,,,63.50000000000001,0.762,,,,,,,,,,,
61,,iti,,html-keyboard-response,61,99039,0.0-1.0-80.0,0,0,87963,,,,,,19.0,,1.0,,,,,,,,,,,,,,,,,65.0,1.5,,,,,,,,,,,
62,,size_choice,,html-keyboard-response,62,99914,0.0-1.0-82.0,0,0,87963,,873.0,,,75.0,20.0,20.0,1.0,2000.0,M-XL,0.0,M,XL,2.0,4.0,handsaw,tractor,handsaw1,tractor2,80.0,181.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw8.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor7.jpg,1.0,65.873,0.873,0.0,0.0,tractor,handsaw,XL,M,4.0,2.0,tractor2,handsaw1,
63,,size_choice_confirmation,,html-keyboard-response,63,100544,0.0-1.0-83.0-0.0,0,0,87963,,,,,,20.0,,1.0,,,,,,,,,,,,,,,,,66.5,0.627,,,,,,,,,,,
64,,iti,,html-keyboard-response,64,102545,0.0-1.0-84.0,0,0,87963,,,,,,20.0,,1.0,,,,,,,,,,,,,,,,,68.5,2.0,,,,,,,,,,,
65,,size_choice,,html-keyboard-response,65,103541,0.0-1.0-86.0,0,0,87963,,995.0,,,68.0,21.0,21.0,1.0,1000.0,L-L,,L,L,3.0,3.0,mailbox,garbagecan,mailbox2,garbagecan7,41.0,36.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox2.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan16.jpg,,69.495,0.995,0.0,1.0,mailbox,garbagecan,L,L,3.0,3.0,mailbox2,garbagecan7,
66,,size_choice_confirmation,,html-keyboard-response,66,104049,0.0-1.0-87.0-0.0,0,0,87963,,,,,,21.0,,1.0,,,,,,,,,,,,,,,,,70.0,0.505,,,,,,,,,,,
67,,iti,,html-keyboard-response,67,105079,0.0-1.0-88.0,0,0,87963,,,,,,21.0,,1.0,,,,,,,,,,,,,,,,,71.0,1.0,,,,,,,,,,,
68,,size_choice,,html-keyboard-response,68,105748,0.0-1.0-90.0,0,0,87963,,667.0,,,75.0,22.0,22.0,1.0,2000.0,M-M,,M,M,2.0,2.0,ketchup,hairdryer,ketchup5,hairdryer5,94.0,74.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer15.jpg,,71.667,0.667,0.0,0.0,hairdryer,ketchup,M,M,2.0,2.0,hairdryer5,ketchup5,
69,,size_choice_confirmation,,html-keyboard-response,69,106584,0.0-1.0-91.0-0.0,0,0,87963,,,,,,22.0,,1.0,,,,,,,,,,,,,,,,,72.5,0.833,,,,,,,,,,,
70,,iti,,html-keyboard-response,70,108592,0.0-1.0-92.0,0,0,87963,,,,,,22.0,,1.0,,,,,,,,,,,,,,,,,74.5,2.0,,,,,,,,,,,
71,,size_choice,,html-keyboard-response,71,109460,0.0-1.0-94.0,0,0,87963,,862.0,,,68.0,23.0,23.0,1.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,crane,basketball,crane6,basketball5,165.0,54.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane2.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball3.jpg,1.0,75.362,0.862,0.0,1.0,crane,basketball,XL,M,4.0,2.0,crane6,basketball5,
72,,size_choice_confirmation,,html-keyboard-response,72,110101,0.0-1.0-95.0-0.0,0,0,87963,,,,,,23.0,,1.0,,,,,,,,,,,,,,,,,76.0,0.638,,,,,,,,,,,
73,,iti,,html-keyboard-response,73,111102,0.0-1.0-96.0,0,0,87963,,,,,,23.0,,1.0,,,,,,,,,,,,,,,,,77.0,1.0,,,,,,,,,,,
74,,size_choice,,html-keyboard-response,74,111873,0.0-1.0-98.0,0,0,87963,,764.0,,,75.0,24.0,24.0,1.0,2000.0,M-XL,0.0,M,XL,2.0,4.0,coffeemaker,tractor,coffeemaker5,tractor9,64.0,188.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker10.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor9.jpg,1.0,77.764,0.764,0.0,0.0,tractor,coffeemaker,XL,M,4.0,2.0,tractor9,coffeemaker5,
75,,size_choice_confirmation,,html-keyboard-response,75,112612,0.0-1.0-99.0-0.0,0,0,87963,,,,,,24.0,,1.0,,,,,,,,,,,,,,,,,78.5,0.736,,,,,,,,,,,
76,,iti,,html-keyboard-response,76,114614,0.0-1.0-100.0,0,0,87963,,,,,,24.0,,1.0,,,,,,,,,,,,,,,,,80.5,2.0,,,,,,,,,,,
77,,size_choice,,html-keyboard-response,77,115647,0.0-1.0-102.0,0,0,87963,,1031.0,,,68.0,25.0,25.0,1.0,1000.0,L-XL,1.0,XL,L,4.0,3.0,dumptruck,dishwasher,dumptruck10,dishwasher7,179.0,26.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher7.jpg,1.0,81.531,1.031,0.0,1.0,dumptruck,dishwasher,XL,L,4.0,3.0,dumptruck10,dishwasher7,
78,,size_choice_confirmation,,html-keyboard-response,78,116118,0.0-1.0-103.0-0.0,0,0,87963,,,,,,25.0,,1.0,,,,,,,,,,,,,,,,,82.0,0.469,,,,,,,,,,,
79,,iti,,html-keyboard-response,79,117123,0.0-1.0-104.0,0,0,87963,,,,,,25.0,,1.0,,,,,,,,,,,,,,,,,83.0,1.0,,,,,,,,,,,
80,,size_choice,,html-keyboard-response,80,117767,0.0-1.0-106.0,0,0,87963,,641.0,,,68.0,26.0,26.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,dumptruck,die,dumptruck4,die1,173.0,100.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck1.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die8.jpg,1.0,83.641,0.641,0.0,1.0,dumptruck,die,XL,S,4.0,1.0,dumptruck4,die1,
81,,size_choice_confirmation,,html-keyboard-response,81,118629,0.0-1.0-107.0-0.0,0,0,87963,,,,,,26.0,,1.0,,,,,,,,,,,,,,,,,84.5,0.859,,,,,,,,,,,
82,,iti,,html-keyboard-response,82,119630,0.0-1.0-108.0,0,0,87963,,,,,,26.0,,1.0,,,,,,,,,,,,,,,,,85.5,1.0,,,,,,,,,,,
83,,size_choice,,html-keyboard-response,83,120366,0.0-1.0-110.0,0,0,87963,,734.0,,,75.0,27.0,27.0,1.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,coffeemaker,dumptruck,coffeemaker8,dumptruck5,67.0,174.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck3.jpg,1.0,86.234,0.734,0.0,0.0,dumptruck,coffeemaker,XL,M,4.0,2.0,dumptruck5,coffeemaker8,
84,,size_choice_confirmation,,html-keyboard-response,84,121134,0.0-1.0-111.0-0.0,0,0,87963,,,,,,27.0,,1.0,,,,,,,,,,,,,,,,,87.0,0.766,,,,,,,,,,,
85,,iti,,html-keyboard-response,85,122636,0.0-1.0-112.0,0,0,87963,,,,,,27.0,,1.0,,,,,,,,,,,,,,,,,88.5,1.5,,,,,,,,,,,
86,,size_choice,,html-keyboard-response,86,124146,0.0-1.0-114.0,0,0,87963,,,,,,28.0,28.0,1.0,1500.0,XL-XL,,XL,XL,4.0,4.0,van,car,van6,car4,195.0,153.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van2.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car6.jpg,,90.0,1.5,1.0,,,,,,,,,,
87,,iti,,html-keyboard-response,87,125647,0.0-1.0-116.0,0,0,87963,,,,,,28.0,,1.0,,,,,,,,,,,,,,,,,91.5,1.5,,,,,,,,,,,
88,,size_choice,,html-keyboard-response,88,126743,0.0-1.0-118.0,0,0,87963,,1094.0,,,68.0,29.0,29.0,1.0,1000.0,S-L,1.0,L,S,3.0,1.0,mailbox,thread,mailbox4,thread1,43.0,140.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread7.jpg,1.0,92.594,1.094,0.0,1.0,mailbox,thread,L,S,3.0,1.0,mailbox4,thread1,
89,,size_choice_confirmation,,html-keyboard-response,89,127151,0.0-1.0-119.0-0.0,0,0,87963,,,,,,29.0,,1.0,,,,,,,,,,,,,,,,,93.0,0.406,,,,,,,,,,,
90,,iti,,html-keyboard-response,90,128160,0.0-1.0-120.0,0,0,87963,,,,,,29.0,,1.0,,,,,,,,,,,,,,,,,94.0,1.0,,,,,,,,,,,
