,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response,did_not_enter_response
0,True,full_screen,d06072022hr1645,fullscreen,0,12585,0.0-0.0,0,0,46320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,category_learning_instructions,,instructions,1,109497,0.0-1.0-0.0-0.0,0,0,46320,"[{""page_index"":0,""viewing_time"":4658},{""page_index"":1,""viewing_time"":23600},{""page_index"":2,""viewing_time"":16850},{""page_index"":3,""viewing_time"":12823},{""page_index"":4,""viewing_time"":19818},{""page_index"":5,""viewing_time"":6591},{""page_index"":6,""viewing_time"":12558}]",96901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,category_learning_comprehension_check,,survey-multi-choice,2,153986,0.0-1.0-0.0-1.0,0,0,46320,,44474.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,162766,0.0-1.0-1.0,0,0,46320,,8768.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,choice,,html-keyboard-response,4,163873,0.0-1.0-2.0-0.0-0.0,0,0,46320,,1098.0,,,68.0,0.0,0.0,1500.0,1000.0,1.0,0.0,0.0,20-80,,0.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,bagels_pumpernickel_large.jpg,31B64EN68AL._AA280_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_pumpernickel_large.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31B64EN68AL._AA280_.jpg,1.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,0.0,1.098,1.098,,,,,,
5,,confirmation,,html-keyboard-response,5,164285,0.0-1.0-2.0-0.0-1.0-0.0,0,0,46320,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.402,,,,,,
6,,isi,,html-keyboard-response,6,165794,0.0-1.0-2.0-0.0-2.0,0,0,46320,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,,
7,,feedback,,html-keyboard-response,7,166806,0.0-1.0-2.0-0.0-3.0-0.0,0,0,46320,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,
8,,iti,,html-keyboard-response,8,167828,0.0-1.0-2.0-0.0-5.0,0,0,46320,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,
9,,choice,,html-keyboard-response,9,168602,0.0-1.0-3.0-0.0-0.0,0,0,46320,,768.0,,,75.0,1.0,1.0,3000.0,1500.0,1.0,0.0,0.0,20-40,,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,22829064.thl.jpg,bagels_cinnraisin_large.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829064.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_cinnraisin_large.jpg,0.0,bagel,calculator,20.0,40.0,bagel2,calculator2,20.0,20.0,0.0,5.768,0.768,,,,,,
10,,confirmation,,html-keyboard-response,10,169350,0.0-1.0-3.0-0.0-1.0-0.0,0,0,46320,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0.732,,,,,,
11,,isi,,html-keyboard-response,11,172361,0.0-1.0-3.0-0.0-2.0,0,0,46320,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3.0,,,,,,
12,,feedback,,html-keyboard-response,12,173371,0.0-1.0-3.0-0.0-3.0-0.0,0,0,46320,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,,
13,,iti,,html-keyboard-response,13,174879,0.0-1.0-3.0-0.0-5.0,0,0,46320,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.5,,,,,,
14,,choice,,html-keyboard-response,14,176034,0.0-1.0-4.0-0.0-0.0,0,0,46320,,1144.0,,,68.0,2.0,2.0,2000.0,3000.0,1.0,0.0,0.0,60-80,,0.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,26373355.thl.jpg,31K8MR6TMBL._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/26373355.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31K8MR6TMBL._SS500_.jpg,1.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,0.0,13.144,1.144,,,,,,
15,,confirmation,,html-keyboard-response,15,176399,0.0-1.0-4.0-0.0-1.0-0.0,0,0,46320,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0.356,,,,,,
16,,isi,,html-keyboard-response,16,178404,0.0-1.0-4.0-0.0-2.0,0,0,46320,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,2.0,,,,,,
17,,feedback,,html-keyboard-response,17,179414,0.0-1.0-4.0-0.0-3.0-0.0,0,0,46320,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,1.0,,,,,,
18,,iti,,html-keyboard-response,18,182423,0.0-1.0-4.0-0.0-5.0,0,0,46320,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,3.0,,,,,,
19,,choice,,html-keyboard-response,19,183549,0.0-1.0-5.0-0.0-0.0,0,0,46320,,1112.0,,,75.0,3.0,3.0,1000.0,2000.0,1.0,0.0,0.0,40-80,,0.0,calculator,clock,40.0,60.0,calculator1,clock1,40.0,40.0,22829184.thl.jpg,Aalarmclock2.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829184.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/Aalarmclock2.jpg,0.0,clock,calculator,60.0,40.0,clock1,calculator1,40.0,40.0,0.0,20.612,1.112,,,,,,
20,,confirmation,,html-keyboard-response,20,183968,0.0-1.0-5.0-0.0-1.0-0.0,0,0,46320,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.000000000000004,0.388,,,,,,
21,,isi,,html-keyboard-response,21,184975,0.0-1.0-5.0-0.0-2.0,0,0,46320,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.000000000000004,1.0,,,,,,
22,,feedback,,html-keyboard-response,22,185982,0.0-1.0-5.0-0.0-3.0-0.0,0,0,46320,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.000000000000004,1.0,,,,,,
23,,iti,,html-keyboard-response,23,187990,0.0-1.0-5.0-0.0-5.0,0,0,46320,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.000000000000004,2.0,,,,,,
24,,choice,,html-keyboard-response,24,188824,0.0-1.0-6.0-0.0-0.0,0,0,46320,,824.0,,,68.0,4.0,4.0,2500.0,2500.0,1.0,0.0,0.0,20-60,,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,41K7QVRX50L._SS500_.jpg,photo-169.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/41K7QVRX50L._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/photo-169.jpg,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,0.0,25.824000000000005,0.824,1.0,,,,,
