,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response,did_not_enter_response
0,True,full_screen,d06032022hr1531,fullscreen,0,3198,0.0-0.0,0,0,58537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,category_learning_instructions,,instructions,1,41263,0.0-1.0-0.0-0.0,0,0,58537,"[{""page_index"":0,""viewing_time"":18163},{""page_index"":1,""viewing_time"":15191},{""page_index"":2,""viewing_time"":1767},{""page_index"":3,""viewing_time"":910},{""page_index"":4,""viewing_time"":673},{""page_index"":5,""viewing_time"":752},{""page_index"":6,""viewing_time"":600}]",38058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,category_learning_comprehension_check,,survey-multi-choice,2,49524,0.0-1.0-0.0-1.0,0,0,58537,,8252.0,"{""Q0"":""True"",""Q1"":""False"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,missed_instruction_checkup,,html-keyboard-response,3,51752,0.0-1.0-0.0-2.0-0.0,0,0,58537,,2219.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,category_learning_instructions,,instructions,4,67167,0.0-1.0-0.1-0.1,0,0,58537,"[{""page_index"":0,""viewing_time"":6471},{""page_index"":1,""viewing_time"":1178},{""page_index"":2,""viewing_time"":836},{""page_index"":3,""viewing_time"":1373},{""page_index"":4,""viewing_time"":3447},{""page_index"":5,""viewing_time"":1121},{""page_index"":6,""viewing_time"":983}]",15410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,category_learning_comprehension_check,,survey-multi-choice,5,80664,0.0-1.0-0.1-1.1,0,0,58537,,13482.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Change"",""Q3"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,missed_instruction_checkup,,html-keyboard-response,6,84631,0.0-1.0-0.1-2.1-0.1,0,0,58537,,3962.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,category_learning_instructions,,instructions,7,99968,0.0-1.0-0.2-0.2,0,0,58537,"[{""page_index"":0,""viewing_time"":6921},{""page_index"":1,""viewing_time"":3448},{""page_index"":2,""viewing_time"":63},{""page_index"":3,""viewing_time"":2057},{""page_index"":4,""viewing_time"":1385},{""page_index"":5,""viewing_time"":744},{""page_index"":6,""viewing_time"":712}]",15331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,category_learning_comprehension_check,,survey-multi-choice,8,111365,0.0-1.0-0.2-1.2,0,0,58537,,11389.0,"{""Q0"":""False"",""Q1"":""True"",""Q2"":""Change"",""Q3"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,missed_instruction_checkup,,html-keyboard-response,9,114216,0.0-1.0-0.2-2.2-0.2,0,0,58537,,2844.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,category_learning_instructions,,instructions,10,155968,0.0-1.0-0.3-0.3,0,0,58537,"[{""page_index"":0,""viewing_time"":5844},{""page_index"":1,""viewing_time"":10846},{""page_index"":2,""viewing_time"":7432},{""page_index"":3,""viewing_time"":7553},{""page_index"":4,""viewing_time"":7959},{""page_index"":5,""viewing_time"":1087},{""page_index"":6,""viewing_time"":1024}]",41745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,category_learning_comprehension_check,,survey-multi-choice,11,171274,0.0-1.0-0.3-1.3,0,0,58537,,15296.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,html-keyboard-response,12,173425,0.0-1.0-1.0,0,0,58537,,2143.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,choice,,html-keyboard-response,13,174868,0.0-1.0-2.0-0.0-0.0,0,0,58537,,1434.0,,,68.0,0.0,0.0,1500.0,1000.0,1.0,0.0,0.0,20-80,,0.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,bagels_pumpernickel_large.jpg,31B64EN68AL._AA280_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_pumpernickel_large.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31B64EN68AL._AA280_.jpg,1.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,0.0,1.434,1.434,,,,,,
14,,confirmation,,html-keyboard-response,14,174945,0.0-1.0-2.0-0.0-1.0-0.0,0,0,58537,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.066,,,,,,
15,,isi,,html-keyboard-response,15,176451,0.0-1.0-2.0-0.0-2.0,0,0,58537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,,
16,,feedback,,html-keyboard-response,16,177472,0.0-1.0-2.0-0.0-3.0-0.0,0,0,58537,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,
17,,iti,,html-keyboard-response,17,178481,0.0-1.0-2.0-0.0-5.0,0,0,58537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,
18,,choice,,html-keyboard-response,18,179609,0.0-1.0-3.0-0.0-0.0,0,0,58537,,1121.0,,,68.0,1.0,1.0,3000.0,1500.0,1.0,0.0,0.0,20-40,,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,22829064.thl.jpg,bagels_cinnraisin_large.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829064.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_cinnraisin_large.jpg,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,0.0,6.121,1.121,,,,,,
19,,confirmation,,html-keyboard-response,19,179997,0.0-1.0-3.0-0.0-1.0-0.0,0,0,58537,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0.379,,,,,,
20,,isi,,html-keyboard-response,20,183004,0.0-1.0-3.0-0.0-2.0,0,0,58537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3.0,,,,,,
21,,feedback,,html-keyboard-response,21,184010,0.0-1.0-3.0-0.0-3.0-0.0,0,0,58537,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,,
22,,iti,,html-keyboard-response,22,185518,0.0-1.0-3.0-0.0-5.0,0,0,58537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.5,,,,,,
