,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response,did_not_enter_response
0,True,full_screen,d06072022hr1115,fullscreen,0,7768,0.0-0.0,0,0,15677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,category_learning_instructions,,instructions,1,55685,0.0-1.0-0.0-0.0,0,0,15677,"[{""page_index"":0,""viewing_time"":7011},{""page_index"":1,""viewing_time"":14568},{""page_index"":2,""viewing_time"":6752},{""page_index"":3,""viewing_time"":8280},{""page_index"":4,""viewing_time"":7984},{""page_index"":5,""viewing_time"":1720},{""page_index"":6,""viewing_time"":1600}]",47916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,category_learning_comprehension_check,,survey-multi-choice,2,67413,0.0-1.0-0.0-1.0,0,0,15677,,11725.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,68937,0.0-1.0-1.0,0,0,15677,,1519.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,choice,,html-keyboard-response,4,70330,0.0-1.0-2.0-0.0-0.0,0,0,15677,,1388.0,,,75.0,0.0,0.0,1500.0,1000.0,1.0,0.0,0.0,20-80,,0.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,bagels_pumpernickel_large.jpg,31B64EN68AL._AA280_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_pumpernickel_large.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31B64EN68AL._AA280_.jpg,0.0,dumbbell,bagel,80.0,20.0,dumbbell1,bagel1,80.0,0.0,0.0,1.388,1.388,,,,,,
5,,confirmation,,html-keyboard-response,5,70445,0.0-1.0-2.0-0.0-1.0-0.0,0,0,15677,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.112,,,,,,
6,,isi,,html-keyboard-response,6,71948,0.0-1.0-2.0-0.0-2.0,0,0,15677,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,,
7,,feedback,,html-keyboard-response,7,72951,0.0-1.0-2.0-0.0-3.0-0.0,0,0,15677,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,
8,,iti,,html-keyboard-response,8,73954,0.0-1.0-2.0-0.0-5.0,0,0,15677,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,
9,,choice,,html-keyboard-response,9,75458,0.0-1.0-3.0-0.0-0.0,0,0,15677,,,,,,1.0,1.0,3000.0,1500.0,1.0,0.0,0.0,20-40,,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,22829064.thl.jpg,bagels_cinnraisin_large.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829064.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_cinnraisin_large.jpg,,,,,,,,,,1.0,6.5,1.5,,,,,,
10,,isi,,html-keyboard-response,10,78461,0.0-1.0-3.0-0.0-2.0,0,0,15677,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3.0,,,,,,
11,,no_response,,html-keyboard-response,11,79464,0.0-1.0-3.0-0.0-4.0-0.0,0,0,15677,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,,
12,,iti,,html-keyboard-response,12,80968,0.0-1.0-3.0-0.0-5.0,0,0,15677,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.5,,,,,,
13,,choice,,html-keyboard-response,13,81731,0.0-1.0-3.0-0.1-0.1,0,0,15677,,759.0,,,68.0,1.0,1.0,3000.0,1500.0,1.0,0.0,0.0,20-40,,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,22829064.thl.jpg,bagels_cinnraisin_large.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829064.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_cinnraisin_large.jpg,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,0.0,12.759,0.759,,,,,,
14,,confirmation,,html-keyboard-response,14,82476,0.0-1.0-3.0-0.1-1.1-0.1,0,0,15677,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0.741,,,,,,
15,,isi,,html-keyboard-response,15,85479,0.0-1.0-3.0-0.1-2.1,0,0,15677,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,3.0,,,,,,
16,,feedback,,html-keyboard-response,16,86483,0.0-1.0-3.0-0.1-3.1-0.1,0,0,15677,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,1.0,,,,,,
17,,iti,,html-keyboard-response,17,87985,0.0-1.0-3.0-0.1-5.1,0,0,15677,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1.5,,,,,,
18,,choice,,html-keyboard-response,18,88677,0.0-1.0-4.0-0.0-0.0,0,0,15677,,688.0,,,75.0,2.0,2.0,2000.0,3000.0,1.0,0.0,0.0,60-80,,0.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,26373355.thl.jpg,31K8MR6TMBL._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/26373355.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31K8MR6TMBL._SS500_.jpg,0.0,dumbbell,clock,80.0,60.0,dumbbell2,clock2,100.0,60.0,0.0,19.688,0.688,,,,,,
19,,confirmation,,html-keyboard-response,19,89492,0.0-1.0-4.0-0.0-1.0-0.0,0,0,15677,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,0.812,,,,,,
20,,isi,,html-keyboard-response,20,91495,0.0-1.0-4.0-0.0-2.0,0,0,15677,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,2.0,,,,,,
21,,feedback,,html-keyboard-response,21,92498,0.0-1.0-4.0-0.0-3.0-0.0,0,0,15677,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,1.0,,,,,,
22,,iti,,html-keyboard-response,22,95501,0.0-1.0-4.0-0.0-5.0,0,0,15677,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,3.0,,,,,,
23,,choice,,html-keyboard-response,23,96332,0.0-1.0-5.0-0.0-0.0,0,0,15677,,828.0,,,68.0,3.0,3.0,1000.0,2000.0,1.0,0.0,0.0,40-80,,0.0,calculator,clock,40.0,60.0,calculator1,clock1,40.0,40.0,22829184.thl.jpg,Aalarmclock2.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829184.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/Aalarmclock2.jpg,1.0,calculator,clock,40.0,60.0,calculator1,clock1,40.0,40.0,0.0,27.328,0.828,,,,,,
24,,confirmation,,html-keyboard-response,24,97009,0.0-1.0-5.0-0.0-1.0-0.0,0,0,15677,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.672,,,,,,
25,,isi,,html-keyboard-response,25,98012,0.0-1.0-5.0-0.0-2.0,0,0,15677,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.0,,,,,,
26,,feedback,,html-keyboard-response,26,99015,0.0-1.0-5.0-0.0-3.0-0.0,0,0,15677,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,
27,,iti,,html-keyboard-response,27,101018,0.0-1.0-5.0-0.0-5.0,0,0,15677,,,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,2.0,,,,,,
28,,choice,,html-keyboard-response,28,101518,0.0-1.0-6.0-0.0-0.0,0,0,15677,,495.0,,,68.0,4.0,4.0,2500.0,2500.0,1.0,0.0,0.0,20-60,,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,41K7QVRX50L._SS500_.jpg,photo-169.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/41K7QVRX50L._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/photo-169.jpg,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,0.0,32.495,0.495,1.0,,,,,
29,,confirmation,,html-keyboard-response,29,102526,0.0-1.0-6.0-0.0-1.0-0.0,0,0,15677,,,,,,4.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,1.005,,,,,,
30,,isi,,html-keyboard-response,30,105029,0.0-1.0-6.0-0.0-2.0,0,0,15677,,,,,,4.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2.5,,,,,,
31,,feedback,,html-keyboard-response,31,106032,0.0-1.0-6.0-0.0-3.0-0.0,0,0,15677,,,,,,4.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,1.0,,,,,,
32,,iti,,html-keyboard-response,32,108535,0.0-1.0-6.0-0.0-5.0,0,0,15677,,,,,,4.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,2.5,,,,,,
