,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response,did_not_enter_response
0,True,full_screen,d06032022hr1724,fullscreen,0,10938,0.0-0.0,0,0,60382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,category_learning_instructions,,instructions,1,196927,0.0-1.0-0.0-0.0,0,0,60382,"[{""page_index"":0,""viewing_time"":7610},{""page_index"":1,""viewing_time"":158281},{""page_index"":2,""viewing_time"":5872},{""page_index"":3,""viewing_time"":3207},{""page_index"":4,""viewing_time"":7009},{""page_index"":5,""viewing_time"":1811},{""page_index"":6,""viewing_time"":2193}]",185984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,category_learning_comprehension_check,,survey-multi-choice,2,215641,0.0-1.0-0.0-1.0,0,0,60382,,18708.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Change"",""Q3"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,missed_instruction_checkup,,html-keyboard-response,3,217587,0.0-1.0-0.0-2.0-0.0,0,0,60382,,1942.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,category_learning_instructions,,instructions,4,251221,0.0-1.0-0.1-0.1,0,0,60382,"[{""page_index"":0,""viewing_time"":3377},{""page_index"":1,""viewing_time"":7504},{""page_index"":2,""viewing_time"":5951},{""page_index"":3,""viewing_time"":5322},{""page_index"":4,""viewing_time"":4196},{""page_index"":5,""viewing_time"":5310},{""page_index"":6,""viewing_time"":1969}]",33629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,category_learning_comprehension_check,,survey-multi-choice,5,280687,0.0-1.0-0.1-1.1,0,0,60382,,29459.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,html-keyboard-response,6,282458,0.0-1.0-1.0,0,0,60382,,1767.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,choice,,html-keyboard-response,7,283675,0.0-1.0-2.0-0.0-0.0,0,0,60382,,1210.0,,,68.0,0.0,0.0,1500.0,1000.0,1.0,0.0,0.0,20-80,,0.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,bagels_pumpernickel_large.jpg,31B64EN68AL._AA280_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_pumpernickel_large.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31B64EN68AL._AA280_.jpg,1.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,0.0,1.21,1.21,,,,,,
8,,confirmation,,html-keyboard-response,8,283970,0.0-1.0-2.0-0.0-1.0-0.0,0,0,60382,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.29,,,,,,
9,,isi,,html-keyboard-response,9,285476,0.0-1.0-2.0-0.0-2.0,0,0,60382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,,
