,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response,did_not_enter_response
0,True,full_screen,d06032022hr1601,fullscreen,0,5634,0.0-0.0,0,0,23720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,category_learning_instructions,,instructions,1,66121,0.0-1.0-0.0-0.0,0,0,23720,"[{""page_index"":0,""viewing_time"":10252},{""page_index"":1,""viewing_time"":9762},{""page_index"":2,""viewing_time"":9222},{""page_index"":3,""viewing_time"":13632},{""page_index"":4,""viewing_time"":9193},{""page_index"":5,""viewing_time"":5751},{""page_index"":6,""viewing_time"":2672}]",60484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,category_learning_comprehension_check,,survey-multi-choice,2,85871,0.0-1.0-0.0-1.0,0,0,23720,,19746.0,"{""Q0"":""True"",""Q1"":""False"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,missed_instruction_checkup,,html-keyboard-response,3,89040,0.0-1.0-0.0-2.0-0.0,0,0,23720,,3166.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,category_learning_instructions,,instructions,4,102999,0.0-1.0-0.1-0.1,0,0,23720,"[{""page_index"":0,""viewing_time"":4675},{""page_index"":1,""viewing_time"":2522},{""page_index"":2,""viewing_time"":922},{""page_index"":3,""viewing_time"":1622},{""page_index"":4,""viewing_time"":1352},{""page_index"":5,""viewing_time"":1742},{""page_index"":6,""viewing_time"":1122}]",13957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,category_learning_comprehension_check,,survey-multi-choice,5,113779,0.0-1.0-0.1-1.1,0,0,23720,,10776.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,html-keyboard-response,6,118018,0.0-1.0-1.0,0,0,23720,,4238.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,choice,,html-keyboard-response,7,119079,0.0-1.0-2.0-0.0-0.0,0,0,23720,,1058.0,,,75.0,0.0,0.0,1500.0,1000.0,1.0,0.0,0.0,20-80,,0.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,bagels_pumpernickel_large.jpg,31B64EN68AL._AA280_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_pumpernickel_large.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31B64EN68AL._AA280_.jpg,0.0,dumbbell,bagel,80.0,20.0,dumbbell1,bagel1,80.0,0.0,0.0,1.058,1.058,,,,,,
8,,confirmation,,html-keyboard-response,8,119526,0.0-1.0-2.0-0.0-1.0-0.0,0,0,23720,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.442,,,,,,
9,,isi,,html-keyboard-response,9,121029,0.0-1.0-2.0-0.0-2.0,0,0,23720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,,
