,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response
0,True,full_screen,d06012022hr1546,fullscreen,0,2297,0.0-0.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,category_learning_instructions,,instructions,1,26000,0.0-1.0-0.0-0.0,0,0,32,"[{""page_index"":0,""viewing_time"":1514},{""page_index"":1,""viewing_time"":3247},{""page_index"":2,""viewing_time"":2197},{""page_index"":3,""viewing_time"":12238},{""page_index"":4,""viewing_time"":1017},{""page_index"":5,""viewing_time"":1910},{""page_index"":6,""viewing_time"":1569}]",23693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,category_learning_comprehension_check,,survey-multi-choice,2,31381,0.0-1.0-0.0-1.0,0,0,32,,5375.0,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Stay the same"",""Q3"":""pointer finger for left and middle finger for right""}",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,33929,0.0-1.0-1.0,0,0,32,,2543.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,choice,,html-keyboard-response,4,34400,0.0-1.0-2.0-0.0-0.0,0,0,32,,467.0,,,50.0,0.0,0.0,1500.0,1000.0,1.0,0.0,0.0,20-80,,0.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,bagels_pumpernickel_large.jpg,31B64EN68AL._AA280_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_pumpernickel_large.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31B64EN68AL._AA280_.jpg,1.0,bagel,dumbbell,20.0,80.0,bagel1,dumbbell1,0.0,80.0,0.0,0.467,0.467,,,,,
5,,confirmation,,html-keyboard-response,5,35444,0.0-1.0-2.0-0.0-1.0-0.0,0,0,32,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.033,,,,,
6,,isi,,html-keyboard-response,6,35551,0.0-1.0-2.0-0.0-2.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,
7,,feedback,,html-keyboard-response,7,36558,0.0-1.0-2.0-0.0-3.0-0.0,0,0,32,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,
8,,iti,,html-keyboard-response,8,36664,0.0-1.0-2.0-0.0-5.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,
9,,choice,,html-keyboard-response,9,36855,0.0-1.0-3.0-0.0-0.0,0,0,32,,186.0,,,50.0,1.0,1.0,3000.0,1500.0,1.0,0.0,0.0,20-40,,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,22829064.thl.jpg,bagels_cinnraisin_large.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829064.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_cinnraisin_large.jpg,1.0,calculator,bagel,40.0,20.0,calculator2,bagel2,20.0,20.0,0.0,5.186,0.186,,,,,
10,,confirmation,,html-keyboard-response,10,38177,0.0-1.0-3.0-0.0-1.0-0.0,0,0,32,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.314,,,,,
11,,isi,,html-keyboard-response,11,38285,0.0-1.0-3.0-0.0-2.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3.0,,,,,
12,,feedback,,html-keyboard-response,12,39292,0.0-1.0-3.0-0.0-3.0-0.0,0,0,32,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,
13,,iti,,html-keyboard-response,13,39398,0.0-1.0-3.0-0.0-5.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.5,,,,,
14,,choice,,html-keyboard-response,14,39591,0.0-1.0-4.0-0.0-0.0,0,0,32,,190.0,,,50.0,2.0,2.0,2000.0,3000.0,1.0,0.0,0.0,60-80,,0.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,26373355.thl.jpg,31K8MR6TMBL._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/26373355.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31K8MR6TMBL._SS500_.jpg,1.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,0.0,12.19,0.19,,,,,
15,,confirmation,,html-keyboard-response,15,40907,0.0-1.0-4.0-0.0-1.0-0.0,0,0,32,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,1.31,,,,,
16,,isi,,html-keyboard-response,16,41011,0.0-1.0-4.0-0.0-2.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,2.0,,,,,
17,,feedback,,html-keyboard-response,17,42017,0.0-1.0-4.0-0.0-3.0-0.0,0,0,32,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,1.0,,,,,
18,,iti,,html-keyboard-response,18,42122,0.0-1.0-4.0-0.0-5.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,3.0,,,,,
19,,choice,,html-keyboard-response,19,42339,0.0-1.0-5.0-0.0-0.0,0,0,32,,214.0,,,50.0,3.0,3.0,1000.0,2000.0,1.0,0.0,0.0,40-80,,0.0,calculator,clock,40.0,60.0,calculator1,clock1,40.0,40.0,22829184.thl.jpg,Aalarmclock2.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829184.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/Aalarmclock2.jpg,1.0,calculator,clock,40.0,60.0,calculator1,clock1,40.0,40.0,0.0,19.714,0.214,,,,,
20,,confirmation,,html-keyboard-response,20,43630,0.0-1.0-5.0-0.0-1.0-0.0,0,0,32,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.286,,,,,
21,,isi,,html-keyboard-response,21,43736,0.0-1.0-5.0-0.0-2.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,,,,,
22,,feedback,,html-keyboard-response,22,44745,0.0-1.0-5.0-0.0-3.0-0.0,0,0,32,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,,,,
23,,iti,,html-keyboard-response,23,44852,0.0-1.0-5.0-0.0-5.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0,,,,,
24,,choice,,html-keyboard-response,24,44876,0.0-1.0-6.0-0.0-0.0,0,0,32,,22.0,,,50.0,4.0,4.0,2500.0,2500.0,1.0,0.0,0.0,20-60,,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,41K7QVRX50L._SS500_.jpg,photo-169.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/41K7QVRX50L._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/photo-169.jpg,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,0.0,25.022,0.022,1.0,,,,
25,,confirmation,,html-keyboard-response,25,46359,0.0-1.0-6.0-0.0-1.0-0.0,0,0,32,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,1.478,,,,,
26,,isi,,html-keyboard-response,26,46466,0.0-1.0-6.0-0.0-2.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,2.5,,,,,
27,,feedback,,html-keyboard-response,27,47474,0.0-1.0-6.0-0.0-3.0-0.0,0,0,32,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,
28,,iti,,html-keyboard-response,28,47581,0.0-1.0-6.0-0.0-5.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,2.5,,,,,
29,,practice_over,,html-keyboard-response,29,47718,0.0-1.0-6.0-0.0-6.0-0.0,0,0,32,,134.0,,,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,start_run,,html-keyboard-response,30,50949,0.0-1.0-6.0-0.0-6.0-1.0,0,0,32,,3229.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,choice,,html-keyboard-response,31,51334,0.0-1.0-7.0-0.0-0.0,0,0,32,,382.0,,,50.0,5.0,305.0,1500.0,3000.0,0.0,6.0,0.0,20-20,,,flashlight,dresser,20.0,20.0,flashlight11,dresser15,40.0,20.0,new04.jpg,ADRESSE77.jpg,/static/Category_learning/Stimuli/Experimental_stims/flashlight/new04.jpg,/static/Category_learning/Stimuli/Experimental_stims/dresser/ADRESSE77.jpg,1.0,flashlight,dresser,20.0,20.0,flashlight11,dresser15,40.0,20.0,0.0,0.382,0.382,,,,,
32,,confirmation,,html-keyboard-response,32,52458,0.0-1.0-7.0-0.0-1.0-0.0,0,0,32,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.118,,,,,
33,,isi,,html-keyboard-response,33,52564,0.0-1.0-7.0-0.0-2.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,
34,,feedback,,html-keyboard-response,34,53571,0.0-1.0-7.0-0.0-3.0-0.0,0,0,32,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,
35,,iti,,html-keyboard-response,35,53677,0.0-1.0-7.0-0.0-5.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,,,,
36,,choice,,html-keyboard-response,36,53822,0.0-1.0-8.0-0.0-0.0,0,0,32,,142.0,,,51.0,6.0,306.0,1000.0,3500.0,0.0,6.0,0.0,40-40,,,microscope,lipstick,40.0,40.0,microscope2,lipstick5,40.0,20.0,3090-b.jpg,P35719_hero.jpg,/static/Category_learning/Stimuli/Experimental_stims/microscope/3090-b.jpg,/static/Category_learning/Stimuli/Experimental_stims/lipstick/P35719_hero.jpg,0.0,lipstick,microscope,40.0,40.0,lipstick5,microscope2,20.0,40.0,0.0,7.142,0.142,,,,,
37,,confirmation,,html-keyboard-response,37,55185,0.0-1.0-8.0-0.0-1.0-0.0,0,0,32,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.358,,,,,
38,,isi,,html-keyboard-response,38,55289,0.0-1.0-8.0-0.0-2.0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,1.0,,,,,
39,,feedback,,html-keyboard-response,39,56294,0.0-1.0-8.0-0.0-3.0-0.0,0,0,32,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,
