,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response
10,,confirmation,,html-keyboard-response,10,17602,0.0-1.0-3.0-0.0-1.0-0.0,0,0,12,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.327,,,,,
11,,isi,,html-keyboard-response,11,17709,0.0-1.0-3.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3.0,,,,,
12,,feedback,,html-keyboard-response,12,18713,0.0-1.0-3.0-0.0-3.0-0.0,0,0,12,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,
13,,iti,,html-keyboard-response,13,18820,0.0-1.0-3.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.5,,,,,
14,,choice,,html-keyboard-response,14,19286,0.0-1.0-4.0-0.0-0.0,0,0,12,,462.0,,,50.0,2.0,2.0,2000.0,3000.0,1.0,0.0,0.0,60-80,,0.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,26373355.thl.jpg,31K8MR6TMBL._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/26373355.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31K8MR6TMBL._SS500_.jpg,1.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,0.0,12.462,0.462,,,,,
15,,confirmation,,html-keyboard-response,15,20327,0.0-1.0-4.0-0.0-1.0-0.0,0,0,12,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,1.038,,,,,
16,,isi,,html-keyboard-response,16,20431,0.0-1.0-4.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,2.0,,,,,
17,,feedback,,html-keyboard-response,17,21439,0.0-1.0-4.0-0.0-3.0-0.0,0,0,12,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,1.0,,,,,
18,,iti,,html-keyboard-response,18,21545,0.0-1.0-4.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,3.0,,,,,
19,,choice,,html-keyboard-response,19,21871,0.0-1.0-5.0-0.0-0.0,0,0,12,,323.0,,,51.0,3.0,3.0,1000.0,2000.0,1.0,0.0,0.0,40-80,,0.0,calculator,clock,40.0,60.0,calculator1,clock1,40.0,40.0,22829184.thl.jpg,Aalarmclock2.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829184.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/Aalarmclock2.jpg,0.0,clock,calculator,60.0,40.0,clock1,calculator1,40.0,40.0,0.0,19.823,0.323,,,,,
20,,confirmation,,html-keyboard-response,20,23053,0.0-1.0-5.0-0.0-1.0-0.0,0,0,12,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.177,,,,,
21,,isi,,html-keyboard-response,21,23160,0.0-1.0-5.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,,,,,
22,,feedback,,html-keyboard-response,22,24167,0.0-1.0-5.0-0.0-3.0-0.0,0,0,12,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,,,,
23,,iti,,html-keyboard-response,23,24274,0.0-1.0-5.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0,,,,,
24,,choice,,html-keyboard-response,24,24444,0.0-1.0-6.0-0.0-0.0,0,0,12,,168.0,,,51.0,4.0,4.0,2500.0,2500.0,1.0,0.0,0.0,20-60,,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,41K7QVRX50L._SS500_.jpg,photo-169.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/41K7QVRX50L._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/photo-169.jpg,0.0,bagel,dumbbell,20.0,80.0,bagel3,dumbbell3,40.0,100.0,0.0,25.168,0.168,1.0,,,,
25,,confirmation,,html-keyboard-response,25,25782,0.0-1.0-6.0-0.0-1.0-0.0,0,0,12,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,1.332,,,,,
26,,isi,,html-keyboard-response,26,25885,0.0-1.0-6.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,2.5,,,,,
27,,feedback,,html-keyboard-response,27,26889,0.0-1.0-6.0-0.0-3.0-0.0,0,0,12,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,
28,,iti,,html-keyboard-response,28,26994,0.0-1.0-6.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,2.5,,,,,
29,,practice_over,,html-keyboard-response,29,27132,0.0-1.0-6.0-0.0-6.0-0.0,0,0,12,,136.0,,,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,start_run,,html-keyboard-response,30,28924,0.0-1.0-6.0-0.0-6.0-1.0,0,0,12,,1790.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,choice,,html-keyboard-response,31,29120,0.0-1.0-7.0-0.0-0.0,0,0,12,,194.0,,,50.0,5.0,305.0,1500.0,3000.0,0.0,6.0,0.0,20-20,,,flashlight,dresser,20.0,20.0,flashlight11,dresser15,40.0,20.0,new04.jpg,ADRESSE77.jpg,/static/Category_learning/Stimuli/Experimental_stims/flashlight/new04.jpg,/static/Category_learning/Stimuli/Experimental_stims/dresser/ADRESSE77.jpg,1.0,flashlight,dresser,20.0,20.0,flashlight11,dresser15,40.0,20.0,0.0,0.194,0.194,,,,,
32,,confirmation,,html-keyboard-response,32,30430,0.0-1.0-7.0-0.0-1.0-0.0,0,0,12,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.306,,,,,
33,,isi,,html-keyboard-response,33,30533,0.0-1.0-7.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,
34,,feedback,,html-keyboard-response,34,31538,0.0-1.0-7.0-0.0-3.0-0.0,0,0,12,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,
35,,iti,,html-keyboard-response,35,31641,0.0-1.0-7.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,,,,
36,,choice,,html-keyboard-response,36,31690,0.0-1.0-8.0-0.0-0.0,0,0,12,,46.0,,,51.0,6.0,306.0,1000.0,3500.0,0.0,6.0,0.0,40-40,,,microscope,lipstick,40.0,40.0,microscope2,lipstick5,40.0,20.0,3090-b.jpg,P35719_hero.jpg,/static/Category_learning/Stimuli/Experimental_stims/microscope/3090-b.jpg,/static/Category_learning/Stimuli/Experimental_stims/lipstick/P35719_hero.jpg,0.0,lipstick,microscope,40.0,40.0,lipstick5,microscope2,20.0,40.0,0.0,7.046,0.046,,,,,
37,,confirmation,,html-keyboard-response,37,33149,0.0-1.0-8.0-0.0-1.0-0.0,0,0,12,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.454,,,,,
38,,isi,,html-keyboard-response,38,33252,0.0-1.0-8.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,1.0,,,,,
39,,feedback,,html-keyboard-response,39,34258,0.0-1.0-8.0-0.0-3.0-0.0,0,0,12,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,
40,,iti,,html-keyboard-response,40,34363,0.0-1.0-8.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.5,,,,,
41,,choice,,html-keyboard-response,41,34584,0.0-1.0-9.0-0.0-0.0,0,0,12,,218.0,,,51.0,7.0,307.0,3500.0,1500.0,0.0,6.0,0.0,60-80,,1.0,train,nail polish,80.0,60.0,train10,nail polish10,100.0,80.0,train3.jpg,NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/train/train3.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,0.0,nail polish,train,60.0,80.0,nail polish10,train10,80.0,100.0,0.0,14.218,0.218,,,,,
42,,confirmation,,html-keyboard-response,42,35870,0.0-1.0-9.0-0.0-1.0-0.0,0,0,12,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,1.282,,,,,
43,,isi,,html-keyboard-response,43,35976,0.0-1.0-9.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.5,,,,,
44,,feedback,,html-keyboard-response,44,36978,0.0-1.0-9.0-0.0-3.0-0.0,0,0,12,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,,,,,
45,,iti,,html-keyboard-response,45,37081,0.0-1.0-9.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,1.5,,,,,
46,,choice,,html-keyboard-response,46,37285,0.0-1.0-10.0-0.0-0.0,0,0,12,,200.0,,,50.0,8.0,308.0,1000.0,2000.0,0.0,6.0,0.0,40-60,,1.0,sofa,key chain,60.0,40.0,sofa5,key chain12,60.0,40.0,ALOVSEA14.jpg,keychain.jpg,/static/Category_learning/Stimuli/Experimental_stims/sofa/ALOVSEA14.jpg,/static/Category_learning/Stimuli/Experimental_stims/key chain/keychain.jpg,1.0,sofa,key chain,60.0,40.0,sofa5,key chain12,60.0,40.0,0.0,21.7,0.2,,,,,
47,,confirmation,,html-keyboard-response,47,38588,0.0-1.0-10.0-0.0-1.0-0.0,0,0,12,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.3,,,,,
48,,isi,,html-keyboard-response,48,38692,0.0-1.0-10.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1.0,,,,,
49,,feedback,,html-keyboard-response,49,39697,0.0-1.0-10.0-0.0-3.0-0.0,0,0,12,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,,,,,
50,,iti,,html-keyboard-response,50,39800,0.0-1.0-10.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,2.0,,,,,
51,,choice,,html-keyboard-response,51,39820,0.0-1.0-11.0-0.0-0.0,0,0,12,,16.0,,,51.0,9.0,309.0,2000.0,3500.0,0.0,6.0,0.0,20-60,,0.0,bench,patio lounge chair,20.0,60.0,bench11,patio lounge chair11,40.0,80.0,22928468.thl.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/bench/22928468.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,0.0,patio lounge chair,bench,60.0,20.0,patio lounge chair11,bench11,80.0,40.0,0.0,27.016,0.016,,,,,
52,,confirmation,,html-keyboard-response,52,41311,0.0-1.0-11.0-0.0-1.0-0.0,0,0,12,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,1.484,,,,,
53,,isi,,html-keyboard-response,53,41417,0.0-1.0-11.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,2.0,,,,,
54,,feedback,,html-keyboard-response,54,43343,0.0-1.0-11.0-0.0-3.0-0.0,0,0,12,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,1.0,,,,,
55,,iti,,html-keyboard-response,55,44494,0.0-1.0-11.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,3.5,,,,,
56,,choice,,html-keyboard-response,56,46690,0.0-1.0-12.0-0.0-0.0,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,36.5,1.5,,,,,
57,,isi,,html-keyboard-response,57,47344,0.0-1.0-12.0-0.0-2.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,1.0,,,,,
58,,no_response,,html-keyboard-response,58,49667,0.0-1.0-12.0-0.0-4.0-0.0,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,1.0,,,,,
59,,iti,,html-keyboard-response,59,50595,0.0-1.0-12.0-0.0-5.0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,1.0,,,,,
60,,choice,,html-keyboard-response,60,52994,0.0-1.0-12.0-0.1-0.1,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,41.0,1.5,,,,,
61,,isi,,html-keyboard-response,61,53506,0.0-1.0-12.0-0.1-2.1,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2.0,,,,,
62,,no_response,,html-keyboard-response,62,55641,0.0-1.0-12.0-0.1-4.1-0.1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1.0,,,,,
63,,iti,,html-keyboard-response,63,56685,0.0-1.0-12.0-0.1-5.1,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,1.0,,,,,
64,,choice,,html-keyboard-response,64,58445,0.0-1.0-12.0-0.2-0.2,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,46.5,1.5,,,,,
65,,isi,,html-keyboard-response,65,59784,0.0-1.0-12.0-0.2-2.2,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,2.0,,,,,
66,,no_response,,html-keyboard-response,66,61563,0.0-1.0-12.0-0.2-4.2-0.2,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,1.0,,,,,
67,,iti,,html-keyboard-response,67,62659,0.0-1.0-12.0-0.2-5.2,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,2.0,,,,,
68,,choice,,html-keyboard-response,68,65182,0.0-1.0-12.0-0.3-0.3,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,53.0,1.5,,,,,
69,,isi,,html-keyboard-response,69,65421,0.0-1.0-12.0-0.3-2.3,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.0,,,,,
70,,no_response,,html-keyboard-response,70,68064,0.0-1.0-12.0-0.3-4.3-0.3,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.0,,,,,
71,,iti,,html-keyboard-response,71,68468,0.0-1.0-12.0-0.3-5.3,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5,1.5,,,,,
72,,choice,,html-keyboard-response,72,70355,0.0-1.0-12.0-0.4-0.4,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,58.0,1.5,,,,,
73,,isi,,html-keyboard-response,73,71764,0.0-1.0-12.0-0.4-2.4,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2.0,,,,,
74,,no_response,,html-keyboard-response,74,73716,0.0-1.0-12.0-0.4-4.4-0.4,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,1.0,,,,,
75,,iti,,html-keyboard-response,75,74452,0.0-1.0-12.0-0.4-5.4,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.0,,,,,
76,,choice,,html-keyboard-response,76,77022,0.0-1.0-12.0-0.5-0.5,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,63.5,1.5,,,,,
77,,isi,,html-keyboard-response,77,77500,0.0-1.0-12.0-0.5-2.5,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,1.0,,,,,
78,,no_response,,html-keyboard-response,78,79785,0.0-1.0-12.0-0.5-4.5-0.5,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,1.0,,,,,
79,,iti,,html-keyboard-response,79,80612,0.0-1.0-12.0-0.5-5.5,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,3.5,,,,,
80,,choice,,html-keyboard-response,80,82398,0.0-1.0-12.0-0.6-0.6,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,70.5,1.5,,,,,
81,,isi,,html-keyboard-response,81,83813,0.0-1.0-12.0-0.6-2.6,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,3.0,,,,,
82,,no_response,,html-keyboard-response,82,85667,0.0-1.0-12.0-0.6-4.6-0.6,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,1.0,,,,,
83,,iti,,html-keyboard-response,83,86664,0.0-1.0-12.0-0.6-5.6,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,1.0,,,,,
84,,choice,,html-keyboard-response,84,88343,0.0-1.0-12.0-0.7-0.7,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,77.0,1.5,,,,,
85,,isi,,html-keyboard-response,85,89635,0.0-1.0-12.0-0.7-2.7,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,1.5,,,,,
86,,no_response,,html-keyboard-response,86,91364,0.0-1.0-12.0-0.7-4.7-0.7,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,1.0,,,,,
87,,iti,,html-keyboard-response,87,92752,0.0-1.0-12.0-0.7-5.7,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,1.0,,,,,
88,,choice,,html-keyboard-response,88,94344,0.0-1.0-12.0-0.8-0.8,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,82.0,1.5,,,,,
89,,isi,,html-keyboard-response,89,95839,0.0-1.0-12.0-0.8-2.8,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,2.0,,,,,
90,,no_response,,html-keyboard-response,90,97348,0.0-1.0-12.0-0.8-4.8-0.8,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,1.0,,,,,
91,,iti,,html-keyboard-response,91,98487,0.0-1.0-12.0-0.8-5.8,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,1.5,,,,,
92,,choice,,html-keyboard-response,92,100479,0.0-1.0-12.0-0.9-0.9,0,0,12,,,,,,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,60-60,0.0,,nail polish,patio lounge chair,60.0,60.0,nail polish10,patio lounge chair11,80.0,80.0,NLM23_opi_nail_polish.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,,,,,,,,,,1.0,88.0,1.5,,,,,
93,,isi,,html-keyboard-response,93,101775,0.0-1.0-12.0-0.9-2.9,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2.0,,,,,
94,,no_response,,html-keyboard-response,94,103344,0.0-1.0-12.0-0.9-4.9-0.9,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,1.0,,,,,
