,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally
515,,feedback,,html-keyboard-response,515,941079,0.0-1.0-102.0-0.0-3.0-0.0,0,0,95248,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.5,1.0,,
516,,iti,,html-keyboard-response,516,942081,0.0-1.0-102.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.5,1.0,,
517,,choice,,html-keyboard-response,517,942721,0.0-1.0-103.0-0.0-0.0,0,0,95248,,636.0,,,68.0,101.0,102.0,1500.0,1500.0,0.0,2.0,0.0,40-80,,0.0,hammer,vase,40.0,80.0,hammer13,vase10,20.0,60.0,hammer2.jpg,Avase143.jpg,/static/Category_learning/Stimuli/Experimental_stims/hammer/hammer2.jpg,/static/Category_learning/Stimuli/Experimental_stims/vase/Avase143.jpg,1.0,hammer,vase,40.0,80.0,hammer13,vase10,20.0,60.0,0.0,216.136,0.636,,
518,,confirmation,,html-keyboard-response,518,943591,0.0-1.0-103.0-0.0-1.0-0.0,0,0,95248,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,0.864,,
519,,isi,,html-keyboard-response,519,945095,0.0-1.0-103.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5,1.5,,
520,,feedback,,html-keyboard-response,520,946104,0.0-1.0-103.0-0.0-3.0-0.0,0,0,95248,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.5,1.0,,
521,,iti,,html-keyboard-response,521,947612,0.0-1.0-103.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,1.5,,
522,,choice,,html-keyboard-response,522,948302,0.0-1.0-104.0-0.0-0.0,0,0,95248,,687.0,,,75.0,102.0,103.0,1500.0,2000.0,0.0,2.0,0.0,40-60,,0.0,frame,pen,40.0,60.0,frame13,pen8,40.0,80.0,AFRAME115.jpg,1383_1749_popup copy.jpg,/static/Category_learning/Stimuli/Experimental_stims/frame/AFRAME115.jpg,/static/Category_learning/Stimuli/Experimental_stims/pen/1383_1749_popup copy.jpg,0.0,pen,frame,60.0,40.0,pen8,frame13,80.0,40.0,0.0,221.687,0.687,,
523,,confirmation,,html-keyboard-response,523,949119,0.0-1.0-104.0-0.0-1.0-0.0,0,0,95248,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5,0.813,,
524,,isi,,html-keyboard-response,524,950626,0.0-1.0-104.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,1.5,,
525,,feedback,,html-keyboard-response,525,951634,0.0-1.0-104.0-0.0-3.0-0.0,0,0,95248,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,1.0,,
526,,iti,,html-keyboard-response,526,953639,0.0-1.0-104.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,2.0,,
527,,choice,,html-keyboard-response,527,954195,0.0-1.0-105.0-0.0-0.0,0,0,95248,,554.0,,,68.0,103.0,104.0,1000.0,1500.0,0.0,2.0,0.0,60-80,,0.0,seashell,train,60.0,80.0,seashell10,train5,40.0,60.0,ASEASHE47.jpg,thumb-briolightsoundsteamengine.jpg,/static/Category_learning/Stimuli/Experimental_stims/seashell/ASEASHE47.jpg,/static/Category_learning/Stimuli/Experimental_stims/train/thumb-briolightsoundsteamengine.jpg,1.0,seashell,train,60.0,80.0,seashell10,train5,40.0,60.0,0.0,227.554,0.554,,
528,,confirmation,,html-keyboard-response,528,955148,0.0-1.0-105.0-0.0-1.0-0.0,0,0,95248,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.5,0.946,,
529,,isi,,html-keyboard-response,529,956151,0.0-1.0-105.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.5,1.0,,
530,,feedback,,html-keyboard-response,530,957154,0.0-1.0-105.0-0.0-3.0-0.0,0,0,95248,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.5,1.0,,
531,,iti,,html-keyboard-response,531,958659,0.0-1.0-105.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,1.5,,
532,,choice,,html-keyboard-response,532,959560,0.0-1.0-106.0-0.0-0.0,0,0,95248,,897.0,,,75.0,104.0,105.0,1000.0,3000.0,0.0,2.0,0.0,20-60,,1.0,sofa,dresser,60.0,20.0,sofa13,dresser14,40.0,20.0,ACOUCH25.jpg,Adressertabl3.jpg,/static/Category_learning/Stimuli/Experimental_stims/sofa/ACOUCH25.jpg,/static/Category_learning/Stimuli/Experimental_stims/dresser/Adressertabl3.jpg,0.0,dresser,sofa,20.0,60.0,dresser14,sofa13,20.0,40.0,0.0,232.897,0.897,,
533,,confirmation,,html-keyboard-response,533,960171,0.0-1.0-106.0-0.0-1.0-0.0,0,0,95248,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.5,0.603,,
534,,isi,,html-keyboard-response,534,961175,0.0-1.0-106.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.5,1.0,,
535,,feedback,,html-keyboard-response,535,962184,0.0-1.0-106.0-0.0-3.0-0.0,0,0,95248,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.5,1.0,,
536,,iti,,html-keyboard-response,536,965192,0.0-1.0-106.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5,3.0,,
537,,choice,,html-keyboard-response,537,965840,0.0-1.0-107.0-0.0-0.0,0,0,95248,,645.0,,,68.0,105.0,106.0,2000.0,1000.0,0.0,2.0,0.0,20-80,,0.0,dresser,stool,20.0,80.0,dresser9,stool14,40.0,60.0,ADRESSER.jpg,hjscott-sbs-b-bar-stool.jpg,/static/Category_learning/Stimuli/Experimental_stims/dresser/ADRESSER.jpg,/static/Category_learning/Stimuli/Experimental_stims/stool/hjscott-sbs-b-bar-stool.jpg,1.0,dresser,stool,20.0,80.0,dresser9,stool14,40.0,60.0,0.0,239.145,0.645,,
538,,confirmation,,html-keyboard-response,538,966701,0.0-1.0-107.0-0.0-1.0-0.0,0,0,95248,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,0.855,,
539,,isi,,html-keyboard-response,539,968707,0.0-1.0-107.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,2.0,,
540,,feedback,,html-keyboard-response,540,969714,0.0-1.0-107.0-0.0-3.0-0.0,0,0,95248,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,1.0,,
541,,iti,,html-keyboard-response,541,970722,0.0-1.0-107.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,1.0,,
542,,choice,,html-keyboard-response,542,971528,0.0-1.0-108.0-0.0-0.0,0,0,95248,,801.0,,,75.0,106.0,107.0,1000.0,3000.0,0.0,2.0,1.0,40-40,1.0,,motorcycle,motorcycle,40.0,40.0,motorcycle9,motorcycle12,40.0,40.0,speedbike.jpg,motorcycle14.jpg,/static/Category_learning/Stimuli/Experimental_stims/motorcycle/speedbike.jpg,/static/Category_learning/Stimuli/Experimental_stims/motorcycle/motorcycle14.jpg,0.0,motorcycle,motorcycle,40.0,40.0,motorcycle12,motorcycle9,40.0,40.0,0.0,244.801,0.801,,
543,,confirmation,,html-keyboard-response,543,972232,0.0-1.0-108.0-0.0-1.0-0.0,0,0,95248,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5,0.699,,
544,,isi,,html-keyboard-response,544,973240,0.0-1.0-108.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.5,1.0,,
545,,feedback,,html-keyboard-response,545,974248,0.0-1.0-108.0-0.0-3.0-0.0,0,0,95248,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.5,1.0,,
546,,iti,,html-keyboard-response,546,977255,0.0-1.0-108.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.5,3.0,,
547,,choice,,html-keyboard-response,547,977879,0.0-1.0-109.0-0.0-0.0,0,0,95248,,620.0,,,75.0,107.0,108.0,1000.0,1500.0,0.0,2.0,0.0,40-60,,1.0,seashell,license plate,60.0,40.0,seashell15,license plate10,60.0,60.0,ASEASHE39.jpg,pa-nfn-011.jpg,/static/Category_learning/Stimuli/Experimental_stims/seashell/ASEASHE39.jpg,/static/Category_learning/Stimuli/Experimental_stims/license plate/pa-nfn-011.jpg,0.0,license plate,seashell,40.0,60.0,license plate10,seashell15,60.0,60.0,0.0,251.12,0.62,,
548,,confirmation,,html-keyboard-response,548,978765,0.0-1.0-109.0-0.0-1.0-0.0,0,0,95248,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.88,,
549,,isi,,html-keyboard-response,549,979773,0.0-1.0-109.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,1.0,,
550,,feedback,,html-keyboard-response,550,980781,0.0-1.0-109.0-0.0-3.0-0.0,0,0,95248,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,1.0,,
551,,iti,,html-keyboard-response,551,982285,0.0-1.0-109.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.5,1.5,,
552,,choice,,html-keyboard-response,552,983005,0.0-1.0-110.0-0.0-0.0,0,0,95248,,716.0,,,68.0,108.0,109.0,1000.0,1000.0,0.0,2.0,0.0,20-40,,1.0,makeup compact,bowl,40.0,20.0,makeup compact8,bowl8,40.0,0.0,P189207_hero.jpg,ASLVBOWL.jpg,/static/Category_learning/Stimuli/Experimental_stims/makeup compact/P189207_hero.jpg,/static/Category_learning/Stimuli/Experimental_stims/bowl/ASLVBOWL.jpg,1.0,makeup compact,bowl,40.0,20.0,makeup compact8,bowl8,40.0,0.0,0.0,256.216,0.716,,
553,,confirmation,,html-keyboard-response,553,983793,0.0-1.0-110.0-0.0-1.0-0.0,0,0,95248,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,0.784,,
554,,isi,,html-keyboard-response,554,984796,0.0-1.0-110.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,1.0,,
555,,feedback,,html-keyboard-response,555,985798,0.0-1.0-110.0-0.0-3.0-0.0,0,0,95248,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,1.0,,
556,,iti,,html-keyboard-response,556,986801,0.0-1.0-110.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,1.0,,
557,,choice,,html-keyboard-response,557,987522,0.0-1.0-111.0-0.0-0.0,0,0,95248,,717.0,,,75.0,109.0,110.0,1000.0,2000.0,0.0,2.0,0.0,80-80,,,tape,trumpet,80.0,80.0,tape13,trumpet10,80.0,100.0,920152.jpg,trumpet2.jpg,/static/Category_learning/Stimuli/Experimental_stims/tape/920152.jpg,/static/Category_learning/Stimuli/Experimental_stims/trumpet/trumpet2.jpg,0.0,trumpet,tape,80.0,80.0,trumpet10,tape13,100.0,80.0,0.0,260.717,0.717,,
558,,confirmation,,html-keyboard-response,558,988310,0.0-1.0-111.0-0.0-1.0-0.0,0,0,95248,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.5,0.783,,
559,,isi,,html-keyboard-response,559,989313,0.0-1.0-111.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.5,1.0,,
560,,feedback,,html-keyboard-response,560,990316,0.0-1.0-111.0-0.0-3.0-0.0,0,0,95248,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.5,1.0,,
561,,iti,,html-keyboard-response,561,992320,0.0-1.0-111.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.5,2.0,,
562,,choice,,html-keyboard-response,562,993022,0.0-1.0-112.0-0.0-0.0,0,0,95248,,698.0,,,68.0,110.0,111.0,1000.0,2000.0,0.0,2.0,1.0,80-80,1.0,,trumpet,trumpet,80.0,80.0,trumpet10,trumpet9,100.0,80.0,trumpet2.jpg,trumpet3.jpg,/static/Category_learning/Stimuli/Experimental_stims/trumpet/trumpet2.jpg,/static/Category_learning/Stimuli/Experimental_stims/trumpet/trumpet3.jpg,1.0,trumpet,trumpet,80.0,80.0,trumpet10,trumpet9,100.0,80.0,0.0,266.198,0.698,,
563,,confirmation,,html-keyboard-response,563,993831,0.0-1.0-112.0-0.0-1.0-0.0,0,0,95248,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,0.802,,
564,,isi,,html-keyboard-response,564,994834,0.0-1.0-112.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,1.0,,
565,,feedback,,html-keyboard-response,565,995842,0.0-1.0-112.0-0.0-3.0-0.0,0,0,95248,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,1.0,,
566,,iti,,html-keyboard-response,566,997850,0.0-1.0-112.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,2.0,,
567,,choice,,html-keyboard-response,567,998625,0.0-1.0-113.0-0.0-0.0,0,0,95248,,771.0,,,75.0,111.0,112.0,1500.0,1000.0,0.0,2.0,0.0,60-80,,1.0,vase,seashell,80.0,60.0,vase6,seashell4,60.0,80.0,vase_crystal.jpg,seashell.jpg,/static/Category_learning/Stimuli/Experimental_stims/vase/vase_crystal.jpg,/static/Category_learning/Stimuli/Experimental_stims/seashell/seashell.jpg,0.0,seashell,vase,60.0,80.0,seashell4,vase6,80.0,60.0,0.0,271.771,0.771,,
568,,confirmation,,html-keyboard-response,568,999363,0.0-1.0-113.0-0.0-1.0-0.0,0,0,95248,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.5,0.729,,
569,,isi,,html-keyboard-response,569,1000869,0.0-1.0-113.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,1.5,,
570,,feedback,,html-keyboard-response,570,1001875,0.0-1.0-113.0-0.0-3.0-0.0,0,0,95248,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,1.0,,
571,,iti,,html-keyboard-response,571,1002882,0.0-1.0-113.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,1.0,,
572,,choice,,html-keyboard-response,572,1003677,0.0-1.0-114.0-0.0-0.0,0,0,95248,,792.0,,,68.0,112.0,113.0,3000.0,2000.0,0.0,2.0,0.0,80-80,,,yarn,trumpet,80.0,80.0,yarn9,trumpet15,100.0,100.0,Aballofyarn26.jpg,trumpet.jpg,/static/Category_learning/Stimuli/Experimental_stims/yarn/Aballofyarn26.jpg,/static/Category_learning/Stimuli/Experimental_stims/trumpet/trumpet.jpg,1.0,yarn,trumpet,80.0,80.0,yarn9,trumpet15,100.0,100.0,0.0,276.792,0.792,,
573,,confirmation,,html-keyboard-response,573,1004392,0.0-1.0-114.0-0.0-1.0-0.0,0,0,95248,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.5,0.708,,
574,,isi,,html-keyboard-response,574,1007398,0.0-1.0-114.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5,3.0,,
575,,feedback,,html-keyboard-response,575,1008403,0.0-1.0-114.0-0.0-3.0-0.0,0,0,95248,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.5,1.0,,
576,,iti,,html-keyboard-response,576,1010407,0.0-1.0-114.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.5,2.0,,
577,,choice,,html-keyboard-response,577,1010968,0.0-1.0-115.0-0.0-0.0,0,0,95248,,557.0,,,75.0,113.0,114.0,1500.0,1000.0,0.0,2.0,0.0,20-40,,1.0,hat,desk,40.0,20.0,hat12,desk3,40.0,0.0,Aformalhat5.jpg,D-1 Four drawers desk Elm 64x23x33.jpg,/static/Category_learning/Stimuli/Experimental_stims/hat/Aformalhat5.jpg,/static/Category_learning/Stimuli/Experimental_stims/desk/D-1 Four drawers desk Elm 64x23x33.jpg,0.0,desk,hat,20.0,40.0,desk3,hat12,0.0,40.0,0.0,284.057,0.557,,
578,,confirmation,,html-keyboard-response,578,1011917,0.0-1.0-115.0-0.0-1.0-0.0,0,0,95248,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,0.943,,
579,,isi,,html-keyboard-response,579,1013421,0.0-1.0-115.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.5,1.5,,
580,,feedback,,html-keyboard-response,580,1014428,0.0-1.0-115.0-0.0-3.0-0.0,0,0,95248,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.5,1.0,,
581,,iti,,html-keyboard-response,581,1015436,0.0-1.0-115.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.5,1.0,,
582,,choice,,html-keyboard-response,582,1016187,0.0-1.0-116.0-0.0-0.0,0,0,95248,,747.0,,,75.0,114.0,115.0,2000.0,1000.0,0.0,2.0,0.0,40-80,,1.0,vase,license plate,80.0,40.0,vase7,license plate7,80.0,40.0,8246344.thl.jpg,co-825-fjf.jpg,/static/Category_learning/Stimuli/Experimental_stims/vase/8246344.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/license plate/co-825-fjf.jpg,0.0,license plate,vase,40.0,80.0,license plate7,vase7,40.0,80.0,0.0,289.247,0.747,,
583,,confirmation,,html-keyboard-response,583,1016946,0.0-1.0-116.0-0.0-1.0-0.0,0,0,95248,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,0.753,,
584,,isi,,html-keyboard-response,584,1018951,0.0-1.0-116.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,2.0,,
585,,feedback,,html-keyboard-response,585,1019959,0.0-1.0-116.0-0.0-3.0-0.0,0,0,95248,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,1.0,,
586,,iti,,html-keyboard-response,586,1020967,0.0-1.0-116.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,1.0,,
587,,choice,,html-keyboard-response,587,1021689,0.0-1.0-117.0-0.0-0.0,0,0,95248,,717.0,,,68.0,115.0,116.0,1000.0,1000.0,0.0,2.0,0.0,20-60,,1.0,nail polish,bowl,60.0,20.0,nail polish14,bowl11,80.0,20.0,38031405.JPG,Abowl46.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/38031405.JPG,/static/Category_learning/Stimuli/Experimental_stims/bowl/Abowl46.jpg,1.0,nail polish,bowl,60.0,20.0,nail polish14,bowl11,80.0,20.0,0.0,294.717,0.717,,
588,,confirmation,,html-keyboard-response,588,1022477,0.0-1.0-117.0-0.0-1.0-0.0,0,0,95248,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.5,0.783,,
589,,isi,,html-keyboard-response,589,1023485,0.0-1.0-117.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.5,1.0,,
590,,feedback,,html-keyboard-response,590,1024493,0.0-1.0-117.0-0.0-3.0-0.0,0,0,95248,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.5,1.0,,
591,,iti,,html-keyboard-response,591,1025501,0.0-1.0-117.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.5,1.0,,
592,,choice,,html-keyboard-response,592,1026509,0.0-1.0-118.0-0.0-0.0,0,0,95248,,1003.0,,,75.0,116.0,117.0,1500.0,2000.0,0.0,2.0,1.0,60-60,1.0,,seashell,seashell,60.0,60.0,seashell10,seashell4,40.0,80.0,ASEASHE47.jpg,seashell.jpg,/static/Category_learning/Stimuli/Experimental_stims/seashell/ASEASHE47.jpg,/static/Category_learning/Stimuli/Experimental_stims/seashell/seashell.jpg,0.0,seashell,seashell,60.0,60.0,seashell4,seashell10,80.0,40.0,0.0,299.503,1.003,,
593,,confirmation,,html-keyboard-response,593,1027012,0.0-1.0-118.0-0.0-1.0-0.0,0,0,95248,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,0.497,,
594,,isi,,html-keyboard-response,594,1028520,0.0-1.0-118.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.5,1.5,,
595,,feedback,,html-keyboard-response,595,1029526,0.0-1.0-118.0-0.0-3.0-0.0,0,0,95248,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.5,1.0,,
596,,iti,,html-keyboard-response,596,1031532,0.0-1.0-118.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.5,2.0,,
597,,choice,,html-keyboard-response,597,1032241,0.0-1.0-119.0-0.0-0.0,0,0,95248,,706.0,,,75.0,117.0,118.0,2000.0,2000.0,0.0,2.0,0.0,40-80,,1.0,telescope,frame,80.0,40.0,telescope9,frame5,80.0,40.0,13TELESTAND.jpg,AFRAME136.jpg,/static/Category_learning/Stimuli/Experimental_stims/telescope/13TELESTAND.jpg,/static/Category_learning/Stimuli/Experimental_stims/frame/AFRAME136.jpg,0.0,frame,telescope,40.0,80.0,frame5,telescope9,40.0,80.0,0.0,305.206,0.706,,
598,,confirmation,,html-keyboard-response,598,1033042,0.0-1.0-119.0-0.0-1.0-0.0,0,0,95248,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,0.794,,
599,,isi,,html-keyboard-response,599,1035048,0.0-1.0-119.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,2.0,,
600,,feedback,,html-keyboard-response,600,1036056,0.0-1.0-119.0-0.0-3.0-0.0,0,0,95248,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,1.0,,
601,,iti,,html-keyboard-response,601,1038062,0.0-1.0-119.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,2.0,,
602,,choice,,html-keyboard-response,602,1038702,0.0-1.0-120.0-0.0-0.0,0,0,95248,,637.0,,,68.0,118.0,119.0,2000.0,3000.0,0.0,2.0,0.0,40-60,,1.0,necklace,lipstick,60.0,40.0,necklace11,lipstick9,60.0,60.0,necklascenew06.jpg,P189145_hero.jpg,/static/Category_learning/Stimuli/Experimental_stims/necklace/necklascenew06.jpg,/static/Category_learning/Stimuli/Experimental_stims/lipstick/P189145_hero.jpg,1.0,necklace,lipstick,60.0,40.0,necklace11,lipstick9,60.0,60.0,0.0,311.637,0.637,,
603,,confirmation,,html-keyboard-response,603,1039569,0.0-1.0-120.0-0.0-1.0-0.0,0,0,95248,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.5,0.863,,
604,,isi,,html-keyboard-response,604,1041575,0.0-1.0-120.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.5,2.0,,
605,,feedback,,html-keyboard-response,605,1042579,0.0-1.0-120.0-0.0-3.0-0.0,0,0,95248,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.5,1.0,,
606,,iti,,html-keyboard-response,606,1045586,0.0-1.0-120.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5,3.0,,
607,,choice,,html-keyboard-response,607,1046223,0.0-1.0-121.0-0.0-0.0,0,0,95248,,633.0,,,75.0,119.0,120.0,2000.0,1500.0,0.0,2.0,1.0,60-60,1.0,,necklace,necklace,60.0,60.0,necklace2,necklace11,40.0,60.0,Anecklace7.jpg,necklascenew06.jpg,/static/Category_learning/Stimuli/Experimental_stims/necklace/Anecklace7.jpg,/static/Category_learning/Stimuli/Experimental_stims/necklace/necklascenew06.jpg,0.0,necklace,necklace,60.0,60.0,necklace11,necklace2,60.0,40.0,0.0,319.133,0.633,,
608,,confirmation,,html-keyboard-response,608,1047095,0.0-1.0-121.0-0.0-1.0-0.0,0,0,95248,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,0.867,,
609,,isi,,html-keyboard-response,609,1049100,0.0-1.0-121.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,2.0,,
610,,feedback,,html-keyboard-response,610,1050108,0.0-1.0-121.0-0.0-3.0-0.0,0,0,95248,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,1.0,,
611,,iti,,html-keyboard-response,611,1051621,0.0-1.0-121.0-0.0-5.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.5,1.5,,
612,,choice,,html-keyboard-response,612,1053125,0.0-1.0-122.0-0.0-0.0,0,0,95248,,,,,,120.0,121.0,1000.0,3500.0,0.0,2.0,0.0,40-40,,,key chain,microscope,40.0,40.0,key chain7,microscope9,60.0,60.0,keychain-gentoo-linux.jpg,AMICROS34.jpg,/static/Category_learning/Stimuli/Experimental_stims/key chain/keychain-gentoo-linux.jpg,/static/Category_learning/Stimuli/Experimental_stims/microscope/AMICROS34.jpg,,,,,,,,,,1.0,326.0,1.5,,
613,,isi,,html-keyboard-response,613,1054130,0.0-1.0-122.0-0.0-2.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,1.0,,
614,,no_response,,html-keyboard-response,614,1055136,0.0-1.0-122.0-0.0-4.0-0.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,1.0,,
