,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response
10,,confirmation,,html-keyboard-response,10,20812,0.0-1.0-3.0-0.0-1.0-0.0,0,0,4,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0.968,,,,,
11,,isi,,html-keyboard-response,11,20918,0.0-1.0-3.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3.0,,,,,
12,,feedback,,html-keyboard-response,12,21926,0.0-1.0-3.0-0.0-3.0-0.0,0,0,4,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,
13,,iti,,html-keyboard-response,13,22033,0.0-1.0-3.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.5,,,,,
14,,choice,,html-keyboard-response,14,22372,0.0-1.0-4.0-0.0-0.0,0,0,4,,336.0,,,50.0,2.0,2.0,2000.0,3000.0,1.0,0.0,0.0,60-80,,0.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,26373355.thl.jpg,31K8MR6TMBL._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/26373355.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31K8MR6TMBL._SS500_.jpg,1.0,clock,dumbbell,60.0,80.0,clock2,dumbbell2,60.0,100.0,0.0,12.336,0.336,,,,,
15,,confirmation,,html-keyboard-response,15,23543,0.0-1.0-4.0-0.0-1.0-0.0,0,0,4,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,1.164,,,,,
16,,isi,,html-keyboard-response,16,23650,0.0-1.0-4.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,2.0,,,,,
17,,feedback,,html-keyboard-response,17,24657,0.0-1.0-4.0-0.0-3.0-0.0,0,0,4,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,1.0,,,,,
18,,iti,,html-keyboard-response,18,24764,0.0-1.0-4.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,3.0,,,,,
19,,choice,,html-keyboard-response,19,25220,0.0-1.0-5.0-0.0-0.0,0,0,4,,452.0,,,51.0,3.0,3.0,1000.0,2000.0,1.0,0.0,0.0,40-80,,0.0,calculator,clock,40.0,60.0,calculator1,clock1,40.0,40.0,22829184.thl.jpg,Aalarmclock2.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829184.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/clock/Aalarmclock2.jpg,0.0,clock,calculator,60.0,40.0,clock1,calculator1,40.0,40.0,0.0,19.952,0.452,,,,,
20,,confirmation,,html-keyboard-response,20,26273,0.0-1.0-5.0-0.0-1.0-0.0,0,0,4,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.048,,,,,
21,,isi,,html-keyboard-response,21,26381,0.0-1.0-5.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,,,,,
22,,feedback,,html-keyboard-response,22,27388,0.0-1.0-5.0-0.0-3.0-0.0,0,0,4,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,,,,
23,,iti,,html-keyboard-response,23,27494,0.0-1.0-5.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0,,,,,
24,,choice,,html-keyboard-response,24,27708,0.0-1.0-6.0-0.0-0.0,0,0,4,,210.0,,,51.0,4.0,4.0,2500.0,2500.0,1.0,0.0,0.0,20-60,,1.0,dumbbell,bagel,80.0,20.0,dumbbell3,bagel3,100.0,40.0,41K7QVRX50L._SS500_.jpg,photo-169.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/41K7QVRX50L._SS500_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/photo-169.jpg,0.0,bagel,dumbbell,20.0,80.0,bagel3,dumbbell3,40.0,100.0,0.0,25.21,0.21,1.0,,,,
25,,confirmation,,html-keyboard-response,25,29004,0.0-1.0-6.0-0.0-1.0-0.0,0,0,4,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,1.29,,,,,
26,,isi,,html-keyboard-response,26,29111,0.0-1.0-6.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,2.5,,,,,
27,,feedback,,html-keyboard-response,27,30119,0.0-1.0-6.0-0.0-3.0-0.0,0,0,4,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,
28,,iti,,html-keyboard-response,28,30226,0.0-1.0-6.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,2.5,,,,,
29,,practice_over,,html-keyboard-response,29,31440,0.0-1.0-6.0-0.0-6.0-0.0,0,0,4,,1212.0,,,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,start_run,,html-keyboard-response,30,32871,0.0-1.0-6.0-0.0-6.0-1.0,0,0,4,,1429.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,choice,,html-keyboard-response,31,33301,0.0-1.0-7.0-0.0-0.0,0,0,4,,427.0,,,51.0,5.0,305.0,1500.0,3000.0,0.0,6.0,0.0,20-20,,,flashlight,dresser,20.0,20.0,flashlight11,dresser15,40.0,20.0,new04.jpg,ADRESSE77.jpg,/static/Category_learning/Stimuli/Experimental_stims/flashlight/new04.jpg,/static/Category_learning/Stimuli/Experimental_stims/dresser/ADRESSE77.jpg,0.0,dresser,flashlight,20.0,20.0,dresser15,flashlight11,20.0,40.0,0.0,0.427,0.427,,,,,
32,,confirmation,,html-keyboard-response,32,34381,0.0-1.0-7.0-0.0-1.0-0.0,0,0,4,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.073,,,,,
33,,isi,,html-keyboard-response,33,34487,0.0-1.0-7.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.5,,,,,
34,,feedback,,html-keyboard-response,34,35493,0.0-1.0-7.0-0.0-3.0-0.0,0,0,4,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,
35,,iti,,html-keyboard-response,35,35597,0.0-1.0-7.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,,,,
36,,choice,,html-keyboard-response,36,35782,0.0-1.0-8.0-0.0-0.0,0,0,4,,182.0,,,51.0,6.0,306.0,1000.0,3500.0,0.0,6.0,0.0,40-40,,,microscope,lipstick,40.0,40.0,microscope2,lipstick5,40.0,20.0,3090-b.jpg,P35719_hero.jpg,/static/Category_learning/Stimuli/Experimental_stims/microscope/3090-b.jpg,/static/Category_learning/Stimuli/Experimental_stims/lipstick/P35719_hero.jpg,0.0,lipstick,microscope,40.0,40.0,lipstick5,microscope2,20.0,40.0,0.0,7.182,0.182,,,,,
37,,confirmation,,html-keyboard-response,37,37106,0.0-1.0-8.0-0.0-1.0-0.0,0,0,4,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.318,,,,,
38,,isi,,html-keyboard-response,38,37212,0.0-1.0-8.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,1.0,,,,,
39,,feedback,,html-keyboard-response,39,38215,0.0-1.0-8.0-0.0-3.0-0.0,0,0,4,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.0,,,,,
40,,iti,,html-keyboard-response,40,38322,0.0-1.0-8.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.5,,,,,
41,,choice,,html-keyboard-response,41,38524,0.0-1.0-9.0-0.0-0.0,0,0,4,,199.0,,,50.0,7.0,307.0,3500.0,1500.0,0.0,6.0,0.0,60-80,,1.0,train,nail polish,80.0,60.0,train10,nail polish10,100.0,80.0,train3.jpg,NLM23_opi_nail_polish.jpg,/static/Category_learning/Stimuli/Experimental_stims/train/train3.jpg,/static/Category_learning/Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg,1.0,train,nail polish,80.0,60.0,train10,nail polish10,100.0,80.0,0.0,14.199,0.199,,,,,
42,,confirmation,,html-keyboard-response,42,39831,0.0-1.0-9.0-0.0-1.0-0.0,0,0,4,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,1.301,,,,,
43,,isi,,html-keyboard-response,43,39938,0.0-1.0-9.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.5,,,,,
44,,feedback,,html-keyboard-response,44,40946,0.0-1.0-9.0-0.0-3.0-0.0,0,0,4,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,,,,,
45,,iti,,html-keyboard-response,45,41053,0.0-1.0-9.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,1.5,,,,,
46,,choice,,html-keyboard-response,46,41533,0.0-1.0-10.0-0.0-0.0,0,0,4,,477.0,,,51.0,8.0,308.0,1000.0,2000.0,0.0,6.0,0.0,40-60,,1.0,sofa,key chain,60.0,40.0,sofa5,key chain12,60.0,40.0,ALOVSEA14.jpg,keychain.jpg,/static/Category_learning/Stimuli/Experimental_stims/sofa/ALOVSEA14.jpg,/static/Category_learning/Stimuli/Experimental_stims/key chain/keychain.jpg,0.0,key chain,sofa,40.0,60.0,key chain12,sofa5,40.0,60.0,0.0,21.977,0.477,,,,,
47,,confirmation,,html-keyboard-response,47,42562,0.0-1.0-10.0-0.0-1.0-0.0,0,0,4,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.023,,,,,
48,,isi,,html-keyboard-response,48,42669,0.0-1.0-10.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1.0,,,,,
49,,feedback,,html-keyboard-response,49,43677,0.0-1.0-10.0-0.0-3.0-0.0,0,0,4,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,,,,,
50,,iti,,html-keyboard-response,50,43783,0.0-1.0-10.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,2.0,,,,,
51,,choice,,html-keyboard-response,51,43972,0.0-1.0-11.0-0.0-0.0,0,0,4,,186.0,,,51.0,9.0,309.0,2000.0,3500.0,0.0,6.0,0.0,20-60,,0.0,bench,patio lounge chair,20.0,60.0,bench11,patio lounge chair11,40.0,80.0,22928468.thl.jpg,51830.jpg,/static/Category_learning/Stimuli/Experimental_stims/bench/22928468.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/patio lounge chair/51830.jpg,0.0,patio lounge chair,bench,60.0,20.0,patio lounge chair11,bench11,80.0,40.0,0.0,27.186,0.186,,,,,
52,,confirmation,,html-keyboard-response,52,45293,0.0-1.0-11.0-0.0-1.0-0.0,0,0,4,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,1.314,,,,,
53,,isi,,html-keyboard-response,53,45399,0.0-1.0-11.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,2.0,,,,,
54,,feedback,,html-keyboard-response,54,46407,0.0-1.0-11.0-0.0-3.0-0.0,0,0,4,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,1.0,,,,,
55,,iti,,html-keyboard-response,55,46514,0.0-1.0-11.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,3.5,,,,,
56,,choice,,html-keyboard-response,56,46536,0.0-1.0-12.0-0.0-0.0,0,0,4,,18.0,,,50.0,10.0,310.0,1000.0,1000.0,0.0,6.0,1.0,40-80,0.0,,train,lipstick,80.0,40.0,train10,lipstick5,100.0,20.0,train3.jpg,P35719_hero.jpg,/static/Category_learning/Stimuli/Experimental_stims/train/train3.jpg,/static/Category_learning/Stimuli/Experimental_stims/lipstick/P35719_hero.jpg,1.0,train,lipstick,80.0,40.0,train10,lipstick5,100.0,20.0,0.0,35.018,0.018,,,,,
57,,confirmation,,html-keyboard-response,57,48023,0.0-1.0-12.0-0.0-1.0-0.0,0,0,4,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,1.482,,,,,
58,,isi,,html-keyboard-response,58,48130,0.0-1.0-12.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,1.0,,,,,
59,,feedback,,html-keyboard-response,59,49133,0.0-1.0-12.0-0.0-3.0-0.0,0,0,4,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,1.0,,,,,
60,,iti,,html-keyboard-response,60,49239,0.0-1.0-12.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,1.0,,,,,
61,,choice,,html-keyboard-response,61,49285,0.0-1.0-13.0-0.0-0.0,0,0,4,,42.0,,,50.0,11.0,311.0,1500.0,2000.0,0.0,6.0,1.0,20-40,0.0,,key chain,dresser,40.0,20.0,key chain12,dresser15,40.0,20.0,keychain.jpg,ADRESSE77.jpg,/static/Category_learning/Stimuli/Experimental_stims/key chain/keychain.jpg,/static/Category_learning/Stimuli/Experimental_stims/dresser/ADRESSE77.jpg,1.0,key chain,dresser,40.0,20.0,key chain12,dresser15,40.0,20.0,0.0,39.542,0.042,,,,,
62,,confirmation,,html-keyboard-response,62,50749,0.0-1.0-13.0-0.0-1.0-0.0,0,0,4,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,1.458,,,,,
63,,isi,,html-keyboard-response,63,50855,0.0-1.0-13.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,1.5,,,,,
64,,feedback,,html-keyboard-response,64,51863,0.0-1.0-13.0-0.0-3.0-0.0,0,0,4,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,1.0,,,,,
65,,iti,,html-keyboard-response,65,51970,0.0-1.0-13.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,2.0,,,,,
66,,choice,,html-keyboard-response,66,52046,0.0-1.0-14.0-0.0-0.0,0,0,4,,74.0,,,51.0,12.0,312.0,1500.0,1000.0,0.0,6.0,0.0,40-60,,0.0,key chain,necklace,40.0,60.0,key chain6,necklace1,40.0,80.0,highboy_keychain_ItemCA75384.jpg,26443173.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/key chain/highboy_keychain_ItemCA75384.jpg,/static/Category_learning/Stimuli/Experimental_stims/necklace/26443173.thl.jpg,0.0,necklace,key chain,60.0,40.0,necklace1,key chain6,80.0,40.0,0.0,45.574,0.074,,,,,
67,,confirmation,,html-keyboard-response,67,53479,0.0-1.0-14.0-0.0-1.0-0.0,0,0,4,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,1.426,,,,,
68,,isi,,html-keyboard-response,68,53586,0.0-1.0-14.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,1.5,,,,,
69,,feedback,,html-keyboard-response,69,54594,0.0-1.0-14.0-0.0-3.0-0.0,0,0,4,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,1.0,,,,,
70,,iti,,html-keyboard-response,70,54701,0.0-1.0-14.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,1.0,,,,,
71,,choice,,html-keyboard-response,71,54863,0.0-1.0-15.0-0.0-0.0,0,0,4,,159.0,,,51.0,13.0,313.0,1000.0,1500.0,0.0,6.0,0.0,40-80,,1.0,tent,microscope,80.0,40.0,tent5,microscope10,100.0,20.0,Dome Tentnb87r67.jpg,DS-2.jpg,/static/Category_learning/Stimuli/Experimental_stims/tent/Dome Tentnb87r67.jpg,/static/Category_learning/Stimuli/Experimental_stims/microscope/DS-2.jpg,0.0,microscope,tent,40.0,80.0,microscope10,tent5,20.0,100.0,0.0,50.659,0.159,,,,,
72,,confirmation,,html-keyboard-response,72,56210,0.0-1.0-15.0-0.0-1.0-0.0,0,0,4,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.341,,,,,
73,,isi,,html-keyboard-response,73,56317,0.0-1.0-15.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,1.0,,,,,
74,,feedback,,html-keyboard-response,74,57325,0.0-1.0-15.0-0.0-3.0-0.0,0,0,4,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.0,,,,,
75,,iti,,html-keyboard-response,75,57428,0.0-1.0-15.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,1.5,,,,,
76,,choice,,html-keyboard-response,76,59198,0.0-1.0-16.0-0.0-0.0,0,0,4,,,,,,14.0,314.0,1000.0,1500.0,0.0,6.0,0.0,60-80,,1.0,tape,poker card,80.0,60.0,tape14,poker card1,60.0,40.0,922544.jpg,22864704.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/tape/922544.jpg,/static/Category_learning/Stimuli/Experimental_stims/poker card/22864704.thl.jpg,,,,,,,,,,1.0,57.0,1.5,,,,,
77,,isi,,html-keyboard-response,77,60133,0.0-1.0-16.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,1.0,,,,,
78,,no_response,,html-keyboard-response,78,62316,0.0-1.0-16.0-0.0-4.0-0.0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,1.0,,,,,
79,,iti,,html-keyboard-response,79,63415,0.0-1.0-16.0-0.0-5.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,1.5,,,,,
80,,choice,,html-keyboard-response,80,65496,0.0-1.0-16.0-0.1-0.1,0,0,4,,,,,,14.0,314.0,1000.0,1500.0,0.0,6.0,0.0,60-80,,1.0,tape,poker card,80.0,60.0,tape14,poker card1,60.0,40.0,922544.jpg,22864704.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/tape/922544.jpg,/static/Category_learning/Stimuli/Experimental_stims/poker card/22864704.thl.jpg,,,,,,,,,,1.0,62.0,1.5,,,,,
81,,isi,,html-keyboard-response,81,66062,0.0-1.0-16.0-0.1-2.1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,2.0,,,,,
82,,no_response,,html-keyboard-response,82,67553,0.0-1.0-16.0-0.1-4.1-0.1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,1.0,,,,,
83,,iti,,html-keyboard-response,83,67676,0.0-1.0-16.0-0.1-5.1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1.0,,,,,
84,,choice,,html-keyboard-response,84,70214,0.0-1.0-16.0-0.2-0.2,0,0,4,,,,,,14.0,314.0,1000.0,1500.0,0.0,6.0,0.0,60-80,,1.0,tape,poker card,80.0,60.0,tape14,poker card1,60.0,40.0,922544.jpg,22864704.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/tape/922544.jpg,/static/Category_learning/Stimuli/Experimental_stims/poker card/22864704.thl.jpg,,,,,,,,,,1.0,67.5,1.5,,,,,
85,,isi,,html-keyboard-response,85,71338,0.0-1.0-16.0-0.2-2.2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,2.0,,,,,
86,,no_response,,html-keyboard-response,86,72344,0.0-1.0-16.0-0.2-4.2-0.2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,1.0,,,,,
87,,iti,,html-keyboard-response,87,72465,0.0-1.0-16.0-0.2-5.2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,2.0,,,,,
88,,choice,,html-keyboard-response,88,72551,0.0-1.0-16.0-0.3-0.3,0,0,4,,82.0,,,51.0,14.0,314.0,1000.0,1500.0,0.0,6.0,0.0,60-80,,1.0,tape,poker card,80.0,60.0,tape14,poker card1,60.0,40.0,922544.jpg,22864704.thl.jpg,/static/Category_learning/Stimuli/Experimental_stims/tape/922544.jpg,/static/Category_learning/Stimuli/Experimental_stims/poker card/22864704.thl.jpg,0.0,poker card,tape,60.0,80.0,poker card1,tape14,40.0,60.0,0.0,72.582,0.082,,,,,
89,,confirmation,,html-keyboard-response,89,73976,0.0-1.0-16.0-0.3-1.3-0.3,0,0,4,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,1.418,,,,,
90,,isi,,html-keyboard-response,90,74083,0.0-1.0-16.0-0.3-2.3,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,1.0,,,,,
91,,feedback,,html-keyboard-response,91,75090,0.0-1.0-16.0-0.3-3.3-0.3,0,0,4,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,1.0,,,,,
92,,iti,,html-keyboard-response,92,75197,0.0-1.0-16.0-0.3-5.3,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,2.0,,,,,
93,,choice,,html-keyboard-response,93,75326,0.0-1.0-17.0-0.0-0.0,0,0,4,,125.0,,,51.0,15.0,315.0,1000.0,1000.0,0.0,6.0,0.0,60-60,,,small table,seashell,60.0,60.0,small table2,seashell8,60.0,40.0,Atable126.jpg,ASEASHEL9.jpg,/static/Category_learning/Stimuli/Experimental_stims/small table/Atable126.jpg,/static/Category_learning/Stimuli/Experimental_stims/seashell/ASEASHEL9.jpg,0.0,seashell,small table,60.0,60.0,seashell8,small table2,40.0,60.0,0.0,78.125,0.125,,,,,
94,,confirmation,,html-keyboard-response,94,76706,0.0-1.0-17.0-0.0-1.0-0.0,0,0,4,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,1.375,,,,,
95,,isi,,html-keyboard-response,95,76810,0.0-1.0-17.0-0.0-2.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,1.0,,,,,
96,,feedback,,html-keyboard-response,96,77817,0.0-1.0-17.0-0.0-3.0-0.0,0,0,4,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,1.0,,,,,
