,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response,did_not_enter_response
68,,isi,,html-keyboard-response,68,177645,0.0-1.0-14.0-0.0-2.0,0,0,99,,,,,,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,3.5,,,,,,
69,,feedback,,html-keyboard-response,69,178653,0.0-1.0-14.0-0.0-3.0-0.0,0,0,99,,,,,,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,1.0,,,,,,
70,,iti,,html-keyboard-response,70,180158,0.0-1.0-14.0-0.0-5.0,0,0,99,,,,,,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,1.5,,,,,,
71,,choice,,html-keyboard-response,71,181229,0.0-1.0-15.0-0.0-0.0,0,0,99,,1067.0,,,51.0,13.0,13.0,2000.0,1500.0,0.0,1.0,0.0,20-80,,1.0,bowl,microscope,80.0,20.0,bowl3,microscope15,60.0,40.0,ABOWL8.jpg,Amicroscope23.jpg,/static/Category_learning/Stimuli/Experimental_stims/bowl/ABOWL8.jpg,/static/Category_learning/Stimuli/Experimental_stims/microscope/Amicroscope23.jpg,0.0,microscope,bowl,20.0,80.0,microscope15,bowl3,40.0,60.0,0.0,48.5,1.067,,,,,,
72,,confirmation,,html-keyboard-response,72,181666,0.0-1.0-15.0-0.0-1.0-0.0,0,0,99,,,,,,13.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.567,0.433,,,,,,
73,,isi,,html-keyboard-response,73,183671,0.0-1.0-15.0-0.0-2.0,0,0,99,,,,,,13.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2.0,,,,,,
74,,feedback,,html-keyboard-response,74,184676,0.0-1.0-15.0-0.0-3.0-0.0,0,0,99,,,,,,13.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.0,,,,,,
75,,iti,,html-keyboard-response,75,186183,0.0-1.0-15.0-0.0-5.0,0,0,99,,,,,,13.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,1.5,,,,,,
76,,choice,,html-keyboard-response,76,187537,0.0-1.0-16.0-0.0-0.0,0,0,99,,1350.0,,,51.0,14.0,14.0,1000.0,2000.0,0.0,1.0,0.0,40-80,,1.0,door knob,necklace,80.0,40.0,door knob10,necklace14,80.0,20.0,c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,necklascenew05.jpg,/static/Category_learning/Stimuli/Experimental_stims/door knob/c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,/static/Category_learning/Stimuli/Experimental_stims/necklace/necklascenew05.jpg,0.0,necklace,door knob,40.0,80.0,necklace14,door knob10,20.0,80.0,0.0,54.5,1.35,,,,,,
77,,confirmation,,html-keyboard-response,77,187690,0.0-1.0-16.0-0.0-1.0-0.0,0,0,99,,,,,,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,55.85,0.15,,,,,,
78,,isi,,html-keyboard-response,78,188693,0.0-1.0-16.0-0.0-2.0,0,0,99,,,,,,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,1.0,,,,,,
79,,feedback,,html-keyboard-response,79,189697,0.0-1.0-16.0-0.0-3.0-0.0,0,0,99,,,,,,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,1.0,,,,,,
80,,iti,,html-keyboard-response,80,191700,0.0-1.0-16.0-0.0-5.0,0,0,99,,,,,,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,2.0,,,,,,
81,,choice,,html-keyboard-response,81,192438,0.0-1.0-17.0-0.0-0.0,0,0,99,,734.0,,,50.0,15.0,15.0,1000.0,1500.0,0.0,1.0,0.0,20-40,,0.0,motorcycle,sofa,20.0,40.0,motorcycle10,sofa5,20.0,60.0,motorcycle17.jpg,ALOVSEA14.jpg,/static/Category_learning/Stimuli/Experimental_stims/motorcycle/motorcycle17.jpg,/static/Category_learning/Stimuli/Experimental_stims/sofa/ALOVSEA14.jpg,1.0,motorcycle,sofa,20.0,40.0,motorcycle10,sofa5,20.0,60.0,0.0,60.0,0.734,,,,,,
82,,confirmation,,html-keyboard-response,82,193210,0.0-1.0-17.0-0.0-1.0-0.0,0,0,99,,,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.734,0.766,,,,,,
83,,isi,,html-keyboard-response,83,194214,0.0-1.0-17.0-0.0-2.0,0,0,99,,,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,1.0,,,,,,
84,,feedback,,html-keyboard-response,84,195221,0.0-1.0-17.0-0.0-3.0-0.0,0,0,99,,,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,1.0,,,,,,
85,,iti,,html-keyboard-response,85,196725,0.0-1.0-17.0-0.0-5.0,0,0,99,,,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,1.5,,,,,,
86,,choice,,html-keyboard-response,86,197559,0.0-1.0-18.0-0.0-0.0,0,0,99,,830.0,,,50.0,16.0,16.0,1000.0,3000.0,0.0,1.0,0.0,60-60,,,telescope,yarn,60.0,60.0,telescope6,yarn15,80.0,80.0,LO-telescope-89769.jpg,rainbowscarf-600x394.jpg,/static/Category_learning/Stimuli/Experimental_stims/telescope/LO-telescope-89769.jpg,/static/Category_learning/Stimuli/Experimental_stims/yarn/rainbowscarf-600x394.jpg,1.0,telescope,yarn,60.0,60.0,telescope6,yarn15,80.0,80.0,0.0,65.0,0.83,,,,,,
87,,confirmation,,html-keyboard-response,87,198234,0.0-1.0-18.0-0.0-1.0-0.0,0,0,99,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.83,0.67,,,,,,
88,,isi,,html-keyboard-response,88,199240,0.0-1.0-18.0-0.0-2.0,0,0,99,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,1.0,,,,,,
89,,feedback,,html-keyboard-response,89,200247,0.0-1.0-18.0-0.0-3.0-0.0,0,0,99,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,1.0,,,,,,
90,,iti,,html-keyboard-response,90,203256,0.0-1.0-18.0-0.0-5.0,0,0,99,,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,3.0,,,,,,
