trial_num,block,is_practice,old_trial,pair_type,left_category_value,right_category_value,delta_category_value,high_cat_on_left,iti,isi,left_category,right_category,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_stim_index,right_stim_index,left_img,right_img,left_img_path,right_img_path
108,2,0,0,40-80,40,80,-40,0,1000,3500,watch,frame,watch5,frame7,20,100,582,159,B000GB0Q2K.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_V66976251_.jpg,AFRAME152.jpg,Stimuli/Experimental_stims/watch/B000GB0Q2K.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_V66976251_.jpg,Stimuli/Experimental_stims/frame/AFRAME152.jpg
109,2,0,0,40-60,40,60,-20,0,1000,3000,train,baby carriage,train4,baby carriage12,20,40,530,11,After-RHS-2-web.jpg,Baby_Carriage-1.jpg,Stimuli/Experimental_stims/train/After-RHS-2-web.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Carriage-1.jpg
110,2,0,0,20-60,20,60,-40,0,3500,3500,nail polish,bongo,nail polish15,bongo7,20,40,320,40,MA_NP_WSD.jpg,26461075.thl.jpg,Stimuli/Experimental_stims/nail polish/MA_NP_WSD.jpg,Stimuli/Experimental_stims/bongo/26461075.thl.jpg
111,2,0,0,20-60,60,20,40,1,1500,1000,fan,necklace,fan8,necklace10,80,40,126,332,f_tf1224_angle.jpg,necklascenew03.jpg,Stimuli/Experimental_stims/fan/f_tf1224_angle.jpg,Stimuli/Experimental_stims/necklace/necklascenew03.jpg
112,2,0,0,20-80,80,20,60,1,1500,1000,microscope,sofa,microscope9,sofa5,60,20,280,446,AMICROS34.jpg,ALOVSEA14.jpg,Stimuli/Experimental_stims/microscope/AMICROS34.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA14.jpg
113,2,0,0,20-80,20,80,-60,0,1500,2000,patio lounge chair,license plate,patio lounge chair7,license plate11,0,60,346,231,lg_Serenity_Riviera[1].jpg,az-942-atg.jpg,Stimuli/Experimental_stims/patio lounge chair/lg_Serenity_Riviera[1].jpg,Stimuli/Experimental_stims/license plate/az-942-atg.jpg
114,2,0,0,20-80,20,80,-60,0,1500,1000,seashell,license plate,seashell10,license plate13,20,80,417,233,ASEASHE47.jpg,usa-rj-9517.jpg,Stimuli/Experimental_stims/seashell/ASEASHE47.jpg,Stimuli/Experimental_stims/license plate/usa-rj-9517.jpg
115,2,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
116,2,0,0,40-60,40,60,-20,0,3000,3500,tent,bowl,tent15,bowl11,40,40,524,61,tent_.jpg,Abowl46.jpg,Stimuli/Experimental_stims/tent/tent_.jpg,Stimuli/Experimental_stims/bowl/Abowl46.jpg
117,2,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
118,2,0,0,60-60,60,60,0,NA,2000,2000,bowl,desk,bowl10,desk8,40,60,60,75,Abowl50.jpg,26370118.thl.jpg,Stimuli/Experimental_stims/bowl/Abowl50.jpg,Stimuli/Experimental_stims/desk/26370118.thl.jpg
119,2,0,1,NaN,NA,NA,NA,NA,2000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
120,2,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
121,2,0,0,20-20,20,20,0,NA,1000,1000,small table,necklace,small table4,necklace13,20,0,428,335,ACOFTABLE.jpg,Anecklace19.jpg,Stimuli/Experimental_stims/small table/ACOFTABLE.jpg,Stimuli/Experimental_stims/necklace/Anecklace19.jpg
122,2,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
123,2,0,0,80-80,80,80,0,NA,1000,2000,frame,microscope,frame2,microscope2,80,60,154,273,AFRAME23.jpg,3090-b.jpg,Stimuli/Experimental_stims/frame/AFRAME23.jpg,Stimuli/Experimental_stims/microscope/3090-b.jpg
124,2,0,0,20-60,20,60,-40,0,1000,1500,sofa,baby carriage,sofa6,baby carriage10,0,60,447,9,wilkie-sofa-250h-new-cd.jpg,peg_perego_uno_blu.jpg,Stimuli/Experimental_stims/sofa/wilkie-sofa-250h-new-cd.jpg,Stimuli/Experimental_stims/baby carriage/peg_perego_uno_blu.jpg
125,3,0,0,40-60,60,40,20,1,2000,2000,fan,trumpet,fan3,trumpet10,80,20,121,553,CFT401.jpg,trumpet2.jpg,Stimuli/Experimental_stims/fan/CFT401.jpg,Stimuli/Experimental_stims/trumpet/trumpet2.jpg
126,3,0,0,20-80,20,80,-60,0,1000,1000,power strip,key chain,power strip15,key chain15,40,60,405,218,31oz6aGZN7L._AA262_.jpg,Soft_PVC_Keychain.jpg,Stimuli/Experimental_stims/power strip/31oz6aGZN7L._AA262_.jpg,Stimuli/Experimental_stims/key chain/Soft_PVC_Keychain.jpg
127,3,0,0,20-40,40,20,20,1,1500,1000,telescope,nail polish,telescope2,nail polish10,60,40,494,315,Brass-telescope-60700.jpg,NLM23_opi_nail_polish.jpg,Stimuli/Experimental_stims/telescope/Brass-telescope-60700.jpg,Stimuli/Experimental_stims/nail polish/NLM23_opi_nail_polish.jpg
128,3,0,0,20-80,80,20,60,1,3500,1000,hammer,power strip,hammer14,power strip4,80,0,183,394,hammer.jpg,41D3CX96H9L._AA262_.jpg,Stimuli/Experimental_stims/hammer/hammer.jpg,Stimuli/Experimental_stims/power strip/41D3CX96H9L._AA262_.jpg
129,3,0,0,40-60,60,40,20,1,1000,1000,bench,stool,bench10,stool13,80,20,26,471,APARKBE16.jpg,ASTOOL38.jpg,Stimuli/Experimental_stims/bench/APARKBE16.jpg,Stimuli/Experimental_stims/stool/ASTOOL38.jpg
130,3,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
131,3,0,1,NaN,NA,NA,NA,NA,2000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
132,3,0,0,20-60,20,60,-40,0,3000,3500,small table,door knob,small table2,door knob14,20,80,426,98,Atable126.jpg,500_CLANYKAB.jpg,Stimuli/Experimental_stims/small table/Atable126.jpg,Stimuli/Experimental_stims/door knob/500_CLANYKAB.jpg
133,3,0,0,20-20,20,20,0,NA,1000,1000,seashell,nail polish,seashell2,nail polish2,20,0,409,307,ph_stri_seashell.jpg,froggy_t.jpg,Stimuli/Experimental_stims/seashell/ph_stri_seashell.jpg,Stimuli/Experimental_stims/nail polish/froggy_t.jpg
134,3,0,1,NaN,NA,NA,NA,NA,1500,3500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
135,3,0,0,20-80,80,20,60,1,1500,1500,license plate,sofa,license plate1,sofa15,100,0,221,456,il-423-3784.jpg,APEACHLOV.jpg,Stimuli/Experimental_stims/license plate/il-423-3784.jpg,Stimuli/Experimental_stims/sofa/APEACHLOV.jpg
136,3,0,0,20-80,80,20,60,1,1000,2000,hammer,sofa,hammer15,sofa2,60,20,184,443,Vaughan-32-oz-Hickory-Handle-Ball-Pein-Hammer-S432-B0001LRUJM-L-ARCQ0EBO8TR73_.jpg,ALOVSEA12.jpg,Stimuli/Experimental_stims/hammer/Vaughan-32-oz-Hickory-Handle-Ball-Pein-Hammer-S432-B0001LRUJM-L-ARCQ0EBO8TR73_.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA12.jpg
137,3,0,0,20-20,20,20,0,NA,1500,2000,seashell,small table,seashell4,small table13,40,20,411,437,seashell.jpg,ATABLE25.jpg,Stimuli/Experimental_stims/seashell/seashell.jpg,Stimuli/Experimental_stims/small table/ATABLE25.jpg
138,3,0,0,20-60,60,20,40,1,3500,1500,fan,small table,fan11,small table5,40,40,129,429,n_sf.jpg,Atable145.jpg,Stimuli/Experimental_stims/fan/n_sf.jpg,Stimuli/Experimental_stims/small table/Atable145.jpg
139,3,0,0,80-80,80,80,0,NA,1000,2000,hat,makeup compact,hat1,makeup compact13,60,80,187,267,AGREENHAT.jpg,31YfapjS3TL._AA250_.jpg,Stimuli/Experimental_stims/hat/AGREENHAT.jpg,Stimuli/Experimental_stims/makeup compact/31YfapjS3TL._AA250_.jpg
140,3,0,0,20-60,20,60,-40,0,1000,1000,poker card,dresser,poker card13,dresser8,0,40,386,109,9817197.thl.jpg,Adresser14.jpg,Stimuli/Experimental_stims/poker card/9817197.thl.jpg,Stimuli/Experimental_stims/dresser/Adresser14.jpg
141,3,0,0,20-80,80,20,60,1,1500,2000,motorcycle,seashell,motorcycle4,seashell12,100,0,292,419,motorcycle46.jpg,groscoquilagecreux.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle46.jpg,Stimuli/Experimental_stims/seashell/groscoquilagecreux.jpg
142,3,0,0,20-40,20,40,-20,0,1000,3000,patio lounge chair,watch,patio lounge chair2,watch10,20,60,341,587,Marina-metal-chaise-lounge.jpg,HEU0102124_zoom.jpg,Stimuli/Experimental_stims/patio lounge chair/Marina-metal-chaise-lounge.jpg,Stimuli/Experimental_stims/watch/HEU0102124_zoom.jpg
143,3,0,0,40-80,40,80,-40,0,3000,2000,stool,lipstick,stool3,lipstick1,40,60,461,238,ASTOOL44.jpg,P170102_hero.jpg,Stimuli/Experimental_stims/stool/ASTOOL44.jpg,Stimuli/Experimental_stims/lipstick/P170102_hero.jpg
144,3,0,0,60-60,60,60,0,NA,1500,1000,bongo,flashlight,bongo2,flashlight13,60,40,35,148,26390663.thl.jpg,834808_sk_lg.jpg,Stimuli/Experimental_stims/bongo/26390663.thl.jpg,Stimuli/Experimental_stims/flashlight/834808_sk_lg.jpg
145,3,0,0,40-80,80,40,40,1,2000,3500,hammer,stool,hammer1,stool6,60,20,170,464,fosnaugh.hammer.jpg,ASTOOL30.jpg,Stimuli/Experimental_stims/hammer/fosnaugh.hammer.jpg,Stimuli/Experimental_stims/stool/ASTOOL30.jpg
146,3,0,0,20-40,20,40,-20,0,1000,1000,patio lounge chair,yarn,patio lounge chair12,yarn12,20,40,351,606,rw-mendocinoultrachaisepc032-lg.jpg,Aballofyarn35.jpg,Stimuli/Experimental_stims/patio lounge chair/rw-mendocinoultrachaisepc032-lg.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn35.jpg
147,3,0,0,20-80,80,20,60,1,1000,2000,hat,pen,hat13,pen10,100,40,199,366,Ahatwithfeath.jpg,VP-Raden-FP-L copy.jpg,Stimuli/Experimental_stims/hat/Ahatwithfeath.jpg,Stimuli/Experimental_stims/pen/VP-Raden-FP-L copy.jpg
148,3,0,0,40-60,60,40,20,1,2000,2000,baby carriage,tent,baby carriage8,tent10,40,40,7,519,peg_perego_uno_revi_black.jpg,TENT-DUTCH-GD1-1.jpg,Stimuli/Experimental_stims/baby carriage/peg_perego_uno_revi_black.jpg,Stimuli/Experimental_stims/tent/TENT-DUTCH-GD1-1.jpg
149,3,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
150,3,0,0,20-60,20,60,-40,0,3500,1500,sofa,bench,sofa3,bench5,40,60,444,21,ACOUCH14.jpg,APARKBEN8.jpg,Stimuli/Experimental_stims/sofa/ACOUCH14.jpg,Stimuli/Experimental_stims/bench/APARKBEN8.jpg
151,3,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
152,3,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
153,3,0,0,60-60,60,60,0,NA,1000,3500,bowl,fan,bowl6,fan7,60,60,56,125,Abowl59.jpg,250679_lg.jpg,Stimuli/Experimental_stims/bowl/Abowl59.jpg,Stimuli/Experimental_stims/fan/250679_lg.jpg
154,3,0,0,80-80,80,80,0,NA,2000,1500,hammer,microscope,hammer7,microscope10,100,80,176,281,hammer01.jpg,DS-2.jpg,Stimuli/Experimental_stims/hammer/hammer01.jpg,Stimuli/Experimental_stims/microscope/DS-2.jpg
155,3,0,0,40-40,40,40,0,NA,2000,1500,telescope,yarn,telescope12,yarn7,60,20,504,601,Junior Land and Sky Telescope.jpg,herb garden hy smaller.jpg,Stimuli/Experimental_stims/telescope/Junior Land and Sky Telescope.jpg,Stimuli/Experimental_stims/yarn/herb garden hy smaller.jpg
156,3,0,1,NaN,NA,NA,NA,NA,3500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
157,3,0,1,NaN,NA,NA,NA,NA,1500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
158,3,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
159,3,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
160,3,0,0,40-60,40,60,-20,0,1000,3000,train,door knob,train5,door knob15,60,60,531,99,thumb-briolightsoundsteamengine.jpg,Legacy_oval.jpg,Stimuli/Experimental_stims/train/thumb-briolightsoundsteamengine.jpg,Stimuli/Experimental_stims/door knob/Legacy_oval.jpg
161,3,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
162,3,0,0,40-80,40,80,-40,0,1500,1500,watch,key chain,watch8,key chain12,40,60,585,215,2239.jpg,keychain.jpg,Stimuli/Experimental_stims/watch/2239.jpg,Stimuli/Experimental_stims/key chain/keychain.jpg
163,3,0,0,40-60,40,60,-20,0,2000,1500,trumpet,door knob,trumpet9,door knob6,20,40,552,90,trumpet3.jpg,30fdcb17-b0fd-4f26-8cd8-11adde46fb79_4.jpg,Stimuli/Experimental_stims/trumpet/trumpet3.jpg,Stimuli/Experimental_stims/door knob/30fdcb17-b0fd-4f26-8cd8-11adde46fb79_4.jpg
164,3,0,0,40-60,60,40,20,1,3500,1000,fan,train,fan10,train10,40,40,128,536,n_sf_1666.jpg,train3.jpg,Stimuli/Experimental_stims/fan/n_sf_1666.jpg,Stimuli/Experimental_stims/train/train3.jpg
165,3,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
166,3,0,0,20-60,20,60,-40,0,2000,1000,poker card,dresser,poker card4,dresser3,0,40,377,104,22864728.thl.jpg,ADRESSE79.jpg,Stimuli/Experimental_stims/poker card/22864728.thl.jpg,Stimuli/Experimental_stims/dresser/ADRESSE79.jpg
167,3,0,0,40-80,80,40,40,1,1500,1500,hat,stool,hat15,stool11,60,60,201,469,AFISHHAT2.jpg,ASTOOL28.jpg,Stimuli/Experimental_stims/hat/AFISHHAT2.jpg,Stimuli/Experimental_stims/stool/ASTOOL28.jpg
168,3,0,0,40-40,40,40,0,NA,1500,1000,tape,stool,tape3,stool7,60,60,478,465,ATAPEDIS7.jpg,ASTOOL25.jpg,Stimuli/Experimental_stims/tape/ATAPEDIS7.jpg,Stimuli/Experimental_stims/stool/ASTOOL25.jpg
169,3,0,0,40-80,40,80,-40,0,1000,1000,train,motorcycle,train9,motorcycle5,20,60,535,293,train2.jpg,motorcycle101.jpg,Stimuli/Experimental_stims/train/train2.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle101.jpg
170,3,0,0,40-80,40,80,-40,0,2000,2000,yarn,lipstick,yarn15,lipstick15,20,60,609,252,rainbowscarf-600x394.jpg,P9436_hero.jpg,Stimuli/Experimental_stims/yarn/rainbowscarf-600x394.jpg,Stimuli/Experimental_stims/lipstick/P9436_hero.jpg
171,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
172,3,0,0,40-60,40,60,-20,0,1000,1500,trumpet,baby carriage,trumpet5,baby carriage15,60,40,548,14,408l.jpg,AANBABYC2.jpg,Stimuli/Experimental_stims/trumpet/408l.jpg,Stimuli/Experimental_stims/baby carriage/AANBABYC2.jpg
173,3,0,0,60-80,80,60,20,1,1000,3500,makeup compact,door knob,makeup compact15,door knob4,60,80,269,88,05086681402.jpg,chrome scroll latch handle.jpg,Stimuli/Experimental_stims/makeup compact/05086681402.jpg,Stimuli/Experimental_stims/door knob/chrome scroll latch handle.jpg
174,3,0,0,40-80,40,80,-40,0,1000,3000,train,hat,train3,hat8,60,60,529,194,stackloco.jpg,ABLUEHAT.jpg,Stimuli/Experimental_stims/train/stackloco.jpg,Stimuli/Experimental_stims/hat/ABLUEHAT.jpg
175,3,0,0,60-60,60,60,0,NA,1000,1500,bongo,baby carriage,bongo9,baby carriage1,80,60,42,0,22946035.thl.jpg,babycarriage16.jpg,Stimuli/Experimental_stims/bongo/22946035.thl.jpg,Stimuli/Experimental_stims/baby carriage/babycarriage16.jpg
176,3,0,0,60-80,80,60,20,1,1000,1000,frame,dresser,frame9,dresser10,60,40,161,111,AFRAME188.jpg,ADRESSE14.jpg,Stimuli/Experimental_stims/frame/AFRAME188.jpg,Stimuli/Experimental_stims/dresser/ADRESSE14.jpg
177,3,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
178,3,0,1,NaN,NA,NA,NA,NA,3000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
179,3,0,0,60-80,60,80,-20,0,1500,1000,desk,microscope,desk4,microscope6,80,100,71,277,AbbeyMiniRadialBIG(1).jpg,AMICROS25.jpg,Stimuli/Experimental_stims/desk/AbbeyMiniRadialBIG(1).jpg,Stimuli/Experimental_stims/microscope/AMICROS25.jpg
180,3,0,0,20-80,80,20,60,1,1000,1000,lipstick,sofa,lipstick11,sofa7,100,40,248,448,21SS8DBWDQL._SS500_.jpg,JACKSON-MS6007loveseat59X36X33.jpg,Stimuli/Experimental_stims/lipstick/21SS8DBWDQL._SS500_.jpg,Stimuli/Experimental_stims/sofa/JACKSON-MS6007loveseat59X36X33.jpg
181,3,0,0,20-60,60,20,40,1,3000,1000,bongo,power strip,bongo3,power strip13,60,0,36,403,26390697.thl.jpg,01dccef1-d4b2-4d2e-a317-f2ed46b70b4b_400.jpg,Stimuli/Experimental_stims/bongo/26390697.thl.jpg,Stimuli/Experimental_stims/power strip/01dccef1-d4b2-4d2e-a317-f2ed46b70b4b_400.jpg
182,3,0,0,40-40,40,40,0,NA,1000,1000,watch,vase,watch11,vase14,40,20,588,574,B00020ODHO.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V65957276_.jpg,Avase119.jpg,Stimuli/Experimental_stims/watch/B00020ODHO.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V65957276_.jpg,Stimuli/Experimental_stims/vase/Avase119.jpg
183,3,0,0,20-60,60,20,40,1,1500,3000,bongo,seashell,bongo11,seashell8,80,40,44,415,ABONGO6.jpg,ASEASHEL9.jpg,Stimuli/Experimental_stims/bongo/ABONGO6.jpg,Stimuli/Experimental_stims/seashell/ASEASHEL9.jpg
184,3,0,0,20-20,20,20,0,NA,1500,1000,power strip,small table,power strip11,small table14,0,0,401,438,41Bw7Tl1G7L._AA262_.jpg,Awoodtable13.jpg,Stimuli/Experimental_stims/power strip/41Bw7Tl1G7L._AA262_.jpg,Stimuli/Experimental_stims/small table/Awoodtable13.jpg
185,4,0,0,20-60,60,20,40,1,2000,1500,flashlight,seashell,flashlight5,seashell5,80,0,140,412,Streamlight-71001-Jr-Flashlight-W-batteries-black-B00018A3CG-L.jpg,429345994_b87bb03366.jpg,Stimuli/Experimental_stims/flashlight/Streamlight-71001-Jr-Flashlight-W-batteries-black-B00018A3CG-L.jpg,Stimuli/Experimental_stims/seashell/429345994_b87bb03366.jpg
186,4,0,0,20-60,20,60,-40,0,1000,2000,poker card,door knob,poker card11,door knob12,0,40,384,96,9817013.thl.jpg,500_PRACRYOB.jpg,Stimuli/Experimental_stims/poker card/9817013.thl.jpg,Stimuli/Experimental_stims/door knob/500_PRACRYOB.jpg
187,4,0,0,40-80,80,40,40,1,1000,2000,frame,yarn,frame8,yarn13,80,60,160,607,AFRAME154.jpg,cool blue 2 hpy 2 sml.jpg,Stimuli/Experimental_stims/frame/AFRAME154.jpg,Stimuli/Experimental_stims/yarn/cool blue 2 hpy 2 sml.jpg
188,4,0,0,40-80,40,80,-40,0,2000,1000,watch,key chain,watch14,key chain7,20,80,591,210,HC06.jpg,keychain-gentoo-linux.jpg,Stimuli/Experimental_stims/watch/HC06.jpg,Stimuli/Experimental_stims/key chain/keychain-gentoo-linux.jpg
189,4,0,0,40-80,40,80,-40,0,3500,1000,vase,lipstick,vase1,lipstick4,40,100,561,241,Avase114.jpg,P145703_hero.jpg,Stimuli/Experimental_stims/vase/Avase114.jpg,Stimuli/Experimental_stims/lipstick/P145703_hero.jpg
190,4,0,0,40-60,60,40,20,1,2000,1000,bench,trumpet,bench14,trumpet3,60,60,30,546,APARKBENC.jpg,1000rl-s.jpg,Stimuli/Experimental_stims/bench/APARKBENC.jpg,Stimuli/Experimental_stims/trumpet/1000rl-s.jpg
191,4,0,1,NaN,NA,NA,NA,NA,1000,3500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
192,4,0,0,20-80,80,20,60,1,1500,1000,lipstick,power strip,lipstick10,power strip10,100,20,247,400,21K0D7QKFAL._SS500_.jpg,6bd437c9-6165-4d36-bf75-9a1038783c6a_400.jpg,Stimuli/Experimental_stims/lipstick/21K0D7QKFAL._SS500_.jpg,Stimuli/Experimental_stims/power strip/6bd437c9-6165-4d36-bf75-9a1038783c6a_400.jpg
193,4,0,0,20-60,20,60,-40,0,1500,1500,pen,door knob,pen12,door knob9,0,60,368,93,pen02.jpg,d08d31bb-7484-41db-96f9-297aeb8651cd_4.jpg,Stimuli/Experimental_stims/pen/pen02.jpg,Stimuli/Experimental_stims/door knob/d08d31bb-7484-41db-96f9-297aeb8651cd_4.jpg
194,4,0,0,40-60,40,60,-20,0,2000,2000,tape,bowl,tape13,bowl5,40,60,488,55,920152.jpg,AWOODBOWL.jpg,Stimuli/Experimental_stims/tape/920152.jpg,Stimuli/Experimental_stims/bowl/AWOODBOWL.jpg
195,4,0,0,40-80,40,80,-40,0,1000,1000,train,motorcycle,train12,motorcycle3,60,100,538,291,02565 ride on train.jpg,motorcycle40.jpg,Stimuli/Experimental_stims/train/02565 ride on train.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle40.jpg
196,4,0,0,20-80,80,20,60,1,1500,1500,license plate,pen,license plate7,pen8,100,40,227,364,co-825-fjf.jpg,1383_1749_popup copy.jpg,Stimuli/Experimental_stims/license plate/co-825-fjf.jpg,Stimuli/Experimental_stims/pen/1383_1749_popup copy.jpg
197,4,0,0,20-60,20,60,-40,0,2000,1000,small table,door knob,small table10,door knob8,40,80,434,92,ATABLE41.jpg,pro_l_116_medeco437ul.jpg,Stimuli/Experimental_stims/small table/ATABLE41.jpg,Stimuli/Experimental_stims/door knob/pro_l_116_medeco437ul.jpg
198,4,0,0,20-60,60,20,40,1,1000,1500,baby carriage,nail polish,baby carriage6,nail polish12,80,0,5,317,Baby_Stroller-1.jpg,laquerdUP.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Stroller-1.jpg,Stimuli/Experimental_stims/nail polish/laquerdUP.jpg
199,4,0,1,NaN,NA,NA,NA,NA,3000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
200,4,0,0,20-80,80,20,60,1,1000,1000,makeup compact,patio lounge chair,makeup compact14,patio lounge chair11,60,20,268,350,262597_fpx.jpg,51830.jpg,Stimuli/Experimental_stims/makeup compact/262597_fpx.jpg,Stimuli/Experimental_stims/patio lounge chair/51830.jpg
201,4,0,0,40-80,40,80,-40,0,2000,2000,tent,hat,tent3,hat10,20,80,512,196,73697pp.jpg,Atornhat3.jpg,Stimuli/Experimental_stims/tent/73697pp.jpg,Stimuli/Experimental_stims/hat/Atornhat3.jpg
202,4,0,0,40-80,40,80,-40,0,1500,3000,watch,lipstick,watch4,lipstick12,20,80,581,249,B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,P173709_hero.jpg,Stimuli/Experimental_stims/watch/B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,Stimuli/Experimental_stims/lipstick/P173709_hero.jpg
203,4,0,0,20-20,20,20,0,NA,1000,1500,pen,poker card,pen15,poker card7,20,20,371,380,pen04.jpg,22864416.thl.jpg,Stimuli/Experimental_stims/pen/pen04.jpg,Stimuli/Experimental_stims/poker card/22864416.thl.jpg
204,4,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
205,4,0,0,20-40,40,20,20,1,1000,1000,tent,power strip,tent12,power strip9,60,0,521,399,31316-AZU_m.jpg,9ad9cb76-bc97-4f44-999c-27e7aa039743_400.jpg,Stimuli/Experimental_stims/tent/31316-AZU_m.jpg,Stimuli/Experimental_stims/power strip/9ad9cb76-bc97-4f44-999c-27e7aa039743_400.jpg
206,4,0,0,20-40,20,40,-20,0,1000,1000,pen,trumpet,pen1,trumpet6,20,60,357,549,pen09.jpg,JUP416S.JPG,Stimuli/Experimental_stims/pen/pen09.jpg,Stimuli/Experimental_stims/trumpet/JUP416S.JPG
207,4,0,0,60-60,60,60,0,NA,1000,1000,door knob,flashlight,door knob2,flashlight3,40,80,86,138,500_DECWHIPB.jpg,sl_tasklight_2l3w.jpg,Stimuli/Experimental_stims/door knob/500_DECWHIPB.jpg,Stimuli/Experimental_stims/flashlight/sl_tasklight_2l3w.jpg
208,4,0,0,40-60,60,40,20,1,1000,3500,flashlight,tape,flashlight15,tape12,60,60,150,487,freeplay-xray-wind-up-led-flashlight.jpg,Frog-Tape-Dispenser_F02218A2.jpg,Stimuli/Experimental_stims/flashlight/freeplay-xray-wind-up-led-flashlight.jpg,Stimuli/Experimental_stims/tape/Frog-Tape-Dispenser_F02218A2.jpg
209,4,0,0,40-40,40,40,0,NA,3500,1000,telescope,yarn,telescope13,yarn6,40,20,505,600,Telescope_Pewter_br48540a.jpg,edwardian moment hpy sml.jpg,Stimuli/Experimental_stims/telescope/Telescope_Pewter_br48540a.jpg,Stimuli/Experimental_stims/yarn/edwardian moment hpy sml.jpg
210,4,0,1,NaN,NA,NA,NA,NA,3000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
211,4,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
212,4,0,0,20-20,20,20,0,NA,2000,1000,sofa,poker card,sofa10,poker card5,40,40,451,378,AREDCOUC5.jpg,22864800.thl.jpg,Stimuli/Experimental_stims/sofa/AREDCOUC5.jpg,Stimuli/Experimental_stims/poker card/22864800.thl.jpg
213,4,0,0,20-60,60,20,40,1,1500,1000,dresser,patio lounge chair,dresser1,patio lounge chair5,60,40,102,344,ADRESSE52.jpg,Steel_Assembling_Lounge.jpg,Stimuli/Experimental_stims/dresser/ADRESSE52.jpg,Stimuli/Experimental_stims/patio lounge chair/Steel_Assembling_Lounge.jpg
