trial_num,block,is_practice,old_trial,pair_type,left_category_value,right_category_value,delta_category_value,high_cat_on_left,iti,isi,left_category,right_category,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_stim_index,right_stim_index,left_img,right_img,left_img_path,right_img_path
14,1,0,0,40-80,80,40,40,1,2000,1000,door knob,necklace,door knob10,necklace14,80,20,94,336,c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,necklascenew05.jpg,Stimuli/Experimental_stims/door knob/c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,Stimuli/Experimental_stims/necklace/necklascenew05.jpg
15,1,0,0,20-40,20,40,-20,0,1500,1000,motorcycle,sofa,motorcycle10,sofa5,20,60,298,446,motorcycle17.jpg,ALOVSEA14.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle17.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA14.jpg
16,1,0,0,60-60,60,60,0,NA,3000,1000,telescope,yarn,telescope6,yarn15,80,80,498,609,LO-telescope-89769.jpg,rainbowscarf-600x394.jpg,Stimuli/Experimental_stims/telescope/LO-telescope-89769.jpg,Stimuli/Experimental_stims/yarn/rainbowscarf-600x394.jpg
17,1,0,0,20-20,20,20,0,NA,2000,1500,license plate,makeup compact,license plate10,makeup compact7,40,0,230,261,pa-nfn-011.jpg,P187133_hero.jpg,Stimuli/Experimental_stims/license plate/pa-nfn-011.jpg,Stimuli/Experimental_stims/makeup compact/P187133_hero.jpg
18,1,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
19,1,0,1,NaN,NA,NA,NA,NA,1500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
20,1,0,0,40-80,40,80,-40,0,1000,2000,patio lounge chair,bongo,patio lounge chair11,bongo1,60,100,350,34,51830.jpg,ABONGO22.jpg,Stimuli/Experimental_stims/patio lounge chair/51830.jpg,Stimuli/Experimental_stims/bongo/ABONGO22.jpg
21,1,0,1,NaN,NA,NA,NA,NA,1500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
22,1,0,0,40-80,80,40,40,1,2000,2000,baby carriage,seashell,baby carriage6,seashell2,60,20,5,409,Baby_Stroller-1.jpg,ph_stri_seashell.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Stroller-1.jpg,Stimuli/Experimental_stims/seashell/ph_stri_seashell.jpg
23,1,0,0,20-80,80,20,60,1,1000,1000,dresser,hat,dresser12,hat4,80,20,113,190,ADRESSE58.jpg,JS370.jpg,Stimuli/Experimental_stims/dresser/ADRESSE58.jpg,Stimuli/Experimental_stims/hat/JS370.jpg
24,1,0,0,20-80,80,20,60,1,2000,2000,door knob,hammer,door knob13,hammer15,100,0,97,184,500_CLAWALBC.jpg,Vaughan-32-oz-Hickory-Handle-Ball-Pein-Hammer-S432-B0001LRUJM-L-ARCQ0EBO8TR73_.jpg,Stimuli/Experimental_stims/door knob/500_CLAWALBC.jpg,Stimuli/Experimental_stims/hammer/Vaughan-32-oz-Hickory-Handle-Ball-Pein-Hammer-S432-B0001LRUJM-L-ARCQ0EBO8TR73_.jpg
25,1,0,0,20-40,20,40,-20,0,1500,1000,hammer,nail polish,hammer7,nail polish12,40,40,176,317,hammer01.jpg,laquerdUP.jpg,Stimuli/Experimental_stims/hammer/hammer01.jpg,Stimuli/Experimental_stims/nail polish/laquerdUP.jpg
26,1,0,0,20-60,60,20,40,1,1000,3500,stool,makeup compact,stool4,makeup compact5,40,40,462,259,ASTOOL22.jpg,P109965_hero.jpg,Stimuli/Experimental_stims/stool/ASTOOL22.jpg,Stimuli/Experimental_stims/makeup compact/P109965_hero.jpg
27,1,0,0,40-80,80,40,40,1,3500,1500,flashlight,small table,flashlight12,small table8,80,60,147,432,new05.jpg,ATABLE8.jpg,Stimuli/Experimental_stims/flashlight/new05.jpg,Stimuli/Experimental_stims/small table/ATABLE8.jpg
28,1,0,1,NaN,NA,NA,NA,NA,3000,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
29,1,0,0,20-80,80,20,60,1,1000,3500,bongo,key chain,bongo8,key chain10,80,0,41,213,26390661.thl.jpg,Smurfs_Keychains_Smurf_Row_Boat.jpg,Stimuli/Experimental_stims/bongo/26390661.thl.jpg,Stimuli/Experimental_stims/key chain/Smurfs_Keychains_Smurf_Row_Boat.jpg
30,1,0,0,60-80,60,80,-20,0,2000,1000,tape,baby carriage,tape15,baby carriage10,80,100,490,9,MMMC15BK.jpg,peg_perego_uno_blu.jpg,Stimuli/Experimental_stims/tape/MMMC15BK.jpg,Stimuli/Experimental_stims/baby carriage/peg_perego_uno_blu.jpg
31,1,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
32,1,0,0,20-60,20,60,-40,0,1000,1000,frame,vase,frame4,vase9,40,60,156,569,AFRAME125.jpg,Avasewithang2.jpg,Stimuli/Experimental_stims/frame/AFRAME125.jpg,Stimuli/Experimental_stims/vase/Avasewithang2.jpg
33,1,0,0,40-40,40,40,0,NA,1500,1000,power strip,necklace,power strip5,necklace3,60,20,395,325,93e4a283-bcd6-4ad1-8add-339658cda0fc_400.jpg,26388201.thl.jpg,Stimuli/Experimental_stims/power strip/93e4a283-bcd6-4ad1-8add-339658cda0fc_400.jpg,Stimuli/Experimental_stims/necklace/26388201.thl.jpg
34,1,0,0,40-60,40,60,-20,0,3000,2000,patio lounge chair,yarn,patio lounge chair14,yarn8,40,40,353,602,2987951.jpg,smonlineyarn-285x250.jpg,Stimuli/Experimental_stims/patio lounge chair/2987951.jpg,Stimuli/Experimental_stims/yarn/smonlineyarn-285x250.jpg
35,1,0,1,NaN,NA,NA,NA,NA,3500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
36,1,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
37,1,0,0,60-60,60,60,0,NA,1000,1000,tape,train,tape10,train6,80,40,485,532,26377601.thl.jpg,train9.jpg,Stimuli/Experimental_stims/tape/26377601.thl.jpg,Stimuli/Experimental_stims/train/train9.jpg
38,1,0,0,40-80,40,80,-40,0,3500,1500,patio lounge chair,bowl,patio lounge chair8,bowl6,20,80,347,56,43-1.jpg,Abowl59.jpg,Stimuli/Experimental_stims/patio lounge chair/43-1.jpg,Stimuli/Experimental_stims/bowl/Abowl59.jpg
39,1,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
40,1,0,0,40-60,40,60,-20,0,1500,1000,nail polish,watch,nail polish14,watch15,20,80,319,592,38031405.JPG,20-171-6.jpg,Stimuli/Experimental_stims/nail polish/38031405.JPG,Stimuli/Experimental_stims/watch/20-171-6.jpg
41,1,0,0,20-20,20,20,0,NA,3000,1500,hammer,license plate,hammer5,license plate14,20,0,174,234,hammer02.jpg,fl-hel-bel.jpg,Stimuli/Experimental_stims/hammer/hammer02.jpg,Stimuli/Experimental_stims/license plate/fl-hel-bel.jpg
42,1,0,0,40-40,40,40,0,NA,1000,1500,poker card,necklace,poker card15,necklace9,40,60,388,331,9816946.thl.jpg,ANECKLACE.jpg,Stimuli/Experimental_stims/poker card/9816946.thl.jpg,Stimuli/Experimental_stims/necklace/ANECKLACE.jpg
43,1,0,0,20-20,20,20,0,NA,3500,1000,microscope,hammer,microscope5,hammer11,0,0,276,180,emMicroscope.jpg,8oz-hammer-copy.jpg,Stimuli/Experimental_stims/microscope/emMicroscope.jpg,Stimuli/Experimental_stims/hammer/8oz-hammer-copy.jpg
44,1,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
45,1,0,0,80-80,80,80,0,NA,1500,1000,baby carriage,fan,baby carriage8,fan7,60,80,7,125,peg_perego_uno_revi_black.jpg,250679_lg.jpg,Stimuli/Experimental_stims/baby carriage/peg_perego_uno_revi_black.jpg,Stimuli/Experimental_stims/fan/250679_lg.jpg
46,1,0,0,40-60,40,60,-20,0,1000,2000,seashell,telescope,seashell1,telescope12,40,40,408,504,Aseashe34.jpg,Junior Land and Sky Telescope.jpg,Stimuli/Experimental_stims/seashell/Aseashe34.jpg,Stimuli/Experimental_stims/telescope/Junior Land and Sky Telescope.jpg
47,1,0,0,20-40,40,20,20,1,1000,2000,small table,hat,small table2,hat7,60,20,426,193,Atable126.jpg,ASTRHATFL.jpg,Stimuli/Experimental_stims/small table/Atable126.jpg,Stimuli/Experimental_stims/hat/ASTRHATFL.jpg
48,1,0,0,20-60,60,20,40,1,1500,1000,tape,hammer,tape2,hammer10,40,40,477,179,Tape_Dispenser.jpg,Tabla Hammer.JPG,Stimuli/Experimental_stims/tape/Tape_Dispenser.jpg,Stimuli/Experimental_stims/hammer/Tabla Hammer.JPG
49,1,0,1,NaN,NA,NA,NA,NA,1500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
50,1,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
51,1,0,0,20-80,80,20,60,1,1500,3500,bench,frame,bench6,frame7,60,20,22,159,26370121.thl.jpg,AFRAME152.jpg,Stimuli/Experimental_stims/bench/26370121.thl.jpg,Stimuli/Experimental_stims/frame/AFRAME152.jpg
52,1,0,0,20-80,80,20,60,1,1000,1000,bench,motorcycle,bench5,motorcycle7,60,20,21,295,APARKBEN8.jpg,MotoSmall.jpg,Stimuli/Experimental_stims/bench/APARKBEN8.jpg,Stimuli/Experimental_stims/motorcycle/MotoSmall.jpg
53,1,0,0,60-60,60,60,0,NA,2000,2000,stool,yarn,stool9,yarn9,60,40,467,603,ASTOOL7.jpg,Aballofyarn26.jpg,Stimuli/Experimental_stims/stool/ASTOOL7.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn26.jpg
54,1,0,0,60-80,60,80,-20,0,1000,1000,stool,bench,stool7,bench7,60,100,465,23,ASTOOL25.jpg,ACONBENCH.jpg,Stimuli/Experimental_stims/stool/ASTOOL25.jpg,Stimuli/Experimental_stims/bench/ACONBENCH.jpg
55,1,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
56,1,0,0,40-60,60,40,20,1,1000,3000,train,poker card,train11,poker card6,80,40,537,379,train1.jpg,22864212.thl.jpg,Stimuli/Experimental_stims/train/train1.jpg,Stimuli/Experimental_stims/poker card/22864212.thl.jpg
57,1,0,0,80-80,80,80,0,NA,1500,1000,door knob,baby carriage,door knob7,baby carriage9,60,100,91,8,doorknob2.jpg,Antique baby Carriage 7.jpg,Stimuli/Experimental_stims/door knob/doorknob2.jpg,Stimuli/Experimental_stims/baby carriage/Antique baby Carriage 7.jpg
58,1,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
59,1,0,0,60-80,60,80,-20,0,1000,3500,watch,bench,watch9,bench10,40,100,586,26,mens-diamond-watches-euro-48733-ab.jpg,APARKBE16.jpg,Stimuli/Experimental_stims/watch/mens-diamond-watches-euro-48733-ab.jpg,Stimuli/Experimental_stims/bench/APARKBE16.jpg
60,1,0,0,40-40,40,40,0,NA,1000,1500,pen,necklace,pen8,necklace12,60,40,364,334,1383_1749_popup copy.jpg,necklascenew07.jpg,Stimuli/Experimental_stims/pen/1383_1749_popup copy.jpg,Stimuli/Experimental_stims/necklace/necklascenew07.jpg
61,1,0,0,20-60,60,20,40,1,1000,1000,train,hammer,train15,hammer14,40,40,541,183,master-TD006.jpg,hammer.jpg,Stimuli/Experimental_stims/train/master-TD006.jpg,Stimuli/Experimental_stims/hammer/hammer.jpg
62,1,0,0,20-80,80,20,60,1,1000,1000,dresser,key chain,dresser13,key chain7,80,40,114,210,ADRESSE70.jpg,keychain-gentoo-linux.jpg,Stimuli/Experimental_stims/dresser/ADRESSE70.jpg,Stimuli/Experimental_stims/key chain/keychain-gentoo-linux.jpg
63,1,0,1,NaN,NA,NA,NA,NA,3500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
64,1,0,0,40-80,40,80,-40,0,2000,1500,sofa,fan,sofa9,fan15,20,60,450,133,ALOVSEAT9.jpg,n_hsf.jpg,Stimuli/Experimental_stims/sofa/ALOVSEAT9.jpg,Stimuli/Experimental_stims/fan/n_hsf.jpg
65,2,0,0,20-60,60,20,40,1,1000,3500,telescope,key chain,telescope4,key chain14,60,0,496,217,TELESCOPE_BLACK_GOOD_SMALL.jpg,Jif Keychain 285.jpg,Stimuli/Experimental_stims/telescope/TELESCOPE_BLACK_GOOD_SMALL.jpg,Stimuli/Experimental_stims/key chain/Jif Keychain 285.jpg
66,2,0,0,20-60,20,60,-40,0,1000,2000,key chain,yarn,key chain3,yarn2,20,80,206,596,Keychain_Voice_Recorder.jpg,Aballofyarn66.jpg,Stimuli/Experimental_stims/key chain/Keychain_Voice_Recorder.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn66.jpg
67,2,0,0,40-60,40,60,-20,0,1000,1000,small table,watch,small table15,watch2,60,60,439,579,ATABLE20.jpg,AL0004-03E_MED.jpg,Stimuli/Experimental_stims/small table/ATABLE20.jpg,Stimuli/Experimental_stims/watch/AL0004-03E_MED.jpg
68,2,0,0,40-60,60,40,20,1,1000,3500,yarn,necklace,yarn11,necklace7,60,60,605,329,Aballofpinky2.jpg,Anecklace12.jpg,Stimuli/Experimental_stims/yarn/Aballofpinky2.jpg,Stimuli/Experimental_stims/necklace/Anecklace12.jpg
69,2,0,0,20-80,80,20,60,1,1000,1500,bongo,hat,bongo10,hat3,60,0,43,189,22945915.thl.jpg,Astrawhat49.jpg,Stimuli/Experimental_stims/bongo/22945915.thl.jpg,Stimuli/Experimental_stims/hat/Astrawhat49.jpg
70,2,0,1,NaN,NA,NA,NA,NA,1500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
71,2,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
72,2,0,0,20-60,20,60,-40,0,2000,1000,microscope,telescope,microscope12,telescope14,0,80,283,506,usbdigitalmicroscope1_small1.jpg,T09748dt.jpg,Stimuli/Experimental_stims/microscope/usbdigitalmicroscope1_small1.jpg,Stimuli/Experimental_stims/telescope/T09748dt.jpg
73,2,0,0,20-80,80,20,60,1,1000,1000,bench,hat,bench13,hat14,80,0,29,200,ABROWNBE4.jpg,Ahat136.jpg,Stimuli/Experimental_stims/bench/ABROWNBE4.jpg,Stimuli/Experimental_stims/hat/Ahat136.jpg
74,2,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
75,2,0,0,20-20,20,20,0,NA,2000,1000,motorcycle,hat,motorcycle6,hat13,40,0,294,199,motorcycle45364t4t.jpg,Ahatwithfeath.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle45364t4t.jpg,Stimuli/Experimental_stims/hat/Ahatwithfeath.jpg
76,2,0,0,40-80,80,40,40,1,1000,1000,desk,patio lounge chair,desk4,patio lounge chair13,80,20,71,352,AbbeyMiniRadialBIG(1).jpg,grosfillex-bahia-resin-chaise-lounges.jpg,Stimuli/Experimental_stims/desk/AbbeyMiniRadialBIG(1).jpg,Stimuli/Experimental_stims/patio lounge chair/grosfillex-bahia-resin-chaise-lounges.jpg
77,2,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
78,2,0,0,20-40,40,20,20,1,1000,2000,patio lounge chair,hat,patio lounge chair7,hat2,40,40,346,188,lg_Serenity_Riviera[1].jpg,Ahatwithfeat7.jpg,Stimuli/Experimental_stims/patio lounge chair/lg_Serenity_Riviera[1].jpg,Stimuli/Experimental_stims/hat/Ahatwithfeat7.jpg
79,2,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
80,2,0,0,20-80,20,80,-60,0,1500,1000,hat,flashlight,hat9,flashlight7,40,60,195,142,Astrawhat44.jpg,11900.jpg,Stimuli/Experimental_stims/hat/Astrawhat44.jpg,Stimuli/Experimental_stims/flashlight/11900.jpg
81,2,0,0,40-60,60,40,20,1,1500,2000,telescope,sofa,telescope2,sofa15,60,40,494,456,Brass-telescope-60700.jpg,APEACHLOV.jpg,Stimuli/Experimental_stims/telescope/Brass-telescope-60700.jpg,Stimuli/Experimental_stims/sofa/APEACHLOV.jpg
82,2,0,0,20-60,60,20,40,1,1000,2000,train,makeup compact,train2,makeup compact15,80,40,528,269,iron_train.jpg,05086681402.jpg,Stimuli/Experimental_stims/train/iron_train.jpg,Stimuli/Experimental_stims/makeup compact/05086681402.jpg
83,2,0,0,40-40,40,40,0,NA,1000,3500,sofa,power strip,sofa4,power strip11,20,60,445,401,ALOVSEA15.jpg,41Bw7Tl1G7L._AA262_.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA15.jpg,Stimuli/Experimental_stims/power strip/41Bw7Tl1G7L._AA262_.jpg
84,2,0,0,20-80,20,80,-60,0,1000,1500,hammer,bongo,hammer2,bongo3,0,100,171,36,hammer04.jpg,26390697.thl.jpg,Stimuli/Experimental_stims/hammer/hammer04.jpg,Stimuli/Experimental_stims/bongo/26390697.thl.jpg
85,2,0,0,40-60,60,40,20,1,1000,1500,trumpet,power strip,trumpet10,power strip15,60,20,553,405,trumpet2.jpg,31oz6aGZN7L._AA262_.jpg,Stimuli/Experimental_stims/trumpet/trumpet2.jpg,Stimuli/Experimental_stims/power strip/31oz6aGZN7L._AA262_.jpg
86,2,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
87,2,0,1,NaN,NA,NA,NA,NA,1500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
88,2,0,0,20-20,20,20,0,NA,1500,1000,key chain,motorcycle,key chain13,motorcycle14,0,20,216,302,Fancy_Liquid_Column_Shape_Key_Ring_with_Floater.jpg,motorcycle11.jpg,Stimuli/Experimental_stims/key chain/Fancy_Liquid_Column_Shape_Key_Ring_with_Floater.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle11.jpg
89,2,0,0,40-80,40,80,-40,0,2000,2000,small table,fan,small table14,fan11,40,80,438,129,Awoodtable13.jpg,n_sf.jpg,Stimuli/Experimental_stims/small table/Awoodtable13.jpg,Stimuli/Experimental_stims/fan/n_sf.jpg
90,2,0,0,40-80,80,40,40,1,3500,2000,baby carriage,patio lounge chair,baby carriage1,patio lounge chair6,100,40,0,345,babycarriage16.jpg,Lounge_Chair_with_Pillow.jpg,Stimuli/Experimental_stims/baby carriage/babycarriage16.jpg,Stimuli/Experimental_stims/patio lounge chair/Lounge_Chair_with_Pillow.jpg
91,2,0,0,40-80,40,80,-40,0,2000,1000,patio lounge chair,bowl,patio lounge chair10,bowl2,20,100,349,52,51831.jpg,AMIXBOWL2.jpg,Stimuli/Experimental_stims/patio lounge chair/51831.jpg,Stimuli/Experimental_stims/bowl/AMIXBOWL2.jpg
92,2,0,0,60-80,60,80,-20,0,1500,1500,tent,dresser,tent12,dresser10,40,60,521,111,31316-AZU_m.jpg,ADRESSE14.jpg,Stimuli/Experimental_stims/tent/31316-AZU_m.jpg,Stimuli/Experimental_stims/dresser/ADRESSE14.jpg
93,2,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
94,2,0,0,40-80,40,80,-40,0,1000,1500,necklace,fan,necklace5,fan9,60,80,327,127,necklascenew08.jpg,FT-40A.jpg,Stimuli/Experimental_stims/necklace/necklascenew08.jpg,Stimuli/Experimental_stims/fan/FT-40A.jpg
95,2,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
96,2,0,0,60-60,60,60,0,NA,3500,2000,train,watch,train10,watch5,60,60,536,582,train3.jpg,B000GB0Q2K.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_V66976251_.jpg,Stimuli/Experimental_stims/train/train3.jpg,Stimuli/Experimental_stims/watch/B000GB0Q2K.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_V66976251_.jpg
97,2,0,0,40-60,40,60,-20,0,1500,1000,small table,stool,small table11,stool14,40,40,435,472,ATABLE83.jpg,hjscott-sbs-b-bar-stool.jpg,Stimuli/Experimental_stims/small table/ATABLE83.jpg,Stimuli/Experimental_stims/stool/hjscott-sbs-b-bar-stool.jpg
98,2,0,0,40-60,40,60,-20,0,1000,1000,small table,stool,small table9,stool8,60,80,433,466,ATABLE79.jpg,ASTOOL33.jpg,Stimuli/Experimental_stims/small table/ATABLE79.jpg,Stimuli/Experimental_stims/stool/ASTOOL33.jpg
99,2,0,0,20-60,60,20,40,1,2000,1000,tent,microscope,tent5,microscope1,80,20,514,272,Dome Tentnb87r67.jpg,digital-blue-microscope-qx5-md.jpg,Stimuli/Experimental_stims/tent/Dome Tentnb87r67.jpg,Stimuli/Experimental_stims/microscope/digital-blue-microscope-qx5-md.jpg
100,2,0,1,NaN,NA,NA,NA,NA,1500,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
101,2,0,0,20-60,60,20,40,1,1000,1000,telescope,key chain,telescope5,key chain4,80,40,497,207,digimarc.jpg,Gumby_Green-Keychain.jpg,Stimuli/Experimental_stims/telescope/digimarc.jpg,Stimuli/Experimental_stims/key chain/Gumby_Green-Keychain.jpg
102,2,0,0,20-80,80,20,60,1,2000,3000,bongo,motorcycle,bongo2,motorcycle13,60,0,35,301,26390663.thl.jpg,2005-Buell-FireboltXB12R.jpg,Stimuli/Experimental_stims/bongo/26390663.thl.jpg,Stimuli/Experimental_stims/motorcycle/2005-Buell-FireboltXB12R.jpg
103,2,0,0,20-60,20,60,-40,0,3000,1000,microscope,tent,microscope9,tent4,20,60,280,513,AMICROS34.jpg,Atent12.jpg,Stimuli/Experimental_stims/microscope/AMICROS34.jpg,Stimuli/Experimental_stims/tent/Atent12.jpg
104,2,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
105,2,0,0,20-60,60,20,40,1,1500,1000,telescope,lipstick,telescope7,lipstick4,40,20,499,241,telescope-talm.jpg,P145703_hero.jpg,Stimuli/Experimental_stims/telescope/telescope-talm.jpg,Stimuli/Experimental_stims/lipstick/P145703_hero.jpg
106,2,0,1,NaN,NA,NA,NA,NA,3000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
107,2,0,1,NaN,NA,NA,NA,NA,3500,3500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
108,2,0,0,20-80,80,20,60,1,3500,1500,bongo,makeup compact,bongo4,makeup compact11,80,20,37,265,26390708.thl.jpg,P190255_hero.jpg,Stimuli/Experimental_stims/bongo/26390708.thl.jpg,Stimuli/Experimental_stims/makeup compact/P190255_hero.jpg
