trial_num,block,is_practice,old_trial,pair_type,left_category_value,right_category_value,delta_category_value,high_cat_on_left,iti,isi,left_category,right_category,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_stim_index,right_stim_index,left_img,right_img,left_img_path,right_img_path
106,2,0,0,20-80,20,80,-60,0,1000,2000,dresser,stool,dresser9,stool14,40,60,110,472,ADRESSER.jpg,hjscott-sbs-b-bar-stool.jpg,Stimuli/Experimental_stims/dresser/ADRESSER.jpg,Stimuli/Experimental_stims/stool/hjscott-sbs-b-bar-stool.jpg
107,2,0,1,NaN,NA,NA,NA,NA,3000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
108,2,0,0,40-60,60,40,20,1,1500,1000,seashell,license plate,seashell15,license plate10,60,60,422,230,ASEASHE39.jpg,pa-nfn-011.jpg,Stimuli/Experimental_stims/seashell/ASEASHE39.jpg,Stimuli/Experimental_stims/license plate/pa-nfn-011.jpg
109,2,0,0,20-40,40,20,20,1,1000,1000,makeup compact,bowl,makeup compact8,bowl8,40,0,262,58,P189207_hero.jpg,ASLVBOWL.jpg,Stimuli/Experimental_stims/makeup compact/P189207_hero.jpg,Stimuli/Experimental_stims/bowl/ASLVBOWL.jpg
110,2,0,0,80-80,80,80,0,NA,2000,1000,tape,trumpet,tape13,trumpet10,80,100,488,553,920152.jpg,trumpet2.jpg,Stimuli/Experimental_stims/tape/920152.jpg,Stimuli/Experimental_stims/trumpet/trumpet2.jpg
111,2,0,1,NaN,NA,NA,NA,NA,2000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
112,2,0,0,60-80,80,60,20,1,1000,1500,vase,seashell,vase6,seashell4,60,80,566,411,vase_crystal.jpg,seashell.jpg,Stimuli/Experimental_stims/vase/vase_crystal.jpg,Stimuli/Experimental_stims/seashell/seashell.jpg
113,2,0,0,80-80,80,80,0,NA,2000,3000,yarn,trumpet,yarn9,trumpet15,100,100,603,558,Aballofyarn26.jpg,trumpet.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn26.jpg,Stimuli/Experimental_stims/trumpet/trumpet.jpg
114,2,0,0,20-40,40,20,20,1,1000,1500,hat,desk,hat12,desk3,40,0,198,70,Aformalhat5.jpg,D-1 Four drawers desk Elm 64x23x33.jpg,Stimuli/Experimental_stims/hat/Aformalhat5.jpg,Stimuli/Experimental_stims/desk/D-1 Four drawers desk Elm 64x23x33.jpg
115,2,0,0,40-80,80,40,40,1,1000,2000,vase,license plate,vase7,license plate7,80,40,567,227,8246344.thl.jpg,co-825-fjf.jpg,Stimuli/Experimental_stims/vase/8246344.thl.jpg,Stimuli/Experimental_stims/license plate/co-825-fjf.jpg
116,2,0,0,20-60,60,20,40,1,1000,1000,nail polish,bowl,nail polish14,bowl11,80,20,319,61,38031405.JPG,Abowl46.jpg,Stimuli/Experimental_stims/nail polish/38031405.JPG,Stimuli/Experimental_stims/bowl/Abowl46.jpg
117,2,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
118,2,0,0,40-80,80,40,40,1,2000,2000,telescope,frame,telescope9,frame5,80,40,501,157,13TELESTAND.jpg,AFRAME136.jpg,Stimuli/Experimental_stims/telescope/13TELESTAND.jpg,Stimuli/Experimental_stims/frame/AFRAME136.jpg
119,2,0,0,40-60,60,40,20,1,3000,2000,necklace,lipstick,necklace11,lipstick9,60,60,333,246,necklascenew06.jpg,P189145_hero.jpg,Stimuli/Experimental_stims/necklace/necklascenew06.jpg,Stimuli/Experimental_stims/lipstick/P189145_hero.jpg
120,2,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
121,2,0,0,40-40,40,40,0,NA,3500,1000,key chain,microscope,key chain7,microscope9,60,60,210,280,keychain-gentoo-linux.jpg,AMICROS34.jpg,Stimuli/Experimental_stims/key chain/keychain-gentoo-linux.jpg,Stimuli/Experimental_stims/microscope/AMICROS34.jpg
122,2,0,0,20-60,60,20,40,1,1000,2000,necklace,flashlight,necklace12,flashlight7,60,20,334,142,necklascenew07.jpg,11900.jpg,Stimuli/Experimental_stims/necklace/necklascenew07.jpg,Stimuli/Experimental_stims/flashlight/11900.jpg
123,2,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
124,2,0,1,NaN,NA,NA,NA,NA,3500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
125,3,0,0,20-20,20,20,0,NA,1000,1000,fan,baby carriage,fan8,baby carriage4,20,20,126,3,f_tf1224_angle.jpg,26373711.thl.jpg,Stimuli/Experimental_stims/fan/f_tf1224_angle.jpg,Stimuli/Experimental_stims/baby carriage/26373711.thl.jpg
126,3,0,0,60-60,60,60,0,NA,2000,1000,patio lounge chair,pen,patio lounge chair10,pen1,60,80,349,357,51831.jpg,pen09.jpg,Stimuli/Experimental_stims/patio lounge chair/51831.jpg,Stimuli/Experimental_stims/pen/pen09.jpg
127,3,0,0,80-80,80,80,0,NA,1000,1000,yarn,tent,yarn14,tent14,80,80,608,523,Aballofyarn3.jpg,inflatable-tent.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn3.jpg,Stimuli/Experimental_stims/tent/inflatable-tent.jpg
128,3,0,0,20-40,20,40,-20,0,3000,1000,bongo,key chain,bongo15,key chain11,0,20,48,214,26390728.thl.jpg,31H95JKXWNL._SS500_.jpg,Stimuli/Experimental_stims/bongo/26390728.thl.jpg,Stimuli/Experimental_stims/key chain/31H95JKXWNL._SS500_.jpg
129,3,0,0,60-60,60,60,0,NA,1000,1000,seashell,power strip,seashell12,power strip7,40,80,419,397,groscoquilagecreux.jpg,412YZ25RFBL._AA262_.jpg,Stimuli/Experimental_stims/seashell/groscoquilagecreux.jpg,Stimuli/Experimental_stims/power strip/412YZ25RFBL._AA262_.jpg
130,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
131,3,0,0,20-60,60,20,40,1,1000,1000,necklace,bowl,necklace13,bowl9,80,40,335,59,Anecklace19.jpg,21123_285.jpg,Stimuli/Experimental_stims/necklace/Anecklace19.jpg,Stimuli/Experimental_stims/bowl/21123_285.jpg
132,3,0,0,40-80,40,80,-40,0,2000,2000,motorcycle,train,motorcycle15,train4,60,100,303,530,2006-Buell-LightningXB12Sa.jpg,After-RHS-2-web.jpg,Stimuli/Experimental_stims/motorcycle/2006-Buell-LightningXB12Sa.jpg,Stimuli/Experimental_stims/train/After-RHS-2-web.jpg
133,3,0,0,80-80,80,80,0,NA,2000,2000,train,telescope,train6,telescope7,100,60,532,499,train9.jpg,telescope-talm.jpg,Stimuli/Experimental_stims/train/train9.jpg,Stimuli/Experimental_stims/telescope/telescope-talm.jpg
134,3,0,0,20-60,20,60,-40,0,1000,1500,baby carriage,power strip,baby carriage12,power strip2,20,80,11,392,Baby_Carriage-1.jpg,59d69605-c8c8-4899-bd98-2ef78045147e_300.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Carriage-1.jpg,Stimuli/Experimental_stims/power strip/59d69605-c8c8-4899-bd98-2ef78045147e_300.jpg
135,3,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
136,3,0,0,40-60,40,60,-20,0,1500,1000,microscope,sofa,microscope8,sofa10,40,80,279,451,AMICROS21.jpg,AREDCOUC5.jpg,Stimuli/Experimental_stims/microscope/AMICROS21.jpg,Stimuli/Experimental_stims/sofa/AREDCOUC5.jpg
137,3,0,0,40-60,40,60,-20,0,3500,2000,frame,pen,frame9,pen7,20,60,161,363,AFRAME188.jpg,1259_2341_popup1.jpg,Stimuli/Experimental_stims/frame/AFRAME188.jpg,Stimuli/Experimental_stims/pen/1259_2341_popup1.jpg
138,3,0,0,20-80,80,20,60,1,1000,2000,watch,bongo,watch9,bongo14,60,40,586,47,mens-diamond-watches-euro-48733-ab.jpg,26390667.thl.jpg,Stimuli/Experimental_stims/watch/mens-diamond-watches-euro-48733-ab.jpg,Stimuli/Experimental_stims/bongo/26390667.thl.jpg
139,3,0,0,40-60,60,40,20,1,3500,1000,small table,hammer,small table9,hammer9,60,40,433,178,ATABLE79.jpg,AHAMMER5.jpg,Stimuli/Experimental_stims/small table/ATABLE79.jpg,Stimuli/Experimental_stims/hammer/AHAMMER5.jpg
140,3,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
141,3,0,0,40-80,40,80,-40,0,2000,1000,license plate,watch,license plate5,watch8,40,80,225,585,va-eew.jpg,2239.jpg,Stimuli/Experimental_stims/license plate/va-eew.jpg,Stimuli/Experimental_stims/watch/2239.jpg
142,3,0,0,40-60,60,40,20,1,1000,1000,patio lounge chair,microscope,patio lounge chair13,microscope15,60,60,352,286,grosfillex-bahia-resin-chaise-lounges.jpg,Amicroscope23.jpg,Stimuli/Experimental_stims/patio lounge chair/grosfillex-bahia-resin-chaise-lounges.jpg,Stimuli/Experimental_stims/microscope/Amicroscope23.jpg
143,3,0,0,60-80,60,80,-20,0,2000,1000,power strip,telescope,power strip1,telescope14,60,100,391,506,6a30daf6-943c-4ced-bfa0-c42f35b22380_400.jpg,T09748dt.jpg,Stimuli/Experimental_stims/power strip/6a30daf6-943c-4ced-bfa0-c42f35b22380_400.jpg,Stimuli/Experimental_stims/telescope/T09748dt.jpg
144,3,0,0,40-60,60,40,20,1,1500,2000,nail polish,lipstick,nail polish9,lipstick8,60,60,314,245,8037_O.jpg,P174215_hero.jpg,Stimuli/Experimental_stims/nail polish/8037_O.jpg,Stimuli/Experimental_stims/lipstick/P174215_hero.jpg
145,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
146,3,0,0,20-40,40,20,20,1,1500,1500,hammer,fan,hammer14,fan10,40,20,183,128,hammer.jpg,n_sf_1666.jpg,Stimuli/Experimental_stims/hammer/hammer.jpg,Stimuli/Experimental_stims/fan/n_sf_1666.jpg
147,3,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
148,3,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
149,3,0,0,40-80,40,80,-40,0,1000,3500,microscope,train,microscope3,train9,40,60,274,535,APDB.jpg,train2.jpg,Stimuli/Experimental_stims/microscope/APDB.jpg,Stimuli/Experimental_stims/train/train2.jpg
150,3,0,0,60-60,60,60,0,NA,2000,1000,necklace,small table,necklace7,small table11,60,40,329,435,Anecklace12.jpg,ATABLE83.jpg,Stimuli/Experimental_stims/necklace/Anecklace12.jpg,Stimuli/Experimental_stims/small table/ATABLE83.jpg
151,3,0,0,20-60,20,60,-40,0,2000,1000,flashlight,power strip,flashlight12,power strip14,20,60,147,404,new05.jpg,88b2c724-e781-44ae-85d5-27b7591f659d_400.jpg,Stimuli/Experimental_stims/flashlight/new05.jpg,Stimuli/Experimental_stims/power strip/88b2c724-e781-44ae-85d5-27b7591f659d_400.jpg
152,3,0,0,40-40,40,40,0,NA,1000,1000,lipstick,hat,lipstick11,hat10,40,60,248,196,21SS8DBWDQL._SS500_.jpg,Atornhat3.jpg,Stimuli/Experimental_stims/lipstick/21SS8DBWDQL._SS500_.jpg,Stimuli/Experimental_stims/hat/Atornhat3.jpg
153,3,0,1,NaN,NA,NA,NA,NA,3500,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
154,3,0,0,40-40,40,40,0,NA,1500,2000,hat,motorcycle,hat7,motorcycle5,60,60,193,293,ASTRHATFL.jpg,motorcycle101.jpg,Stimuli/Experimental_stims/hat/ASTRHATFL.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle101.jpg
155,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
156,3,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
157,3,0,0,40-60,60,40,20,1,3000,1500,sofa,hammer,sofa12,hammer5,60,20,453,174,ShelterSofaS6.jpg,hammer02.jpg,Stimuli/Experimental_stims/sofa/ShelterSofaS6.jpg,Stimuli/Experimental_stims/hammer/hammer02.jpg
158,3,0,0,40-80,40,80,-40,0,1500,1500,microscope,telescope,microscope14,telescope12,40,60,285,504,AMICROS40.jpg,Junior Land and Sky Telescope.jpg,Stimuli/Experimental_stims/microscope/AMICROS40.jpg,Stimuli/Experimental_stims/telescope/Junior Land and Sky Telescope.jpg
159,3,0,0,40-60,40,60,-20,0,1000,1500,hat,nail polish,hat1,nail polish15,40,60,187,320,AGREENHAT.jpg,MA_NP_WSD.jpg,Stimuli/Experimental_stims/hat/AGREENHAT.jpg,Stimuli/Experimental_stims/nail polish/MA_NP_WSD.jpg
160,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
161,3,0,0,20-80,80,20,60,1,2000,3000,tape,door knob,tape8,door knob7,100,40,483,91,18095_lg.jpg,doorknob2.jpg,Stimuli/Experimental_stims/tape/18095_lg.jpg,Stimuli/Experimental_stims/door knob/doorknob2.jpg
162,3,0,0,60-80,80,60,20,1,3000,1500,telescope,nail polish,telescope1,nail polish12,60,60,493,317,celestron nexstar 114 gt reflector telescope.jpg,laquerdUP.jpg,Stimuli/Experimental_stims/telescope/celestron nexstar 114 gt reflector telescope.jpg,Stimuli/Experimental_stims/nail polish/laquerdUP.jpg
163,3,0,0,20-60,60,20,40,1,1500,3500,pen,door knob,pen5,door knob10,60,20,361,94,1550_1475_popup1.jpg,c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,Stimuli/Experimental_stims/pen/1550_1475_popup1.jpg,Stimuli/Experimental_stims/door knob/c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg
164,3,0,0,40-80,80,40,40,1,1000,3000,watch,makeup compact,watch6,makeup compact11,60,60,583,265,B0000X04VC.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_.jpg,P190255_hero.jpg,Stimuli/Experimental_stims/watch/B0000X04VC.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_.jpg,Stimuli/Experimental_stims/makeup compact/P190255_hero.jpg
165,3,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
166,3,0,0,20-80,80,20,60,1,1000,1500,train,bowl,train2,bowl15,80,0,528,65,iron_train.jpg,Awhitebowl2.jpg,Stimuli/Experimental_stims/train/iron_train.jpg,Stimuli/Experimental_stims/bowl/Awhitebowl2.jpg
167,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
168,3,0,0,20-80,80,20,60,1,1500,2000,vase,desk,vase13,desk9,100,40,573,76,designer-metal-vase.jpg,desk 189dr96dr chr.jpg,Stimuli/Experimental_stims/vase/designer-metal-vase.jpg,Stimuli/Experimental_stims/desk/desk 189dr96dr chr.jpg
169,3,0,0,20-80,80,20,60,1,1500,1000,stool,door knob,stool8,door knob9,80,40,466,93,ASTOOL33.jpg,d08d31bb-7484-41db-96f9-297aeb8651cd_4.jpg,Stimuli/Experimental_stims/stool/ASTOOL33.jpg,Stimuli/Experimental_stims/door knob/d08d31bb-7484-41db-96f9-297aeb8651cd_4.jpg
170,3,0,0,20-60,60,20,40,1,3000,3500,nail polish,bongo,nail polish5,bongo8,40,20,310,41,182_t.jpg,26390661.thl.jpg,Stimuli/Experimental_stims/nail polish/182_t.jpg,Stimuli/Experimental_stims/bongo/26390661.thl.jpg
171,3,0,0,20-40,20,40,-20,0,1000,1500,bench,frame,bench8,frame4,20,60,24,156,APARKBE14.jpg,AFRAME125.jpg,Stimuli/Experimental_stims/bench/APARKBE14.jpg,Stimuli/Experimental_stims/frame/AFRAME125.jpg
172,3,0,0,60-80,60,80,-20,0,1500,2000,pen,vase,pen2,vase15,80,100,358,575,Montblanc-Blu-Starwalker-BP copy.jpg,catphoto.jpg,Stimuli/Experimental_stims/pen/Montblanc-Blu-Starwalker-BP copy.jpg,Stimuli/Experimental_stims/vase/catphoto.jpg
173,3,0,0,40-40,40,40,0,NA,1000,3000,lipstick,hat,lipstick4,hat11,20,40,241,197,P145703_hero.jpg,AFELTHAT.jpg,Stimuli/Experimental_stims/lipstick/P145703_hero.jpg,Stimuli/Experimental_stims/hat/AFELTHAT.jpg
174,3,0,0,20-60,20,60,-40,0,2000,1000,door knob,necklace,door knob5,necklace9,20,80,89,331,Parth_Portofino_500.jpg,ANECKLACE.jpg,Stimuli/Experimental_stims/door knob/Parth_Portofino_500.jpg,Stimuli/Experimental_stims/necklace/ANECKLACE.jpg
175,3,0,0,20-60,60,20,40,1,1500,3500,patio lounge chair,baby carriage,patio lounge chair8,baby carriage2,60,40,347,1,43-1.jpg,Baby_Carriage.jpg,Stimuli/Experimental_stims/patio lounge chair/43-1.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Carriage.jpg
176,3,0,0,40-80,80,40,40,1,1000,1000,train,license plate,train1,license plate4,80,60,527,224,Model_Train.jpg,ca-2flt842.jpg,Stimuli/Experimental_stims/train/Model_Train.jpg,Stimuli/Experimental_stims/license plate/ca-2flt842.jpg
177,3,0,0,20-20,20,20,0,NA,1500,1000,bench,dresser,bench3,dresser5,0,40,19,106,26419540.thl.jpg,ADRESSE55.jpg,Stimuli/Experimental_stims/bench/26419540.thl.jpg,Stimuli/Experimental_stims/dresser/ADRESSE55.jpg
178,3,0,0,20-80,20,80,-60,0,3500,3000,dresser,train,dresser10,train15,40,80,111,541,ADRESSE14.jpg,master-TD006.jpg,Stimuli/Experimental_stims/dresser/ADRESSE14.jpg,Stimuli/Experimental_stims/train/master-TD006.jpg
179,3,0,0,20-20,20,20,0,NA,3500,1000,dresser,fan,dresser8,fan13,20,40,109,131,Adresser14.jpg,511976_sk_lg.jpg,Stimuli/Experimental_stims/dresser/Adresser14.jpg,Stimuli/Experimental_stims/fan/511976_sk_lg.jpg
180,3,0,1,NaN,NA,NA,NA,NA,2000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
181,3,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
182,3,0,0,20-80,80,20,60,1,1500,1000,vase,dresser,vase4,dresser4,60,0,564,105,Avase111.jpg,ADRESSE40.jpg,Stimuli/Experimental_stims/vase/Avase111.jpg,Stimuli/Experimental_stims/dresser/ADRESSE40.jpg
183,3,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
184,3,0,0,40-80,80,40,40,1,1500,3500,trumpet,hat,trumpet5,hat14,100,20,548,200,408l.jpg,Ahat136.jpg,Stimuli/Experimental_stims/trumpet/408l.jpg,Stimuli/Experimental_stims/hat/Ahat136.jpg
185,4,0,0,60-60,60,60,0,NA,1000,2000,necklace,pen,necklace6,pen15,80,40,328,371,Agoldnecklace.jpg,pen04.jpg,Stimuli/Experimental_stims/necklace/Agoldnecklace.jpg,Stimuli/Experimental_stims/pen/pen04.jpg
186,4,0,0,20-80,20,80,-60,0,1000,2000,fan,watch,fan5,watch5,0,100,123,582,Table_Fan.jpg,B000GB0Q2K.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_V66976251_.jpg,Stimuli/Experimental_stims/fan/Table_Fan.jpg,Stimuli/Experimental_stims/watch/B000GB0Q2K.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_V66976251_.jpg
187,4,0,0,60-80,60,80,-20,0,1500,2000,small table,trumpet,small table3,trumpet1,60,60,427,544,Atable122.jpg,JUPITER+TROMPETTE+606MRL.JPG,Stimuli/Experimental_stims/small table/Atable122.jpg,Stimuli/Experimental_stims/trumpet/JUPITER+TROMPETTE+606MRL.JPG
188,4,0,0,20-60,60,20,40,1,3500,1000,power strip,baby carriage,power strip6,baby carriage6,40,40,396,5,41AWBNXQRML._AA262_.jpg,Baby_Stroller-1.jpg,Stimuli/Experimental_stims/power strip/41AWBNXQRML._AA262_.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Stroller-1.jpg
189,4,0,0,80-80,80,80,0,NA,1000,3500,tape,tent,tape4,tent12,60,80,479,521,70924.jpg,31316-AZU_m.jpg,Stimuli/Experimental_stims/tape/70924.jpg,Stimuli/Experimental_stims/tent/31316-AZU_m.jpg
190,4,0,0,20-80,80,20,60,1,1500,1000,watch,door knob,watch7,door knob8,100,0,584,92,0900631b80baee56M.jpg,pro_l_116_medeco437ul.jpg,Stimuli/Experimental_stims/watch/0900631b80baee56M.jpg,Stimuli/Experimental_stims/door knob/pro_l_116_medeco437ul.jpg
191,4,0,0,20-80,20,80,-60,0,2000,1500,bench,telescope,bench15,telescope5,0,80,31,497,Abench12.jpg,digimarc.jpg,Stimuli/Experimental_stims/bench/Abench12.jpg,Stimuli/Experimental_stims/telescope/digimarc.jpg
192,4,0,0,40-80,40,80,-40,0,1500,1500,frame,telescope,frame10,telescope13,20,60,162,505,AFRAME107.jpg,Telescope_Pewter_br48540a.jpg,Stimuli/Experimental_stims/frame/AFRAME107.jpg,Stimuli/Experimental_stims/telescope/Telescope_Pewter_br48540a.jpg
193,4,0,0,60-60,60,60,0,NA,3500,1500,pen,sofa,pen13,sofa1,60,40,369,442,pen07.jpg,sofa-Nicholassingleseater-th.jpg,Stimuli/Experimental_stims/pen/pen07.jpg,Stimuli/Experimental_stims/sofa/sofa-Nicholassingleseater-th.jpg
194,4,0,0,60-80,60,80,-20,0,1500,1500,sofa,tape,sofa9,tape15,40,60,450,490,ALOVSEAT9.jpg,MMMC15BK.jpg,Stimuli/Experimental_stims/sofa/ALOVSEAT9.jpg,Stimuli/Experimental_stims/tape/MMMC15BK.jpg
195,4,0,0,40-80,40,80,-40,0,1000,1000,hat,train,hat6,train12,20,80,192,538,Acasualhat5.jpg,02565 ride on train.jpg,Stimuli/Experimental_stims/hat/Acasualhat5.jpg,Stimuli/Experimental_stims/train/02565 ride on train.jpg
196,4,0,0,40-60,40,60,-20,0,1000,3500,frame,sofa,frame6,sofa8,20,60,158,449,AFRAME123.jpg,allegro-leather-sofa-med2.jpg,Stimuli/Experimental_stims/frame/AFRAME123.jpg,Stimuli/Experimental_stims/sofa/allegro-leather-sofa-med2.jpg
197,4,0,0,40-80,80,40,40,1,1500,1500,watch,motorcycle,watch12,motorcycle2,60,60,589,290,snl003_MED.jpg,motorcycle33.jpg,Stimuli/Experimental_stims/watch/snl003_MED.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle33.jpg
198,4,0,1,NaN,NA,NA,NA,NA,3500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
199,4,0,0,40-80,40,80,-40,0,1000,3000,motorcycle,yarn,motorcycle14,yarn5,20,80,302,599,motorcycle11.jpg,Aballofyarn14.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle11.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn14.jpg
200,4,0,0,40-40,40,40,0,NA,2000,1000,microscope,frame,microscope5,frame7,60,40,276,159,emMicroscope.jpg,AFRAME152.jpg,Stimuli/Experimental_stims/microscope/emMicroscope.jpg,Stimuli/Experimental_stims/frame/AFRAME152.jpg
201,4,0,0,40-80,40,80,-40,0,1000,2000,hammer,watch,hammer8,watch4,60,60,177,581,ct1006_hammer.jpg,B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,Stimuli/Experimental_stims/hammer/ct1006_hammer.jpg,Stimuli/Experimental_stims/watch/B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg
202,4,0,0,40-80,40,80,-40,0,1000,1000,makeup compact,trumpet,makeup compact10,trumpet3,20,80,264,546,P95108_hero.jpg,1000rl-s.jpg,Stimuli/Experimental_stims/makeup compact/P95108_hero.jpg,Stimuli/Experimental_stims/trumpet/1000rl-s.jpg
203,4,0,0,40-60,60,40,20,1,1000,1000,pen,motorcycle,pen12,motorcycle1,40,40,368,289,pen02.jpg,motorcycle30.jpg,Stimuli/Experimental_stims/pen/pen02.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle30.jpg
204,4,0,1,NaN,NA,NA,NA,NA,2000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
205,4,0,0,20-80,80,20,60,1,1000,2000,yarn,baby carriage,yarn11,baby carriage11,80,0,605,10,Aballofpinky2.jpg,Baby_Carriage-2.jpg,Stimuli/Experimental_stims/yarn/Aballofpinky2.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Carriage-2.jpg
206,4,0,0,20-60,20,60,-40,0,1000,1000,desk,seashell,desk2,seashell1,40,40,69,408,AA Luffield Radial crescent Desk 1600mm x 1200mm.jpg,Aseashe34.jpg,Stimuli/Experimental_stims/desk/AA Luffield Radial crescent Desk 1600mm x 1200mm.jpg,Stimuli/Experimental_stims/seashell/Aseashe34.jpg
207,4,0,0,20-40,40,20,20,1,2000,1500,license plate,bowl,license plate3,bowl5,60,0,223,55,tx-r17-wbx.jpg,AWOODBOWL.jpg,Stimuli/Experimental_stims/license plate/tx-r17-wbx.jpg,Stimuli/Experimental_stims/bowl/AWOODBOWL.jpg
208,4,0,0,20-60,60,20,40,1,2000,2000,small table,flashlight,small table7,flashlight15,60,20,431,150,ATABLE89.jpg,freeplay-xray-wind-up-led-flashlight.jpg,Stimuli/Experimental_stims/small table/ATABLE89.jpg,Stimuli/Experimental_stims/flashlight/freeplay-xray-wind-up-led-flashlight.jpg
209,4,0,0,20-60,20,60,-40,0,2000,1000,dresser,sofa,dresser3,sofa11,20,60,104,452,ADRESSE79.jpg,ALOVSEA19.jpg,Stimuli/Experimental_stims/dresser/ADRESSE79.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA19.jpg
210,4,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
211,4,0,1,NaN,NA,NA,NA,NA,1000,3500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
212,4,0,0,40-80,40,80,-40,0,3000,1000,key chain,train,key chain8,train3,40,60,211,529,Keychain01.jpg,stackloco.jpg,Stimuli/Experimental_stims/key chain/Keychain01.jpg,Stimuli/Experimental_stims/train/stackloco.jpg
213,4,0,1,NaN,NA,NA,NA,NA,1000,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
214,4,0,0,40-60,40,60,-20,0,1000,3000,hammer,small table,hammer6,small table10,40,40,175,434,hammer03.jpg,ATABLE41.jpg,Stimuli/Experimental_stims/hammer/hammer03.jpg,Stimuli/Experimental_stims/small table/ATABLE41.jpg
215,4,0,0,40-60,60,40,20,1,1500,1500,patio lounge chair,frame,patio lounge chair2,frame2,40,60,341,154,Marina-metal-chaise-lounge.jpg,AFRAME23.jpg,Stimuli/Experimental_stims/patio lounge chair/Marina-metal-chaise-lounge.jpg,Stimuli/Experimental_stims/frame/AFRAME23.jpg
