trial_num,block,is_practice,old_trial,pair_type,left_category_value,right_category_value,delta_category_value,high_cat_on_left,iti,isi,left_category,right_category,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_stim_index,right_stim_index,left_img,right_img,left_img_path,right_img_path
108,2,0,0,60-80,60,80,-20,0,1000,1500,key chain,necklace,key chain10,necklace15,40,80,213,337,Smurfs_Keychains_Smurf_Row_Boat.jpg,necklascenew04.jpg,Stimuli/Experimental_stims/key chain/Smurfs_Keychains_Smurf_Row_Boat.jpg,Stimuli/Experimental_stims/necklace/necklascenew04.jpg
109,2,0,0,40-60,60,40,20,1,3500,1000,microscope,bongo,microscope14,bongo4,80,40,285,37,AMICROS40.jpg,26390708.thl.jpg,Stimuli/Experimental_stims/microscope/AMICROS40.jpg,Stimuli/Experimental_stims/bongo/26390708.thl.jpg
110,2,0,0,20-80,20,80,-60,0,3500,3500,stool,pen,stool4,pen5,0,80,462,361,ASTOOL22.jpg,1550_1475_popup1.jpg,Stimuli/Experimental_stims/stool/ASTOOL22.jpg,Stimuli/Experimental_stims/pen/1550_1475_popup1.jpg
111,2,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
112,2,0,0,20-80,20,80,-60,0,1000,1000,stool,nail polish,stool7,nail polish3,0,60,465,308,ASTOOL25.jpg,327636.jpg,Stimuli/Experimental_stims/stool/ASTOOL25.jpg,Stimuli/Experimental_stims/nail polish/327636.jpg
113,2,0,0,20-80,20,80,-60,0,1000,1500,vase,pen,vase15,pen14,0,80,575,370,catphoto.jpg,pen05.jpg,Stimuli/Experimental_stims/vase/catphoto.jpg,Stimuli/Experimental_stims/pen/pen05.jpg
114,2,0,0,20-60,20,60,-40,0,2000,3500,yarn,motorcycle,yarn4,motorcycle14,20,60,598,302,amethyst dreaming boho hy sml.jpg,motorcycle11.jpg,Stimuli/Experimental_stims/yarn/amethyst dreaming boho hy sml.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle11.jpg
115,2,0,0,20-80,80,20,60,1,2000,2000,poker card,train,poker card12,train5,80,40,385,531,22865676.thl.jpg,thumb-briolightsoundsteamengine.jpg,Stimuli/Experimental_stims/poker card/22865676.thl.jpg,Stimuli/Experimental_stims/train/thumb-briolightsoundsteamengine.jpg
116,2,0,0,40-60,40,60,-20,0,1500,2000,bench,key chain,bench13,key chain7,60,80,29,210,ABROWNBE4.jpg,keychain-gentoo-linux.jpg,Stimuli/Experimental_stims/bench/ABROWNBE4.jpg,Stimuli/Experimental_stims/key chain/keychain-gentoo-linux.jpg
117,2,0,0,20-60,60,20,40,1,2000,1000,makeup compact,yarn,makeup compact10,yarn10,80,20,264,604,P95108_hero.jpg,revelation-yarn.jpg,Stimuli/Experimental_stims/makeup compact/P95108_hero.jpg,Stimuli/Experimental_stims/yarn/revelation-yarn.jpg
118,2,0,0,40-80,40,80,-40,0,1500,1000,dresser,seashell,dresser5,seashell12,20,60,106,419,ADRESSE55.jpg,groscoquilagecreux.jpg,Stimuli/Experimental_stims/dresser/ADRESSE55.jpg,Stimuli/Experimental_stims/seashell/groscoquilagecreux.jpg
119,2,0,0,20-40,20,40,-20,0,3500,1000,watch,bongo,watch9,bongo5,20,20,586,38,mens-diamond-watches-euro-48733-ab.jpg,ABONGDRUM.jpg,Stimuli/Experimental_stims/watch/mens-diamond-watches-euro-48733-ab.jpg,Stimuli/Experimental_stims/bongo/ABONGDRUM.jpg
120,2,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
121,2,0,0,40-80,80,40,40,1,3000,3000,small table,fan,small table5,fan3,100,40,429,121,Atable145.jpg,CFT401.jpg,Stimuli/Experimental_stims/small table/Atable145.jpg,Stimuli/Experimental_stims/fan/CFT401.jpg
122,2,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
123,2,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
124,2,0,0,20-60,20,60,-40,0,1000,3500,trumpet,license plate,trumpet9,license plate11,20,40,552,231,trumpet3.jpg,az-942-atg.jpg,Stimuli/Experimental_stims/trumpet/trumpet3.jpg,Stimuli/Experimental_stims/license plate/az-942-atg.jpg
125,3,0,0,40-80,40,80,-40,0,1000,1500,door knob,sofa,door knob11,sofa4,60,100,95,445,500_MEAMEAOB.jpg,ALOVSEA15.jpg,Stimuli/Experimental_stims/door knob/500_MEAMEAOB.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA15.jpg
126,3,0,0,60-60,60,60,0,NA,2000,1000,makeup compact,frame,makeup compact11,frame14,60,60,265,166,P190255_hero.jpg,AFRAME129.jpg,Stimuli/Experimental_stims/makeup compact/P190255_hero.jpg,Stimuli/Experimental_stims/frame/AFRAME129.jpg
127,3,0,0,20-20,20,20,0,NA,1000,1500,vase,stool,vase10,stool9,20,20,570,467,Avase143.jpg,ASTOOL7.jpg,Stimuli/Experimental_stims/vase/Avase143.jpg,Stimuli/Experimental_stims/stool/ASTOOL7.jpg
128,3,0,0,40-40,40,40,0,NA,1000,1500,fan,desk,fan7,desk7,40,40,125,74,250679_lg.jpg,D-3  One drawer desk  Ming 41.5x25x32.jpg,Stimuli/Experimental_stims/fan/250679_lg.jpg,Stimuli/Experimental_stims/desk/D-3  One drawer desk  Ming 41.5x25x32.jpg
129,3,0,0,40-40,40,40,0,NA,1500,3500,bench,flashlight,bench10,flashlight8,60,20,26,143,APARKBE16.jpg,Streamlight-Stinger-Rechargeable-Flashlight-with-Charger-Black-75014-B00008BFSI-L.jpg,Stimuli/Experimental_stims/bench/APARKBE16.jpg,Stimuli/Experimental_stims/flashlight/Streamlight-Stinger-Rechargeable-Flashlight-with-Charger-Black-75014-B00008BFSI-L.jpg
130,3,0,0,20-80,20,80,-60,0,2000,2000,stool,nail polish,stool5,nail polish11,0,100,463,316,ASTOOL23.jpg,Revlon_Super_Top_Speed_Chrome_Nail_Polish-resized200.jpg,Stimuli/Experimental_stims/stool/ASTOOL23.jpg,Stimuli/Experimental_stims/nail polish/Revlon_Super_Top_Speed_Chrome_Nail_Polish-resized200.jpg
131,3,0,0,40-60,40,60,-20,0,1000,2000,fan,microscope,fan8,microscope7,60,80,126,278,f_tf1224_angle.jpg,microscope.jpg,Stimuli/Experimental_stims/fan/f_tf1224_angle.jpg,Stimuli/Experimental_stims/microscope/microscope.jpg
132,3,0,0,20-60,20,60,-40,0,3500,1500,yarn,hammer,yarn14,hammer11,0,80,608,180,Aballofyarn3.jpg,8oz-hammer-copy.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn3.jpg,Stimuli/Experimental_stims/hammer/8oz-hammer-copy.jpg
133,3,0,1,NaN,NA,NA,NA,NA,1000,3500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
134,3,0,0,20-60,20,60,-40,0,3500,1000,telescope,hammer,telescope4,hammer10,20,80,496,179,TELESCOPE_BLACK_GOOD_SMALL.jpg,Tabla Hammer.JPG,Stimuli/Experimental_stims/telescope/TELESCOPE_BLACK_GOOD_SMALL.jpg,Stimuli/Experimental_stims/hammer/Tabla Hammer.JPG
135,3,0,1,NaN,NA,NA,NA,NA,3500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
136,3,0,0,20-80,20,80,-60,0,1500,1000,vase,small table,vase2,small table9,40,60,562,433,Avase106.jpg,ATABLE79.jpg,Stimuli/Experimental_stims/vase/Avase106.jpg,Stimuli/Experimental_stims/small table/ATABLE79.jpg
137,3,0,0,60-80,60,80,-20,0,1000,1000,frame,sofa,frame2,sofa8,60,100,154,449,AFRAME23.jpg,allegro-leather-sofa-med2.jpg,Stimuli/Experimental_stims/frame/AFRAME23.jpg,Stimuli/Experimental_stims/sofa/allegro-leather-sofa-med2.jpg
138,3,0,0,40-80,80,40,40,1,1000,1500,sofa,dresser,sofa14,dresser7,60,40,455,108,HENRY-Sofa-falg8068-05-72X34X34.jpg,ADRESSE43.jpg,Stimuli/Experimental_stims/sofa/HENRY-Sofa-falg8068-05-72X34X34.jpg,Stimuli/Experimental_stims/dresser/ADRESSE43.jpg
139,3,0,0,40-80,40,80,-40,0,1000,1000,desk,patio lounge chair,desk1,patio lounge chair14,20,60,68,353,ADESK11.jpg,2987951.jpg,Stimuli/Experimental_stims/desk/ADESK11.jpg,Stimuli/Experimental_stims/patio lounge chair/2987951.jpg
140,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
141,3,0,0,20-60,20,60,-40,0,1500,1000,vase,key chain,vase7,key chain8,40,60,567,211,8246344.thl.jpg,Keychain01.jpg,Stimuli/Experimental_stims/vase/8246344.thl.jpg,Stimuli/Experimental_stims/key chain/Keychain01.jpg
142,3,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
143,3,0,0,40-60,60,40,20,1,3000,2000,makeup compact,bongo,makeup compact2,bongo2,80,60,256,35,P183922_hero.jpg,26390663.thl.jpg,Stimuli/Experimental_stims/makeup compact/P183922_hero.jpg,Stimuli/Experimental_stims/bongo/26390663.thl.jpg
144,3,0,0,20-40,20,40,-20,0,1000,3500,tape,bench,tape1,bench11,40,40,476,27,aktotape_01.jpg,22928468.thl.jpg,Stimuli/Experimental_stims/tape/aktotape_01.jpg,Stimuli/Experimental_stims/bench/22928468.thl.jpg
145,3,0,0,20-80,20,80,-60,0,2000,1000,vase,pen,vase11,pen7,20,60,571,363,Ethnic_Ceramic_Vase.jpg,1259_2341_popup1.jpg,Stimuli/Experimental_stims/vase/Ethnic_Ceramic_Vase.jpg,Stimuli/Experimental_stims/pen/1259_2341_popup1.jpg
146,3,0,0,20-80,20,80,-60,0,1500,1500,stool,small table,stool11,small table13,20,60,469,437,ASTOOL28.jpg,ATABLE25.jpg,Stimuli/Experimental_stims/stool/ASTOOL28.jpg,Stimuli/Experimental_stims/small table/ATABLE25.jpg
147,3,0,0,40-60,60,40,20,1,1500,1000,microscope,dresser,microscope13,dresser10,60,60,284,111,digital-microscope-420tc.jpg,ADRESSE14.jpg,Stimuli/Experimental_stims/microscope/digital-microscope-420tc.jpg,Stimuli/Experimental_stims/dresser/ADRESSE14.jpg
148,3,0,0,60-60,60,60,0,NA,1500,1000,motorcycle,microscope,motorcycle9,microscope1,60,60,297,272,speedbike.jpg,digital-blue-microscope-qx5-md.jpg,Stimuli/Experimental_stims/motorcycle/speedbike.jpg,Stimuli/Experimental_stims/microscope/digital-blue-microscope-qx5-md.jpg
149,3,0,0,20-80,80,20,60,1,2000,1000,sofa,telescope,sofa3,telescope13,60,20,444,505,ACOUCH14.jpg,Telescope_Pewter_br48540a.jpg,Stimuli/Experimental_stims/sofa/ACOUCH14.jpg,Stimuli/Experimental_stims/telescope/Telescope_Pewter_br48540a.jpg
150,3,0,0,40-40,40,40,0,NA,2000,1000,bongo,fan,bongo8,fan12,60,20,41,130,26390661.thl.jpg,116544_sk_lg.jpg,Stimuli/Experimental_stims/bongo/26390661.thl.jpg,Stimuli/Experimental_stims/fan/116544_sk_lg.jpg
151,3,0,0,60-80,80,60,20,1,1500,1000,power strip,license plate,power strip4,license plate12,80,40,394,232,41D3CX96H9L._AA262_.jpg,TurtleLicensePlate.jpg,Stimuli/Experimental_stims/power strip/41D3CX96H9L._AA262_.jpg,Stimuli/Experimental_stims/license plate/TurtleLicensePlate.jpg
152,3,0,1,NaN,NA,NA,NA,NA,3000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
153,3,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
154,3,0,0,40-60,60,40,20,1,1000,1000,hammer,bowl,hammer15,bowl1,80,40,184,51,Vaughan-32-oz-Hickory-Handle-Ball-Pein-Hammer-S432-B0001LRUJM-L-ARCQ0EBO8TR73_.jpg,ABOWLS6.jpg,Stimuli/Experimental_stims/hammer/Vaughan-32-oz-Hickory-Handle-Ball-Pein-Hammer-S432-B0001LRUJM-L-ARCQ0EBO8TR73_.jpg,Stimuli/Experimental_stims/bowl/ABOWLS6.jpg
155,3,0,1,NaN,NA,NA,NA,NA,3500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
156,3,0,0,20-60,20,60,-40,0,1000,2000,trumpet,frame,trumpet2,frame6,0,80,545,158,Matt-Stevens-Pocket-Trumpet.jpg,AFRAME123.jpg,Stimuli/Experimental_stims/trumpet/Matt-Stevens-Pocket-Trumpet.jpg,Stimuli/Experimental_stims/frame/AFRAME123.jpg
157,3,0,0,40-80,80,40,40,1,1000,2000,poker card,flashlight,poker card11,flashlight4,60,40,384,139,9817013.thl.jpg,new08.jpg,Stimuli/Experimental_stims/poker card/9817013.thl.jpg,Stimuli/Experimental_stims/flashlight/new08.jpg
158,3,0,1,NaN,NA,NA,NA,NA,1000,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
159,3,0,0,60-80,80,60,20,1,3500,1500,sofa,lipstick,sofa10,lipstick12,80,60,451,249,AREDCOUC5.jpg,P173709_hero.jpg,Stimuli/Experimental_stims/sofa/AREDCOUC5.jpg,Stimuli/Experimental_stims/lipstick/P173709_hero.jpg
160,3,0,0,20-20,20,20,0,NA,1000,3000,tent,train,tent15,train14,20,40,524,540,tent_.jpg,images-products-childcraft-g83501.jpg,Stimuli/Experimental_stims/tent/tent_.jpg,Stimuli/Experimental_stims/train/images-products-childcraft-g83501.jpg
161,3,0,0,40-60,60,40,20,1,1500,1000,license plate,bowl,license plate5,bowl14,60,60,225,64,va-eew.jpg,Aredglassbowl.jpg,Stimuli/Experimental_stims/license plate/va-eew.jpg,Stimuli/Experimental_stims/bowl/Aredglassbowl.jpg
162,3,0,0,40-80,80,40,40,1,2000,1500,poker card,baby carriage,poker card6,baby carriage13,100,60,379,12,22864212.thl.jpg,300px-Barnevogn2.jpg,Stimuli/Experimental_stims/poker card/22864212.thl.jpg,Stimuli/Experimental_stims/baby carriage/300px-Barnevogn2.jpg
163,3,0,0,40-80,40,80,-40,0,2000,2000,door knob,nail polish,door knob13,nail polish7,20,80,97,312,500_CLAWALBC.jpg,117BDAkbo5L._AA160_.jpg,Stimuli/Experimental_stims/door knob/500_CLAWALBC.jpg,Stimuli/Experimental_stims/nail polish/117BDAkbo5L._AA160_.jpg
164,3,0,0,20-40,20,40,-20,0,1000,1000,tape,bongo,tape14,bongo6,0,20,489,39,922544.jpg,ABONGO9.jpg,Stimuli/Experimental_stims/tape/922544.jpg,Stimuli/Experimental_stims/bongo/ABONGO9.jpg
165,3,0,0,20-60,60,20,40,1,1500,1500,hat,telescope,hat12,telescope3,80,20,198,495,Aformalhat5.jpg,41V67SB5NJL._SS500_.jpg,Stimuli/Experimental_stims/hat/Aformalhat5.jpg,Stimuli/Experimental_stims/telescope/41V67SB5NJL._SS500_.jpg
166,3,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
167,3,0,0,60-60,60,60,0,NA,1000,1000,motorcycle,key chain,motorcycle11,key chain12,60,60,299,215,sportmotorcycle.jpg,keychain.jpg,Stimuli/Experimental_stims/motorcycle/sportmotorcycle.jpg,Stimuli/Experimental_stims/key chain/keychain.jpg
168,3,0,0,20-20,20,20,0,NA,1000,1500,tape,telescope,tape11,telescope15,0,40,486,507,41FZA73H4JL._AA280_.jpg,VictorianDeskTelescope.jpg,Stimuli/Experimental_stims/tape/41FZA73H4JL._AA280_.jpg,Stimuli/Experimental_stims/telescope/VictorianDeskTelescope.jpg
169,3,0,0,40-60,60,40,20,1,1000,1000,motorcycle,flashlight,motorcycle3,flashlight11,40,60,291,146,motorcycle40.jpg,new04.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle40.jpg,Stimuli/Experimental_stims/flashlight/new04.jpg
170,3,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
171,3,0,1,NaN,NA,NA,NA,NA,1000,3500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
172,3,0,0,80-80,80,80,0,NA,1500,1000,poker card,nail polish,poker card5,nail polish13,100,100,378,318,22864800.thl.jpg,31cR10fzlML._AA280_.jpg,Stimuli/Experimental_stims/poker card/22864800.thl.jpg,Stimuli/Experimental_stims/nail polish/31cR10fzlML._AA280_.jpg
173,3,0,0,80-80,80,80,0,NA,2000,1000,power strip,pen,power strip6,pen11,80,60,396,367,41AWBNXQRML._AA262_.jpg,pen01.jpg,Stimuli/Experimental_stims/power strip/41AWBNXQRML._AA262_.jpg,Stimuli/Experimental_stims/pen/pen01.jpg
174,3,0,0,20-60,60,20,40,1,3000,1000,makeup compact,tent,makeup compact9,tent1,40,20,263,510,b_102019.jpg,Atent8.jpg,Stimuli/Experimental_stims/makeup compact/b_102019.jpg,Stimuli/Experimental_stims/tent/Atent8.jpg
175,3,0,0,20-80,20,80,-60,0,1500,1000,tape,pen,tape15,pen8,40,100,490,364,MMMC15BK.jpg,1383_1749_popup copy.jpg,Stimuli/Experimental_stims/tape/MMMC15BK.jpg,Stimuli/Experimental_stims/pen/1383_1749_popup copy.jpg
176,3,0,0,40-80,80,40,40,1,1500,2000,sofa,dresser,sofa9,dresser6,100,60,450,107,ALOVSEAT9.jpg,ADRESSE96.jpg,Stimuli/Experimental_stims/sofa/ALOVSEAT9.jpg,Stimuli/Experimental_stims/dresser/ADRESSE96.jpg
177,3,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
178,3,0,0,20-40,20,40,-20,0,2000,2000,tent,door knob,tent6,door knob9,20,40,515,93,lighthouse_tent_edited_1-1.jpg,d08d31bb-7484-41db-96f9-297aeb8651cd_4.jpg,Stimuli/Experimental_stims/tent/lighthouse_tent_edited_1-1.jpg,Stimuli/Experimental_stims/door knob/d08d31bb-7484-41db-96f9-297aeb8651cd_4.jpg
179,3,0,1,NaN,NA,NA,NA,NA,2000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
180,3,0,0,40-60,60,40,20,1,2000,2000,hammer,door knob,hammer7,door knob12,80,60,176,96,hammer01.jpg,500_PRACRYOB.jpg,Stimuli/Experimental_stims/hammer/hammer01.jpg,Stimuli/Experimental_stims/door knob/500_PRACRYOB.jpg
181,3,0,0,20-80,80,20,60,1,1500,3000,poker card,telescope,poker card13,telescope5,60,20,386,497,9817197.thl.jpg,digimarc.jpg,Stimuli/Experimental_stims/poker card/9817197.thl.jpg,Stimuli/Experimental_stims/telescope/digimarc.jpg
182,3,0,1,NaN,NA,NA,NA,NA,1000,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
183,3,0,1,NaN,NA,NA,NA,NA,3000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
184,3,0,0,20-60,20,60,-40,0,2000,3500,telescope,license plate,telescope14,license plate7,0,80,506,227,T09748dt.jpg,co-825-fjf.jpg,Stimuli/Experimental_stims/telescope/T09748dt.jpg,Stimuli/Experimental_stims/license plate/co-825-fjf.jpg
185,4,0,0,20-60,60,20,40,1,1000,2000,frame,telescope,frame5,telescope8,40,0,157,500,AFRAME136.jpg,p0006439g.jpg,Stimuli/Experimental_stims/frame/AFRAME136.jpg,Stimuli/Experimental_stims/telescope/p0006439g.jpg
186,4,0,0,60-60,60,60,0,NA,1000,1500,hammer,hat,hammer3,hat13,60,40,172,199,hammernew03.jpg,Ahatwithfeath.jpg,Stimuli/Experimental_stims/hammer/hammernew03.jpg,Stimuli/Experimental_stims/hat/Ahatwithfeath.jpg
187,4,0,0,20-60,20,60,-40,0,1000,3500,train,frame,train11,frame9,40,60,537,161,train1.jpg,AFRAME188.jpg,Stimuli/Experimental_stims/train/train1.jpg,Stimuli/Experimental_stims/frame/AFRAME188.jpg
188,4,0,0,40-80,40,80,-40,0,1000,1500,dresser,pen,dresser15,pen4,40,80,116,360,ADRESSE77.jpg,Montblanc_Greta_Garbo_BP copy.jpg,Stimuli/Experimental_stims/dresser/ADRESSE77.jpg,Stimuli/Experimental_stims/pen/Montblanc_Greta_Garbo_BP copy.jpg
189,4,0,0,20-60,20,60,-40,0,1500,1000,trumpet,license plate,trumpet14,license plate10,20,40,557,230,truba1.jpg,pa-nfn-011.jpg,Stimuli/Experimental_stims/trumpet/truba1.jpg,Stimuli/Experimental_stims/license plate/pa-nfn-011.jpg
190,4,0,0,40-60,40,60,-20,0,3500,1000,door knob,microscope,door knob14,microscope6,40,40,98,277,500_CLANYKAB.jpg,AMICROS25.jpg,Stimuli/Experimental_stims/door knob/500_CLANYKAB.jpg,Stimuli/Experimental_stims/microscope/AMICROS25.jpg
191,4,0,0,40-60,60,40,20,1,1500,1500,key chain,fan,key chain6,fan13,60,20,209,131,highboy_keychain_ItemCA75384.jpg,511976_sk_lg.jpg,Stimuli/Experimental_stims/key chain/highboy_keychain_ItemCA75384.jpg,Stimuli/Experimental_stims/fan/511976_sk_lg.jpg
192,4,0,0,40-80,80,40,40,1,2000,3000,seashell,bowl,seashell9,bowl9,80,40,416,59,ASEASH5.jpg,21123_285.jpg,Stimuli/Experimental_stims/seashell/ASEASH5.jpg,Stimuli/Experimental_stims/bowl/21123_285.jpg
193,4,0,0,40-60,40,60,-20,0,1000,1500,baby carriage,license plate,baby carriage11,license plate15,40,80,10,235,Baby_Carriage-2.jpg,hi-hwr-837.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Carriage-2.jpg,Stimuli/Experimental_stims/license plate/hi-hwr-837.jpg
194,4,0,0,40-40,40,40,0,NA,1000,2000,fan,bench,fan4,bench2,60,40,122,18,AFAN39.jpg,26369969.thl.jpg,Stimuli/Experimental_stims/fan/AFAN39.jpg,Stimuli/Experimental_stims/bench/26369969.thl.jpg
195,4,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
196,4,0,0,20-80,20,80,-60,0,1000,1500,watch,patio lounge chair,watch2,patio lounge chair1,20,100,579,340,AL0004-03E_MED.jpg,product1-s.jpg,Stimuli/Experimental_stims/watch/AL0004-03E_MED.jpg,Stimuli/Experimental_stims/patio lounge chair/product1-s.jpg
197,4,0,0,20-80,20,80,-60,0,1500,2000,tent,patio lounge chair,tent11,patio lounge chair2,40,100,520,341,asa_c098_cat_tent_red_black.jpg,Marina-metal-chaise-lounge.jpg,Stimuli/Experimental_stims/tent/asa_c098_cat_tent_red_black.jpg,Stimuli/Experimental_stims/patio lounge chair/Marina-metal-chaise-lounge.jpg
198,4,0,0,20-80,20,80,-60,0,2000,1000,yarn,small table,yarn13,small table4,40,80,607,428,cool blue 2 hpy 2 sml.jpg,ACOFTABLE.jpg,Stimuli/Experimental_stims/yarn/cool blue 2 hpy 2 sml.jpg,Stimuli/Experimental_stims/small table/ACOFTABLE.jpg
199,4,0,0,20-20,20,20,0,NA,3000,1000,tent,stool,tent14,stool6,0,40,523,464,inflatable-tent.jpg,ASTOOL30.jpg,Stimuli/Experimental_stims/tent/inflatable-tent.jpg,Stimuli/Experimental_stims/stool/ASTOOL30.jpg
200,4,0,0,80-80,80,80,0,NA,1500,2000,poker card,patio lounge chair,poker card3,patio lounge chair10,60,80,376,349,9817131.thl.jpg,51831.jpg,Stimuli/Experimental_stims/poker card/9817131.thl.jpg,Stimuli/Experimental_stims/patio lounge chair/51831.jpg
201,4,0,0,60-80,80,60,20,1,2000,1000,poker card,hat,poker card7,hat7,100,80,380,193,22864416.thl.jpg,ASTRHATFL.jpg,Stimuli/Experimental_stims/poker card/22864416.thl.jpg,Stimuli/Experimental_stims/hat/ASTRHATFL.jpg
202,4,0,0,20-60,20,60,-40,0,2000,1000,tape,microscope,tape8,microscope2,0,40,483,273,18095_lg.jpg,3090-b.jpg,Stimuli/Experimental_stims/tape/18095_lg.jpg,Stimuli/Experimental_stims/microscope/3090-b.jpg
203,4,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
204,4,0,0,60-80,80,60,20,1,3500,1000,nail polish,license plate,nail polish8,license plate14,100,40,313,234,283-ILilacYouALot.jpg,fl-hel-bel.jpg,Stimuli/Experimental_stims/nail polish/283-ILilacYouALot.jpg,Stimuli/Experimental_stims/license plate/fl-hel-bel.jpg
205,4,0,0,40-60,40,60,-20,0,1000,1500,baby carriage,frame,baby carriage2,frame12,60,40,1,164,Baby_Carriage.jpg,AFRAME138.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Carriage.jpg,Stimuli/Experimental_stims/frame/AFRAME138.jpg
206,4,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
207,4,0,0,20-60,20,60,-40,0,1000,2000,trumpet,key chain,trumpet5,key chain11,20,80,548,214,408l.jpg,31H95JKXWNL._SS500_.jpg,Stimuli/Experimental_stims/trumpet/408l.jpg,Stimuli/Experimental_stims/key chain/31H95JKXWNL._SS500_.jpg
208,4,0,1,NaN,NA,NA,NA,NA,3000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
209,4,0,0,80-80,80,80,0,NA,1000,3000,necklace,poker card,necklace7,poker card10,100,60,329,383,Anecklace12.jpg,22864488.thl.jpg,Stimuli/Experimental_stims/necklace/Anecklace12.jpg,Stimuli/Experimental_stims/poker card/22864488.thl.jpg
210,4,0,0,20-80,80,20,60,1,1000,1000,patio lounge chair,watch,patio lounge chair4,watch11,60,0,343,588,0-teak_tf53er.jpg,B00020ODHO.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V65957276_.jpg,Stimuli/Experimental_stims/patio lounge chair/0-teak_tf53er.jpg,Stimuli/Experimental_stims/watch/B00020ODHO.01-A2E7J74KJYV9ZH._AA280_SCLZZZZZZZ_V65957276_.jpg
211,4,0,0,40-80,40,80,-40,0,2000,1000,flashlight,necklace,flashlight2,necklace8,20,60,137,330,AV-9 No Battery Flashlight.jpg,Anecklace20.jpg,Stimuli/Experimental_stims/flashlight/AV-9 No Battery Flashlight.jpg,Stimuli/Experimental_stims/necklace/Anecklace20.jpg
212,4,0,0,40-80,80,40,40,1,2000,1000,seashell,bongo,seashell8,bongo1,100,40,415,34,ASEASHEL9.jpg,ABONGO22.jpg,Stimuli/Experimental_stims/seashell/ASEASHEL9.jpg,Stimuli/Experimental_stims/bongo/ABONGO22.jpg
213,4,0,0,80-80,80,80,0,NA,1500,3500,poker card,sofa,poker card15,sofa5,80,60,388,446,9816946.thl.jpg,ALOVSEA14.jpg,Stimuli/Experimental_stims/poker card/9816946.thl.jpg,Stimuli/Experimental_stims/sofa/ALOVSEA14.jpg
214,4,0,1,NaN,NA,NA,NA,NA,3000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
