trial_num,block,is_practice,old_trial,pair_type,left_category_value,right_category_value,delta_category_value,high_cat_on_left,iti,isi,left_category,right_category,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_stim_index,right_stim_index,left_img,right_img,left_img_path,right_img_path
14,1,0,0,60-60,60,60,0,NA,2000,2000,license plate,hammer,license plate2,hammer5,60,60,222,174,ny-u93-8zs.jpg,hammer02.jpg,Stimuli/Experimental_stims/license plate/ny-u93-8zs.jpg,Stimuli/Experimental_stims/hammer/hammer02.jpg
15,1,0,0,20-20,20,20,0,NA,2000,1500,train,tape,train9,tape13,20,20,535,488,train2.jpg,920152.jpg,Stimuli/Experimental_stims/train/train2.jpg,Stimuli/Experimental_stims/tape/920152.jpg
16,1,0,0,20-40,20,40,-20,0,2000,1500,trumpet,bongo,trumpet10,bongo14,40,40,553,47,trumpet2.jpg,26390667.thl.jpg,Stimuli/Experimental_stims/trumpet/trumpet2.jpg,Stimuli/Experimental_stims/bongo/26390667.thl.jpg
17,1,0,0,20-60,20,60,-40,0,3500,2000,trumpet,lipstick,trumpet1,lipstick4,40,60,544,241,JUPITER+TROMPETTE+606MRL.JPG,P145703_hero.jpg,Stimuli/Experimental_stims/trumpet/JUPITER+TROMPETTE+606MRL.JPG,Stimuli/Experimental_stims/lipstick/P145703_hero.jpg
18,1,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
19,1,0,0,20-60,20,60,-40,0,1000,1500,train,motorcycle,train6,motorcycle10,0,40,532,298,train9.jpg,motorcycle17.jpg,Stimuli/Experimental_stims/train/train9.jpg,Stimuli/Experimental_stims/motorcycle/motorcycle17.jpg
20,1,0,0,40-60,40,60,-20,0,3000,1000,dresser,license plate,dresser9,license plate9,20,80,110,229,ADRESSER.jpg,nm-dhg089.jpg,Stimuli/Experimental_stims/dresser/ADRESSER.jpg,Stimuli/Experimental_stims/license plate/nm-dhg089.jpg
21,1,0,0,40-80,80,40,40,1,1000,2000,seashell,desk,seashell4,desk3,60,60,411,70,seashell.jpg,D-1 Four drawers desk Elm 64x23x33.jpg,Stimuli/Experimental_stims/seashell/seashell.jpg,Stimuli/Experimental_stims/desk/D-1 Four drawers desk Elm 64x23x33.jpg
22,1,0,0,20-40,40,20,20,1,3500,1000,bench,yarn,bench5,yarn5,20,0,21,599,APARKBEN8.jpg,Aballofyarn14.jpg,Stimuli/Experimental_stims/bench/APARKBEN8.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn14.jpg
23,1,0,0,60-80,80,60,20,1,1500,2000,necklace,hammer,necklace6,hammer6,100,80,328,175,Agoldnecklace.jpg,hammer03.jpg,Stimuli/Experimental_stims/necklace/Agoldnecklace.jpg,Stimuli/Experimental_stims/hammer/hammer03.jpg
24,1,0,0,20-20,20,20,0,NA,1500,3500,watch,yarn,watch4,yarn9,40,40,581,603,B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,Aballofyarn26.jpg,Stimuli/Experimental_stims/watch/B000EI2NBW.01._AA280_SCLZZZZZZZ_.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn26.jpg
25,1,0,0,40-60,60,40,20,1,1000,1000,motorcycle,door knob,motorcycle15,door knob1,80,40,303,85,2006-Buell-LightningXB12Sa.jpg,Brass_Door_Handle.jpg,Stimuli/Experimental_stims/motorcycle/2006-Buell-LightningXB12Sa.jpg,Stimuli/Experimental_stims/door knob/Brass_Door_Handle.jpg
26,1,0,0,40-60,60,40,20,1,1000,1000,hammer,door knob,hammer8,door knob10,40,20,177,94,ct1006_hammer.jpg,c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg,Stimuli/Experimental_stims/hammer/ct1006_hammer.jpg,Stimuli/Experimental_stims/door knob/c02a578d-c6cc-44ca-8dd2-de8901e30bd7_4.jpg
27,1,0,0,20-80,80,20,60,1,1000,1500,small table,vase,small table7,vase4,80,40,431,564,ATABLE89.jpg,Avase111.jpg,Stimuli/Experimental_stims/small table/ATABLE89.jpg,Stimuli/Experimental_stims/vase/Avase111.jpg
28,1,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
29,1,0,0,40-40,40,40,0,NA,1000,3500,fan,bench,fan5,bench12,20,20,123,28,Table_Fan.jpg,22927976.thl.jpg,Stimuli/Experimental_stims/fan/Table_Fan.jpg,Stimuli/Experimental_stims/bench/22927976.thl.jpg
30,1,0,1,NaN,NA,NA,NA,NA,3000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
31,1,0,0,80-80,80,80,0,NA,1500,1500,sofa,patio lounge chair,sofa15,patio lounge chair9,100,80,456,348,APEACHLOV.jpg,43-3.jpg,Stimuli/Experimental_stims/sofa/APEACHLOV.jpg,Stimuli/Experimental_stims/patio lounge chair/43-3.jpg
32,1,0,0,20-80,80,20,60,1,1000,1000,necklace,vase,necklace1,vase12,100,0,323,572,26443173.thl.jpg,Abluevase2.jpg,Stimuli/Experimental_stims/necklace/26443173.thl.jpg,Stimuli/Experimental_stims/vase/Abluevase2.jpg
33,1,0,0,40-80,80,40,40,1,1000,3500,nail polish,desk,nail polish14,desk14,80,20,319,81,38031405.JPG,26419960.thl.jpg,Stimuli/Experimental_stims/nail polish/38031405.JPG,Stimuli/Experimental_stims/desk/26419960.thl.jpg
34,1,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
35,1,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
36,1,0,1,NaN,NA,NA,NA,NA,3500,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
37,1,0,0,40-80,80,40,40,1,1000,2000,necklace,flashlight,necklace10,flashlight6,60,40,332,141,necklascenew03.jpg,Flashlight.jpg,Stimuli/Experimental_stims/necklace/necklascenew03.jpg,Stimuli/Experimental_stims/flashlight/Flashlight.jpg
38,1,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
39,1,0,0,20-60,60,20,40,1,1500,1000,hat,stool,hat1,stool8,60,0,187,466,AGREENHAT.jpg,ASTOOL33.jpg,Stimuli/Experimental_stims/hat/AGREENHAT.jpg,Stimuli/Experimental_stims/stool/ASTOOL33.jpg
40,1,0,0,20-80,20,80,-60,0,3500,1000,tape,power strip,tape9,power strip10,40,80,484,400,desk tape disp.jpg,6bd437c9-6165-4d36-bf75-9a1038783c6a_400.jpg,Stimuli/Experimental_stims/tape/desk tape disp.jpg,Stimuli/Experimental_stims/power strip/6bd437c9-6165-4d36-bf75-9a1038783c6a_400.jpg
41,1,0,0,20-80,20,80,-60,0,1000,1500,tape,poker card,tape12,poker card4,40,60,487,377,Frog-Tape-Dispenser_F02218A2.jpg,22864728.thl.jpg,Stimuli/Experimental_stims/tape/Frog-Tape-Dispenser_F02218A2.jpg,Stimuli/Experimental_stims/poker card/22864728.thl.jpg
42,1,0,0,20-80,80,20,60,1,3500,2000,power strip,telescope,power strip13,telescope2,100,40,403,494,01dccef1-d4b2-4d2e-a317-f2ed46b70b4b_400.jpg,Brass-telescope-60700.jpg,Stimuli/Experimental_stims/power strip/01dccef1-d4b2-4d2e-a317-f2ed46b70b4b_400.jpg,Stimuli/Experimental_stims/telescope/Brass-telescope-60700.jpg
43,1,0,0,20-60,20,60,-40,0,2000,1000,yarn,makeup compact,yarn2,makeup compact6,20,80,596,260,Aballofyarn66.jpg,P0754_hero.jpg,Stimuli/Experimental_stims/yarn/Aballofyarn66.jpg,Stimuli/Experimental_stims/makeup compact/P0754_hero.jpg
44,1,0,0,20-60,20,60,-40,0,1000,1000,stool,makeup compact,stool15,makeup compact3,20,40,473,257,ASTOOL.jpg,P181006_hero.jpg,Stimuli/Experimental_stims/stool/ASTOOL.jpg,Stimuli/Experimental_stims/makeup compact/P181006_hero.jpg
45,1,0,0,20-20,20,20,0,NA,1000,1000,tape,watch,tape6,watch15,40,40,481,592,1912.jpg,20-171-6.jpg,Stimuli/Experimental_stims/tape/1912.jpg,Stimuli/Experimental_stims/watch/20-171-6.jpg
46,1,0,0,40-80,80,40,40,1,2000,1500,nail polish,fan,nail polish6,fan1,60,60,311,119,127_t.jpg,01393.fpx.jpg,Stimuli/Experimental_stims/nail polish/127_t.jpg,Stimuli/Experimental_stims/fan/01393.fpx.jpg
47,1,0,0,60-80,80,60,20,1,2000,1500,pen,license plate,pen10,license plate8,100,60,366,228,VP-Raden-FP-L copy.jpg,dc-vrw-jsw.jpg,Stimuli/Experimental_stims/pen/VP-Raden-FP-L copy.jpg,Stimuli/Experimental_stims/license plate/dc-vrw-jsw.jpg
48,1,0,0,40-60,60,40,20,1,1000,1500,frame,bongo,frame4,bongo11,60,40,156,44,AFRAME125.jpg,ABONGO6.jpg,Stimuli/Experimental_stims/frame/AFRAME125.jpg,Stimuli/Experimental_stims/bongo/ABONGO6.jpg
49,1,0,0,40-60,40,60,-20,0,2000,2000,dresser,lipstick,dresser3,lipstick1,20,80,104,238,ADRESSE79.jpg,P170102_hero.jpg,Stimuli/Experimental_stims/dresser/ADRESSE79.jpg,Stimuli/Experimental_stims/lipstick/P170102_hero.jpg
50,1,0,1,NaN,NA,NA,NA,NA,1000,3500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
51,1,0,0,60-60,60,60,0,NA,1000,2000,makeup compact,microscope,makeup compact5,microscope3,40,40,259,274,P109965_hero.jpg,APDB.jpg,Stimuli/Experimental_stims/makeup compact/P109965_hero.jpg,Stimuli/Experimental_stims/microscope/APDB.jpg
52,1,0,0,40-80,40,80,-40,0,1500,1000,baby carriage,necklace,baby carriage9,necklace2,20,80,8,324,Antique baby Carriage 7.jpg,Anecklace7.jpg,Stimuli/Experimental_stims/baby carriage/Antique baby Carriage 7.jpg,Stimuli/Experimental_stims/necklace/Anecklace7.jpg
53,1,0,0,20-80,20,80,-60,0,1500,2000,watch,small table,watch12,small table12,40,80,589,436,snl003_MED.jpg,ATABLE54.jpg,Stimuli/Experimental_stims/watch/snl003_MED.jpg,Stimuli/Experimental_stims/small table/ATABLE54.jpg
54,1,0,1,NaN,NA,NA,NA,NA,2000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
55,1,0,0,40-60,60,40,20,1,3000,1000,motorcycle,bench,motorcycle13,bench9,60,40,301,25,2005-Buell-FireboltXB12R.jpg,26419898.thl.jpg,Stimuli/Experimental_stims/motorcycle/2005-Buell-FireboltXB12R.jpg,Stimuli/Experimental_stims/bench/26419898.thl.jpg
56,1,0,0,20-40,40,20,20,1,1000,1000,baby carriage,train,baby carriage12,train4,60,40,11,530,Baby_Carriage-1.jpg,After-RHS-2-web.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Carriage-1.jpg,Stimuli/Experimental_stims/train/After-RHS-2-web.jpg
57,1,0,1,NaN,NA,NA,NA,NA,2000,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
58,1,0,0,40-80,40,80,-40,0,1000,2000,flashlight,seashell,flashlight13,seashell13,60,100,148,420,834808_sk_lg.jpg,coquillage22.jpg,Stimuli/Experimental_stims/flashlight/834808_sk_lg.jpg,Stimuli/Experimental_stims/seashell/coquillage22.jpg
59,1,0,0,20-60,20,60,-40,0,1500,1000,watch,key chain,watch14,key chain14,0,40,591,217,HC06.jpg,Jif Keychain 285.jpg,Stimuli/Experimental_stims/watch/HC06.jpg,Stimuli/Experimental_stims/key chain/Jif Keychain 285.jpg
60,1,0,0,20-80,20,80,-60,0,1000,1500,watch,small table,watch8,small table2,40,100,585,426,2239.jpg,Atable126.jpg,Stimuli/Experimental_stims/watch/2239.jpg,Stimuli/Experimental_stims/small table/Atable126.jpg
61,1,0,1,NaN,NA,NA,NA,NA,2000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
62,1,0,1,NaN,NA,NA,NA,NA,1500,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
63,1,0,0,20-60,60,20,40,1,3000,3000,key chain,stool,key chain9,stool12,80,0,212,470,sfx8832-ferrari-shield-keychain.jpg,henrybar_stool1.jpg,Stimuli/Experimental_stims/key chain/sfx8832-ferrari-shield-keychain.jpg,Stimuli/Experimental_stims/stool/henrybar_stool1.jpg
64,1,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
65,2,0,0,20-60,20,60,-40,0,1500,1000,tent,hammer,tent10,hammer4,0,60,519,173,TENT-DUTCH-GD1-1.jpg,hammernew01.jpg,Stimuli/Experimental_stims/tent/TENT-DUTCH-GD1-1.jpg,Stimuli/Experimental_stims/hammer/hammernew01.jpg
66,2,0,0,40-80,80,40,40,1,1000,3000,patio lounge chair,bench,patio lounge chair11,bench3,100,20,350,19,51830.jpg,26419540.thl.jpg,Stimuli/Experimental_stims/patio lounge chair/51830.jpg,Stimuli/Experimental_stims/bench/26419540.thl.jpg
67,2,0,0,20-20,20,20,0,NA,1500,1500,trumpet,watch,trumpet12,watch6,40,20,555,583,hornabariton.jpg,B0000X04VC.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_.jpg,Stimuli/Experimental_stims/trumpet/hornabariton.jpg,Stimuli/Experimental_stims/watch/B0000X04VC.01-A4LKQQKJ91IUZ._AA280_SCLZZZZZZZ_.jpg
68,2,0,0,20-80,20,80,-60,0,1500,2000,yarn,small table,yarn1,small table8,40,60,595,432,corn_yarn.jpg,ATABLE8.jpg,Stimuli/Experimental_stims/yarn/corn_yarn.jpg,Stimuli/Experimental_stims/small table/ATABLE8.jpg
69,2,0,0,60-60,60,60,0,NA,2000,1000,makeup compact,hat,makeup compact12,hat5,80,40,266,191,P139103_hero.jpg,AREDHAT4.jpg,Stimuli/Experimental_stims/makeup compact/P139103_hero.jpg,Stimuli/Experimental_stims/hat/AREDHAT4.jpg
70,2,0,0,40-60,40,60,-20,0,1000,1000,dresser,lipstick,dresser4,lipstick5,60,40,105,242,ADRESSE40.jpg,P35719_hero.jpg,Stimuli/Experimental_stims/dresser/ADRESSE40.jpg,Stimuli/Experimental_stims/lipstick/P35719_hero.jpg
71,2,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
72,2,0,0,40-60,60,40,20,1,2000,2000,hat,desk,hat10,desk11,80,60,196,78,Atornhat3.jpg,Writing_Desk_280_Cutout_Sideview_half.jpg,Stimuli/Experimental_stims/hat/Atornhat3.jpg,Stimuli/Experimental_stims/desk/Writing_Desk_280_Cutout_Sideview_half.jpg
73,2,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
74,2,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
75,2,0,0,60-60,60,60,0,NA,1000,1000,microscope,hat,microscope8,hat14,60,60,279,200,AMICROS21.jpg,Ahat136.jpg,Stimuli/Experimental_stims/microscope/AMICROS21.jpg,Stimuli/Experimental_stims/hat/Ahat136.jpg
76,2,0,0,40-60,40,60,-20,0,2000,2000,door knob,frame,door knob8,frame10,40,80,92,162,pro_l_116_medeco437ul.jpg,AFRAME107.jpg,Stimuli/Experimental_stims/door knob/pro_l_116_medeco437ul.jpg,Stimuli/Experimental_stims/frame/AFRAME107.jpg
77,2,0,0,40-60,40,60,-20,0,2000,1500,bench,hat,bench6,hat3,20,60,22,189,26370121.thl.jpg,Astrawhat49.jpg,Stimuli/Experimental_stims/bench/26370121.thl.jpg,Stimuli/Experimental_stims/hat/Astrawhat49.jpg
78,2,0,0,40-80,80,40,40,1,1500,2000,nail polish,baby carriage,nail polish15,baby carriage1,60,40,320,0,MA_NP_WSD.jpg,babycarriage16.jpg,Stimuli/Experimental_stims/nail polish/MA_NP_WSD.jpg,Stimuli/Experimental_stims/baby carriage/babycarriage16.jpg
79,2,0,0,40-80,80,40,40,1,1500,1000,poker card,bongo,poker card2,bongo9,100,20,375,42,22864716.thl.jpg,22946035.thl.jpg,Stimuli/Experimental_stims/poker card/22864716.thl.jpg,Stimuli/Experimental_stims/bongo/22946035.thl.jpg
80,2,0,0,80-80,80,80,0,NA,1000,1000,seashell,patio lounge chair,seashell6,patio lounge chair3,80,60,413,342,PY2H1461.jpg,Lounge_Chair.jpg,Stimuli/Experimental_stims/seashell/PY2H1461.jpg,Stimuli/Experimental_stims/patio lounge chair/Lounge_Chair.jpg
81,2,0,0,20-80,20,80,-60,0,3500,1000,tape,small table,tape10,small table10,20,100,485,434,26377601.thl.jpg,ATABLE41.jpg,Stimuli/Experimental_stims/tape/26377601.thl.jpg,Stimuli/Experimental_stims/small table/ATABLE41.jpg
82,2,0,0,20-60,20,60,-40,0,3500,1000,stool,frame,stool14,frame7,40,40,472,159,hjscott-sbs-b-bar-stool.jpg,AFRAME152.jpg,Stimuli/Experimental_stims/stool/hjscott-sbs-b-bar-stool.jpg,Stimuli/Experimental_stims/frame/AFRAME152.jpg
83,2,0,0,20-60,20,60,-40,0,3000,3500,telescope,hammer,telescope10,hammer1,40,60,502,170,digimarc.ms02.jpg,fosnaugh.hammer.jpg,Stimuli/Experimental_stims/telescope/digimarc.ms02.jpg,Stimuli/Experimental_stims/hammer/fosnaugh.hammer.jpg
84,2,0,0,20-80,80,20,60,1,1500,1000,small table,trumpet,small table14,trumpet4,100,0,438,547,Awoodtable13.jpg,JUPITER+JTR1000S.jpg,Stimuli/Experimental_stims/small table/Awoodtable13.jpg,Stimuli/Experimental_stims/trumpet/JUPITER+JTR1000S.jpg
85,2,0,0,40-40,40,40,0,NA,3000,1500,baby carriage,flashlight,baby carriage15,flashlight14,40,40,14,149,AANBABYC2.jpg,freeplay-jonta-flashlight.jpg,Stimuli/Experimental_stims/baby carriage/AANBABYC2.jpg,Stimuli/Experimental_stims/flashlight/freeplay-jonta-flashlight.jpg
86,2,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
87,2,0,1,NaN,NA,NA,NA,NA,1000,2000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
88,2,0,0,40-60,60,40,20,1,1000,3000,motorcycle,baby carriage,motorcycle8,baby carriage6,80,20,296,5,Motorcycle903425j2.jpg,Baby_Stroller-1.jpg,Stimuli/Experimental_stims/motorcycle/Motorcycle903425j2.jpg,Stimuli/Experimental_stims/baby carriage/Baby_Stroller-1.jpg
89,2,0,0,20-80,80,20,60,1,1500,1000,pen,tent,pen9,tent4,60,20,365,513,Aredpen3.jpg,Atent12.jpg,Stimuli/Experimental_stims/pen/Aredpen3.jpg,Stimuli/Experimental_stims/tent/Atent12.jpg
90,2,0,0,20-40,40,20,20,1,1000,2000,bongo,yarn,bongo7,yarn6,20,20,40,600,26461075.thl.jpg,edwardian moment hpy sml.jpg,Stimuli/Experimental_stims/bongo/26461075.thl.jpg,Stimuli/Experimental_stims/yarn/edwardian moment hpy sml.jpg
91,2,0,0,40-40,40,40,0,NA,1000,3500,desk,bongo,desk2,bongo15,60,40,69,48,AA Luffield Radial crescent Desk 1600mm x 1200mm.jpg,26390728.thl.jpg,Stimuli/Experimental_stims/desk/AA Luffield Radial crescent Desk 1600mm x 1200mm.jpg,Stimuli/Experimental_stims/bongo/26390728.thl.jpg
92,2,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
93,2,0,1,NaN,NA,NA,NA,NA,2000,3000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
94,2,0,0,40-80,80,40,40,1,1500,1500,poker card,bowl,poker card9,bowl15,80,60,382,65,9817230.thl.jpg,Awhitebowl2.jpg,Stimuli/Experimental_stims/poker card/9817230.thl.jpg,Stimuli/Experimental_stims/bowl/Awhitebowl2.jpg
95,2,0,0,20-20,20,20,0,NA,1500,1000,tape,trumpet,tape5,trumpet7,20,0,480,550,910372_sk_lg.jpg,JTP-606MRS.jpg,Stimuli/Experimental_stims/tape/910372_sk_lg.jpg,Stimuli/Experimental_stims/trumpet/JTP-606MRS.jpg
96,2,0,0,60-80,60,80,-20,0,1000,1500,frame,seashell,frame13,seashell2,60,60,165,409,AFRAME115.jpg,ph_stri_seashell.jpg,Stimuli/Experimental_stims/frame/AFRAME115.jpg,Stimuli/Experimental_stims/seashell/ph_stri_seashell.jpg
97,2,0,1,NaN,NA,NA,NA,NA,1000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
98,2,0,0,20-60,60,20,40,1,1000,2000,hat,watch,hat11,watch7,40,20,197,584,AFELTHAT.jpg,0900631b80baee56M.jpg,Stimuli/Experimental_stims/hat/AFELTHAT.jpg,Stimuli/Experimental_stims/watch/0900631b80baee56M.jpg
99,2,0,1,NaN,NA,NA,NA,NA,1500,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
100,2,0,0,40-80,40,80,-40,0,2000,2000,dresser,power strip,dresser8,power strip14,40,100,109,404,Adresser14.jpg,88b2c724-e781-44ae-85d5-27b7591f659d_400.jpg,Stimuli/Experimental_stims/dresser/Adresser14.jpg,Stimuli/Experimental_stims/power strip/88b2c724-e781-44ae-85d5-27b7591f659d_400.jpg
101,2,0,1,NaN,NA,NA,NA,NA,1000,1000,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
102,2,0,0,40-60,40,60,-20,0,2000,1000,bench,hammer,bench14,hammer12,20,40,30,181,APARKBENC.jpg,24oz hammer.jpg,Stimuli/Experimental_stims/bench/APARKBENC.jpg,Stimuli/Experimental_stims/hammer/24oz hammer.jpg
103,2,0,1,NaN,NA,NA,NA,NA,3000,1500,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN
104,2,0,0,80-80,80,80,0,NA,1000,1000,necklace,power strip,necklace13,power strip5,100,80,335,395,Anecklace19.jpg,93e4a283-bcd6-4ad1-8add-339658cda0fc_400.jpg,Stimuli/Experimental_stims/necklace/Anecklace19.jpg,Stimuli/Experimental_stims/power strip/93e4a283-bcd6-4ad1-8add-339658cda0fc_400.jpg
105,2,0,0,20-60,20,60,-40,0,2000,1000,train,hat,train7,hat4,40,40,533,190,thomas-tank-pedal-car-lg.jpg,JS370.jpg,Stimuli/Experimental_stims/train/thomas-tank-pedal-car-lg.jpg,Stimuli/Experimental_stims/hat/JS370.jpg
106,2,0,0,80-80,80,80,0,NA,1500,2000,poker card,small table,poker card1,small table3,100,80,374,427,22864704.thl.jpg,Atable122.jpg,Stimuli/Experimental_stims/poker card/22864704.thl.jpg,Stimuli/Experimental_stims/small table/Atable122.jpg
107,2,0,0,40-80,80,40,40,1,2000,1500,patio lounge chair,bowl,patio lounge chair7,bowl11,80,20,346,61,lg_Serenity_Riviera[1].jpg,Abowl46.jpg,Stimuli/Experimental_stims/patio lounge chair/lg_Serenity_Riviera[1].jpg,Stimuli/Experimental_stims/bowl/Abowl46.jpg
